구,연도,항목,예측값,모델
영등포구,2024,차대차_사상자수,2505.0157601088285,다항회귀
용산구,2024,차대차_사상자수,794.7105889171362,다항회귀
은평구,2024,차대차_사상자수,1101.964458528906,다항회귀
종로구,2024,차대차_사상자수,964.5729400962591,다항회귀
중구,2024,차대차_사상자수,986.8874722775072,다항회귀
중랑구,2024,차대차_사상자수,1400.6684073507786,다항회귀
강남구,2024,차량단독_사상자수,39.79013653146103,다항회귀
강동구,2024,차량단독_사상자수,29.159580617095344,다항회귀
강북구,2024,차량단독_사상자수,29.988121427595615,다항회귀
강서구,2024,차량단독_사상자수,27.38815793581307,다항회귀
관악구,2024,차량단독_사상자수,24.5392349883914,다항회귀
광진구,2024,차량단독_사상자수,3.3237254845298594,다항회귀
구로구,2024,차량단독_사상자수,29.091488517820835,다항회귀
금천구,2024,차량단독_사상자수,49.93847503699362,다항회귀
노원구,2024,차량단독_사상자수,59.54971359670162,다항회귀
도봉구,2024,차량단독_사상자수,30.037112146615982,다항회귀
동대문구,2024,차량단독_사상자수,52.486337741836905,다항회귀
동작구,2024,차량단독_사상자수,51.50659921602346,다항회귀
마포구,2024,차량단독_사상자수,0.3123491909354925,다항회귀
서대문구,2024,차량단독_사상자수,45.715140089043416,다항회귀
서초구,2024,차량단독_사상자수,43.37495005107485,다항회귀
성동구,2024,차량단독_사상자수,6.703967998269945,다항회귀
성북구,2024,차량단독_사상자수,62.20802735630423,다항회귀
송파구,2024,차량단독_사상자수,37.13182018371299,다항회귀
양천구,2024,차량단독_사상자수,38.361543886363506,다항회귀
영등포구,2024,차량단독_사상자수,93.75072517618537,다항회귀
용산구,2024,차량단독_사상자수,45.276177524589,다항회귀
은평구,2024,차량단독_사상자수,75.5081442296505,다항회귀
종로구,2024,차량단독_사상자수,51.282508067786694,다항회귀
중구,2024,차량단독_사상자수,30.187169389799237,다항회귀
중랑구,2024,차량단독_사상자수,26.163104782812297,다항회귀
강남구,2024,차대사람_발생건수,814.1814650893211,다항회귀
강동구,2024,차대사람_발생건수,470.2705744295381,다항회귀
강북구,2024,차대사람_발생건수,200.1668351404369,다항회귀
강서구,2024,차대사람_발생건수,365.27056486858055,다항회귀
관악구,2024,차대사람_발생건수,245.31539964675903,다항회귀
광진구,2024,차대사람_발생건수,156.90871738642454,다항회귀
구로구,2024,차대사람_발생건수,311.6319004949182,다항회귀
금천구,2024,차대사람_발생건수,160.09353300742805,다항회귀
노원구,2024,차대사람_발생건수,266.02920238673687,다항회귀
도봉구,2024,차대사람_발생건수,152.08788795024157,다항회귀
동대문구,2024,차대사람_발생건수,103.11853887885809,다항회귀
동작구,2024,차대사람_발생건수,301.32871602941304,다항회귀
마포구,2024,차대사람_발생건수,250.23933743522502,다항회귀
서대문구,2024,차대사람_발생건수,134.64712393470109,다항회귀
서초구,2024,차대사람_발생건수,260.31658831238747,다항회귀
성동구,2024,차대사람_발생건수,213.2155778777087,다항회귀
성북구,2024,차대사람_발생건수,265.87485102936625,다항회귀
송파구,2024,차대사람_발생건수,468.5567601323128,다항회귀
양천구,2024,차대사람_발생건수,287.9211443066597,다항회귀
영등포구,2024,차대사람_발생건수,160.3504913970828,다항회귀
용산구,2024,차대사람_발생건수,317.69395601167344,다항회귀
은평구,2024,차대사람_발생건수,331.91085228323936,다항회귀
종로구,2024,차대사람_발생건수,209.86485121399164,다항회귀
중구,2024,차대사람_발생건수,219.58824986312538,다항회귀
중랑구,2024,차대사람_발생건수,264.4794453829527,다항회귀
강남구,2024,차대차_발생건수,2898.039357030764,다항회귀
강동구,2024,차대차_발생건수,940.6462787028868,다항회귀
강북구,2024,차대차_발생건수,650.737457126379,다항회귀
강서구,2024,차대차_발생건수,1149.3668683841825,다항회귀
관악구,2024,차대차_발생건수,998.855342656374,다항회귀
광진구,2024,차대차_발생건수,626.9160371068865,다항회귀
구로구,2024,차대차_발생건수,981.6808772105724,다항회귀
금천구,2024,차대차_발생건수,590.9659005813301,다항회귀
노원구,2024,차대차_발생건수,985.252003878355,다항회귀
도봉구,2024,차대차_발생건수,343.8180830106139,다항회귀
동대문구,2024,차대차_발생건수,1358.774929471314,다항회귀
동작구,2024,차대차_발생건수,877.3472550408915,다항회귀
마포구,2024,차대차_발생건수,942.4752759604016,다항회귀
서대문구,2024,차대차_발생건수,643.9672671221197,다항회귀
서초구,2024,차대차_발생건수,1714.0775570087135,다항회귀
성동구,2024,차대차_발생건수,689.0743272819091,다항회귀
성북구,2024,차대차_발생건수,965.5014345124364,다항회귀
송파구,2024,차대차_발생건수,1988.3187672561035,다항회귀
양천구,2024,차대차_발생건수,955.4750838875771,다항회귀
영등포구,2024,차대차_발생건수,1713.4742966033518,다항회귀
용산구,2024,차대차_발생건수,513.0815169243142,다항회귀
은평구,2024,차대차_발생건수,818.6310991235077,다항회귀
종로구,2024,차대차_발생건수,660.3272019866854,다항회귀
중구,2024,차대차_발생건수,728.0818597916514,다항회귀
중랑구,2024,차대차_발생건수,912.1547694504261,다항회귀
강남구,2024,차량단독_발생건수,15.882697604130954,다항회귀
강동구,2024,차량단독_발생건수,33.04862593882717,다항회귀
강북구,2024,차량단독_발생건수,28.426532696932554,다항회귀
강서구,2024,차량단독_발생건수,31.77998813195154,다항회귀
관악구,2024,차량단독_발생건수,10.678251884877682,다항회귀
광진구,2024,차량단독_발생건수,12.758869622834027,다항회귀
구로구,2024,차량단독_발생건수,28.84069937095046,다항회귀
금천구,2024,차량단독_발생건수,46.0586893260479,다항회귀
노원구,2024,차량단독_발생건수,47.26272448897362,다항회귀
도봉구,2024,차량단독_발생건수,25.479758821427822,다항회귀
동대문구,2024,차량단독_발생건수,36.527025048621,다항회귀
동작구,2024,차량단독_발생건수,50.05330880964175,다항회귀
마포구,2024,차량단독_발생건수,8.952426302923413,다항회귀
서대문구,2024,차량단독_발생건수,43.16774601791985,다항회귀
서초구,2024,차량단독_발생건수,53.01939572853735,다항회귀
성동구,2024,차량단독_발생건수,8.720119829871692,다항회귀
성북구,2024,차량단독_발생건수,58.56377295125276,다항회귀
송파구,2024,차량단독_발생건수,38.10346546955407,다항회귀
양천구,2024,차량단독_발생건수,37.8518133033067,다항회귀
영등포구,2024,차량단독_발생건수,60.50090467277914,다항회귀
용산구,2024,차량단독_발생건수,25.530836783349514,다항회귀
은평구,2024,차량단독_발생건수,73.81712942151353,다항회귀
종로구,2024,차량단독_발생건수,44.2196445412701,다항회귀
중구,2024,차량단독_발생건수,31.702883134479634,다항회귀
중랑구,2024,차량단독_발생건수,24.345036873593926,다항회귀
강남구,2024,인구 10만명당 부상자수 (명),809.5657100761309,다항회귀
강동구,2024,인구 10만명당 부상자수 (명),416.4902375501115,다항회귀
강북구,2024,인구 10만명당 부상자수 (명),387.1323630232364,다항회귀
강서구,2024,인구 10만명당 부상자수 (명),383.33383587759454,다항회귀
관악구,2024,인구 10만명당 부상자수 (명),315.88367209769785,다항회귀
광진구,2024,인구 10만명당 부상자수 (명),259.70126674696803,다항회귀
구로구,2024,인구 10만명당 부상자수 (명),432.31584669230506,다항회귀
금천구,2024,인구 10만명당 부상자수 (명),448.28205831348896,다항회귀
노원구,2024,인구 10만명당 부상자수 (명),373.8425854034722,다항회귀
도봉구,2024,인구 10만명당 부상자수 (명),222.96990609914064,다항회귀
동대문구,2024,인구 10만명당 부상자수 (명),542.4071465255693,다항회귀
동작구,2024,인구 10만명당 부상자수 (명),427.8863762784749,다항회귀
마포구,2024,인구 10만명당 부상자수 (명),443.96114893071353,다항회귀
서대문구,2024,인구 10만명당 부상자수 (명),316.8541852850467,다항회귀
서초구,2024,인구 10만명당 부상자수 (명),690.9130058914889,다항회귀
성동구,2024,인구 10만명당 부상자수 (명),416.9827942401171,다항회귀
성북구,2024,인구 10만명당 부상자수 (명),389.0745244547725,다항회귀
송파구,2024,인구 10만명당 부상자수 (명),530.1971425663214,다항회귀
양천구,2024,인구 10만명당 부상자수 (명),399.59269715845585,다항회귀
영등포구,2024,인구 10만명당 부상자수 (명),698.618771661073,다항회귀
용산구,2024,인구 10만명당 부상자수 (명),510.5315836695954,다항회귀
은평구,2024,인구 10만명당 부상자수 (명),351.7468763096258,다항회귀
종로구,2024,인구 10만명당 부상자수 (명),842.7212432771921,다항회귀
중구,2024,인구 10만명당 부상자수 (명),951.3034039679915,다항회귀
중랑구,2024,인구 10만명당 부상자수 (명),447.21692880243063,다항회귀
강남구,2024,인구 10만명당 사망자수 (명),0.0,다항회귀
강동구,2024,인구 10만명당 사망자수 (명),1.3742136824293993,다항회귀
강북구,2024,인구 10만명당 사망자수 (명),3.3066871592309326,다항회귀
강서구,2024,인구 10만명당 사망자수 (명),0.795346068967774,다항회귀
관악구,2024,인구 10만명당 사망자수 (명),2.5665710968896747,다항회귀
광진구,2024,인구 10만명당 사망자수 (명),0.0,다항회귀
구로구,2024,인구 10만명당 사망자수 (명),1.3025925308124897,다항회귀
금천구,2024,인구 10만명당 사망자수 (명),5.414678905624896,다항회귀
노원구,2024,인구 10만명당 사망자수 (명),2.5839880668208934,다항회귀
도봉구,2024,인구 10만명당 사망자수 (명),1.6122814506816212,다항회귀
동대문구,2024,인구 10만명당 사망자수 (명),11.128632433712482,다항회귀
동작구,2024,인구 10만명당 사망자수 (명),1.4371307763576624,다항회귀
마포구,2024,인구 10만명당 사망자수 (명),3.1371169466510764,다항회귀
서대문구,2024,인구 10만명당 사망자수 (명),2.1043859793571755,다항회귀
서초구,2024,인구 10만명당 사망자수 (명),1.3690148949535796,다항회귀
성동구,2024,인구 10만명당 사망자수 (명),1.2994795475970022,다항회귀
성북구,2024,인구 10만명당 사망자수 (명),2.963349692290649,다항회귀
송파구,2024,인구 10만명당 사망자수 (명),0.5354629630201089,다항회귀
양천구,2024,인구 10만명당 사망자수 (명),1.6359977369429544,다항회귀
영등포구,2024,인구 10만명당 사망자수 (명),0.0,다항회귀
용산구,2024,인구 10만명당 사망자수 (명),7.108268000301905,다항회귀
은평구,2024,인구 10만명당 사망자수 (명),0.0,다항회귀
종로구,2024,인구 10만명당 사망자수 (명),3.509947662067134,다항회귀
중구,2024,인구 10만명당 사망자수 (명),0.6501167812966742,다항회귀
중랑구,2024,인구 10만명당 사망자수 (명),0.8877576986560598,다항회귀
강남구,2024,자동차 1만대당 발생건수 (건),123.92430886265356,다항회귀
강동구,2024,자동차 1만대당 발생건수 (건),88.27583575696917,다항회귀
강북구,2024,자동차 1만대당 발생건수 (건),99.83753177453764,다항회귀
강서구,2024,자동차 1만대당 발생건수 (건),69.38253328985593,다항회귀
관악구,2024,자동차 1만대당 발생건수 (건),87.49324837233871,다항회귀
광진구,2024,자동차 1만대당 발생건수 (건),67.77134767046664,다항회귀
구로구,2024,자동차 1만대당 발생건수 (건),82.01981409499422,다항회귀
금천구,2024,자동차 1만대당 발생건수 (건),77.55373604269698,다항회귀
노원구,2024,자동차 1만대당 발생건수 (건),74.408614421729,다항회귀
도봉구,2024,자동차 1만대당 발생건수 (건),48.34628706006333,다항회귀
동대문구,2024,자동차 1만대당 발생건수 (건),120.04131958904327,다항회귀
동작구,2024,자동차 1만대당 발생건수 (건),101.50117668401072,다항회귀
마포구,2024,자동차 1만대당 발생건수 (건),87.71598632089263,다항회귀
서대문구,2024,자동차 1만대당 발생건수 (건),77.8412954264495,다항회귀
서초구,2024,자동차 1만대당 발생건수 (건),109.21913938957732,다항회귀
성동구,2024,자동차 1만대당 발생건수 (건),75.91375274877646,다항회귀
성북구,2024,자동차 1만대당 발생건수 (건),90.57073124381714,다항회귀
송파구,2024,자동차 1만대당 발생건수 (건),92.63994198334694,다항회귀
양천구,2024,자동차 1만대당 발생건수 (건),78.78511319030076,다항회귀
영등포구,2024,자동차 1만대당 발생건수 (건),109.83779130014591,다항회귀
용산구,2024,자동차 1만대당 발생건수 (건),86.60046217884519,다항회귀
은평구,2024,자동차 1만대당 발생건수 (건),81.5109552393551,다항회귀
종로구,2024,자동차 1만대당 발생건수 (건),127.81911888718605,다항회귀
중구,2024,자동차 1만대당 발생건수 (건),158.65209993813187,다항회귀
중랑구,2024,자동차 1만대당 발생건수 (건),82.46835246728733,다항회귀
