자치구,연도,거주인구,버스승객수,지하철_승객_수,승객수,발생건수,부상자수
송파구,2019,684655.25,7228707.58,8863653.75,16254703.25,241.0,333.58
송파구,2020,677387.25,6445661.5,7606704.5,14110458.67,216.25,292.42
송파구,2021,665104.25,6548208.25,7999849.33,14576762.17,217.25,292.42
송파구,2022,666815.0,5618217.67,8686424.58,14253493.25,215.08,299.5
송파구,2023,662029.0,5823499.33,9604571.5,15295760.17,217.83,300.25
양천구,2005,0.0,0.0,0.0,0.0,0.0,0.0
양천구,2006,0.0,0.0,0.0,0.0,0.0,0.0
양천구,2007,0.0,0.0,0.0,0.0,0.0,0.0
양천구,2008,508119.5,0.0,0.0,0.0,0.0,0.0
양천구,2009,507901.0,0.0,0.0,0.0,0.0,0.0
양천구,2010,503734.0,0.0,0.0,0.0,0.0,0.0
양천구,2011,504636.0,0.0,0.0,0.0,0.0,0.0
양천구,2012,502462.0,0.0,0.0,0.0,0.0,0.0
양천구,2013,498458.5,0.0,0.0,0.0,0.0,0.0
양천구,2014,493228.0,0.0,0.0,0.0,0.0,0.0
양천구,2015,489954.75,0.0,0.0,0.0,0.0,0.0
양천구,2016,485244.0,0.0,0.0,0.0,0.0,0.0
양천구,2017,477435.5,5016097.67,4581813.92,9694170.67,111.92,149.08
양천구,2018,470550.75,5531758.83,5061947.08,10775249.75,119.0,161.58
양천구,2019,464483.25,5422061.0,5440130.92,11031188.17,125.5,173.75
양천구,2020,460098.75,4816039.92,4796146.33,9677228.75,112.0,152.42
양천구,2021,453262.25,4854155.58,4771515.08,9662068.75,108.75,141.0
양천구,2022,446599.0,4161281.33,2760228.33,6904097.75,97.08,127.42
양천구,2023,440926.25,4308365.58,2937234.42,7184241.25,101.75,135.33
영등포구,2005,0.0,0.0,0.0,0.0,0.0,0.0
영등포구,2006,0.0,0.0,0.0,0.0,0.0,0.0
영등포구,2007,0.0,0.0,0.0,0.0,0.0,0.0
영등포구,2008,443634.75,0.0,0.0,0.0,0.0,0.0
영등포구,2009,443922.25,0.0,0.0,0.0,0.0,0.0
영등포구,2010,440830.0,0.0,0.0,0.0,0.0,0.0
영등포구,2011,444650.25,0.0,0.0,0.0,0.0,0.0
영등포구,2012,432096.25,0.0,0.0,0.0,0.0,0.0
영등포구,2013,424079.0,0.0,0.0,0.0,0.0,0.0
영등포구,2014,422194.25,0.0,0.0,0.0,0.0,0.0
영등포구,2015,420370.5,0.0,0.0,0.0,0.0,0.0
영등포구,2016,412411.5,0.0,0.0,0.0,0.0,0.0
영등포구,2017,402471.0,6425806.83,9643406.5,16188099.42,198.83,293.25
영등포구,2018,403953.25,6984787.5,9639341.58,16834239.08,207.75,294.33
영등포구,2019,403062.25,6698855.92,9381622.5,16276211.17,203.25,287.58
영등포구,2020,405817.25,5996791.33,8452898.67,14538739.25,184.0,258.5
영등포구,2021,402041.75,6047122.92,8407942.92,14515587.83,181.5,247.25
영등포구,2022,399246.5,5770761.83,7621340.0,13343773.17,166.5,225.58
영등포구,2023,398482.75,6032134.17,8353808.5,14265067.33,158.33,218.25
용산구,2005,0.0,0.0,0.0,0.0,0.0,0.0
용산구,2006,0.0,0.0,0.0,0.0,0.0,0.0
용산구,2007,0.0,0.0,0.0,0.0,0.0,0.0
용산구,2008,250159.75,0.0,0.0,0.0,0.0,0.0
용산구,2009,251639.5,0.0,0.0,0.0,0.0,0.0
용산구,2010,252100.25,0.0,0.0,0.0,0.0,0.0
용산구,2011,259159.5,0.0,0.0,0.0,0.0,0.0
용산구,2012,256869.0,0.0,0.0,0.0,0.0,0.0
용산구,2013,253393.75,0.0,0.0,0.0,0.0,0.0
용산구,2014,250604.25,0.0,0.0,0.0,0.0,0.0
용산구,2015,249072.0,0.0,0.0,0.0,0.0,0.0
용산구,2016,246412.5,0.0,0.0,0.0,0.0,0.0
용산구,2017,243993.75,5123756.58,6755594.83,12008041.0,114.83,166.33
용산구,2018,245208.25,5467238.83,6378428.92,12059994.33,110.83,154.33
용산구,2019,245095.5,5063743.5,5698286.17,10961350.0,98.92,134.5
용산구,2020,245281.25,4272665.25,4566359.92,8930507.67,74.17,98.17
용산구,2021,239896.5,4521243.0,5418227.25,10001336.83,84.5,114.08
용산구,2022,235042.0,4210218.42,3272937.58,7464089.75,84.5,110.83
용산구,2023,230587.25,4500683.17,3685362.67,8117696.92,83.0,113.83
은평구,2005,0.0,0.0,0.0,0.0,0.0,0.0
은평구,2006,0.0,0.0,0.0,0.0,0.0,0.0
은평구,2007,0.0,0.0,0.0,0.0,0.0,0.0
은평구,2008,460573.25,0.0,0.0,0.0,0.0,0.0
