구,연월,거주인구
노원구,2011-04,610527.0
은평구,2011-04,496792.0
서대문구,2011-04,328640.0
마포구,2011-04,401879.0
양천구,2011-04,502946.0
강서구,2011-04,579288.0
구로구,2011-04,453911.0
금천구,2011-04,264880.0
영등포구,2011-04,447488.0
동작구,2011-04,414855.0
관악구,2011-04,549803.0
서초구,2011-04,438473.0
강남구,2011-04,577205.0
송파구,2011-04,692676.0
강동구,2011-04,501942.0
종로구,2011-05,178779.0
중구,2011-05,141083.0
용산구,2011-05,259659.0
성동구,2011-05,313333.0
광진구,2011-05,388347.0
동대문구,2011-05,379964.0
중랑구,2011-05,431029.0
성북구,2011-05,497395.0
강북구,2011-05,349354.0
도봉구,2011-05,369816.0
노원구,2011-05,610527.0
은평구,2011-05,496792.0
서대문구,2011-05,328640.0
마포구,2011-05,401879.0
양천구,2011-05,502946.0
강서구,2011-05,579288.0
구로구,2011-05,453911.0
금천구,2011-05,264880.0
영등포구,2011-05,447488.0
동작구,2011-05,414855.0
관악구,2011-05,549803.0
서초구,2011-05,438473.0
강남구,2011-05,577205.0
송파구,2011-05,692676.0
강동구,2011-05,501942.0
종로구,2011-06,178779.0
중구,2011-06,141083.0
용산구,2011-06,259659.0
성동구,2011-06,313333.0
광진구,2011-06,388347.0
동대문구,2011-06,379964.0
중랑구,2011-06,431029.0
성북구,2011-06,497395.0
강북구,2011-06,349354.0
도봉구,2011-06,369816.0
노원구,2011-06,610527.0
은평구,2011-06,496792.0
서대문구,2011-06,328640.0
마포구,2011-06,401879.0
양천구,2011-06,502946.0
강서구,2011-06,579288.0
구로구,2011-06,453911.0
금천구,2011-06,264880.0
영등포구,2011-06,447488.0
동작구,2011-06,414855.0
관악구,2011-06,549803.0
서초구,2011-06,438473.0
강남구,2011-06,577205.0
송파구,2011-06,692676.0
강동구,2011-06,501942.0
종로구,2011-07,178539.0
중구,2011-07,140682.0
용산구,2011-07,259810.0
성동구,2011-07,311504.0
광진구,2011-07,387864.0
동대문구,2011-07,380353.0
중랑구,2011-07,430004.0
성북구,2011-07,496556.0
강북구,2011-07,348710.0
도봉구,2011-07,368674.0
노원구,2011-07,609725.0
은평구,2011-07,497433.0
서대문구,2011-07,327231.0
마포구,2011-07,400919.0
양천구,2011-07,506126.0
강서구,2011-07,577142.0
구로구,2011-07,456552.0
금천구,2011-07,264183.0
영등포구,2011-07,443820.0
동작구,2011-07,414304.0
관악구,2011-07,548820.0
서초구,2011-07,438626.0
강남구,2011-07,576409.0
송파구,2011-07,691842.0
강동구,2011-07,501670.0
종로구,2011-08,178539.0
중구,2011-08,140682.0
용산구,2011-08,259810.0
성동구,2011-08,311504.0
광진구,2011-08,387864.0
동대문구,2011-08,380353.0
중랑구,2011-08,430004.0
성북구,2011-08,496556.0
강북구,2011-08,348710.0
도봉구,2011-08,368674.0
노원구,2011-08,609725.0
은평구,2011-08,497433.0
서대문구,2011-08,327231.0
마포구,2011-08,400919.0
양천구,2011-08,506126.0
강서구,2011-08,577142.0
구로구,2011-08,456552.0
금천구,2011-08,264183.0
영등포구,2011-08,443820.0
동작구,2011-08,414304.0
관악구,2011-08,548820.0
서초구,2011-08,438626.0
강남구,2011-08,576409.0
송파구,2011-08,691842.0
강동구,2011-08,501670.0
종로구,2011-09,178539.0
중구,2011-09,140682.0
용산구,2011-09,259810.0
성동구,2011-09,311504.0
광진구,2011-09,387864.0
동대문구,2011-09,380353.0
중랑구,2011-09,430004.0
성북구,2011-09,496556.0
강북구,2011-09,348710.0
도봉구,2011-09,368674.0
노원구,2011-09,609725.0
은평구,2011-09,497433.0
서대문구,2011-09,327231.0
마포구,2011-09,400919.0
양천구,2011-09,506126.0
강서구,2011-09,577142.0
구로구,2011-09,456552.0
금천구,2011-09,264183.0
영등포구,2011-09,443820.0
동작구,2011-09,414304.0
관악구,2011-09,548820.0
서초구,2011-09,438626.0
강남구,2011-09,576409.0
송파구,2011-09,691842.0
강동구,2011-09,501670.0
종로구,2011-10,177419.0
중구,2011-10,141567.0
용산구,2011-10,259288.0
성동구,2011-10,308767.0
광진구,2011-10,386673.0
동대문구,2011-10,378534.0
중랑구,2011-10,428672.0
성북구,2011-10,494422.0
강북구,2011-10,348740.0
도봉구,2011-10,367949.0
노원구,2011-10,608062.0
은평구,2011-10,498350.0
서대문구,2011-10,324529.0
마포구,2011-10,398627.0
양천구,2011-10,505605.0
강서구,2011-10,575846.0
구로구,2011-10,458908.0
금천구,2011-10,264256.0
영등포구,2011-10,439555.0
동작구,2011-10,413658.0
관악구,2011-10,546350.0
서초구,2011-10,439012.0
강남구,2011-10,573003.0
송파구,2011-10,690466.0
강동구,2011-10,500516.0
종로구,2011-11,177419.0
중구,2011-11,141567.0
용산구,2011-11,259288.0
성동구,2011-11,308767.0
광진구,2011-11,386673.0
동대문구,2011-11,378534.0
중랑구,2011-11,428672.0
성북구,2011-11,494422.0
강북구,2011-11,348740.0
도봉구,2011-11,367949.0
노원구,2011-11,608062.0
은평구,2011-11,498350.0
서대문구,2011-11,324529.0
마포구,2011-11,398627.0
양천구,2011-11,505605.0
강서구,2011-11,575846.0
구로구,2011-11,458908.0
금천구,2011-11,264256.0
영등포구,2011-11,439555.0
동작구,2011-11,413658.0
관악구,2011-11,546350.0
서초구,2011-11,439012.0
강남구,2011-11,573003.0
송파구,2011-11,690466.0
강동구,2011-11,500516.0
종로구,2011-12,177419.0
중구,2011-12,141567.0
용산구,2011-12,259288.0
성동구,2011-12,308767.0
광진구,2011-12,386673.0
동대문구,2011-12,378534.0
중랑구,2011-12,428672.0
성북구,2011-12,494422.0
강북구,2011-12,348740.0
도봉구,2011-12,367949.0
노원구,2011-12,608062.0
은평구,2011-12,498350.0
서대문구,2011-12,324529.0
마포구,2011-12,398627.0
양천구,2011-12,505605.0
강서구,2011-12,575846.0
구로구,2011-12,458908.0
금천구,2011-12,264256.0
영등포구,2011-12,439555.0
동작구,2011-12,413658.0
관악구,2011-12,546350.0
서초구,2011-12,439012.0
강남구,2011-12,573003.0
송파구,2011-12,690466.0
강동구,2011-12,500516.0
종로구,2012-01,176766.0
중구,2012-01,143727.0
용산구,2012-01,258374.0
성동구,2012-01,308020.0
광진구,2012-01,386283.0
동대문구,2012-01,378791.0
중랑구,2012-01,427522.0
성북구,2012-01,493973.0
강북구,2012-01,349569.0
도봉구,2012-01,366821.0
노원구,2012-01,606399.0
은평구,2012-01,503115.0
서대문구,2012-01,322617.0
마포구,2012-01,397736.0
양천구,2012-01,504339.0
강서구,2012-01,575205.0
구로구,2012-01,458935.0
금천구,2012-01,264299.0
영등포구,2012-01,437116.0
동작구,2012-01,413994.0
관악구,2012-01,545971.0
서초구,2012-01,441160.0
강남구,2012-01,570824.0
송파구,2012-01,690312.0
강동구,2012-01,497912.0
종로구,2012-02,176766.0
중구,2012-02,143727.0
용산구,2012-02,258374.0
성동구,2012-02,308020.0
광진구,2012-02,386283.0
동대문구,2012-02,378791.0
중랑구,2012-02,427522.0
성북구,2012-02,493973.0
강북구,2012-02,349569.0
도봉구,2012-02,366821.0
노원구,2012-02,606399.0
은평구,2012-02,503115.0
서대문구,2012-02,322617.0
마포구,2012-02,397736.0
양천구,2012-02,504339.0
강서구,2012-02,575205.0
구로구,2012-02,458935.0
금천구,2012-02,264299.0
영등포구,2012-02,437116.0
동작구,2012-02,413994.0
관악구,2012-02,545971.0
서초구,2012-02,441160.0
강남구,2012-02,570824.0
송파구,2012-02,690312.0
강동구,2012-02,497912.0
종로구,2012-03,176766.0
중구,2012-03,143727.0
용산구,2012-03,258374.0
성동구,2012-03,308020.0
광진구,2012-03,386283.0
동대문구,2012-03,378791.0
중랑구,2012-03,427522.0
성북구,2012-03,493973.0
강북구,2012-03,349569.0
도봉구,2012-03,366821.0
노원구,2012-03,606399.0
은평구,2012-03,503115.0
서대문구,2012-03,322617.0
마포구,2012-03,397736.0
양천구,2012-03,504339.0
강서구,2012-03,575205.0
구로구,2012-03,458935.0
금천구,2012-03,264299.0
영등포구,2012-03,437116.0
동작구,2012-03,413994.0
관악구,2012-03,545971.0
서초구,2012-03,441160.0
강남구,2012-03,570824.0
송파구,2012-03,690312.0
강동구,2012-03,497912.0
종로구,2012-04,175430.0
중구,2012-04,143957.0
용산구,2012-04,257194.0
성동구,2012-04,307436.0
광진구,2012-04,385970.0
동대문구,2012-04,378064.0
중랑구,2012-04,426246.0
성북구,2012-04,492771.0
강북구,2012-04,348912.0
도봉구,2012-04,365875.0
노원구,2012-04,605162.0
은평구,2012-04,506167.0
서대문구,2012-04,321481.0
마포구,2012-04,396218.0
양천구,2012-04,503121.0
강서구,2012-04,574994.0
구로구,2012-04,458701.0
금천구,2012-04,263728.0
영등포구,2012-04,433877.0
동작구,2012-04,413563.0
관악구,2012-04,545141.0
서초구,2012-04,441205.0
강남구,2012-04,569048.0
송파구,2012-04,689120.0
강동구,2012-04,495312.0
종로구,2012-05,175430.0
중구,2012-05,143957.0
용산구,2012-05,257194.0
성동구,2012-05,307436.0
광진구,2012-05,385970.0
동대문구,2012-05,378064.0
중랑구,2012-05,426246.0
성북구,2012-05,492771.0
강북구,2012-05,348912.0
도봉구,2012-05,365875.0
노원구,2012-05,605162.0
은평구,2012-05,506167.0
서대문구,2012-05,321481.0
마포구,2012-05,396218.0
양천구,2012-05,503121.0
강서구,2012-05,574994.0
구로구,2012-05,458701.0
금천구,2012-05,263728.0
영등포구,2012-05,433877.0
동작구,2012-05,413563.0
관악구,2012-05,545141.0
서초구,2012-05,441205.0
강남구,2012-05,569048.0
송파구,2012-05,689120.0
강동구,2012-05,495312.0
종로구,2012-06,175430.0
중구,2012-06,143957.0
용산구,2012-06,257194.0
성동구,2012-06,307436.0
광진구,2012-06,385970.0
동대문구,2012-06,378064.0
중랑구,2012-06,426246.0
성북구,2012-06,492771.0
강북구,2012-06,348912.0
도봉구,2012-06,365875.0
노원구,2012-06,605162.0
은평구,2012-06,506167.0
서대문구,2012-06,321481.0
마포구,2012-06,396218.0
양천구,2012-06,503121.0
강서구,2012-06,574994.0
구로구,2012-06,458701.0
금천구,2012-06,263728.0
영등포구,2012-06,433877.0
동작구,2012-06,413563.0
관악구,2012-06,545141.0
서초구,2012-06,441205.0
강남구,2012-06,569048.0
송파구,2012-06,689120.0
강동구,2012-06,495312.0
종로구,2012-07,174850.0
중구,2012-07,143089.0
용산구,2012-07,256614.0
성동구,2012-07,307801.0
광진구,2012-07,385874.0
동대문구,2012-07,377467.0
중랑구,2012-07,425101.0
성북구,2012-07,492429.0
강북구,2012-07,347817.0
도봉구,2012-07,365404.0
노원구,2012-07,603521.0
은평구,2012-07,506691.0
서대문구,2012-07,321183.0
마포구,2012-07,395754.0
양천구,2012-07,501855.0
강서구,2012-07,574777.0
구로구,2012-07,456694.0
금천구,2012-07,262228.0
영등포구,2012-07,430516.0
동작구,2012-07,414415.0
관악구,2012-07,543477.0
서초구,2012-07,441645.0
강남구,2012-07,568685.0
송파구,2012-07,686472.0
강동구,2012-07,494186.0
종로구,2012-08,174850.0
중구,2012-08,143089.0
용산구,2012-08,256614.0
성동구,2012-08,307801.0
광진구,2012-08,385874.0
동대문구,2012-08,377467.0
중랑구,2012-08,425101.0
성북구,2012-08,492429.0
강북구,2012-08,347817.0
도봉구,2012-08,365404.0
노원구,2012-08,603521.0
은평구,2012-08,506691.0
서대문구,2012-08,321183.0
마포구,2012-08,395754.0
양천구,2012-08,501855.0
강서구,2012-08,574777.0
구로구,2012-08,456694.0
금천구,2012-08,262228.0
영등포구,2012-08,430516.0
동작구,2012-08,414415.0
관악구,2012-08,543477.0
서초구,2012-08,441645.0
강남구,2012-08,568685.0
송파구,2012-08,686472.0
강동구,2012-08,494186.0
종로구,2012-09,174850.0
중구,2012-09,143089.0
용산구,2012-09,256614.0
성동구,2012-09,307801.0
광진구,2012-09,385874.0
동대문구,2012-09,377467.0
중랑구,2012-09,425101.0
성북구,2012-09,492429.0
강북구,2012-09,347817.0
도봉구,2012-09,365404.0
노원구,2012-09,603521.0
은평구,2012-09,506691.0
서대문구,2012-09,321183.0
마포구,2012-09,395754.0
양천구,2012-09,501855.0
강서구,2012-09,574777.0
구로구,2012-09,456694.0
금천구,2012-09,262228.0
영등포구,2012-09,430516.0
동작구,2012-09,414415.0
관악구,2012-09,543477.0
서초구,2012-09,441645.0
강남구,2012-09,568685.0
송파구,2012-09,686472.0
강동구,2012-09,494186.0
종로구,2012-10,173148.0
중구,2012-10,140807.0
용산구,2012-10,255294.0
성동구,2012-10,306868.0
광진구,2012-10,384269.0
동대문구,2012-10,375683.0
중랑구,2012-10,423655.0
성북구,2012-10,490639.0
강북구,2012-10,346493.0
도봉구,2012-10,364454.0
노원구,2012-10,600829.0
은평구,2012-10,505902.0
서대문구,2012-10,324733.0
마포구,2012-10,393576.0
양천구,2012-10,500533.0
강서구,2012-10,573794.0
구로구,2012-10,454478.0
금천구,2012-10,260734.0
영등포구,2012-10,426876.0
동작구,2012-10,416268.0
관악구,2012-10,540520.0
서초구,2012-10,439998.0
강남구,2012-10,569997.0
송파구,2012-10,680150.0
강동구,2012-10,492728.0
종로구,2012-11,173148.0
중구,2012-11,140807.0
용산구,2012-11,255294.0
성동구,2012-11,306868.0
광진구,2012-11,384269.0
동대문구,2012-11,375683.0
중랑구,2012-11,423655.0
성북구,2012-11,490639.0
강북구,2012-11,346493.0
도봉구,2012-11,364454.0
노원구,2012-11,600829.0
은평구,2012-11,505902.0
서대문구,2012-11,324733.0
마포구,2012-11,393576.0
양천구,2012-11,500533.0
강서구,2012-11,573794.0
구로구,2012-11,454478.0
금천구,2012-11,260734.0
영등포구,2012-11,426876.0
동작구,2012-11,416268.0
관악구,2012-11,540520.0
서초구,2012-11,439998.0
강남구,2012-11,569997.0
송파구,2012-11,680150.0
강동구,2012-11,492728.0
종로구,2012-12,173148.0
중구,2012-12,140807.0
용산구,2012-12,255294.0
성동구,2012-12,306868.0
광진구,2012-12,384269.0
동대문구,2012-12,375683.0
중랑구,2012-12,423655.0
성북구,2012-12,490639.0
강북구,2012-12,346493.0
도봉구,2012-12,364454.0
노원구,2012-12,600829.0
은평구,2012-12,505902.0
서대문구,2012-12,324733.0
마포구,2012-12,393576.0
양천구,2012-12,500533.0
강서구,2012-12,573794.0
구로구,2012-12,454478.0
금천구,2012-12,260734.0
영등포구,2012-12,426876.0
동작구,2012-12,416268.0
관악구,2012-12,540520.0
서초구,2012-12,439998.0
강남구,2012-12,569997.0
송파구,2012-12,680150.0
강동구,2012-12,492728.0
종로구,2013-01,170681.0
중구,2013-01,140127.0
용산구,2013-01,254749.0
성동구,2013-01,309312.0
광진구,2013-01,383806.0
동대문구,2013-01,374958.0
중랑구,2013-01,422877.0
성북구,2013-01,490566.0
강북구,2013-01,345850.0
도봉구,2013-01,363682.0
노원구,2013-01,599564.0
은평구,2013-01,507644.0
서대문구,2013-01,326604.0
마포구,2013-01,393330.0
양천구,2013-01,500181.0
강서구,2013-01,573808.0
구로구,2013-01,454009.0
금천구,2013-01,260107.0
영등포구,2013-01,426012.0
동작구,2013-01,419500.0
관악구,2013-01,540467.0
서초구,2013-01,442600.0
강남구,2013-01,568982.0
송파구,2013-01,676551.0
강동구,2013-01,491770.0
종로구,2013-02,170681.0
중구,2013-02,140127.0
용산구,2013-02,254749.0
성동구,2013-02,309312.0
광진구,2013-02,383806.0
동대문구,2013-02,374958.0
중랑구,2013-02,422877.0
성북구,2013-02,490566.0
강북구,2013-02,345850.0
도봉구,2013-02,363682.0
노원구,2013-02,599564.0
은평구,2013-02,507644.0
서대문구,2013-02,326604.0
마포구,2013-02,393330.0
양천구,2013-02,500181.0
강서구,2013-02,573808.0
구로구,2013-02,454009.0
금천구,2013-02,260107.0
영등포구,2013-02,426012.0
동작구,2013-02,419500.0
관악구,2013-02,540467.0
서초구,2013-02,442600.0
강남구,2013-02,568982.0
송파구,2013-02,676551.0
강동구,2013-02,491770.0
종로구,2013-03,170681.0
중구,2013-03,140127.0
용산구,2013-03,254749.0
성동구,2013-03,309312.0
광진구,2013-03,383806.0
동대문구,2013-03,374958.0
중랑구,2013-03,422877.0
성북구,2013-03,490566.0
강북구,2013-03,345850.0
도봉구,2013-03,363682.0
노원구,2013-03,599564.0
은평구,2013-03,507644.0
서대문구,2013-03,326604.0
마포구,2013-03,393330.0
양천구,2013-03,500181.0
강서구,2013-03,573808.0
구로구,2013-03,454009.0
금천구,2013-03,260107.0
영등포구,2013-03,426012.0
동작구,2013-03,419500.0
관악구,2013-03,540467.0
서초구,2013-03,442600.0
강남구,2013-03,568982.0
송파구,2013-03,676551.0
강동구,2013-03,491770.0
종로구,2013-04,169294.0
중구,2013-04,139699.0
용산구,2013-04,253903.0
성동구,2013-04,308870.0
광진구,2013-04,382885.0
동대문구,2013-04,376885.0
중랑구,2013-04,422628.0
성북구,2013-04,489369.0
강북구,2013-04,344546.0
도봉구,2013-04,362862.0
노원구,2013-04,597405.0
은평구,2013-04,508765.0
서대문구,2013-04,325505.0
마포구,2013-04,393175.0
양천구,2013-04,498923.0
강서구,2013-04,574355.0
구로구,2013-04,454096.0
금천구,2013-04,259769.0
영등포구,2013-04,425097.0
동작구,2013-04,420435.0
관악구,2013-04,539132.0
서초구,2013-04,443008.0
강남구,2013-04,567637.0
송파구,2013-04,674015.0
강동구,2013-04,490341.0
종로구,2013-05,169294.0
중구,2013-05,139699.0
용산구,2013-05,253903.0
성동구,2013-05,308870.0
광진구,2013-05,382885.0
동대문구,2013-05,376885.0
중랑구,2013-05,422628.0
성북구,2013-05,489369.0
강북구,2013-05,344546.0
도봉구,2013-05,362862.0
노원구,2013-05,597405.0
은평구,2013-05,508765.0
서대문구,2013-05,325505.0
마포구,2013-05,393175.0
양천구,2013-05,498923.0
강서구,2013-05,574355.0
구로구,2013-05,454096.0
금천구,2013-05,259769.0
영등포구,2013-05,425097.0
동작구,2013-05,420435.0
관악구,2013-05,539132.0
서초구,2013-05,443008.0
강남구,2013-05,567637.0
송파구,2013-05,674015.0
강동구,2013-05,490341.0
종로구,2013-06,169294.0
중구,2013-06,139699.0
용산구,2013-06,253903.0
성동구,2013-06,308870.0
광진구,2013-06,382885.0
동대문구,2013-06,376885.0
중랑구,2013-06,422628.0
성북구,2013-06,489369.0
강북구,2013-06,344546.0
도봉구,2013-06,362862.0
노원구,2013-06,597405.0
은평구,2013-06,508765.0
서대문구,2013-06,325505.0
마포구,2013-06,393175.0
양천구,2013-06,498923.0
강서구,2013-06,574355.0
구로구,2013-06,454096.0
금천구,2013-06,259769.0
영등포구,2013-06,425097.0
동작구,2013-06,420435.0
관악구,2013-06,539132.0
서초구,2013-06,443008.0
강남구,2013-06,567637.0
송파구,2013-06,674015.0
강동구,2013-06,490341.0
종로구,2013-07,168943.0
중구,2013-07,138738.0
용산구,2013-07,252998.0
성동구,2013-07,308047.0
광진구,2013-07,382807.0
동대문구,2013-07,377671.0
중랑구,2013-07,421860.0
성북구,2013-07,488543.0
강북구,2013-07,343642.0
도봉구,2013-07,361909.0
노원구,2013-07,596823.0
은평구,2013-07,508299.0
서대문구,2013-07,325431.0
마포구,2013-07,393082.0
양천구,2013-07,497796.0
강서구,2013-07,574635.0
구로구,2013-07,453123.0
금천구,2013-07,259158.0
영등포구,2013-07,423630.0
동작구,2013-07,421534.0
관악구,2013-07,537890.0
서초구,2013-07,443961.0
강남구,2013-07,569191.0
송파구,2013-07,673859.0
강동구,2013-07,489662.0
종로구,2013-08,168943.0
중구,2013-08,138738.0
용산구,2013-08,252998.0
성동구,2013-08,308047.0
광진구,2013-08,382807.0
동대문구,2013-08,377671.0
중랑구,2013-08,421860.0
성북구,2013-08,488543.0
강북구,2013-08,343642.0
도봉구,2013-08,361909.0
노원구,2013-08,596823.0
은평구,2013-08,508299.0
서대문구,2013-08,325431.0
마포구,2013-08,393082.0
양천구,2013-08,497796.0
강서구,2013-08,574635.0
구로구,2013-08,453123.0
금천구,2013-08,259158.0
영등포구,2013-08,423630.0
동작구,2013-08,421534.0
관악구,2013-08,537890.0
서초구,2013-08,443961.0
강남구,2013-08,569191.0
송파구,2013-08,673859.0
강동구,2013-08,489662.0
종로구,2013-09,168943.0
중구,2013-09,138738.0
용산구,2013-09,252998.0
성동구,2013-09,308047.0
광진구,2013-09,382807.0
동대문구,2013-09,377671.0
중랑구,2013-09,421860.0
성북구,2013-09,488543.0
강북구,2013-09,343642.0
도봉구,2013-09,361909.0
노원구,2013-09,596823.0
은평구,2013-09,508299.0
서대문구,2013-09,325431.0
마포구,2013-09,393082.0
양천구,2013-09,497796.0
강서구,2013-09,574635.0
구로구,2013-09,453123.0
금천구,2013-09,259158.0
영등포구,2013-09,423630.0
동작구,2013-09,421534.0
관악구,2013-09,537890.0
서초구,2013-09,443961.0
강남구,2013-09,569191.0
송파구,2013-09,673859.0
강동구,2013-09,489662.0
종로구,2013-10,167867.0
중구,2013-10,137990.0
용산구,2013-10,251925.0
성동구,2013-10,306571.0
광진구,2013-10,381439.0
동대문구,2013-10,376445.0
중랑구,2013-10,421237.0
성북구,2013-10,485347.0
강북구,2013-10,341921.0
도봉구,2013-10,360609.0
노원구,2013-10,594027.0
은평구,2013-10,508111.0
서대문구,2013-10,324067.0
마포구,2013-10,391098.0
양천구,2013-10,496934.0
강서구,2013-10,575236.0
구로구,2013-10,452168.0
금천구,2013-10,258254.0
영등포구,2013-10,421577.0
동작구,2013-10,421487.0
관악구,2013-10,535128.0
서초구,2013-10,446541.0
강남구,2013-10,569152.0
송파구,2013-10,674955.0
강동구,2013-10,487969.0
종로구,2013-11,167867.0
중구,2013-11,137990.0
용산구,2013-11,251925.0
성동구,2013-11,306571.0
광진구,2013-11,381439.0
동대문구,2013-11,376445.0
중랑구,2013-11,421237.0
성북구,2013-11,485347.0
강북구,2013-11,341921.0
도봉구,2013-11,360609.0
노원구,2013-11,594027.0
은평구,2013-11,508111.0
서대문구,2013-11,324067.0
마포구,2013-11,391098.0
양천구,2013-11,496934.0
강서구,2013-11,575236.0
구로구,2013-11,452168.0
금천구,2013-11,258254.0
영등포구,2013-11,421577.0
동작구,2013-11,421487.0
관악구,2013-11,535128.0
서초구,2013-11,446541.0
강남구,2013-11,569152.0
송파구,2013-11,674955.0
강동구,2013-11,487969.0
종로구,2013-12,167867.0
중구,2013-12,137990.0
용산구,2013-12,251925.0
성동구,2013-12,306571.0
광진구,2013-12,381439.0
동대문구,2013-12,376445.0
중랑구,2013-12,421237.0
성북구,2013-12,485347.0
강북구,2013-12,341921.0
도봉구,2013-12,360609.0
노원구,2013-12,594027.0
은평구,2013-12,508111.0
서대문구,2013-12,324067.0
마포구,2013-12,391098.0
양천구,2013-12,496934.0
강서구,2013-12,575236.0
구로구,2013-12,452168.0
금천구,2013-12,258254.0
영등포구,2013-12,421577.0
동작구,2013-12,421487.0
관악구,2013-12,535128.0
서초구,2013-12,446541.0
강남구,2013-12,569152.0
송파구,2013-12,674955.0
강동구,2013-12,487969.0
종로구,2014-01,167350.0
중구,2014-01,137466.0
용산구,2014-01,251651.0
성동구,2014-01,306597.0
광진구,2014-01,381017.0
동대문구,2014-01,375709.0
중랑구,2014-01,422930.0
성북구,2014-01,484786.0
강북구,2014-01,340418.0
도봉구,2014-01,359731.0
노원구,2014-01,591596.0
은평구,2014-01,506560.0
서대문구,2014-01,324080.0
마포구,2014-01,391177.0
양천구,2014-01,495761.0
강서구,2014-01,574594.0
구로구,2014-01,454161.0
금천구,2014-01,257662.0
영등포구,2014-01,420898.0
동작구,2014-01,421990.0
관악구,2014-01,534868.0
서초구,2014-01,448263.0
강남구,2014-01,570701.0
송파구,2014-01,678912.0
강동구,2014-01,486616.0
종로구,2014-02,167350.0
중구,2014-02,137466.0
용산구,2014-02,251651.0
성동구,2014-02,306597.0
광진구,2014-02,381017.0
동대문구,2014-02,375709.0
중랑구,2014-02,422930.0
성북구,2014-02,484786.0
강북구,2014-02,340418.0
도봉구,2014-02,359731.0
노원구,2014-02,591596.0
은평구,2014-02,506560.0
서대문구,2014-02,324080.0
마포구,2014-02,391177.0
양천구,2014-02,495761.0
강서구,2014-02,574594.0
구로구,2014-02,454161.0
금천구,2014-02,257662.0
영등포구,2014-02,420898.0
동작구,2014-02,421990.0
관악구,2014-02,534868.0
서초구,2014-02,448263.0
강남구,2014-02,570701.0
송파구,2014-02,678912.0
강동구,2014-02,486616.0
종로구,2014-03,167350.0
중구,2014-03,137466.0
용산구,2014-03,251651.0
성동구,2014-03,306597.0
광진구,2014-03,381017.0
동대문구,2014-03,375709.0
중랑구,2014-03,422930.0
성북구,2014-03,484786.0
강북구,2014-03,340418.0
도봉구,2014-03,359731.0
노원구,2014-03,591596.0
은평구,2014-03,506560.0
서대문구,2014-03,324080.0
마포구,2014-03,391177.0
양천구,2014-03,495761.0
강서구,2014-03,574594.0
구로구,2014-03,454161.0
금천구,2014-03,257662.0
영등포구,2014-03,420898.0
동작구,2014-03,421990.0
관악구,2014-03,534868.0
서초구,2014-03,448263.0
강남구,2014-03,570701.0
송파구,2014-03,678912.0
강동구,2014-03,486616.0
종로구,2014-04,166665.0
중구,2014-04,137122.0
용산구,2014-04,250922.0
성동구,2014-04,306692.0
광진구,2014-04,380146.0
동대문구,2014-04,374664.0
중랑구,2014-04,422741.0
성북구,2014-04,482095.0
강북구,2014-04,340167.0
도봉구,2014-04,358590.0
노원구,2014-04,589878.0
은평구,2014-04,505935.0
서대문구,2014-04,323449.0
마포구,2014-04,390712.0
양천구,2014-04,494583.0
강서구,2014-04,577254.0
구로구,2014-04,457516.0
금천구,2014-04,258532.0
영등포구,2014-04,423518.0
동작구,2014-04,422234.0
관악구,2014-04,534617.0
서초구,2014-04,448511.0
강남구,2014-04,574226.0
송파구,2014-04,677460.0
강동구,2014-04,485422.0
종로구,2014-05,166665.0
중구,2014-05,137122.0
용산구,2014-05,250922.0
성동구,2014-05,306692.0
광진구,2014-05,380146.0
동대문구,2014-05,374664.0
중랑구,2014-05,422741.0
성북구,2014-05,482095.0
강북구,2014-05,340167.0
도봉구,2014-05,358590.0
노원구,2014-05,589878.0
은평구,2014-05,505935.0
서대문구,2014-05,323449.0
마포구,2014-05,390712.0
양천구,2014-05,494583.0
강서구,2014-05,577254.0
구로구,2014-05,457516.0
금천구,2014-05,258532.0
영등포구,2014-05,423518.0
동작구,2014-05,422234.0
관악구,2014-05,534617.0
서초구,2014-05,448511.0
강남구,2014-05,574226.0
송파구,2014-05,677460.0
강동구,2014-05,485422.0
종로구,2014-06,166665.0
중구,2014-06,137122.0
용산구,2014-06,250922.0
성동구,2014-06,306692.0
광진구,2014-06,380146.0
동대문구,2014-06,374664.0
중랑구,2014-06,422741.0
성북구,2014-06,482095.0
강북구,2014-06,340167.0
도봉구,2014-06,358590.0
노원구,2014-06,589878.0
은평구,2014-06,505935.0
서대문구,2014-06,323449.0
마포구,2014-06,390712.0
양천구,2014-06,494583.0
강서구,2014-06,577254.0
구로구,2014-06,457516.0
금천구,2014-06,258532.0
영등포구,2014-06,423518.0
동작구,2014-06,422234.0
관악구,2014-06,534617.0
서초구,2014-06,448511.0
강남구,2014-06,574226.0
송파구,2014-06,677460.0
강동구,2014-06,485422.0
종로구,2014-07,166200.0
중구,2014-07,136773.0
용산구,2014-07,249930.0
성동구,2014-07,305752.0
광진구,2014-07,379408.0
동대문구,2014-07,375232.0
중랑구,2014-07,424054.0
성북구,2014-07,479810.0
강북구,2014-07,339692.0
도봉구,2014-07,357298.0
노원구,2014-07,588767.0
은평구,2014-07,504603.0
서대문구,2014-07,323560.0
마포구,2014-07,390092.0
양천구,2014-07,491860.0
강서구,2014-07,588123.0
구로구,2014-07,458226.0
금천구,2014-07,258496.0
영등포구,2014-07,422925.0
동작구,2014-07,421304.0
관악구,2014-07,533792.0
서초구,2014-07,452922.0
강남구,2014-07,579102.0
