구,연월,거주인구
송파구,2014-07,675021.0
강동구,2014-07,483397.0
종로구,2014-08,166200.0
중구,2014-08,136773.0
용산구,2014-08,249930.0
성동구,2014-08,305752.0
광진구,2014-08,379408.0
동대문구,2014-08,375232.0
중랑구,2014-08,424054.0
성북구,2014-08,479810.0
강북구,2014-08,339692.0
도봉구,2014-08,357298.0
노원구,2014-08,588767.0
은평구,2014-08,504603.0
서대문구,2014-08,323560.0
마포구,2014-08,390092.0
양천구,2014-08,491860.0
강서구,2014-08,588123.0
구로구,2014-08,458226.0
금천구,2014-08,258496.0
영등포구,2014-08,422925.0
동작구,2014-08,421304.0
관악구,2014-08,533792.0
서초구,2014-08,452922.0
강남구,2014-08,579102.0
송파구,2014-08,675021.0
강동구,2014-08,483397.0
종로구,2014-09,166200.0
중구,2014-09,136773.0
용산구,2014-09,249930.0
성동구,2014-09,305752.0
광진구,2014-09,379408.0
동대문구,2014-09,375232.0
중랑구,2014-09,424054.0
성북구,2014-09,479810.0
강북구,2014-09,339692.0
도봉구,2014-09,357298.0
노원구,2014-09,588767.0
은평구,2014-09,504603.0
서대문구,2014-09,323560.0
마포구,2014-09,390092.0
양천구,2014-09,491860.0
강서구,2014-09,588123.0
구로구,2014-09,458226.0
금천구,2014-09,258496.0
영등포구,2014-09,422925.0
동작구,2014-09,421304.0
관악구,2014-09,533792.0
서초구,2014-09,452922.0
강남구,2014-09,579102.0
송파구,2014-09,675021.0
강동구,2014-09,483397.0
종로구,2014-10,165344.0
중구,2014-10,136227.0
용산구,2014-10,249914.0
성동구,2014-10,303891.0
광진구,2014-10,377375.0
동대문구,2014-10,376319.0
중랑구,2014-10,423411.0
성북구,2014-10,475961.0
강북구,2014-10,338410.0
도봉구,2014-10,355712.0
노원구,2014-10,586056.0
은평구,2014-10,503243.0
서대문구,2014-10,320861.0
마포구,2014-10,395830.0
양천구,2014-10,490708.0
강서구,2014-10,591653.0
구로구,2014-10,457131.0
금천구,2014-10,258030.0
영등포구,2014-10,421436.0
동작구,2014-10,419261.0
관악구,2014-10,531960.0
서초구,2014-10,454288.0
강남구,2014-10,583446.0
송파구,2014-10,671794.0
강동구,2014-10,481332.0
종로구,2014-11,165344.0
중구,2014-11,136227.0
용산구,2014-11,249914.0
성동구,2014-11,303891.0
광진구,2014-11,377375.0
동대문구,2014-11,376319.0
중랑구,2014-11,423411.0
성북구,2014-11,475961.0
강북구,2014-11,338410.0
도봉구,2014-11,355712.0
노원구,2014-11,586056.0
은평구,2014-11,503243.0
서대문구,2014-11,320861.0
마포구,2014-11,395830.0
양천구,2014-11,490708.0
강서구,2014-11,591653.0
구로구,2014-11,457131.0
금천구,2014-11,258030.0
영등포구,2014-11,421436.0
동작구,2014-11,419261.0
관악구,2014-11,531960.0
서초구,2014-11,454288.0
강남구,2014-11,583446.0
송파구,2014-11,671794.0
강동구,2014-11,481332.0
종로구,2014-12,165344.0
중구,2014-12,136227.0
용산구,2014-12,249914.0
성동구,2014-12,303891.0
광진구,2014-12,377375.0
동대문구,2014-12,376319.0
중랑구,2014-12,423411.0
성북구,2014-12,475961.0
강북구,2014-12,338410.0
도봉구,2014-12,355712.0
노원구,2014-12,586056.0
은평구,2014-12,503243.0
서대문구,2014-12,320861.0
마포구,2014-12,395830.0
양천구,2014-12,490708.0
강서구,2014-12,591653.0
구로구,2014-12,457131.0
금천구,2014-12,258030.0
영등포구,2014-12,421436.0
동작구,2014-12,419261.0
관악구,2014-12,531960.0
서초구,2014-12,454288.0
강남구,2014-12,583446.0
송파구,2014-12,671794.0
강동구,2014-12,481332.0
종로구,2015-01,165240.0
중구,2015-01,136063.0
용산구,2015-01,250003.0
성동구,2015-01,303777.0
광진구,2015-01,377204.0
동대문구,2015-01,376329.0
중랑구,2015-01,422825.0
성북구,2015-01,475900.0
강북구,2015-01,337996.0
도봉구,2015-01,355282.0
노원구,2015-01,584630.0
은평구,2015-01,504165.0
서대문구,2015-01,319938.0
마포구,2015-01,398649.0
양천구,2015-01,490745.0
강서구,2015-01,593703.0
구로구,2015-01,457390.0
금천구,2015-01,258099.0
영등포구,2015-01,421871.0
동작구,2015-01,419460.0
관악구,2015-01,533109.0
서초구,2015-01,453564.0
강남구,2015-01,583699.0
송파구,2015-01,672371.0
강동구,2015-01,477055.0
종로구,2015-02,165240.0
중구,2015-02,136063.0
용산구,2015-02,250003.0
성동구,2015-02,303777.0
광진구,2015-02,377204.0
동대문구,2015-02,376329.0
중랑구,2015-02,422825.0
성북구,2015-02,475900.0
강북구,2015-02,337996.0
도봉구,2015-02,355282.0
노원구,2015-02,584630.0
은평구,2015-02,504165.0
서대문구,2015-02,319938.0
마포구,2015-02,398649.0
양천구,2015-02,490745.0
강서구,2015-02,593703.0
구로구,2015-02,457390.0
금천구,2015-02,258099.0
영등포구,2015-02,421871.0
동작구,2015-02,419460.0
관악구,2015-02,533109.0
서초구,2015-02,453564.0
강남구,2015-02,583699.0
송파구,2015-02,672371.0
강동구,2015-02,477055.0
종로구,2015-03,165240.0
중구,2015-03,136063.0
용산구,2015-03,250003.0
성동구,2015-03,303777.0
광진구,2015-03,377204.0
동대문구,2015-03,376329.0
중랑구,2015-03,422825.0
성북구,2015-03,475900.0
강북구,2015-03,337996.0
도봉구,2015-03,355282.0
노원구,2015-03,584630.0
은평구,2015-03,504165.0
서대문구,2015-03,319938.0
마포구,2015-03,398649.0
양천구,2015-03,490745.0
강서구,2015-03,593703.0
구로구,2015-03,457390.0
금천구,2015-03,258099.0
영등포구,2015-03,421871.0
동작구,2015-03,419460.0
관악구,2015-03,533109.0
서초구,2015-03,453564.0
강남구,2015-03,583699.0
송파구,2015-03,672371.0
강동구,2015-03,477055.0
종로구,2015-04,164291.0
중구,2015-04,135200.0
용산구,2015-04,249517.0
성동구,2015-04,305969.0
광진구,2015-04,376620.0
동대문구,2015-04,375254.0
중랑구,2015-04,422597.0
성북구,2015-04,473642.0
강북구,2015-04,336981.0
도봉구,2015-04,355256.0
노원구,2015-04,582799.0
은평구,2015-04,504055.0
서대문구,2015-04,318206.0
마포구,2015-04,400367.0
양천구,2015-04,490276.0
강서구,2015-04,595148.0
구로구,2015-04,457560.0
금천구,2015-04,258462.0
영등포구,2015-04,421351.0
동작구,2015-04,418520.0
관악구,2015-04,531912.0
서초구,2015-04,451697.0
강남구,2015-04,581256.0
송파구,2015-04,671984.0
강동구,2015-04,470572.0
종로구,2015-05,164291.0
중구,2015-05,135200.0
용산구,2015-05,249517.0
성동구,2015-05,305969.0
광진구,2015-05,376620.0
동대문구,2015-05,375254.0
중랑구,2015-05,422597.0
성북구,2015-05,473642.0
강북구,2015-05,336981.0
도봉구,2015-05,355256.0
노원구,2015-05,582799.0
은평구,2015-05,504055.0
서대문구,2015-05,318206.0
마포구,2015-05,400367.0
양천구,2015-05,490276.0
강서구,2015-05,595148.0
구로구,2015-05,457560.0
금천구,2015-05,258462.0
영등포구,2015-05,421351.0
동작구,2015-05,418520.0
관악구,2015-05,531912.0
서초구,2015-05,451697.0
강남구,2015-05,581256.0
송파구,2015-05,671984.0
강동구,2015-05,470572.0
종로구,2015-06,164291.0
중구,2015-06,135200.0
용산구,2015-06,249517.0
성동구,2015-06,305969.0
광진구,2015-06,376620.0
동대문구,2015-06,375254.0
중랑구,2015-06,422597.0
성북구,2015-06,473642.0
강북구,2015-06,336981.0
도봉구,2015-06,355256.0
노원구,2015-06,582799.0
은평구,2015-06,504055.0
서대문구,2015-06,318206.0
마포구,2015-06,400367.0
양천구,2015-06,490276.0
강서구,2015-06,595148.0
구로구,2015-06,457560.0
금천구,2015-06,258462.0
영등포구,2015-06,421351.0
동작구,2015-06,418520.0
관악구,2015-06,531912.0
서초구,2015-06,451697.0
강남구,2015-06,581256.0
송파구,2015-06,671984.0
강동구,2015-06,470572.0
종로구,2015-07,164499.0
중구,2015-07,134828.0
용산구,2015-07,248859.0
성동구,2015-07,306384.0
광진구,2015-07,375951.0
동대문구,2015-07,374823.0
중랑구,2015-07,420151.0
성북구,2015-07,472309.0
강북구,2015-07,335853.0
도봉구,2015-07,354454.0
노원구,2015-07,581088.0
은평구,2015-07,504345.0
서대문구,2015-07,317983.0
마포구,2015-07,400596.0
양천구,2015-07,489788.0
강서구,2015-07,596319.0
구로구,2015-07,456547.0
금천구,2015-07,257954.0
영등포구,2015-07,420449.0
동작구,2015-07,415598.0
관악구,2015-07,531145.0
서초구,2015-07,452488.0
강남구,2015-07,582109.0
송파구,2015-07,670489.0
강동구,2015-07,466838.0
종로구,2015-08,164499.0
중구,2015-08,134828.0
용산구,2015-08,248859.0
성동구,2015-08,306384.0
광진구,2015-08,375951.0
동대문구,2015-08,374823.0
중랑구,2015-08,420151.0
성북구,2015-08,472309.0
강북구,2015-08,335853.0
도봉구,2015-08,354454.0
노원구,2015-08,581088.0
은평구,2015-08,504345.0
서대문구,2015-08,317983.0
마포구,2015-08,400596.0
양천구,2015-08,489788.0
강서구,2015-08,596319.0
구로구,2015-08,456547.0
금천구,2015-08,257954.0
영등포구,2015-08,420449.0
동작구,2015-08,415598.0
관악구,2015-08,531145.0
서초구,2015-08,452488.0
강남구,2015-08,582109.0
송파구,2015-08,670489.0
강동구,2015-08,466838.0
종로구,2015-09,164499.0
중구,2015-09,134828.0
용산구,2015-09,248859.0
성동구,2015-09,306384.0
광진구,2015-09,375951.0
동대문구,2015-09,374823.0
중랑구,2015-09,420151.0
성북구,2015-09,472309.0
강북구,2015-09,335853.0
도봉구,2015-09,354454.0
노원구,2015-09,581088.0
은평구,2015-09,504345.0
서대문구,2015-09,317983.0
마포구,2015-09,400596.0
양천구,2015-09,489788.0
강서구,2015-09,596319.0
구로구,2015-09,456547.0
금천구,2015-09,257954.0
영등포구,2015-09,420449.0
동작구,2015-09,415598.0
관악구,2015-09,531145.0
서초구,2015-09,452488.0
강남구,2015-09,582109.0
송파구,2015-09,670489.0
강동구,2015-09,466838.0
종로구,2015-10,163822.0
중구,2015-10,134329.0
용산구,2015-10,247909.0
성동구,2015-10,305065.0
광진구,2015-10,375180.0
동대문구,2015-10,373824.0
중랑구,2015-10,418620.0
성북구,2015-10,469560.0
강북구,2015-10,334426.0
도봉구,2015-10,353241.0
노원구,2015-10,578221.0
은평구,2015-10,502578.0
서대문구,2015-10,323105.0
마포구,2015-10,398351.0
양천구,2015-10,489010.0
강서구,2015-10,595691.0
구로구,2015-10,454604.0
금천구,2015-10,256167.0
영등포구,2015-10,417811.0
동작구,2015-10,412774.0
관악구,2015-10,529031.0
서초구,2015-10,451258.0
강남구,2015-10,581760.0
송파구,2015-10,667480.0
강동구,2015-10,463321.0
종로구,2015-11,163822.0
중구,2015-11,134329.0
용산구,2015-11,247909.0
성동구,2015-11,305065.0
광진구,2015-11,375180.0
동대문구,2015-11,373824.0
중랑구,2015-11,418620.0
성북구,2015-11,469560.0
강북구,2015-11,334426.0
도봉구,2015-11,353241.0
노원구,2015-11,578221.0
은평구,2015-11,502578.0
서대문구,2015-11,323105.0
마포구,2015-11,398351.0
양천구,2015-11,489010.0
강서구,2015-11,595691.0
구로구,2015-11,454604.0
금천구,2015-11,256167.0
영등포구,2015-11,417811.0
동작구,2015-11,412774.0
관악구,2015-11,529031.0
서초구,2015-11,451258.0
강남구,2015-11,581760.0
송파구,2015-11,667480.0
강동구,2015-11,463321.0
종로구,2015-12,163822.0
중구,2015-12,134329.0
용산구,2015-12,247909.0
성동구,2015-12,305065.0
광진구,2015-12,375180.0
동대문구,2015-12,373824.0
중랑구,2015-12,418620.0
성북구,2015-12,469560.0
강북구,2015-12,334426.0
도봉구,2015-12,353241.0
노원구,2015-12,578221.0
은평구,2015-12,502578.0
서대문구,2015-12,323105.0
마포구,2015-12,398351.0
양천구,2015-12,489010.0
강서구,2015-12,595691.0
구로구,2015-12,454604.0
금천구,2015-12,256167.0
영등포구,2015-12,417811.0
동작구,2015-12,412774.0
관악구,2015-12,529031.0
서초구,2015-12,451258.0
강남구,2015-12,581760.0
송파구,2015-12,667480.0
강동구,2015-12,463321.0
종로구,2016-01,163993.0
중구,2016-01,134436.0
용산구,2016-01,247297.0
성동구,2016-01,304565.0
광진구,2016-01,374798.0
동대문구,2016-01,373657.0
중랑구,2016-01,418341.0
성북구,2016-01,468699.0
강북구,2016-01,333615.0
도봉구,2016-01,352521.0
노원구,2016-01,577805.0
은평구,2016-01,501242.0
서대문구,2016-01,326746.0
마포구,2016-01,397575.0
양천구,2016-01,487368.0
강서구,2016-01,597473.0
구로구,2016-01,454252.0
금천구,2016-01,255274.0
영등포구,2016-01,417209.0
동작구,2016-01,413282.0
관악구,2016-01,530072.0
서초구,2016-01,450085.0
강남구,2016-01,578862.0
송파구,2016-01,663904.0
강동구,2016-01,459750.0
종로구,2016-02,163993.0
중구,2016-02,134436.0
용산구,2016-02,247297.0
성동구,2016-02,304565.0
광진구,2016-02,374798.0
동대문구,2016-02,373657.0
중랑구,2016-02,418341.0
성북구,2016-02,468699.0
강북구,2016-02,333615.0
도봉구,2016-02,352521.0
노원구,2016-02,577805.0
은평구,2016-02,501242.0
서대문구,2016-02,326746.0
마포구,2016-02,397575.0
양천구,2016-02,487368.0
강서구,2016-02,597473.0
구로구,2016-02,454252.0
금천구,2016-02,255274.0
영등포구,2016-02,417209.0
동작구,2016-02,413282.0
관악구,2016-02,530072.0
서초구,2016-02,450085.0
강남구,2016-02,578862.0
송파구,2016-02,663904.0
강동구,2016-02,459750.0
종로구,2016-03,163993.0
중구,2016-03,134436.0
용산구,2016-03,247297.0
성동구,2016-03,304565.0
광진구,2016-03,374798.0
동대문구,2016-03,373657.0
중랑구,2016-03,418341.0
성북구,2016-03,468699.0
강북구,2016-03,333615.0
도봉구,2016-03,352521.0
노원구,2016-03,577805.0
은평구,2016-03,501242.0
서대문구,2016-03,326746.0
마포구,2016-03,397575.0
양천구,2016-03,487368.0
강서구,2016-03,597473.0
구로구,2016-03,454252.0
금천구,2016-03,255274.0
영등포구,2016-03,417209.0
동작구,2016-03,413282.0
관악구,2016-03,530072.0
서초구,2016-03,450085.0
강남구,2016-03,578862.0
송파구,2016-03,663904.0
강동구,2016-03,459750.0
종로구,2016-04,163235.0
중구,2016-04,134175.0
용산구,2016-04,246934.0
성동구,2016-04,305525.0
광진구,2016-04,374053.0
동대문구,2016-04,372214.0
중랑구,2016-04,418134.0
성북구,2016-04,467142.0
강북구,2016-04,332737.0
도봉구,2016-04,352164.0
노원구,2016-04,576782.0
은평구,2016-04,499850.0
서대문구,2016-04,327113.0
마포구,2016-04,395687.0
양천구,2016-04,486258.0
강서구,2016-04,598190.0
구로구,2016-04,453526.0
금천구,2016-04,254662.0
영등포구,2016-04,414901.0
동작구,2016-04,413969.0
관악구,2016-04,529254.0
서초구,2016-04,450005.0
강남구,2016-04,576413.0
송파구,2016-04,662605.0
강동구,2016-04,455444.0
종로구,2016-05,163235.0
중구,2016-05,134175.0
용산구,2016-05,246934.0
성동구,2016-05,305525.0
광진구,2016-05,374053.0
동대문구,2016-05,372214.0
중랑구,2016-05,418134.0
성북구,2016-05,467142.0
강북구,2016-05,332737.0
도봉구,2016-05,352164.0
노원구,2016-05,576782.0
은평구,2016-05,499850.0
서대문구,2016-05,327113.0
마포구,2016-05,395687.0
양천구,2016-05,486258.0
강서구,2016-05,598190.0
구로구,2016-05,453526.0
금천구,2016-05,254662.0
영등포구,2016-05,414901.0
동작구,2016-05,413969.0
관악구,2016-05,529254.0
서초구,2016-05,450005.0
강남구,2016-05,576413.0
송파구,2016-05,662605.0
강동구,2016-05,455444.0
종로구,2016-06,163235.0
중구,2016-06,134175.0
용산구,2016-06,246934.0
성동구,2016-06,305525.0
광진구,2016-06,374053.0
동대문구,2016-06,372214.0
중랑구,2016-06,418134.0
성북구,2016-06,467142.0
강북구,2016-06,332737.0
도봉구,2016-06,352164.0
노원구,2016-06,576782.0
은평구,2016-06,499850.0
서대문구,2016-06,327113.0
마포구,2016-06,395687.0
양천구,2016-06,486258.0
강서구,2016-06,598190.0
구로구,2016-06,453526.0
금천구,2016-06,254662.0
영등포구,2016-06,414901.0
동작구,2016-06,413969.0
관악구,2016-06,529254.0
서초구,2016-06,450005.0
강남구,2016-06,576413.0
송파구,2016-06,662605.0
강동구,2016-06,455444.0
종로구,2016-07,162957.0
중구,2016-07,134463.0
용산구,2016-07,246317.0
성동구,2016-07,305506.0
광진구,2016-07,373680.0
동대문구,2016-07,371253.0
중랑구,2016-07,416887.0
성북구,2016-07,464505.0
강북구,2016-07,332116.0
도봉구,2016-07,351253.0
노원구,2016-07,574498.0
은평구,2016-07,498514.0
서대문구,2016-07,326359.0
마포구,2016-07,393766.0
양천구,2016-07,485505.0
강서구,2016-07,599611.0
구로구,2016-07,451754.0
금천구,2016-07,253667.0
영등포구,2016-07,410757.0
동작구,2016-07,414261.0
관악구,2016-07,528187.0
서초구,2016-07,450906.0
강남구,2016-07,574974.0
송파구,2016-07,662413.0
강동구,2016-07,452299.0
종로구,2016-08,162957.0
중구,2016-08,134463.0
용산구,2016-08,246317.0
성동구,2016-08,305506.0
광진구,2016-08,373680.0
동대문구,2016-08,371253.0
중랑구,2016-08,416887.0
성북구,2016-08,464505.0
강북구,2016-08,332116.0
도봉구,2016-08,351253.0
노원구,2016-08,574498.0
은평구,2016-08,498514.0
서대문구,2016-08,326359.0
마포구,2016-08,393766.0
양천구,2016-08,485505.0
강서구,2016-08,599611.0
구로구,2016-08,451754.0
금천구,2016-08,253667.0
영등포구,2016-08,410757.0
동작구,2016-08,414261.0
관악구,2016-08,528187.0
서초구,2016-08,450906.0
강남구,2016-08,574974.0
송파구,2016-08,662413.0
강동구,2016-08,452299.0
종로구,2016-09,162957.0
중구,2016-09,134463.0
용산구,2016-09,246317.0
성동구,2016-09,305506.0
광진구,2016-09,373680.0
동대문구,2016-09,371253.0
중랑구,2016-09,416887.0
성북구,2016-09,464505.0
강북구,2016-09,332116.0
도봉구,2016-09,351253.0
노원구,2016-09,574498.0
은평구,2016-09,498514.0
서대문구,2016-09,326359.0
마포구,2016-09,393766.0
양천구,2016-09,485505.0
강서구,2016-09,599611.0
구로구,2016-09,451754.0
금천구,2016-09,253667.0
영등포구,2016-09,410757.0
동작구,2016-09,414261.0
관악구,2016-09,528187.0
서초구,2016-09,450906.0
강남구,2016-09,574974.0
송파구,2016-09,662413.0
강동구,2016-09,452299.0
종로구,2016-10,161922.0
중구,2016-10,134409.0
용산구,2016-10,245102.0
성동구,2016-10,307161.0
광진구,2016-10,372104.0
동대문구,2016-10,370312.0
중랑구,2016-10,415677.0
성북구,2016-10,461617.0
강북구,2016-10,330704.0
도봉구,2016-10,350272.0
노원구,2016-10,571212.0
은평구,2016-10,495937.0
서대문구,2016-10,325871.0
마포구,2016-10,390887.0
양천구,2016-10,481845.0
강서구,2016-10,602104.0
구로구,2016-10,449600.0
금천구,2016-10,254654.0
영등포구,2016-10,406779.0
동작구,2016-10,413247.0
관악구,2016-10,525607.0
서초구,2016-10,451477.0
강남구,2016-10,572140.0
송파구,2016-10,664946.0
강동구,2016-10,448471.0
종로구,2016-11,161922.0
중구,2016-11,134409.0
용산구,2016-11,245102.0
성동구,2016-11,307161.0
광진구,2016-11,372104.0
동대문구,2016-11,370312.0
중랑구,2016-11,415677.0
성북구,2016-11,461617.0
강북구,2016-11,330704.0
도봉구,2016-11,350272.0
노원구,2016-11,571212.0
은평구,2016-11,495937.0
서대문구,2016-11,325871.0
마포구,2016-11,390887.0
양천구,2016-11,481845.0
강서구,2016-11,602104.0
구로구,2016-11,449600.0
금천구,2016-11,254654.0
영등포구,2016-11,406779.0
동작구,2016-11,413247.0
관악구,2016-11,525607.0
서초구,2016-11,451477.0
강남구,2016-11,572140.0
송파구,2016-11,664946.0
강동구,2016-11,448471.0
종로구,2016-12,161922.0
중구,2016-12,134409.0
용산구,2016-12,245102.0
성동구,2016-12,307161.0
광진구,2016-12,372104.0
동대문구,2016-12,370312.0
중랑구,2016-12,415677.0
성북구,2016-12,461617.0
강북구,2016-12,330704.0
도봉구,2016-12,350272.0
노원구,2016-12,571212.0
은평구,2016-12,495937.0
서대문구,2016-12,325871.0
마포구,2016-12,390887.0
양천구,2016-12,481845.0
강서구,2016-12,602104.0
구로구,2016-12,449600.0
금천구,2016-12,254654.0
영등포구,2016-12,406779.0
동작구,2016-12,413247.0
관악구,2016-12,525607.0
서초구,2016-12,451477.0
강남구,2016-12,572140.0
송파구,2016-12,664946.0
강동구,2016-12,448471.0
종로구,2017-01,162820.0
중구,2017-01,133240.0
용산구,2017-01,244203.0
성동구,2017-01,311244.0
광진구,2017-01,372164.0
동대문구,2017-01,369496.0
중랑구,2017-01,414503.0
성북구,2017-01,461260.0
강북구,2017-01,330192.0
도봉구,2017-01,348646.0
노원구,2017-01,569384.0
은평구,2017-01,494388.0
서대문구,2017-01,327163.0
마포구,2017-01,389649.0
양천구,2017-01,479978.0
강서구,2017-01,603772.0
구로구,2017-01,447874.0
금천구,2017-01,255082.0
영등포구,2017-01,402985.0
동작구,2017-01,412520.0
관악구,2017-01,525515.0
서초구,2017-01,450310.0
강남구,2017-01,570500.0
송파구,2017-01,667483.0
강동구,2017-01,453233.0
종로구,2017-02,162820.0
중구,2017-02,133240.0
용산구,2017-02,244203.0
성동구,2017-02,311244.0
광진구,2017-02,372164.0
동대문구,2017-02,369496.0
중랑구,2017-02,414503.0
성북구,2017-02,461260.0
강북구,2017-02,330192.0
도봉구,2017-02,348646.0
노원구,2017-02,569384.0
은평구,2017-02,494388.0
서대문구,2017-02,327163.0
마포구,2017-02,389649.0
양천구,2017-02,479978.0
강서구,2017-02,603772.0
구로구,2017-02,447874.0
금천구,2017-02,255082.0
영등포구,2017-02,402985.0
동작구,2017-02,412520.0
관악구,2017-02,525515.0
서초구,2017-02,450310.0
강남구,2017-02,570500.0
송파구,2017-02,667483.0
강동구,2017-02,453233.0
종로구,2017-03,162820.0
중구,2017-03,133240.0
용산구,2017-03,244203.0
성동구,2017-03,311244.0
광진구,2017-03,372164.0
동대문구,2017-03,369496.0
중랑구,2017-03,414503.0
성북구,2017-03,461260.0
강북구,2017-03,330192.0
도봉구,2017-03,348646.0
노원구,2017-03,569384.0
은평구,2017-03,494388.0
서대문구,2017-03,327163.0
마포구,2017-03,389649.0
양천구,2017-03,479978.0
강서구,2017-03,603772.0
구로구,2017-03,447874.0
금천구,2017-03,255082.0
영등포구,2017-03,402985.0
동작구,2017-03,412520.0
관악구,2017-03,525515.0
서초구,2017-03,450310.0
강남구,2017-03,570500.0
송파구,2017-03,667483.0
강동구,2017-03,453233.0
종로구,2017-04,163521.0
중구,2017-04,132838.0
용산구,2017-04,243406.0
성동구,2017-04,311831.0
광진구,2017-04,371728.0
동대문구,2017-04,368050.0
중랑구,2017-04,414783.0
성북구,2017-04,459276.0
강북구,2017-04,330004.0
도봉구,2017-04,347941.0
노원구,2017-04,566411.0
은평구,2017-04,492835.0
서대문구,2017-04,326412.0
마포구,2017-04,388574.0
양천구,2017-04,478119.0
강서구,2017-04,606823.0
구로구,2017-04,445770.0
금천구,2017-04,254711.0
영등포구,2017-04,402967.0
동작구,2017-04,411217.0
관악구,2017-04,523859.0
서초구,2017-04,447936.0
강남구,2017-04,568425.0
송파구,2017-04,667898.0
강동구,2017-04,453060.0
종로구,2017-05,163521.0
중구,2017-05,132838.0
용산구,2017-05,243406.0
성동구,2017-05,311831.0
광진구,2017-05,371728.0
동대문구,2017-05,368050.0
중랑구,2017-05,414783.0
성북구,2017-05,459276.0
강북구,2017-05,330004.0
도봉구,2017-05,347941.0
노원구,2017-05,566411.0
은평구,2017-05,492835.0
서대문구,2017-05,326412.0
마포구,2017-05,388574.0
양천구,2017-05,478119.0
강서구,2017-05,606823.0
구로구,2017-05,445770.0
금천구,2017-05,254711.0
영등포구,2017-05,402967.0
동작구,2017-05,411217.0
관악구,2017-05,523859.0
서초구,2017-05,447936.0
강남구,2017-05,568425.0
송파구,2017-05,667898.0
강동구,2017-05,453060.0
종로구,2017-06,163521.0
중구,2017-06,132838.0
용산구,2017-06,243406.0
성동구,2017-06,311831.0
광진구,2017-06,371728.0
동대문구,2017-06,368050.0
중랑구,2017-06,414783.0
성북구,2017-06,459276.0
강북구,2017-06,330004.0
도봉구,2017-06,347941.0
노원구,2017-06,566411.0
은평구,2017-06,492835.0
서대문구,2017-06,326412.0
마포구,2017-06,388574.0
양천구,2017-06,478119.0
강서구,2017-06,606823.0
구로구,2017-06,445770.0
금천구,2017-06,254711.0
영등포구,2017-06,402967.0
동작구,2017-06,411217.0
관악구,2017-06,523859.0
서초구,2017-06,447936.0
강남구,2017-06,568425.0
송파구,2017-06,667898.0
강동구,2017-06,453060.0
종로구,2017-07,164640.0
중구,2017-07,134174.0
용산구,2017-07,243922.0
성동구,2017-07,312933.0
광진구,2017-07,372414.0
동대문구,2017-07,367769.0
중랑구,2017-07,414554.0
성북구,2017-07,458261.0
강북구,2017-07,329042.0
도봉구,2017-07,347338.0
노원구,2017-07,562278.0
은평구,2017-07,491899.0
서대문구,2017-07,326479.0
마포구,2017-07,387776.0
양천구,2017-07,476627.0
강서구,2017-07,607877.0
구로구,2017-07,443288.0
금천구,2017-07,253646.0
영등포구,2017-07,401908.0
동작구,2017-07,410703.0
관악구,2017-07,522849.0
서초구,2017-07,447177.0
강남구,2017-07,565731.0
송파구,2017-07,668366.0
강동구,2017-07,446760.0
종로구,2017-08,164640.0
중구,2017-08,134174.0
용산구,2017-08,243922.0
성동구,2017-08,312933.0
광진구,2017-08,372414.0
동대문구,2017-08,367769.0
중랑구,2017-08,414554.0
성북구,2017-08,458261.0
강북구,2017-08,329042.0
도봉구,2017-08,347338.0
노원구,2017-08,562278.0
은평구,2017-08,491899.0
서대문구,2017-08,326479.0
마포구,2017-08,387776.0
양천구,2017-08,476627.0
강서구,2017-08,607877.0
구로구,2017-08,443288.0
금천구,2017-08,253646.0
영등포구,2017-08,401908.0
동작구,2017-08,410703.0
관악구,2017-08,522849.0
서초구,2017-08,447177.0
강남구,2017-08,565731.0
송파구,2017-08,668366.0
강동구,2017-08,446760.0
종로구,2017-09,164640.0
중구,2017-09,134174.0
용산구,2017-09,243922.0
성동구,2017-09,312933.0
광진구,2017-09,372414.0
동대문구,2017-09,367769.0
중랑구,2017-09,414554.0
성북구,2017-09,458261.0
강북구,2017-09,329042.0
도봉구,2017-09,347338.0
노원구,2017-09,562278.0
은평구,2017-09,491899.0
서대문구,2017-09,326479.0
마포구,2017-09,387776.0
양천구,2017-09,476627.0
강서구,2017-09,607877.0
구로구,2017-09,443288.0
금천구,2017-09,253646.0
영등포구,2017-09,401908.0
동작구,2017-09,410703.0
관악구,2017-09,522849.0
서초구,2017-09,447177.0
강남구,2017-09,565731.0
송파구,2017-09,668366.0
강동구,2017-09,446760.0
종로구,2017-10,164257.0
중구,2017-10,134593.0
용산구,2017-10,244444.0
성동구,2017-10,312711.0
광진구,2017-10,372298.0
동대문구,2017-10,366011.0
중랑구,2017-10,412780.0
성북구,2017-10,455407.0
강북구,2017-10,328002.0
도봉구,2017-10,346234.0
노원구,2017-10,558075.0
은평구,2017-10,491202.0
서대문구,2017-10,325028.0
마포구,2017-10,385783.0
양천구,2017-10,475018.0
강서구,2017-10,608255.0
구로구,2017-10,441559.0
금천구,2017-10,253491.0
영등포구,2017-10,402024.0
동작구,2017-10,408493.0
관악구,2017-10,520929.0
서초구,2017-10,445401.0
강남구,2017-10,561052.0
송파구,2017-10,671173.0
강동구,2017-10,440359.0
종로구,2017-11,164257.0
중구,2017-11,134593.0
용산구,2017-11,244444.0
성동구,2017-11,312711.0
광진구,2017-11,372298.0
동대문구,2017-11,366011.0
중랑구,2017-11,412780.0
성북구,2017-11,455407.0
강북구,2017-11,328002.0
도봉구,2017-11,346234.0
노원구,2017-11,558075.0
