district,metric,year,weather,count
은평구,부상자 (명),2019,맑음,1333
은평구,부상자 (명),2019,비,79
은평구,부상자 (명),2019,안개,1
은평구,부상자 (명),2019,흐림,42
은평구,부상자 (명),2020,눈,7
은평구,부상자 (명),2020,맑음,1231
은평구,부상자 (명),2020,비,127
은평구,부상자 (명),2020,안개,-
은평구,부상자 (명),2020,흐림,46
은평구,부상자 (명),2021,눈,3
은평구,부상자 (명),2021,맑음,1091
은평구,부상자 (명),2021,비,85
은평구,부상자 (명),2021,안개,-
은평구,부상자 (명),2021,흐림,34
은평구,부상자 (명),2022,눈,1
은평구,부상자 (명),2022,맑음,1156
은평구,부상자 (명),2022,비,60
은평구,부상자 (명),2022,안개,-
은평구,부상자 (명),2022,흐림,29
은평구,부상자 (명),2023,눈,5
은평구,부상자 (명),2023,맑음,1205
은평구,부상자 (명),2023,비,114
은평구,부상자 (명),2023,안개,-
은평구,부상자 (명),2023,흐림,27
서대문구,발생건수 (건),2013,눈,16
서대문구,발생건수 (건),2013,맑음,926
서대문구,발생건수 (건),2013,비,89
서대문구,발생건수 (건),2013,안개,-
서대문구,발생건수 (건),2013,흐림,47
서대문구,발생건수 (건),2014,눈,10
서대문구,발생건수 (건),2014,맑음,966
서대문구,발생건수 (건),2014,비,60
서대문구,발생건수 (건),2014,안개,-
서대문구,발생건수 (건),2014,흐림,84
서대문구,발생건수 (건),2015,눈,-
서대문구,발생건수 (건),2015,맑음,946
서대문구,발생건수 (건),2015,비,63
서대문구,발생건수 (건),2015,안개,1
서대문구,발생건수 (건),2015,흐림,61
서대문구,발생건수 (건),2016,눈,1
서대문구,발생건수 (건),2016,맑음,981
서대문구,발생건수 (건),2016,비,51
서대문구,발생건수 (건),2016,안개,-
서대문구,발생건수 (건),2016,흐림,102
서대문구,발생건수 (건),2017,눈,5
서대문구,발생건수 (건),2017,맑음,946
서대문구,발생건수 (건),2017,비,33
서대문구,발생건수 (건),2017,안개,-
서대문구,발생건수 (건),2017,흐림,48
서대문구,발생건수 (건),2018,눈,1
서대문구,발생건수 (건),2018,맑음,911
서대문구,발생건수 (건),2018,비,50
서대문구,발생건수 (건),2018,안개,-
서대문구,발생건수 (건),2018,흐림,70
서대문구,발생건수 (건),2019,눈,2
서대문구,발생건수 (건),2019,맑음,962
서대문구,발생건수 (건),2019,비,59
서대문구,발생건수 (건),2019,안개,-
서대문구,발생건수 (건),2019,흐림,81
서대문구,발생건수 (건),2020,눈,-
서대문구,발생건수 (건),2020,맑음,808
서대문구,발생건수 (건),2020,비,55
서대문구,발생건수 (건),2020,안개,-
서대문구,발생건수 (건),2020,흐림,63
서대문구,발생건수 (건),2021,눈,4
서대문구,발생건수 (건),2021,맑음,790
서대문구,발생건수 (건),2021,비,49
서대문구,발생건수 (건),2021,안개,-
서대문구,발생건수 (건),2021,흐림,85
서대문구,발생건수 (건),2022,눈,2
서대문구,발생건수 (건),2022,맑음,839
서대문구,발생건수 (건),2022,비,45
서대문구,발생건수 (건),2022,안개,-
서대문구,발생건수 (건),2022,흐림,82
서대문구,발생건수 (건),2023,눈,2
서대문구,발생건수 (건),2023,맑음,785
서대문구,발생건수 (건),2023,비,57
서대문구,발생건수 (건),2023,안개,-
서대문구,발생건수 (건),2023,흐림,68
서대문구,사망자 (명),2013,눈,-
서대문구,사망자 (명),2013,맑음,8
서대문구,사망자 (명),2013,비,2
서대문구,사망자 (명),2013,안개,-
서대문구,사망자 (명),2013,흐림,4
서대문구,사망자 (명),2014,눈,-
서대문구,사망자 (명),2014,맑음,15
서대문구,사망자 (명),2014,비,-
서대문구,사망자 (명),2014,안개,-
서대문구,사망자 (명),2014,흐림,1
서대문구,사망자 (명),2015,눈,-
서대문구,사망자 (명),2015,맑음,12
서대문구,사망자 (명),2015,비,1
서대문구,사망자 (명),2015,안개,-
서대문구,사망자 (명),2015,흐림,-
서대문구,사망자 (명),2016,눈,-
서대문구,사망자 (명),2016,맑음,10
서대문구,사망자 (명),2016,비,1
서대문구,사망자 (명),2016,안개,-
서대문구,사망자 (명),2016,흐림,3
서대문구,사망자 (명),2017,눈,-
서대문구,사망자 (명),2017,맑음,7
서대문구,사망자 (명),2017,비,-
서대문구,사망자 (명),2017,안개,-
서대문구,사망자 (명),2017,흐림,1
서대문구,사망자 (명),2018,눈,-
서대문구,사망자 (명),2018,맑음,4
서대문구,사망자 (명),2018,비,-
서대문구,사망자 (명),2018,안개,-
서대문구,사망자 (명),2018,흐림,1
서대문구,사망자 (명),2019,눈,-
서대문구,사망자 (명),2019,맑음,10
서대문구,사망자 (명),2019,비,2
서대문구,사망자 (명),2019,안개,-
서대문구,사망자 (명),2019,흐림,2
서대문구,사망자 (명),2020,눈,-
서대문구,사망자 (명),2020,맑음,3
서대문구,사망자 (명),2020,비,-
서대문구,사망자 (명),2020,안개,-
서대문구,사망자 (명),2020,흐림,3
서대문구,사망자 (명),2021,눈,-
서대문구,사망자 (명),2021,맑음,7
서대문구,사망자 (명),2021,비,1
서대문구,사망자 (명),2021,안개,-
서대문구,사망자 (명),2021,흐림,1
서대문구,사망자 (명),2022,눈,1
서대문구,사망자 (명),2022,맑음,3
서대문구,사망자 (명),2022,비,1
서대문구,사망자 (명),2022,안개,-
서대문구,사망자 (명),2022,흐림,-
서대문구,사망자 (명),2023,눈,-
서대문구,사망자 (명),2023,맑음,4
서대문구,사망자 (명),2023,비,-
서대문구,사망자 (명),2023,안개,-
서대문구,사망자 (명),2023,흐림,-
서대문구,부상자 (명),2013,눈,23
서대문구,부상자 (명),2013,맑음,1355
서대문구,부상자 (명),2013,비,126
서대문구,부상자 (명),2013,안개,-
서대문구,부상자 (명),2013,흐림,71
서대문구,부상자 (명),2014,눈,10
서대문구,부상자 (명),2014,맑음,1368
서대문구,부상자 (명),2014,비,84
서대문구,부상자 (명),2014,안개,-
서대문구,부상자 (명),2014,흐림,126
서대문구,부상자 (명),2015,눈,-
서대문구,부상자 (명),2015,맑음,1314
서대문구,부상자 (명),2015,비,92
서대문구,부상자 (명),2015,안개,1
서대문구,부상자 (명),2015,흐림,85
서대문구,부상자 (명),2016,눈,1
서대문구,부상자 (명),2016,맑음,1337
서대문구,부상자 (명),2016,비,71
서대문구,부상자 (명),2016,안개,-
서대문구,부상자 (명),2016,흐림,157
서대문구,부상자 (명),2017,눈,7
서대문구,부상자 (명),2017,맑음,1298
서대문구,부상자 (명),2017,비,49
서대문구,부상자 (명),2017,안개,-
서대문구,부상자 (명),2017,흐림,76
서대문구,부상자 (명),2018,눈,1
서대문구,부상자 (명),2018,맑음,1228
서대문구,부상자 (명),2018,비,72
서대문구,부상자 (명),2018,안개,-
서대문구,부상자 (명),2018,흐림,101
서대문구,부상자 (명),2019,눈,3
서대문구,부상자 (명),2019,맑음,1376
서대문구,부상자 (명),2019,비,87
서대문구,부상자 (명),2019,안개,-
서대문구,부상자 (명),2019,흐림,131
서대문구,부상자 (명),2020,눈,-
서대문구,부상자 (명),2020,맑음,1091
서대문구,부상자 (명),2020,비,76
서대문구,부상자 (명),2020,안개,-
서대문구,부상자 (명),2020,흐림,87
서대문구,부상자 (명),2021,눈,6
서대문구,부상자 (명),2021,맑음,1004
서대문구,부상자 (명),2021,비,69
서대문구,부상자 (명),2021,안개,-
서대문구,부상자 (명),2021,흐림,125
서대문구,부상자 (명),2022,눈,1
서대문구,부상자 (명),2022,맑음,1112
서대문구,부상자 (명),2022,비,49
서대문구,부상자 (명),2022,안개,-
서대문구,부상자 (명),2022,흐림,130
서대문구,부상자 (명),2023,눈,3
서대문구,부상자 (명),2023,맑음,1036
서대문구,부상자 (명),2023,비,75
서대문구,부상자 (명),2023,안개,-
서대문구,부상자 (명),2023,흐림,100
마포구,발생건수 (건),2013,눈,19
마포구,발생건수 (건),2013,맑음,1534
마포구,발생건수 (건),2013,비,109
마포구,발생건수 (건),2013,안개,-
마포구,발생건수 (건),2013,흐림,84
마포구,발생건수 (건),2014,눈,10
마포구,발생건수 (건),2014,맑음,1594
마포구,발생건수 (건),2014,비,106
마포구,발생건수 (건),2014,안개,1
마포구,발생건수 (건),2014,흐림,48
마포구,발생건수 (건),2015,눈,2
마포구,발생건수 (건),2015,맑음,1613
마포구,발생건수 (건),2015,비,148
마포구,발생건수 (건),2015,안개,-
마포구,발생건수 (건),2015,흐림,37
마포구,발생건수 (건),2016,눈,8
마포구,발생건수 (건),2016,맑음,1556
마포구,발생건수 (건),2016,비,117
마포구,발생건수 (건),2016,안개,-
마포구,발생건수 (건),2016,흐림,83
마포구,발생건수 (건),2017,눈,11
마포구,발생건수 (건),2017,맑음,1724
마포구,발생건수 (건),2017,비,88
마포구,발생건수 (건),2017,안개,1
마포구,발생건수 (건),2017,흐림,35
마포구,발생건수 (건),2018,눈,8
마포구,발생건수 (건),2018,맑음,1518
마포구,발생건수 (건),2018,비,101
마포구,발생건수 (건),2018,안개,-
마포구,발생건수 (건),2018,흐림,27
마포구,발생건수 (건),2019,눈,5
마포구,발생건수 (건),2019,맑음,1295
마포구,발생건수 (건),2019,비,96
마포구,발생건수 (건),2019,안개,-
마포구,발생건수 (건),2019,흐림,48
마포구,발생건수 (건),2020,눈,3
마포구,발생건수 (건),2020,맑음,1115
마포구,발생건수 (건),2020,비,95
마포구,발생건수 (건),2020,안개,-
마포구,발생건수 (건),2020,흐림,53
마포구,발생건수 (건),2021,눈,5
마포구,발생건수 (건),2021,맑음,969
마포구,발생건수 (건),2021,비,83
마포구,발생건수 (건),2021,안개,-
마포구,발생건수 (건),2021,흐림,42
마포구,발생건수 (건),2022,눈,4
마포구,발생건수 (건),2022,맑음,947
마포구,발생건수 (건),2022,비,44
마포구,발생건수 (건),2022,안개,-
마포구,발생건수 (건),2022,흐림,34
마포구,발생건수 (건),2023,눈,3
마포구,발생건수 (건),2023,맑음,1052
마포구,발생건수 (건),2023,비,87
마포구,발생건수 (건),2023,안개,-
마포구,발생건수 (건),2023,흐림,48
마포구,사망자 (명),2013,눈,-
마포구,사망자 (명),2013,맑음,19
마포구,사망자 (명),2013,비,1
마포구,사망자 (명),2013,안개,-
마포구,사망자 (명),2013,흐림,3
마포구,사망자 (명),2014,눈,-
마포구,사망자 (명),2014,맑음,19
마포구,사망자 (명),2014,비,-
마포구,사망자 (명),2014,안개,-
마포구,사망자 (명),2014,흐림,1
마포구,사망자 (명),2015,눈,-
마포구,사망자 (명),2015,맑음,11
마포구,사망자 (명),2015,비,4
마포구,사망자 (명),2015,안개,-
마포구,사망자 (명),2015,흐림,2
마포구,사망자 (명),2016,눈,-
마포구,사망자 (명),2016,맑음,11
마포구,사망자 (명),2016,비,3
마포구,사망자 (명),2016,안개,-
마포구,사망자 (명),2016,흐림,1
마포구,사망자 (명),2017,눈,-
마포구,사망자 (명),2017,맑음,8
마포구,사망자 (명),2017,비,-
마포구,사망자 (명),2017,안개,-
마포구,사망자 (명),2017,흐림,-
마포구,사망자 (명),2018,눈,-
마포구,사망자 (명),2018,맑음,9
마포구,사망자 (명),2018,비,1
마포구,사망자 (명),2018,안개,-
마포구,사망자 (명),2018,흐림,1
마포구,사망자 (명),2019,눈,-
마포구,사망자 (명),2019,맑음,7
마포구,사망자 (명),2019,비,-
마포구,사망자 (명),2019,안개,-
마포구,사망자 (명),2019,흐림,-
마포구,사망자 (명),2020,눈,-
마포구,사망자 (명),2020,맑음,11
마포구,사망자 (명),2020,비,1
마포구,사망자 (명),2020,안개,-
마포구,사망자 (명),2020,흐림,1
마포구,사망자 (명),2021,눈,-
마포구,사망자 (명),2021,맑음,13
마포구,사망자 (명),2021,비,-
마포구,사망자 (명),2021,안개,-
마포구,사망자 (명),2021,흐림,1
마포구,사망자 (명),2022,눈,-
마포구,사망자 (명),2022,맑음,9
마포구,사망자 (명),2022,비,1
마포구,사망자 (명),2022,안개,-
마포구,사망자 (명),2022,흐림,-
마포구,사망자 (명),2023,눈,1
마포구,사망자 (명),2023,맑음,11
마포구,사망자 (명),2023,비,1
마포구,사망자 (명),2023,안개,-
마포구,사망자 (명),2023,흐림,1
마포구,부상자 (명),2013,눈,33
마포구,부상자 (명),2013,맑음,2409
마포구,부상자 (명),2013,비,173
마포구,부상자 (명),2013,안개,-
마포구,부상자 (명),2013,흐림,116
마포구,부상자 (명),2014,눈,17
마포구,부상자 (명),2014,맑음,2386
마포구,부상자 (명),2014,비,148
마포구,부상자 (명),2014,안개,1
마포구,부상자 (명),2014,흐림,81
마포구,부상자 (명),2015,눈,2
마포구,부상자 (명),2015,맑음,2441
마포구,부상자 (명),2015,비,240
마포구,부상자 (명),2015,안개,-
마포구,부상자 (명),2015,흐림,45
마포구,부상자 (명),2016,눈,17
마포구,부상자 (명),2016,맑음,2294
마포구,부상자 (명),2016,비,163
마포구,부상자 (명),2016,안개,-
마포구,부상자 (명),2016,흐림,126
마포구,부상자 (명),2017,눈,15
마포구,부상자 (명),2017,맑음,2574
마포구,부상자 (명),2017,비,153
마포구,부상자 (명),2017,안개,1
마포구,부상자 (명),2017,흐림,50
마포구,부상자 (명),2018,눈,11
마포구,부상자 (명),2018,맑음,2217
마포구,부상자 (명),2018,비,138
마포구,부상자 (명),2018,안개,-
마포구,부상자 (명),2018,흐림,39
마포구,부상자 (명),2019,눈,9
마포구,부상자 (명),2019,맑음,1810
마포구,부상자 (명),2019,비,155
마포구,부상자 (명),2019,안개,-
마포구,부상자 (명),2019,흐림,68
마포구,부상자 (명),2020,눈,3
마포구,부상자 (명),2020,맑음,1538
마포구,부상자 (명),2020,비,130
마포구,부상자 (명),2020,안개,-
마포구,부상자 (명),2020,흐림,72
마포구,부상자 (명),2021,눈,8
마포구,부상자 (명),2021,맑음,1398
마포구,부상자 (명),2021,비,109
마포구,부상자 (명),2021,안개,-
마포구,부상자 (명),2021,흐림,54
마포구,부상자 (명),2022,눈,4
마포구,부상자 (명),2022,맑음,1319
마포구,부상자 (명),2022,비,62
마포구,부상자 (명),2022,안개,-
마포구,부상자 (명),2022,흐림,42
마포구,부상자 (명),2023,눈,3
마포구,부상자 (명),2023,맑음,1458
마포구,부상자 (명),2023,비,118
마포구,부상자 (명),2023,안개,-
마포구,부상자 (명),2023,흐림,58
양천구,발생건수 (건),2013,눈,14
양천구,발생건수 (건),2013,맑음,1076
양천구,발생건수 (건),2013,비,136
양천구,발생건수 (건),2013,안개,1
양천구,발생건수 (건),2013,흐림,98
양천구,발생건수 (건),2014,눈,11
양천구,발생건수 (건),2014,맑음,1167
양천구,발생건수 (건),2014,비,105
양천구,발생건수 (건),2014,안개,-
양천구,발생건수 (건),2014,흐림,164
양천구,발생건수 (건),2015,눈,4
양천구,발생건수 (건),2015,맑음,1365
양천구,발생건수 (건),2015,비,107
양천구,발생건수 (건),2015,안개,1
양천구,발생건수 (건),2015,흐림,100
양천구,발생건수 (건),2016,눈,7
양천구,발생건수 (건),2016,맑음,1306
양천구,발생건수 (건),2016,비,90
양천구,발생건수 (건),2016,안개,-
양천구,발생건수 (건),2016,흐림,85
양천구,발생건수 (건),2017,눈,6
양천구,발생건수 (건),2017,맑음,1196
양천구,발생건수 (건),2017,비,83
양천구,발생건수 (건),2017,안개,-
양천구,발생건수 (건),2017,흐림,57
양천구,발생건수 (건),2018,눈,9
양천구,발생건수 (건),2018,맑음,1265
양천구,발생건수 (건),2018,비,107
양천구,발생건수 (건),2018,안개,1
양천구,발생건수 (건),2018,흐림,46
양천구,발생건수 (건),2019,눈,1
양천구,발생건수 (건),2019,맑음,1369
양천구,발생건수 (건),2019,비,78
양천구,발생건수 (건),2019,안개,-
양천구,발생건수 (건),2019,흐림,57
양천구,발생건수 (건),2020,눈,2
양천구,발생건수 (건),2020,맑음,1212
양천구,발생건수 (건),2020,비,82
양천구,발생건수 (건),2020,안개,-
양천구,발생건수 (건),2020,흐림,42
양천구,발생건수 (건),2021,눈,1
양천구,발생건수 (건),2021,맑음,1134
양천구,발생건수 (건),2021,비,100
양천구,발생건수 (건),2021,안개,-
양천구,발생건수 (건),2021,흐림,61
양천구,발생건수 (건),2022,눈,3
양천구,발생건수 (건),2022,맑음,1039
양천구,발생건수 (건),2022,비,74
양천구,발생건수 (건),2022,안개,-
양천구,발생건수 (건),2022,흐림,47
양천구,발생건수 (건),2023,눈,5
양천구,발생건수 (건),2023,맑음,1104
양천구,발생건수 (건),2023,비,68
양천구,발생건수 (건),2023,안개,-
양천구,발생건수 (건),2023,흐림,40
양천구,사망자 (명),2013,눈,-
양천구,사망자 (명),2013,맑음,9
양천구,사망자 (명),2013,비,2
양천구,사망자 (명),2013,안개,-
양천구,사망자 (명),2013,흐림,3
양천구,사망자 (명),2014,눈,-
양천구,사망자 (명),2014,맑음,11
양천구,사망자 (명),2014,비,-
양천구,사망자 (명),2014,안개,-
양천구,사망자 (명),2014,흐림,2
양천구,사망자 (명),2015,눈,-
양천구,사망자 (명),2015,맑음,11
양천구,사망자 (명),2015,비,2
양천구,사망자 (명),2015,안개,-
양천구,사망자 (명),2015,흐림,1
양천구,사망자 (명),2016,눈,-
양천구,사망자 (명),2016,맑음,11
양천구,사망자 (명),2016,비,-
양천구,사망자 (명),2016,안개,-
양천구,사망자 (명),2016,흐림,1
양천구,사망자 (명),2017,눈,-
양천구,사망자 (명),2017,맑음,11
양천구,사망자 (명),2017,비,1
양천구,사망자 (명),2017,안개,-
양천구,사망자 (명),2017,흐림,1
양천구,사망자 (명),2018,눈,1
양천구,사망자 (명),2018,맑음,8
양천구,사망자 (명),2018,비,1
양천구,사망자 (명),2018,안개,1
양천구,사망자 (명),2018,흐림,-
양천구,사망자 (명),2019,눈,-
양천구,사망자 (명),2019,맑음,11
양천구,사망자 (명),2019,비,-
양천구,사망자 (명),2019,안개,-
양천구,사망자 (명),2019,흐림,-
양천구,사망자 (명),2020,눈,-
양천구,사망자 (명),2020,맑음,7
양천구,사망자 (명),2020,비,-
양천구,사망자 (명),2020,안개,-
양천구,사망자 (명),2020,흐림,-
양천구,사망자 (명),2021,눈,-
양천구,사망자 (명),2021,맑음,12
양천구,사망자 (명),2021,비,1
양천구,사망자 (명),2021,안개,-
양천구,사망자 (명),2021,흐림,1
양천구,사망자 (명),2022,눈,-
양천구,사망자 (명),2022,맑음,8
양천구,사망자 (명),2022,비,-
양천구,사망자 (명),2022,안개,-
양천구,사망자 (명),2022,흐림,-
양천구,사망자 (명),2023,눈,-
양천구,사망자 (명),2023,맑음,3
양천구,사망자 (명),2023,비,1
양천구,사망자 (명),2023,안개,-
양천구,사망자 (명),2023,흐림,1
양천구,부상자 (명),2013,눈,15
양천구,부상자 (명),2013,맑음,1487
양천구,부상자 (명),2013,비,221
양천구,부상자 (명),2013,안개,1
양천구,부상자 (명),2013,흐림,161
양천구,부상자 (명),2014,눈,12
양천구,부상자 (명),2014,맑음,1599
양천구,부상자 (명),2014,비,155
양천구,부상자 (명),2014,안개,-
양천구,부상자 (명),2014,흐림,212
양천구,부상자 (명),2015,눈,10
양천구,부상자 (명),2015,맑음,1901
양천구,부상자 (명),2015,비,148
양천구,부상자 (명),2015,안개,1
양천구,부상자 (명),2015,흐림,150
양천구,부상자 (명),2016,눈,8
양천구,부상자 (명),2016,맑음,1771
양천구,부상자 (명),2016,비,130
양천구,부상자 (명),2016,안개,-
양천구,부상자 (명),2016,흐림,142
양천구,부상자 (명),2017,눈,9
양천구,부상자 (명),2017,맑음,1576
양천구,부상자 (명),2017,비,124
양천구,부상자 (명),2017,안개,-
양천구,부상자 (명),2017,흐림,77
양천구,부상자 (명),2018,눈,41
양천구,부상자 (명),2018,맑음,1674
양천구,부상자 (명),2018,비,167
양천구,부상자 (명),2018,안개,-
양천구,부상자 (명),2018,흐림,57
양천구,부상자 (명),2019,눈,1
양천구,부상자 (명),2019,맑음,1904
양천구,부상자 (명),2019,비,100
양천구,부상자 (명),2019,안개,-
양천구,부상자 (명),2019,흐림,79
양천구,부상자 (명),2020,눈,2
양천구,부상자 (명),2020,맑음,1647
양천구,부상자 (명),2020,비,117
양천구,부상자 (명),2020,안개,-
양천구,부상자 (명),2020,흐림,56
양천구,부상자 (명),2021,눈,1
양천구,부상자 (명),2021,맑음,1464
양천구,부상자 (명),2021,비,140
양천구,부상자 (명),2021,안개,-
양천구,부상자 (명),2021,흐림,75
양천구,부상자 (명),2022,눈,4
양천구,부상자 (명),2022,맑음,1372
양천구,부상자 (명),2022,비,92
양천구,부상자 (명),2022,안개,-
양천구,부상자 (명),2022,흐림,58
양천구,부상자 (명),2023,눈,6
양천구,부상자 (명),2023,맑음,1476
양천구,부상자 (명),2023,비,81
양천구,부상자 (명),2023,안개,-
양천구,부상자 (명),2023,흐림,57
강서구,발생건수 (건),2013,눈,15
강서구,발생건수 (건),2013,맑음,1465
강서구,발생건수 (건),2013,비,117
강서구,발생건수 (건),2013,안개,-
강서구,발생건수 (건),2013,흐림,116
강서구,발생건수 (건),2014,눈,9
강서구,발생건수 (건),2014,맑음,1599
강서구,발생건수 (건),2014,비,104
강서구,발생건수 (건),2014,안개,-
강서구,발생건수 (건),2014,흐림,89
강서구,발생건수 (건),2015,눈,2
강서구,발생건수 (건),2015,맑음,1757
강서구,발생건수 (건),2015,비,128
강서구,발생건수 (건),2015,안개,-
강서구,발생건수 (건),2015,흐림,43
강서구,발생건수 (건),2016,눈,4
강서구,발생건수 (건),2016,맑음,1588
강서구,발생건수 (건),2016,비,62
강서구,발생건수 (건),2016,안개,-
강서구,발생건수 (건),2016,흐림,29
강서구,발생건수 (건),2017,눈,7
강서구,발생건수 (건),2017,맑음,1442
강서구,발생건수 (건),2017,비,60
강서구,발생건수 (건),2017,안개,1
강서구,발생건수 (건),2017,흐림,60
강서구,발생건수 (건),2018,눈,9
강서구,발생건수 (건),2018,맑음,1314
강서구,발생건수 (건),2018,비,104
강서구,발생건수 (건),2018,안개,-
강서구,발생건수 (건),2018,흐림,70
강서구,발생건수 (건),2019,눈,6
강서구,발생건수 (건),2019,맑음,1554
강서구,발생건수 (건),2019,비,110
강서구,발생건수 (건),2019,안개,-
강서구,발생건수 (건),2019,흐림,120
강서구,발생건수 (건),2020,눈,2
강서구,발생건수 (건),2020,맑음,1367
강서구,발생건수 (건),2020,비,112
강서구,발생건수 (건),2020,안개,-
강서구,발생건수 (건),2020,흐림,51
강서구,발생건수 (건),2021,눈,8
강서구,발생건수 (건),2021,맑음,1324
강서구,발생건수 (건),2021,비,92
강서구,발생건수 (건),2021,안개,-
강서구,발생건수 (건),2021,흐림,65
강서구,발생건수 (건),2022,눈,3
강서구,발생건수 (건),2022,맑음,1438
강서구,발생건수 (건),2022,비,84
강서구,발생건수 (건),2022,안개,-
강서구,발생건수 (건),2022,흐림,41
강서구,발생건수 (건),2023,눈,3
강서구,발생건수 (건),2023,맑음,1350
강서구,발생건수 (건),2023,비,95
강서구,발생건수 (건),2023,안개,-
강서구,발생건수 (건),2023,흐림,34
강서구,사망자 (명),2013,눈,-
강서구,사망자 (명),2013,맑음,20
강서구,사망자 (명),2013,비,3
강서구,사망자 (명),2013,안개,-
강서구,사망자 (명),2013,흐림,3
강서구,사망자 (명),2014,눈,-
강서구,사망자 (명),2014,맑음,22
강서구,사망자 (명),2014,비,6
강서구,사망자 (명),2014,안개,-
강서구,사망자 (명),2014,흐림,4
강서구,사망자 (명),2015,눈,-
강서구,사망자 (명),2015,맑음,11
강서구,사망자 (명),2015,비,1
강서구,사망자 (명),2015,안개,-
강서구,사망자 (명),2015,흐림,-
강서구,사망자 (명),2016,눈,-
강서구,사망자 (명),2016,맑음,12
강서구,사망자 (명),2016,비,-
강서구,사망자 (명),2016,안개,-
강서구,사망자 (명),2016,흐림,1
강서구,사망자 (명),2017,눈,-
강서구,사망자 (명),2017,맑음,10
강서구,사망자 (명),2017,비,1
강서구,사망자 (명),2017,안개,-
강서구,사망자 (명),2017,흐림,1
강서구,사망자 (명),2018,눈,-
강서구,사망자 (명),2018,맑음,8
강서구,사망자 (명),2018,비,1
강서구,사망자 (명),2018,안개,-
강서구,사망자 (명),2018,흐림,2
강서구,사망자 (명),2019,눈,-
강서구,사망자 (명),2019,맑음,17
강서구,사망자 (명),2019,비,-
강서구,사망자 (명),2019,안개,-
강서구,사망자 (명),2019,흐림,2
강서구,사망자 (명),2020,눈,-
강서구,사망자 (명),2020,맑음,16
강서구,사망자 (명),2020,비,-
강서구,사망자 (명),2020,안개,-
강서구,사망자 (명),2020,흐림,1
강서구,사망자 (명),2021,눈,-
강서구,사망자 (명),2021,맑음,11
강서구,사망자 (명),2021,비,1
강서구,사망자 (명),2021,안개,-
강서구,사망자 (명),2021,흐림,1
강서구,사망자 (명),2022,눈,-
강서구,사망자 (명),2022,맑음,12
강서구,사망자 (명),2022,비,-
강서구,사망자 (명),2022,안개,-
강서구,사망자 (명),2022,흐림,3
강서구,사망자 (명),2023,눈,-
강서구,사망자 (명),2023,맑음,7
강서구,사망자 (명),2023,비,-
강서구,사망자 (명),2023,안개,-
강서구,사망자 (명),2023,흐림,1
강서구,부상자 (명),2013,눈,33
강서구,부상자 (명),2013,맑음,2129
강서구,부상자 (명),2013,비,172
강서구,부상자 (명),2013,안개,-
강서구,부상자 (명),2013,흐림,181
강서구,부상자 (명),2014,눈,14
강서구,부상자 (명),2014,맑음,2249
강서구,부상자 (명),2014,비,175
강서구,부상자 (명),2014,안개,-
강서구,부상자 (명),2014,흐림,166
강서구,부상자 (명),2015,눈,3
강서구,부상자 (명),2015,맑음,2519
강서구,부상자 (명),2015,비,184
강서구,부상자 (명),2015,안개,-
강서구,부상자 (명),2015,흐림,53
강서구,부상자 (명),2016,눈,4
강서구,부상자 (명),2016,맑음,2088
강서구,부상자 (명),2016,비,85
강서구,부상자 (명),2016,안개,-
강서구,부상자 (명),2016,흐림,44
강서구,부상자 (명),2017,눈,11
강서구,부상자 (명),2017,맑음,1961
강서구,부상자 (명),2017,비,86
강서구,부상자 (명),2017,안개,4
강서구,부상자 (명),2017,흐림,77
강서구,부상자 (명),2018,눈,15
강서구,부상자 (명),2018,맑음,1905
강서구,부상자 (명),2018,비,162
강서구,부상자 (명),2018,안개,-
강서구,부상자 (명),2018,흐림,121
강서구,부상자 (명),2019,눈,15
강서구,부상자 (명),2019,맑음,2116
강서구,부상자 (명),2019,비,135
강서구,부상자 (명),2019,안개,-
강서구,부상자 (명),2019,흐림,172
강서구,부상자 (명),2020,눈,3
강서구,부상자 (명),2020,맑음,1837
강서구,부상자 (명),2020,비,155
강서구,부상자 (명),2020,안개,-
강서구,부상자 (명),2020,흐림,64
강서구,부상자 (명),2021,눈,11
강서구,부상자 (명),2021,맑음,1791
강서구,부상자 (명),2021,비,140
강서구,부상자 (명),2021,안개,-
강서구,부상자 (명),2021,흐림,86
강서구,부상자 (명),2022,눈,4
강서구,부상자 (명),2022,맑음,1882
강서구,부상자 (명),2022,비,110
강서구,부상자 (명),2022,안개,-
강서구,부상자 (명),2022,흐림,54
강서구,부상자 (명),2023,눈,3
강서구,부상자 (명),2023,맑음,1859
강서구,부상자 (명),2023,비,144
강서구,부상자 (명),2023,안개,-
강서구,부상자 (명),2023,흐림,50
구로구,발생건수 (건),2013,눈,10
구로구,발생건수 (건),2013,맑음,1240
구로구,발생건수 (건),2013,비,102
구로구,발생건수 (건),2013,안개,-
구로구,발생건수 (건),2013,흐림,61
구로구,발생건수 (건),2014,눈,11
구로구,발생건수 (건),2014,맑음,1388
구로구,발생건수 (건),2014,비,115
구로구,발생건수 (건),2014,안개,-
구로구,발생건수 (건),2014,흐림,51
구로구,발생건수 (건),2015,눈,4
구로구,발생건수 (건),2015,맑음,1297
구로구,발생건수 (건),2015,비,152
구로구,발생건수 (건),2015,안개,-
구로구,발생건수 (건),2015,흐림,54
구로구,발생건수 (건),2016,눈,7
구로구,발생건수 (건),2016,맑음,1355
구로구,발생건수 (건),2016,비,101
구로구,발생건수 (건),2016,안개,1
