district,metric,year,weather,count
성동구,사망자 (명),2014,맑음,10
성동구,사망자 (명),2014,비,1
성동구,사망자 (명),2014,안개,-
성동구,사망자 (명),2014,흐림,-
성동구,사망자 (명),2015,눈,-
성동구,사망자 (명),2015,맑음,7
성동구,사망자 (명),2015,비,1
성동구,사망자 (명),2015,안개,-
성동구,사망자 (명),2015,흐림,-
성동구,사망자 (명),2016,눈,-
성동구,사망자 (명),2016,맑음,15
성동구,사망자 (명),2016,비,-
성동구,사망자 (명),2016,안개,-
성동구,사망자 (명),2016,흐림,-
성동구,사망자 (명),2017,눈,-
성동구,사망자 (명),2017,맑음,15
성동구,사망자 (명),2017,비,-
성동구,사망자 (명),2017,안개,-
성동구,사망자 (명),2017,흐림,-
성동구,사망자 (명),2018,눈,1
성동구,사망자 (명),2018,맑음,8
성동구,사망자 (명),2018,비,-
성동구,사망자 (명),2018,안개,-
성동구,사망자 (명),2018,흐림,-
성동구,사망자 (명),2019,눈,-
성동구,사망자 (명),2019,맑음,12
성동구,사망자 (명),2019,비,1
성동구,사망자 (명),2019,안개,-
성동구,사망자 (명),2019,흐림,-
성동구,사망자 (명),2020,눈,-
성동구,사망자 (명),2020,맑음,7
성동구,사망자 (명),2020,비,1
성동구,사망자 (명),2020,안개,-
성동구,사망자 (명),2020,흐림,1
성동구,사망자 (명),2021,눈,-
성동구,사망자 (명),2021,맑음,7
성동구,사망자 (명),2021,비,1
성동구,사망자 (명),2021,안개,-
성동구,사망자 (명),2021,흐림,-
성동구,사망자 (명),2022,눈,-
성동구,사망자 (명),2022,맑음,7
성동구,사망자 (명),2022,비,-
성동구,사망자 (명),2022,안개,-
성동구,사망자 (명),2022,흐림,1
성동구,사망자 (명),2023,눈,-
성동구,사망자 (명),2023,맑음,6
성동구,사망자 (명),2023,비,-
성동구,사망자 (명),2023,안개,-
성동구,사망자 (명),2023,흐림,-
성동구,부상자 (명),2013,눈,5
성동구,부상자 (명),2013,맑음,1246
성동구,부상자 (명),2013,비,101
성동구,부상자 (명),2013,안개,-
성동구,부상자 (명),2013,흐림,54
성동구,부상자 (명),2014,눈,19
성동구,부상자 (명),2014,맑음,1532
성동구,부상자 (명),2014,비,77
성동구,부상자 (명),2014,안개,-
성동구,부상자 (명),2014,흐림,31
성동구,부상자 (명),2015,눈,5
성동구,부상자 (명),2015,맑음,1527
성동구,부상자 (명),2015,비,131
성동구,부상자 (명),2015,안개,-
성동구,부상자 (명),2015,흐림,55
성동구,부상자 (명),2016,눈,8
성동구,부상자 (명),2016,맑음,1432
성동구,부상자 (명),2016,비,73
성동구,부상자 (명),2016,안개,-
성동구,부상자 (명),2016,흐림,23
성동구,부상자 (명),2017,눈,3
성동구,부상자 (명),2017,맑음,1324
성동구,부상자 (명),2017,비,73
성동구,부상자 (명),2017,안개,8
성동구,부상자 (명),2017,흐림,92
성동구,부상자 (명),2018,눈,8
성동구,부상자 (명),2018,맑음,1371
성동구,부상자 (명),2018,비,100
성동구,부상자 (명),2018,안개,-
성동구,부상자 (명),2018,흐림,82
성동구,부상자 (명),2019,눈,1
성동구,부상자 (명),2019,맑음,1347
성동구,부상자 (명),2019,비,60
성동구,부상자 (명),2019,안개,-
성동구,부상자 (명),2019,흐림,30
성동구,부상자 (명),2020,눈,1
성동구,부상자 (명),2020,맑음,1353
성동구,부상자 (명),2020,비,95
성동구,부상자 (명),2020,안개,-
성동구,부상자 (명),2020,흐림,32
성동구,부상자 (명),2021,눈,3
성동구,부상자 (명),2021,맑음,1224
성동구,부상자 (명),2021,비,57
성동구,부상자 (명),2021,안개,-
성동구,부상자 (명),2021,흐림,33
성동구,부상자 (명),2022,눈,13
성동구,부상자 (명),2022,맑음,1069
성동구,부상자 (명),2022,비,59
성동구,부상자 (명),2022,안개,-
성동구,부상자 (명),2022,흐림,75
성동구,부상자 (명),2023,눈,11
성동구,부상자 (명),2023,맑음,1068
성동구,부상자 (명),2023,비,95
성동구,부상자 (명),2023,안개,-
성동구,부상자 (명),2023,흐림,47
광진구,발생건수 (건),2013,눈,5
광진구,발생건수 (건),2013,맑음,1155
광진구,발생건수 (건),2013,비,96
광진구,발생건수 (건),2013,안개,-
광진구,발생건수 (건),2013,흐림,36
광진구,발생건수 (건),2014,눈,10
광진구,발생건수 (건),2014,맑음,1347
광진구,발생건수 (건),2014,비,72
광진구,발생건수 (건),2014,안개,-
광진구,발생건수 (건),2014,흐림,47
광진구,발생건수 (건),2015,눈,2
광진구,발생건수 (건),2015,맑음,1127
광진구,발생건수 (건),2015,비,76
광진구,발생건수 (건),2015,안개,-
광진구,발생건수 (건),2015,흐림,27
광진구,발생건수 (건),2016,눈,4
광진구,발생건수 (건),2016,맑음,916
광진구,발생건수 (건),2016,비,73
광진구,발생건수 (건),2016,안개,-
광진구,발생건수 (건),2016,흐림,44
광진구,발생건수 (건),2017,눈,4
광진구,발생건수 (건),2017,맑음,965
광진구,발생건수 (건),2017,비,46
광진구,발생건수 (건),2017,안개,-
광진구,발생건수 (건),2017,흐림,22
광진구,발생건수 (건),2018,눈,6
광진구,발생건수 (건),2018,맑음,981
광진구,발생건수 (건),2018,비,77
광진구,발생건수 (건),2018,안개,-
광진구,발생건수 (건),2018,흐림,33
광진구,발생건수 (건),2019,눈,1
광진구,발생건수 (건),2019,맑음,896
광진구,발생건수 (건),2019,비,49
광진구,발생건수 (건),2019,안개,-
광진구,발생건수 (건),2019,흐림,27
광진구,발생건수 (건),2020,눈,-
광진구,발생건수 (건),2020,맑음,795
광진구,발생건수 (건),2020,비,49
광진구,발생건수 (건),2020,안개,-
광진구,발생건수 (건),2020,흐림,25
광진구,발생건수 (건),2021,눈,1
광진구,발생건수 (건),2021,맑음,837
광진구,발생건수 (건),2021,비,54
광진구,발생건수 (건),2021,안개,-
광진구,발생건수 (건),2021,흐림,16
광진구,발생건수 (건),2022,눈,3
광진구,발생건수 (건),2022,맑음,657
광진구,발생건수 (건),2022,비,20
광진구,발생건수 (건),2022,안개,-
광진구,발생건수 (건),2022,흐림,25
광진구,발생건수 (건),2023,눈,3
광진구,발생건수 (건),2023,맑음,622
광진구,발생건수 (건),2023,비,39
광진구,발생건수 (건),2023,안개,-
광진구,발생건수 (건),2023,흐림,43
광진구,사망자 (명),2013,눈,-
광진구,사망자 (명),2013,맑음,9
광진구,사망자 (명),2013,비,-
광진구,사망자 (명),2013,안개,-
광진구,사망자 (명),2013,흐림,1
광진구,사망자 (명),2014,눈,-
광진구,사망자 (명),2014,맑음,10
광진구,사망자 (명),2014,비,2
광진구,사망자 (명),2014,안개,-
광진구,사망자 (명),2014,흐림,-
광진구,사망자 (명),2015,눈,-
광진구,사망자 (명),2015,맑음,14
광진구,사망자 (명),2015,비,3
광진구,사망자 (명),2015,안개,-
광진구,사망자 (명),2015,흐림,-
광진구,사망자 (명),2016,눈,-
광진구,사망자 (명),2016,맑음,7
광진구,사망자 (명),2016,비,2
광진구,사망자 (명),2016,안개,-
광진구,사망자 (명),2016,흐림,-
광진구,사망자 (명),2017,눈,-
광진구,사망자 (명),2017,맑음,12
광진구,사망자 (명),2017,비,2
광진구,사망자 (명),2017,안개,-
광진구,사망자 (명),2017,흐림,1
광진구,사망자 (명),2018,눈,-
광진구,사망자 (명),2018,맑음,9
광진구,사망자 (명),2018,비,1
광진구,사망자 (명),2018,안개,-
광진구,사망자 (명),2018,흐림,-
광진구,사망자 (명),2019,눈,-
광진구,사망자 (명),2019,맑음,3
광진구,사망자 (명),2019,비,-
광진구,사망자 (명),2019,안개,-
광진구,사망자 (명),2019,흐림,-
광진구,사망자 (명),2020,눈,-
광진구,사망자 (명),2020,맑음,2
광진구,사망자 (명),2020,비,-
광진구,사망자 (명),2020,안개,-
광진구,사망자 (명),2020,흐림,2
광진구,사망자 (명),2021,눈,-
광진구,사망자 (명),2021,맑음,2
광진구,사망자 (명),2021,비,2
광진구,사망자 (명),2021,안개,-
광진구,사망자 (명),2021,흐림,-
광진구,사망자 (명),2022,눈,-
광진구,사망자 (명),2022,맑음,9
광진구,사망자 (명),2022,비,-
광진구,사망자 (명),2022,안개,-
광진구,사망자 (명),2022,흐림,-
광진구,사망자 (명),2023,눈,-
광진구,사망자 (명),2023,맑음,1
광진구,사망자 (명),2023,비,2
광진구,사망자 (명),2023,안개,-
광진구,사망자 (명),2023,흐림,1
광진구,부상자 (명),2013,눈,7
광진구,부상자 (명),2013,맑음,1703
광진구,부상자 (명),2013,비,141
광진구,부상자 (명),2013,안개,-
광진구,부상자 (명),2013,흐림,51
광진구,부상자 (명),2014,눈,15
광진구,부상자 (명),2014,맑음,1886
광진구,부상자 (명),2014,비,111
광진구,부상자 (명),2014,안개,-
광진구,부상자 (명),2014,흐림,65
광진구,부상자 (명),2015,눈,2
광진구,부상자 (명),2015,맑음,1582
광진구,부상자 (명),2015,비,110
광진구,부상자 (명),2015,안개,-
광진구,부상자 (명),2015,흐림,47
광진구,부상자 (명),2016,눈,5
광진구,부상자 (명),2016,맑음,1271
광진구,부상자 (명),2016,비,104
광진구,부상자 (명),2016,안개,-
광진구,부상자 (명),2016,흐림,76
광진구,부상자 (명),2017,눈,8
광진구,부상자 (명),2017,맑음,1316
광진구,부상자 (명),2017,비,55
광진구,부상자 (명),2017,안개,-
광진구,부상자 (명),2017,흐림,33
광진구,부상자 (명),2018,눈,13
광진구,부상자 (명),2018,맑음,1287
광진구,부상자 (명),2018,비,108
광진구,부상자 (명),2018,안개,-
광진구,부상자 (명),2018,흐림,50
광진구,부상자 (명),2019,눈,1
광진구,부상자 (명),2019,맑음,1222
광진구,부상자 (명),2019,비,60
광진구,부상자 (명),2019,안개,-
광진구,부상자 (명),2019,흐림,33
광진구,부상자 (명),2020,눈,-
광진구,부상자 (명),2020,맑음,1039
광진구,부상자 (명),2020,비,69
광진구,부상자 (명),2020,안개,-
광진구,부상자 (명),2020,흐림,37
광진구,부상자 (명),2021,눈,1
광진구,부상자 (명),2021,맑음,1093
광진구,부상자 (명),2021,비,76
광진구,부상자 (명),2021,안개,-
광진구,부상자 (명),2021,흐림,22
광진구,부상자 (명),2022,눈,3
광진구,부상자 (명),2022,맑음,887
광진구,부상자 (명),2022,비,32
광진구,부상자 (명),2022,안개,-
광진구,부상자 (명),2022,흐림,40
광진구,부상자 (명),2023,눈,4
광진구,부상자 (명),2023,맑음,787
광진구,부상자 (명),2023,비,39
광진구,부상자 (명),2023,안개,-
광진구,부상자 (명),2023,흐림,55
동대문구,발생건수 (건),2013,눈,7
동대문구,발생건수 (건),2013,맑음,1601
동대문구,발생건수 (건),2013,비,159
동대문구,발생건수 (건),2013,안개,-
동대문구,발생건수 (건),2013,흐림,166
동대문구,발생건수 (건),2014,눈,14
동대문구,발생건수 (건),2014,맑음,1588
동대문구,발생건수 (건),2014,비,103
동대문구,발생건수 (건),2014,안개,-
동대문구,발생건수 (건),2014,흐림,95
동대문구,발생건수 (건),2015,눈,2
동대문구,발생건수 (건),2015,맑음,1803
동대문구,발생건수 (건),2015,비,165
동대문구,발생건수 (건),2015,안개,-
동대문구,발생건수 (건),2015,흐림,106
동대문구,발생건수 (건),2016,눈,2
동대문구,발생건수 (건),2016,맑음,1776
동대문구,발생건수 (건),2016,비,137
동대문구,발생건수 (건),2016,안개,-
동대문구,발생건수 (건),2016,흐림,131
동대문구,발생건수 (건),2017,눈,6
동대문구,발생건수 (건),2017,맑음,1479
동대문구,발생건수 (건),2017,비,81
동대문구,발생건수 (건),2017,안개,-
동대문구,발생건수 (건),2017,흐림,147
동대문구,발생건수 (건),2018,눈,5
동대문구,발생건수 (건),2018,맑음,1494
동대문구,발생건수 (건),2018,비,86
동대문구,발생건수 (건),2018,안개,-
동대문구,발생건수 (건),2018,흐림,93
동대문구,발생건수 (건),2019,눈,1
동대문구,발생건수 (건),2019,맑음,1377
동대문구,발생건수 (건),2019,비,83
동대문구,발생건수 (건),2019,안개,-
동대문구,발생건수 (건),2019,흐림,97
동대문구,발생건수 (건),2020,눈,2
동대문구,발생건수 (건),2020,맑음,1230
동대문구,발생건수 (건),2020,비,88
동대문구,발생건수 (건),2020,안개,-
동대문구,발생건수 (건),2020,흐림,97
동대문구,발생건수 (건),2021,눈,8
동대문구,발생건수 (건),2021,맑음,1162
동대문구,발생건수 (건),2021,비,75
동대문구,발생건수 (건),2021,안개,-
동대문구,발생건수 (건),2021,흐림,105
동대문구,발생건수 (건),2022,눈,9
동대문구,발생건수 (건),2022,맑음,1344
동대문구,발생건수 (건),2022,비,84
동대문구,발생건수 (건),2022,안개,-
동대문구,발생건수 (건),2022,흐림,70
동대문구,발생건수 (건),2023,눈,4
동대문구,발생건수 (건),2023,맑음,1452
동대문구,발생건수 (건),2023,비,115
동대문구,발생건수 (건),2023,안개,-
동대문구,발생건수 (건),2023,흐림,64
동대문구,사망자 (명),2013,눈,-
동대문구,사망자 (명),2013,맑음,11
동대문구,사망자 (명),2013,비,2
동대문구,사망자 (명),2013,안개,-
동대문구,사망자 (명),2013,흐림,2
동대문구,사망자 (명),2014,눈,1
동대문구,사망자 (명),2014,맑음,23
동대문구,사망자 (명),2014,비,1
동대문구,사망자 (명),2014,안개,-
동대문구,사망자 (명),2014,흐림,2
동대문구,사망자 (명),2015,눈,-
동대문구,사망자 (명),2015,맑음,13
동대문구,사망자 (명),2015,비,1
동대문구,사망자 (명),2015,안개,-
동대문구,사망자 (명),2015,흐림,2
동대문구,사망자 (명),2016,눈,-
동대문구,사망자 (명),2016,맑음,13
동대문구,사망자 (명),2016,비,-
동대문구,사망자 (명),2016,안개,-
동대문구,사망자 (명),2016,흐림,1
동대문구,사망자 (명),2017,눈,-
동대문구,사망자 (명),2017,맑음,20
동대문구,사망자 (명),2017,비,3
동대문구,사망자 (명),2017,안개,-
동대문구,사망자 (명),2017,흐림,2
동대문구,사망자 (명),2018,눈,-
동대문구,사망자 (명),2018,맑음,13
동대문구,사망자 (명),2018,비,-
동대문구,사망자 (명),2018,안개,-
동대문구,사망자 (명),2018,흐림,1
동대문구,사망자 (명),2019,눈,-
동대문구,사망자 (명),2019,맑음,11
동대문구,사망자 (명),2019,비,2
동대문구,사망자 (명),2019,안개,-
동대문구,사망자 (명),2019,흐림,2
동대문구,사망자 (명),2020,눈,-
동대문구,사망자 (명),2020,맑음,7
동대문구,사망자 (명),2020,비,2
동대문구,사망자 (명),2020,안개,-
동대문구,사망자 (명),2020,흐림,1
동대문구,사망자 (명),2021,눈,-
동대문구,사망자 (명),2021,맑음,10
동대문구,사망자 (명),2021,비,3
동대문구,사망자 (명),2021,안개,-
동대문구,사망자 (명),2021,흐림,4
동대문구,사망자 (명),2022,눈,-
동대문구,사망자 (명),2022,맑음,10
동대문구,사망자 (명),2022,비,-
동대문구,사망자 (명),2022,안개,-
동대문구,사망자 (명),2022,흐림,1
동대문구,사망자 (명),2023,눈,-
동대문구,사망자 (명),2023,맑음,7
동대문구,사망자 (명),2023,비,2
동대문구,사망자 (명),2023,안개,-
동대문구,사망자 (명),2023,흐림,1
동대문구,부상자 (명),2013,눈,9
동대문구,부상자 (명),2013,맑음,2047
동대문구,부상자 (명),2013,비,197
동대문구,부상자 (명),2013,안개,-
동대문구,부상자 (명),2013,흐림,221
동대문구,부상자 (명),2014,눈,18
동대문구,부상자 (명),2014,맑음,2038
동대문구,부상자 (명),2014,비,150
동대문구,부상자 (명),2014,안개,-
동대문구,부상자 (명),2014,흐림,129
동대문구,부상자 (명),2015,눈,4
동대문구,부상자 (명),2015,맑음,2355
동대문구,부상자 (명),2015,비,218
동대문구,부상자 (명),2015,안개,-
동대문구,부상자 (명),2015,흐림,144
동대문구,부상자 (명),2016,눈,8
동대문구,부상자 (명),2016,맑음,2239
동대문구,부상자 (명),2016,비,183
동대문구,부상자 (명),2016,안개,-
동대문구,부상자 (명),2016,흐림,192
동대문구,부상자 (명),2017,눈,7
동대문구,부상자 (명),2017,맑음,1844
동대문구,부상자 (명),2017,비,105
동대문구,부상자 (명),2017,안개,-
동대문구,부상자 (명),2017,흐림,178
동대문구,부상자 (명),2018,눈,6
동대문구,부상자 (명),2018,맑음,1896
동대문구,부상자 (명),2018,비,109
동대문구,부상자 (명),2018,안개,-
동대문구,부상자 (명),2018,흐림,123
동대문구,부상자 (명),2019,눈,1
동대문구,부상자 (명),2019,맑음,1758
동대문구,부상자 (명),2019,비,102
동대문구,부상자 (명),2019,안개,-
동대문구,부상자 (명),2019,흐림,118
동대문구,부상자 (명),2020,눈,2
동대문구,부상자 (명),2020,맑음,1576
동대문구,부상자 (명),2020,비,111
동대문구,부상자 (명),2020,안개,-
동대문구,부상자 (명),2020,흐림,116
동대문구,부상자 (명),2021,눈,10
동대문구,부상자 (명),2021,맑음,1379
동대문구,부상자 (명),2021,비,93
동대문구,부상자 (명),2021,안개,-
동대문구,부상자 (명),2021,흐림,119
동대문구,부상자 (명),2022,눈,9
동대문구,부상자 (명),2022,맑음,1610
동대문구,부상자 (명),2022,비,108
동대문구,부상자 (명),2022,안개,-
동대문구,부상자 (명),2022,흐림,88
동대문구,부상자 (명),2023,눈,4
동대문구,부상자 (명),2023,맑음,1755
동대문구,부상자 (명),2023,비,151
동대문구,부상자 (명),2023,안개,-
동대문구,부상자 (명),2023,흐림,83
중랑구,발생건수 (건),2013,눈,11
중랑구,발생건수 (건),2013,맑음,1516
중랑구,발생건수 (건),2013,비,114
중랑구,발생건수 (건),2013,안개,1
중랑구,발생건수 (건),2013,흐림,73
중랑구,발생건수 (건),2014,눈,16
중랑구,발생건수 (건),2014,맑음,1434
중랑구,발생건수 (건),2014,비,80
중랑구,발생건수 (건),2014,안개,1
중랑구,발생건수 (건),2014,흐림,66
중랑구,발생건수 (건),2015,눈,4
중랑구,발생건수 (건),2015,맑음,1495
중랑구,발생건수 (건),2015,비,104
중랑구,발생건수 (건),2015,안개,-
중랑구,발생건수 (건),2015,흐림,66
중랑구,발생건수 (건),2016,눈,7
중랑구,발생건수 (건),2016,맑음,1390
중랑구,발생건수 (건),2016,비,85
중랑구,발생건수 (건),2016,안개,-
중랑구,발생건수 (건),2016,흐림,34
중랑구,발생건수 (건),2017,눈,10
중랑구,발생건수 (건),2017,맑음,1506
중랑구,발생건수 (건),2017,비,51
중랑구,발생건수 (건),2017,안개,1
중랑구,발생건수 (건),2017,흐림,51
중랑구,발생건수 (건),2018,눈,7
중랑구,발생건수 (건),2018,맑음,1394
중랑구,발생건수 (건),2018,비,79
중랑구,발생건수 (건),2018,안개,-
중랑구,발생건수 (건),2018,흐림,71
중랑구,발생건수 (건),2019,눈,2
중랑구,발생건수 (건),2019,맑음,1444
중랑구,발생건수 (건),2019,비,86
중랑구,발생건수 (건),2019,안개,-
중랑구,발생건수 (건),2019,흐림,64
중랑구,발생건수 (건),2020,눈,1
중랑구,발생건수 (건),2020,맑음,1277
중랑구,발생건수 (건),2020,비,93
중랑구,발생건수 (건),2020,안개,-
중랑구,발생건수 (건),2020,흐림,41
중랑구,발생건수 (건),2021,눈,5
중랑구,발생건수 (건),2021,맑음,1216
중랑구,발생건수 (건),2021,비,74
중랑구,발생건수 (건),2021,안개,-
중랑구,발생건수 (건),2021,흐림,39
중랑구,발생건수 (건),2022,눈,2
중랑구,발생건수 (건),2022,맑음,1200
중랑구,발생건수 (건),2022,비,77
중랑구,발생건수 (건),2022,안개,-
중랑구,발생건수 (건),2022,흐림,66
중랑구,발생건수 (건),2023,눈,2
중랑구,발생건수 (건),2023,맑음,1143
중랑구,발생건수 (건),2023,비,67
중랑구,발생건수 (건),2023,안개,-
중랑구,발생건수 (건),2023,흐림,41
중랑구,사망자 (명),2013,눈,-
중랑구,사망자 (명),2013,맑음,8
중랑구,사망자 (명),2013,비,1
중랑구,사망자 (명),2013,안개,-
중랑구,사망자 (명),2013,흐림,-
중랑구,사망자 (명),2014,눈,1
중랑구,사망자 (명),2014,맑음,9
중랑구,사망자 (명),2014,비,1
중랑구,사망자 (명),2014,안개,-
중랑구,사망자 (명),2014,흐림,-
중랑구,사망자 (명),2015,눈,-
중랑구,사망자 (명),2015,맑음,14
중랑구,사망자 (명),2015,비,1
중랑구,사망자 (명),2015,안개,-
중랑구,사망자 (명),2015,흐림,-
중랑구,사망자 (명),2016,눈,-
중랑구,사망자 (명),2016,맑음,8
중랑구,사망자 (명),2016,비,-
중랑구,사망자 (명),2016,안개,-
중랑구,사망자 (명),2016,흐림,1
중랑구,사망자 (명),2017,눈,-
중랑구,사망자 (명),2017,맑음,5
중랑구,사망자 (명),2017,비,1
중랑구,사망자 (명),2017,안개,-
중랑구,사망자 (명),2017,흐림,-
중랑구,사망자 (명),2018,눈,-
중랑구,사망자 (명),2018,맑음,7
중랑구,사망자 (명),2018,비,1
중랑구,사망자 (명),2018,안개,-
중랑구,사망자 (명),2018,흐림,1
중랑구,사망자 (명),2019,눈,-
중랑구,사망자 (명),2019,맑음,7
중랑구,사망자 (명),2019,비,1
중랑구,사망자 (명),2019,안개,-
중랑구,사망자 (명),2019,흐림,4
중랑구,사망자 (명),2020,눈,-
중랑구,사망자 (명),2020,맑음,4
중랑구,사망자 (명),2020,비,-
중랑구,사망자 (명),2020,안개,-
중랑구,사망자 (명),2020,흐림,-
중랑구,사망자 (명),2021,눈,-
중랑구,사망자 (명),2021,맑음,6
중랑구,사망자 (명),2021,비,1
중랑구,사망자 (명),2021,안개,-
중랑구,사망자 (명),2021,흐림,-
중랑구,사망자 (명),2022,눈,-
중랑구,사망자 (명),2022,맑음,9
중랑구,사망자 (명),2022,비,-
중랑구,사망자 (명),2022,안개,-
중랑구,사망자 (명),2022,흐림,1
중랑구,사망자 (명),2023,눈,-
중랑구,사망자 (명),2023,맑음,7
중랑구,사망자 (명),2023,비,-
중랑구,사망자 (명),2023,안개,-
중랑구,사망자 (명),2023,흐림,-
중랑구,부상자 (명),2013,눈,18
중랑구,부상자 (명),2013,맑음,2093
중랑구,부상자 (명),2013,비,157
중랑구,부상자 (명),2013,안개,1
중랑구,부상자 (명),2013,흐림,99
중랑구,부상자 (명),2014,눈,20
중랑구,부상자 (명),2014,맑음,1925
중랑구,부상자 (명),2014,비,107
중랑구,부상자 (명),2014,안개,1
중랑구,부상자 (명),2014,흐림,95
중랑구,부상자 (명),2015,눈,5
중랑구,부상자 (명),2015,맑음,1970
중랑구,부상자 (명),2015,비,143
중랑구,부상자 (명),2015,안개,-
중랑구,부상자 (명),2015,흐림,90
중랑구,부상자 (명),2016,눈,13
중랑구,부상자 (명),2016,맑음,1832
중랑구,부상자 (명),2016,비,120
중랑구,부상자 (명),2016,안개,-
중랑구,부상자 (명),2016,흐림,43
중랑구,부상자 (명),2017,눈,11
중랑구,부상자 (명),2017,맑음,2045
중랑구,부상자 (명),2017,비,80
중랑구,부상자 (명),2017,안개,1
중랑구,부상자 (명),2017,흐림,69
중랑구,부상자 (명),2018,눈,14
중랑구,부상자 (명),2018,맑음,1892
중랑구,부상자 (명),2018,비,97
중랑구,부상자 (명),2018,안개,-
중랑구,부상자 (명),2018,흐림,110
중랑구,부상자 (명),2019,눈,2
중랑구,부상자 (명),2019,맑음,1902
중랑구,부상자 (명),2019,비,112
중랑구,부상자 (명),2019,안개,-
중랑구,부상자 (명),2019,흐림,74
중랑구,부상자 (명),2020,눈,1
중랑구,부상자 (명),2020,맑음,1717
중랑구,부상자 (명),2020,비,135
중랑구,부상자 (명),2020,안개,-
중랑구,부상자 (명),2020,흐림,57
중랑구,부상자 (명),2021,눈,7
중랑구,부상자 (명),2021,맑음,1613
중랑구,부상자 (명),2021,비,113
중랑구,부상자 (명),2021,안개,-
중랑구,부상자 (명),2021,흐림,45
중랑구,부상자 (명),2022,눈,2
중랑구,부상자 (명),2022,맑음,1604
중랑구,부상자 (명),2022,비,111
중랑구,부상자 (명),2022,안개,-
중랑구,부상자 (명),2022,흐림,86
중랑구,부상자 (명),2023,눈,2
중랑구,부상자 (명),2023,맑음,1533
중랑구,부상자 (명),2023,비,99
중랑구,부상자 (명),2023,안개,-
중랑구,부상자 (명),2023,흐림,55
성북구,발생건수 (건),2013,눈,15
성북구,발생건수 (건),2013,맑음,1292
성북구,발생건수 (건),2013,비,124
성북구,발생건수 (건),2013,안개,1
성북구,발생건수 (건),2013,흐림,100
성북구,발생건수 (건),2014,눈,16
성북구,발생건수 (건),2014,맑음,1462
성북구,발생건수 (건),2014,비,96
성북구,발생건수 (건),2014,안개,-
성북구,발생건수 (건),2014,흐림,89
성북구,발생건수 (건),2015,눈,1
성북구,발생건수 (건),2015,맑음,1438
성북구,발생건수 (건),2015,비,124
성북구,발생건수 (건),2015,안개,-
성북구,발생건수 (건),2015,흐림,113
성북구,발생건수 (건),2016,눈,1
성북구,발생건수 (건),2016,맑음,1414
성북구,발생건수 (건),2016,비,96
성북구,발생건수 (건),2016,안개,-
성북구,발생건수 (건),2016,흐림,107
성북구,발생건수 (건),2017,눈,9
성북구,발생건수 (건),2017,맑음,1352
성북구,발생건수 (건),2017,비,102
성북구,발생건수 (건),2017,안개,2
성북구,발생건수 (건),2017,흐림,91
성북구,발생건수 (건),2018,눈,10
성북구,발생건수 (건),2018,맑음,1209
성북구,발생건수 (건),2018,비,97
성북구,발생건수 (건),2018,안개,-
성북구,발생건수 (건),2018,흐림,111
성북구,발생건수 (건),2019,눈,3
성북구,발생건수 (건),2019,맑음,1325
성북구,발생건수 (건),2019,비,95
성북구,발생건수 (건),2019,안개,-
성북구,발생건수 (건),2019,흐림,85
성북구,발생건수 (건),2020,눈,2
성북구,발생건수 (건),2020,맑음,1118
성북구,발생건수 (건),2020,비,96
성북구,발생건수 (건),2020,안개,-
성북구,발생건수 (건),2020,흐림,56
성북구,발생건수 (건),2021,눈,9
성북구,발생건수 (건),2021,맑음,1103
성북구,발생건수 (건),2021,비,72
성북구,발생건수 (건),2021,안개,-
성북구,발생건수 (건),2021,흐림,65
성북구,발생건수 (건),2022,눈,3
성북구,발생건수 (건),2022,맑음,1166
성북구,발생건수 (건),2022,비,73
성북구,발생건수 (건),2022,안개,-
성북구,발생건수 (건),2022,흐림,31
성북구,발생건수 (건),2023,눈,8
성북구,발생건수 (건),2023,맑음,1063
성북구,발생건수 (건),2023,비,92
성북구,발생건수 (건),2023,안개,-
성북구,발생건수 (건),2023,흐림,31
성북구,사망자 (명),2013,눈,-
성북구,사망자 (명),2013,맑음,9
성북구,사망자 (명),2013,비,-
성북구,사망자 (명),2013,안개,-
성북구,사망자 (명),2013,흐림,-
성북구,사망자 (명),2014,눈,-
성북구,사망자 (명),2014,맑음,15
성북구,사망자 (명),2014,비,-
성북구,사망자 (명),2014,안개,-
성북구,사망자 (명),2014,흐림,2
성북구,사망자 (명),2015,눈,-
성북구,사망자 (명),2015,맑음,15
성북구,사망자 (명),2015,비,-
성북구,사망자 (명),2015,안개,-
성북구,사망자 (명),2015,흐림,4
성북구,사망자 (명),2016,눈,-
성북구,사망자 (명),2016,맑음,12
성북구,사망자 (명),2016,비,1
성북구,사망자 (명),2016,안개,-
성북구,사망자 (명),2016,흐림,-
성북구,사망자 (명),2017,눈,-
성북구,사망자 (명),2017,맑음,13
성북구,사망자 (명),2017,비,1
성북구,사망자 (명),2017,안개,-
성북구,사망자 (명),2017,흐림,3
성북구,사망자 (명),2018,눈,-
성북구,사망자 (명),2018,맑음,13
성북구,사망자 (명),2018,비,-
성북구,사망자 (명),2018,안개,-
성북구,사망자 (명),2018,흐림,1
성북구,사망자 (명),2019,눈,-
성북구,사망자 (명),2019,맑음,6
성북구,사망자 (명),2019,비,1
성북구,사망자 (명),2019,안개,-
성북구,사망자 (명),2019,흐림,1
성북구,사망자 (명),2020,눈,-
성북구,사망자 (명),2020,맑음,6
성북구,사망자 (명),2020,비,1
성북구,사망자 (명),2020,안개,-
성북구,사망자 (명),2020,흐림,-
성북구,사망자 (명),2021,눈,-
