구,연월,발생건수,부상자수,사망자수
광진구,2024-05-01,84,96,1
광진구,2024-06-01,93,115,0
광진구,2024-07-01,53,70,0
광진구,2024-08-01,56,73,1
광진구,2024-09-01,72,97,0
광진구,2024-10-01,65,78,0
광진구,2024-11-01,64,83,0
광진구,2024-12-01,60,84,0
구로구,2005-01-01,89,143,2
구로구,2005-02-01,76,132,0
구로구,2005-03-01,103,152,0
구로구,2005-04-01,101,147,5
구로구,2005-05-01,114,149,1
구로구,2005-06-01,113,179,2
구로구,2005-07-01,131,203,1
구로구,2005-08-01,146,219,4
구로구,2005-09-01,125,183,2
구로구,2005-10-01,110,204,2
구로구,2005-11-01,120,221,2
구로구,2005-12-01,159,264,3
구로구,2006-01-01,113,164,2
구로구,2006-02-01,108,178,0
구로구,2006-03-01,126,205,0
구로구,2006-04-01,110,176,3
구로구,2006-05-01,133,211,1
구로구,2006-06-01,124,166,4
구로구,2006-07-01,126,190,1
구로구,2006-08-01,109,177,2
구로구,2006-09-01,116,174,5
구로구,2006-10-01,95,136,3
구로구,2006-11-01,129,214,1
구로구,2006-12-01,107,172,0
구로구,2007-01-01,89,151,0
구로구,2007-02-01,92,143,0
구로구,2007-03-01,134,279,0
구로구,2007-04-01,124,199,3
구로구,2007-05-01,135,197,2
구로구,2007-06-01,131,203,3
구로구,2007-07-01,139,209,2
구로구,2007-08-01,108,169,0
구로구,2007-09-01,141,203,0
구로구,2007-10-01,146,211,1
구로구,2007-11-01,121,171,0
구로구,2007-12-01,119,187,2
구로구,2008-01-01,90,134,1
구로구,2008-02-01,118,199,1
구로구,2008-03-01,135,189,2
구로구,2008-04-01,143,224,0
구로구,2008-05-01,142,208,2
구로구,2008-06-01,143,207,0
구로구,2008-07-01,134,226,3
구로구,2008-08-01,127,203,2
구로구,2008-09-01,153,208,3
구로구,2008-10-01,151,216,4
구로구,2008-11-01,133,184,1
구로구,2008-12-01,108,150,3
구로구,2009-01-01,109,182,2
구로구,2009-02-01,115,162,2
구로구,2009-03-01,126,198,2
구로구,2009-04-01,109,160,2
구로구,2009-05-01,140,213,0
구로구,2009-06-01,136,190,0
구로구,2009-07-01,140,198,0
구로구,2009-08-01,118,189,2
구로구,2009-09-01,166,247,3
구로구,2009-10-01,155,224,2
구로구,2009-11-01,131,189,0
구로구,2009-12-01,138,212,0
구로구,2010-01-01,105,179,0
구로구,2010-02-01,116,169,2
구로구,2010-03-01,132,176,2
구로구,2010-04-01,146,200,3
구로구,2010-05-01,129,176,3
구로구,2010-06-01,125,165,1
구로구,2010-07-01,144,203,1
구로구,2010-08-01,150,223,0
구로구,2010-09-01,126,166,0
구로구,2010-10-01,163,261,1
구로구,2010-11-01,115,151,1
구로구,2010-12-01,117,201,0
구로구,2011-01-01,124,188,2
구로구,2011-02-01,112,166,2
구로구,2011-03-01,122,164,0
구로구,2011-04-01,126,199,0
구로구,2011-05-01,125,174,2
구로구,2011-06-01,133,176,2
구로구,2011-07-01,115,160,1
구로구,2011-08-01,130,180,2
구로구,2011-09-01,116,173,2
구로구,2011-10-01,142,194,0
구로구,2011-11-01,154,224,1
구로구,2011-12-01,143,228,1
구로구,2012-01-01,134,208,1
구로구,2012-02-01,121,180,1
구로구,2012-03-01,147,211,3
구로구,2012-04-01,146,211,2
구로구,2012-05-01,137,189,1
구로구,2012-06-01,127,181,4
구로구,2012-07-01,122,177,0
구로구,2012-08-01,128,185,0
구로구,2012-09-01,145,229,1
구로구,2012-10-01,121,199,2
구로구,2012-11-01,139,222,5
구로구,2012-12-01,115,174,1
구로구,2013-01-01,117,193,0
구로구,2013-02-01,83,121,0
구로구,2013-03-01,97,152,1
구로구,2013-04-01,127,215,4
구로구,2013-05-01,117,184,3
구로구,2013-06-01,130,202,1
구로구,2013-07-01,131,190,1
구로구,2013-08-01,97,142,3
구로구,2013-09-01,146,208,2
구로구,2013-10-01,139,228,1
구로구,2013-11-01,120,161,0
구로구,2013-12-01,111,169,3
구로구,2014-01-01,114,172,4
구로구,2014-02-01,100,143,2
구로구,2014-03-01,112,168,0
구로구,2014-04-01,127,164,2
구로구,2014-05-01,153,214,2
구로구,2014-06-01,139,193,1
구로구,2014-07-01,141,197,2
구로구,2014-08-01,142,200,2
구로구,2014-09-01,136,194,2
구로구,2014-10-01,153,201,1
구로구,2014-11-01,122,165,1
구로구,2014-12-01,127,194,0
구로구,2015-01-01,114,148,5
구로구,2015-02-01,109,141,2
구로구,2015-03-01,107,135,0
구로구,2015-04-01,124,185,2
구로구,2015-05-01,139,200,3
구로구,2015-06-01,121,175,0
구로구,2015-07-01,160,224,0
구로구,2015-08-01,139,205,0
구로구,2015-09-01,112,157,0
구로구,2015-10-01,140,231,2
구로구,2015-11-01,135,189,4
구로구,2015-12-01,108,137,1
구로구,2016-01-01,95,141,2
구로구,2016-02-01,95,135,1
구로구,2016-03-01,121,170,0
구로구,2016-04-01,141,197,0
구로구,2016-05-01,135,188,0
구로구,2016-06-01,114,167,2
구로구,2016-07-01,134,188,0
구로구,2016-08-01,128,174,0
구로구,2016-09-01,152,208,1
구로구,2016-10-01,161,239,1
구로구,2016-11-01,113,154,1
구로구,2016-12-01,122,178,1
구로구,2017-01-01,119,173,0
구로구,2017-02-01,91,134,0
구로구,2017-03-01,103,150,0
구로구,2017-04-01,111,144,0
구로구,2017-05-01,118,160,2
구로구,2017-06-01,111,145,1
구로구,2017-07-01,127,174,1
구로구,2017-08-01,111,151,1
구로구,2017-09-01,157,218,2
구로구,2017-10-01,134,172,1
구로구,2017-11-01,137,177,3
구로구,2017-12-01,114,162,1
구로구,2018-01-01,103,162,3
구로구,2018-02-01,118,182,1
구로구,2018-03-01,124,167,0
구로구,2018-04-01,114,159,1
구로구,2018-05-01,137,176,0
구로구,2018-06-01,126,177,0
구로구,2018-07-01,148,206,1
구로구,2018-08-01,117,150,1
구로구,2018-09-01,142,209,1
구로구,2018-10-01,147,195,0
구로구,2018-11-01,128,179,2
구로구,2018-12-01,128,167,3
구로구,2019-01-01,140,189,5
구로구,2019-02-01,100,127,2
구로구,2019-03-01,132,189,0
구로구,2019-04-01,138,204,0
구로구,2019-05-01,129,177,0
구로구,2019-06-01,134,187,2
구로구,2019-07-01,112,148,0
구로구,2019-08-01,124,177,1
구로구,2019-09-01,128,180,0
구로구,2019-10-01,129,178,1
구로구,2019-11-01,137,167,1
구로구,2019-12-01,126,173,1
구로구,2020-01-01,115,157,1
구로구,2020-02-01,117,163,1
구로구,2020-03-01,108,142,0
구로구,2020-04-01,104,141,1
구로구,2020-05-01,117,167,0
구로구,2020-06-01,112,161,0
구로구,2020-07-01,111,152,2
구로구,2020-08-01,123,173,1
구로구,2020-09-01,113,155,0
구로구,2020-10-01,96,131,0
구로구,2020-11-01,114,142,2
구로구,2020-12-01,95,126,2
구로구,2021-01-01,126,167,2
구로구,2021-02-01,91,117,0
구로구,2021-03-01,101,131,0
구로구,2021-04-01,126,150,1
구로구,2021-05-01,114,152,1
구로구,2021-06-01,117,135,2
구로구,2021-07-01,124,166,0
구로구,2021-08-01,105,136,0
구로구,2021-09-01,98,124,1
구로구,2021-10-01,110,143,1
구로구,2021-11-01,122,157,1
구로구,2021-12-01,116,151,0
구로구,2022-01-01,101,121,2
구로구,2022-02-01,85,114,1
구로구,2022-03-01,74,91,0
구로구,2022-04-01,92,128,1
구로구,2022-05-01,130,173,2
구로구,2022-06-01,94,134,0
구로구,2022-07-01,109,151,0
구로구,2022-08-01,108,161,1
구로구,2022-09-01,106,140,1
구로구,2022-10-01,133,174,1
구로구,2022-11-01,113,137,1
구로구,2022-12-01,129,167,2
구로구,2023-01-01,93,115,0
구로구,2023-02-01,75,116,0
구로구,2023-03-01,101,123,0
구로구,2023-04-01,99,146,1
구로구,2023-05-01,122,161,1
구로구,2023-06-01,119,150,1
구로구,2023-07-01,136,181,1
구로구,2023-08-01,111,158,0
구로구,2023-09-01,114,151,0
구로구,2023-10-01,123,164,0
구로구,2023-11-01,131,181,1
구로구,2023-12-01,135,194,0
구로구,2024-01-01,104,142,0
구로구,2024-02-01,93,110,1
구로구,2024-03-01,107,145,1
구로구,2024-04-01,109,137,0
구로구,2024-05-01,134,164,0
구로구,2024-06-01,119,150,1
구로구,2024-07-01,108,157,1
구로구,2024-08-01,114,139,0
구로구,2024-09-01,102,135,1
구로구,2024-10-01,117,191,1
구로구,2024-11-01,120,148,0
구로구,2024-12-01,93,118,1
금천구,2005-01-01,57,80,1
금천구,2005-02-01,42,51,1
금천구,2005-03-01,60,83,1
금천구,2005-04-01,67,103,1
금천구,2005-05-01,65,105,1
금천구,2005-06-01,55,105,0
금천구,2005-07-01,76,127,2
금천구,2005-08-01,84,141,3
금천구,2005-09-01,75,122,1
금천구,2005-10-01,69,131,1
금천구,2005-11-01,78,128,3
금천구,2005-12-01,74,122,0
금천구,2006-01-01,61,97,0
금천구,2006-02-01,49,83,0
금천구,2006-03-01,66,105,1
금천구,2006-04-01,68,114,2
금천구,2006-05-01,65,104,1
금천구,2006-06-01,80,101,1
금천구,2006-07-01,86,119,0
금천구,2006-08-01,90,155,1
금천구,2006-09-01,68,90,2
금천구,2006-10-01,89,165,0
금천구,2006-11-01,72,114,1
금천구,2006-12-01,77,128,1
금천구,2007-01-01,66,93,1
금천구,2007-02-01,50,95,0
금천구,2007-03-01,65,99,1
금천구,2007-04-01,63,83,0
금천구,2007-05-01,83,111,3
금천구,2007-06-01,77,100,3
금천구,2007-07-01,90,149,1
금천구,2007-08-01,73,108,4
금천구,2007-09-01,63,92,0
금천구,2007-10-01,67,89,1
금천구,2007-11-01,71,114,0
금천구,2007-12-01,96,171,0
금천구,2008-01-01,50,72,0
금천구,2008-02-01,68,114,2
금천구,2008-03-01,78,108,1
금천구,2008-04-01,74,121,2
금천구,2008-05-01,95,146,1
금천구,2008-06-01,88,114,0
금천구,2008-07-01,100,148,2
금천구,2008-08-01,78,103,0
금천구,2008-09-01,78,124,1
금천구,2008-10-01,85,111,1
금천구,2008-11-01,100,147,1
금천구,2008-12-01,67,97,3
금천구,2009-01-01,69,131,1
금천구,2009-02-01,84,172,1
금천구,2009-03-01,84,129,2
금천구,2009-04-01,95,147,0
금천구,2009-05-01,89,121,1
금천구,2009-06-01,83,117,0
금천구,2009-07-01,107,156,1
금천구,2009-08-01,78,103,2
금천구,2009-09-01,101,162,2
금천구,2009-10-01,92,131,2
금천구,2009-11-01,98,135,4
금천구,2009-12-01,101,145,5
금천구,2010-01-01,92,142,3
금천구,2010-02-01,57,90,0
금천구,2010-03-01,83,120,0
금천구,2010-04-01,109,172,0
금천구,2010-05-01,103,147,1
금천구,2010-06-01,100,164,1
금천구,2010-07-01,90,147,0
금천구,2010-08-01,103,146,2
금천구,2010-09-01,98,135,1
금천구,2010-10-01,109,160,0
금천구,2010-11-01,87,146,3
금천구,2010-12-01,92,133,1
금천구,2011-01-01,83,103,2
금천구,2011-02-01,79,129,1
금천구,2011-03-01,95,176,0
금천구,2011-04-01,95,143,2
금천구,2011-05-01,105,144,1
금천구,2011-06-01,86,124,1
금천구,2011-07-01,101,155,0
금천구,2011-08-01,78,111,1
금천구,2011-09-01,101,131,0
금천구,2011-10-01,97,133,0
금천구,2011-11-01,107,148,0
금천구,2011-12-01,98,152,2
금천구,2012-01-01,82,113,0
금천구,2012-02-01,89,146,1
금천구,2012-03-01,90,117,2
금천구,2012-04-01,96,151,4
금천구,2012-05-01,86,106,2
금천구,2012-06-01,95,140,2
금천구,2012-07-01,110,184,4
금천구,2012-08-01,84,131,0
금천구,2012-09-01,75,111,1
금천구,2012-10-01,71,109,1
금천구,2012-11-01,71,126,1
금천구,2012-12-01,68,106,3
금천구,2013-01-01,93,145,0
금천구,2013-02-01,52,74,1
금천구,2013-03-01,75,127,3
금천구,2013-04-01,84,115,0
금천구,2013-05-01,86,113,2
금천구,2013-06-01,91,143,0
금천구,2013-07-01,73,137,2
금천구,2013-08-01,79,108,1
금천구,2013-09-01,83,127,0
금천구,2013-10-01,85,125,0
금천구,2013-11-01,71,90,0
금천구,2013-12-01,67,115,1
금천구,2014-01-01,60,90,1
금천구,2014-02-01,55,76,0
금천구,2014-03-01,76,104,1
금천구,2014-04-01,100,150,2
금천구,2014-05-01,103,145,1
금천구,2014-06-01,78,119,0
금천구,2014-07-01,115,167,4
금천구,2014-08-01,75,117,0
금천구,2014-09-01,93,120,0
금천구,2014-10-01,107,191,4
금천구,2014-11-01,87,138,0
금천구,2014-12-01,80,118,0
금천구,2015-01-01,76,127,3
금천구,2015-02-01,61,95,0
금천구,2015-03-01,81,107,0
금천구,2015-04-01,78,119,0
금천구,2015-05-01,81,116,1
금천구,2015-06-01,73,93,1
금천구,2015-07-01,83,137,0
금천구,2015-08-01,73,104,1
금천구,2015-09-01,91,143,2
금천구,2015-10-01,82,142,0
금천구,2015-11-01,48,68,1
금천구,2015-12-01,87,123,1
금천구,2016-01-01,74,120,1
금천구,2016-02-01,54,71,2
금천구,2016-03-01,59,82,0
금천구,2016-04-01,84,134,2
금천구,2016-05-01,78,108,0
금천구,2016-06-01,62,86,0
금천구,2016-07-01,65,101,1
금천구,2016-08-01,51,58,1
금천구,2016-09-01,58,79,4
금천구,2016-10-01,69,94,3
금천구,2016-11-01,63,83,0
금천구,2016-12-01,82,117,1
금천구,2017-01-01,62,103,2
금천구,2017-02-01,63,102,0
금천구,2017-03-01,60,75,1
금천구,2017-04-01,68,103,0
금천구,2017-05-01,65,93,0
금천구,2017-06-01,72,95,1
금천구,2017-07-01,64,90,0
금천구,2017-08-01,71,111,1
금천구,2017-09-01,83,125,1
금천구,2017-10-01,73,117,0
금천구,2017-11-01,73,119,0
금천구,2017-12-01,70,95,0
금천구,2018-01-01,75,118,1
금천구,2018-02-01,70,104,0
금천구,2018-03-01,88,124,0
금천구,2018-04-01,93,114,1
금천구,2018-05-01,89,123,0
금천구,2018-06-01,60,80,0
금천구,2018-07-01,84,106,2
금천구,2018-08-01,70,103,0
금천구,2018-09-01,72,106,0
금천구,2018-10-01,81,110,0
금천구,2018-11-01,80,146,2
금천구,2018-12-01,70,92,0
금천구,2019-01-01,63,81,2
금천구,2019-02-01,49,69,0
금천구,2019-03-01,81,110,1
금천구,2019-04-01,87,119,0
금천구,2019-05-01,81,111,0
금천구,2019-06-01,65,86,0
금천구,2019-07-01,91,123,0
금천구,2019-08-01,95,169,1
금천구,2019-09-01,62,91,3
금천구,2019-10-01,88,164,2
금천구,2019-11-01,81,119,0
금천구,2019-12-01,77,111,0
금천구,2020-01-01,62,84,0
금천구,2020-02-01,77,98,0
금천구,2020-03-01,56,78,0
금천구,2020-04-01,58,71,1
금천구,2020-05-01,77,101,0
금천구,2020-06-01,70,93,1
금천구,2020-07-01,73,90,0
금천구,2020-08-01,65,87,1
금천구,2020-09-01,61,83,1
금천구,2020-10-01,77,110,1
금천구,2020-11-01,77,100,0
금천구,2020-12-01,57,89,1
금천구,2021-01-01,58,81,0
금천구,2021-02-01,55,75,2
금천구,2021-03-01,60,79,0
금천구,2021-04-01,82,106,0
금천구,2021-05-01,80,142,2
금천구,2021-06-01,71,97,0
금천구,2021-07-01,82,110,2
금천구,2021-08-01,64,91,1
금천구,2021-09-01,75,97,3
금천구,2021-10-01,52,97,3
금천구,2021-11-01,62,85,2
금천구,2021-12-01,86,107,1
금천구,2022-01-01,73,105,0
금천구,2022-02-01,63,86,1
금천구,2022-03-01,53,67,0
금천구,2022-04-01,60,92,2
금천구,2022-05-01,78,106,2
금천구,2022-06-01,67,91,0
금천구,2022-07-01,82,101,1
금천구,2022-08-01,77,104,0
금천구,2022-09-01,72,99,0
금천구,2022-10-01,55,77,0
금천구,2022-11-01,83,116,0
금천구,2022-12-01,81,108,3
금천구,2023-01-01,74,107,0
금천구,2023-02-01,65,94,0
금천구,2023-03-01,65,78,2
금천구,2023-04-01,81,109,1
금천구,2023-05-01,65,88,0
금천구,2023-06-01,71,102,1
금천구,2023-07-01,61,81,0
금천구,2023-08-01,75,123,0
금천구,2023-09-01,82,126,1
금천구,2023-10-01,81,107,0
금천구,2023-11-01,76,118,0
금천구,2023-12-01,80,99,2
금천구,2024-01-01,73,95,1
금천구,2024-02-01,52,73,1
금천구,2024-03-01,72,99,1
금천구,2024-04-01,61,85,0
금천구,2024-05-01,62,100,1
금천구,2024-06-01,76,97,0
금천구,2024-07-01,71,102,0
금천구,2024-08-01,68,82,1
금천구,2024-09-01,51,64,0
금천구,2024-10-01,69,79,2
금천구,2024-11-01,69,90,1
금천구,2024-12-01,74,105,0
노원구,2005-01-01,137,249,1
노원구,2005-02-01,114,183,2
노원구,2005-03-01,169,269,2
노원구,2005-04-01,154,237,1
노원구,2005-05-01,154,242,1
노원구,2005-06-01,148,211,2
노원구,2005-07-01,110,179,1
노원구,2005-08-01,143,205,4
노원구,2005-09-01,134,180,0
노원구,2005-10-01,131,198,0
노원구,2005-11-01,153,217,4
노원구,2005-12-01,175,268,2
노원구,2006-01-01,102,157,0
노원구,2006-02-01,108,172,1
노원구,2006-03-01,106,156,1
노원구,2006-04-01,128,213,2
노원구,2006-05-01,149,217,1
노원구,2006-06-01,165,256,2
노원구,2006-07-01,118,170,0
노원구,2006-08-01,155,229,3
노원구,2006-09-01,124,213,1
노원구,2006-10-01,154,261,4
노원구,2006-11-01,139,197,0
노원구,2006-12-01,135,206,1
노원구,2007-01-01,126,180,1
노원구,2007-02-01,117,162,0
노원구,2007-03-01,145,207,3
노원구,2007-04-01,137,199,3
노원구,2007-05-01,126,183,0
노원구,2007-06-01,157,217,1
노원구,2007-07-01,180,246,7
노원구,2007-08-01,129,179,3
노원구,2007-09-01,145,205,1
노원구,2007-10-01,163,221,4
노원구,2007-11-01,132,179,2
노원구,2007-12-01,150,202,1
노원구,2008-01-01,116,181,1
노원구,2008-02-01,104,147,2
노원구,2008-03-01,145,194,4
노원구,2008-04-01,144,198,1
노원구,2008-05-01,169,254,1
노원구,2008-06-01,151,192,2
노원구,2008-07-01,145,202,0
노원구,2008-08-01,156,205,3
노원구,2008-09-01,148,198,5
노원구,2008-10-01,161,218,1
노원구,2008-11-01,150,230,1
노원구,2008-12-01,153,257,1
노원구,2009-01-01,120,200,1
노원구,2009-02-01,119,161,4
노원구,2009-03-01,153,228,1
노원구,2009-04-01,139,219,0
노원구,2009-05-01,164,227,3
노원구,2009-06-01,153,215,2
노원구,2009-07-01,164,228,0
노원구,2009-08-01,148,201,1
노원구,2009-09-01,162,225,0
노원구,2009-10-01,167,224,3
노원구,2009-11-01,156,212,3
노원구,2009-12-01,184,262,3
노원구,2010-01-01,133,172,3
노원구,2010-02-01,126,190,2
노원구,2010-03-01,142,214,1
노원구,2010-04-01,135,170,0
노원구,2010-05-01,160,230,2
노원구,2010-06-01,129,188,1
노원구,2010-07-01,148,245,0
노원구,2010-08-01,137,211,3
노원구,2010-09-01,143,212,2
노원구,2010-10-01,180,250,6
노원구,2010-11-01,126,175,3
노원구,2010-12-01,124,177,2
노원구,2011-01-01,133,189,2
노원구,2011-02-01,90,139,1
노원구,2011-03-01,110,180,0
노원구,2011-04-01,150,212,1
노원구,2011-05-01,148,193,1
노원구,2011-06-01,127,207,1
노원구,2011-07-01,139,197,0
노원구,2011-08-01,120,192,3
노원구,2011-09-01,112,168,0
노원구,2011-10-01,139,203,2
노원구,2011-11-01,131,186,1
노원구,2011-12-01,130,165,2
노원구,2012-01-01,132,199,0
노원구,2012-02-01,116,187,2
노원구,2012-03-01,129,172,1
노원구,2012-04-01,149,208,0
노원구,2012-05-01,151,213,0
노원구,2012-06-01,135,198,1
노원구,2012-07-01,132,179,1
노원구,2012-08-01,127,202,4
노원구,2012-09-01,154,222,0
노원구,2012-10-01,156,215,1
노원구,2012-11-01,133,186,2
노원구,2012-12-01,109,149,1
노원구,2013-01-01,105,161,1
노원구,2013-02-01,100,160,1
노원구,2013-03-01,114,160,1
노원구,2013-04-01,121,173,1
노원구,2013-05-01,136,206,1
노원구,2013-06-01,139,223,1
노원구,2013-07-01,118,181,0
노원구,2013-08-01,117,142,1
노원구,2013-09-01,134,177,1
노원구,2013-10-01,151,186,1
노원구,2013-11-01,142,195,3
노원구,2013-12-01,145,211,1
노원구,2014-01-01,104,151,1
노원구,2014-02-01,93,124,1
노원구,2014-03-01,129,170,2
노원구,2014-04-01,144,202,3
노원구,2014-05-01,129,170,1
노원구,2014-06-01,132,173,2
노원구,2014-07-01,128,160,1
노원구,2014-08-01,131,185,2
노원구,2014-09-01,124,158,0
노원구,2014-10-01,137,188,1
노원구,2014-11-01,135,185,0
노원구,2014-12-01,130,172,3
노원구,2015-01-01,116,165,0
노원구,2015-02-01,107,169,2
노원구,2015-03-01,122,167,1
노원구,2015-04-01,122,161,1
노원구,2015-05-01,147,218,3
노원구,2015-06-01,100,156,0
노원구,2015-07-01,117,168,0
노원구,2015-08-01,127,202,0
노원구,2015-09-01,144,196,2
노원구,2015-10-01,105,147,3
노원구,2015-11-01,141,186,3
노원구,2015-12-01,111,163,0
노원구,2016-01-01,99,145,1
노원구,2016-02-01,104,159,2
노원구,2016-03-01,109,156,1
노원구,2016-04-01,119,188,1
노원구,2016-05-01,125,177,2
노원구,2016-06-01,132,183,0
노원구,2016-07-01,146,215,1
노원구,2016-08-01,124,176,1
노원구,2016-09-01,136,183,1
노원구,2016-10-01,152,212,1
노원구,2016-11-01,144,205,1
노원구,2016-12-01,145,217,1
노원구,2017-01-01,132,189,0
노원구,2017-02-01,100,122,1
노원구,2017-03-01,121,164,0
노원구,2017-04-01,121,176,1
노원구,2017-05-01,134,178,0
노원구,2017-06-01,107,135,0
노원구,2017-07-01,118,160,2
노원구,2017-08-01,143,190,2
노원구,2017-09-01,158,219,1
노원구,2017-10-01,132,192,1
노원구,2017-11-01,116,165,2
노원구,2017-12-01,117,165,1
노원구,2018-01-01,132,176,2
노원구,2018-02-01,125,164,1
노원구,2018-03-01,125,217,1
노원구,2018-04-01,141,180,1
노원구,2018-05-01,142,193,0
노원구,2018-06-01,126,155,4
노원구,2018-07-01,115,178,2
노원구,2018-08-01,111,169,1
노원구,2018-09-01,140,218,0
노원구,2018-10-01,128,179,1
노원구,2018-11-01,130,172,1
노원구,2018-12-01,154,226,0
노원구,2019-01-01,137,201,1
노원구,2019-02-01,101,136,0
노원구,2019-03-01,123,169,1
노원구,2019-04-01,139,191,0
노원구,2019-05-01,153,203,1
노원구,2019-06-01,138,187,0
노원구,2019-07-01,148,192,2
노원구,2019-08-01,139,188,0
노원구,2019-09-01,149,222,1
노원구,2019-10-01,165,203,1
노원구,2019-11-01,175,231,0
노원구,2019-12-01,136,179,1
노원구,2020-01-01,116,181,0
노원구,2020-02-01,134,171,0
노원구,2020-03-01,99,126,0
노원구,2020-04-01,128,175,0
노원구,2020-05-01,138,186,0
노원구,2020-06-01,120,177,0
노원구,2020-07-01,125,164,0
노원구,2020-08-01,126,183,0
노원구,2020-09-01,130,180,2
노원구,2020-10-01,124,157,2
노원구,2020-11-01,112,161,1
노원구,2020-12-01,110,155,0
노원구,2021-01-01,86,112,3
노원구,2021-02-01,113,163,1
노원구,2021-03-01,130,181,0
노원구,2021-04-01,115,157,1
노원구,2021-05-01,107,143,0
노원구,2021-06-01,125,186,1
노원구,2021-07-01,126,183,0
노원구,2021-08-01,128,165,0
노원구,2021-09-01,123,160,0
노원구,2021-10-01,118,153,2
노원구,2021-11-01,121,171,0
노원구,2021-12-01,121,166,0
노원구,2022-01-01,115,154,0
노원구,2022-02-01,71,101,0
노원구,2022-03-01,96,136,0
노원구,2022-04-01,134,175,2
노원구,2022-05-01,121,168,0
노원구,2022-06-01,129,172,1
노원구,2022-07-01,110,162,0
노원구,2022-08-01,127,179,1
노원구,2022-09-01,119,153,1
노원구,2022-10-01,139,191,0
노원구,2022-11-01,108,146,1
노원구,2022-12-01,115,176,0
노원구,2023-01-01,95,118,2
노원구,2023-02-01,75,104,0
노원구,2023-03-01,104,169,0
노원구,2023-04-01,105,143,0
노원구,2023-05-01,122,179,0
노원구,2023-06-01,120,151,0
노원구,2023-07-01,104,145,2
노원구,2023-08-01,110,158,0
노원구,2023-09-01,125,165,0
노원구,2023-10-01,148,193,3
노원구,2023-11-01,117,157,1
노원구,2023-12-01,141,187,1
노원구,2024-01-01,101,155,0
노원구,2024-02-01,95,131,0
노원구,2024-03-01,109,153,0
노원구,2024-04-01,100,136,1
노원구,2024-05-01,121,159,2
노원구,2024-06-01,129,169,0
노원구,2024-07-01,95,130,0
노원구,2024-08-01,123,162,0
노원구,2024-09-01,107,127,1
노원구,2024-10-01,120,148,0
노원구,2024-11-01,102,136,1
노원구,2024-12-01,86,111,0
도봉구,2005-01-01,61,89,0
도봉구,2005-02-01,58,93,0
도봉구,2005-03-01,79,109,2
도봉구,2005-04-01,85,115,1
도봉구,2005-05-01,82,108,0
도봉구,2005-06-01,78,112,0
도봉구,2005-07-01,67,97,0
도봉구,2005-08-01,86,140,1
도봉구,2005-09-01,86,134,1
도봉구,2005-10-01,65,90,0
도봉구,2005-11-01,92,148,1
도봉구,2005-12-01,89,174,2
도봉구,2006-01-01,49,91,1
도봉구,2006-02-01,53,93,0
도봉구,2006-03-01,67,107,1
도봉구,2006-04-01,99,164,0
도봉구,2006-05-01,74,122,0
도봉구,2006-06-01,91,148,1
도봉구,2006-07-01,69,97,0
도봉구,2006-08-01,82,125,1
도봉구,2006-09-01,70,99,0
도봉구,2006-10-01,71,123,0
도봉구,2006-11-01,72,101,2
도봉구,2006-12-01,59,102,3
도봉구,2007-01-01,53,91,3
도봉구,2007-02-01,39,69,1
도봉구,2007-03-01,72,117,0
도봉구,2007-04-01,65,87,2
도봉구,2007-05-01,77,108,2
도봉구,2007-06-01,69,103,0
도봉구,2007-07-01,71,110,1
도봉구,2007-08-01,64,88,0
도봉구,2007-09-01,79,105,0
도봉구,2007-10-01,72,101,1
도봉구,2007-11-01,74,112,0
도봉구,2007-12-01,61,100,1
도봉구,2008-01-01,45,68,1
도봉구,2008-02-01,53,73,0
도봉구,2008-03-01,98,153,1
도봉구,2008-04-01,73,116,1
도봉구,2008-05-01,106,148,1
도봉구,2008-06-01,110,137,2
도봉구,2008-07-01,80,108,1
도봉구,2008-08-01,99,141,2
도봉구,2008-09-01,82,114,3
도봉구,2008-10-01,103,145,1
도봉구,2008-11-01,93,140,2
도봉구,2008-12-01,94,124,2
도봉구,2009-01-01,81,124,2
도봉구,2009-02-01,68,107,0
도봉구,2009-03-01,80,124,1
도봉구,2009-04-01,80,120,1
도봉구,2009-05-01,88,135,0
도봉구,2009-06-01,87,123,4
도봉구,2009-07-01,82,108,2
도봉구,2009-08-01,100,135,3
도봉구,2009-09-01,94,119,2
도봉구,2009-10-01,86,111,1
도봉구,2009-11-01,66,100,1
도봉구,2009-12-01,76,99,0
도봉구,2010-01-01,46,73,0
도봉구,2010-02-01,61,73,0
도봉구,2010-03-01,79,100,3
도봉구,2010-04-01,73,102,0
도봉구,2010-05-01,95,122,1
도봉구,2010-06-01,102,145,1
도봉구,2010-07-01,87,130,2
도봉구,2010-08-01,75,97,3
도봉구,2010-09-01,91,138,0
도봉구,2010-10-01,109,153,0
도봉구,2010-11-01,80,106,0
도봉구,2010-12-01,77,123,1
도봉구,2011-01-01,74,119,0
도봉구,2011-02-01,50,63,1
도봉구,2011-03-01,71,105,2
도봉구,2011-04-01,76,102,0
도봉구,2011-05-01,74,92,3
도봉구,2011-06-01,78,97,2
도봉구,2011-07-01,95,149,0
도봉구,2011-08-01,81,105,3
도봉구,2011-09-01,81,102,1
도봉구,2011-10-01,87,107,0
도봉구,2011-11-01,86,113,1
도봉구,2011-12-01,80,125,2
도봉구,2012-01-01,59,74,1
도봉구,2012-02-01,60,73,2
도봉구,2012-03-01,91,126,1
도봉구,2012-04-01,86,113,1
도봉구,2012-05-01,80,110,0
