구,연월,발생건수,부상자수,사망자수
마포구,2019-04-01,104,142,0
마포구,2019-05-01,139,193,2
마포구,2019-06-01,129,182,0
마포구,2019-07-01,148,224,1
마포구,2019-08-01,145,206,0
마포구,2019-09-01,121,175,1
마포구,2019-10-01,129,189,0
마포구,2019-11-01,124,175,0
마포구,2019-12-01,125,167,2
마포구,2020-01-01,98,129,2
마포구,2020-02-01,117,164,2
마포구,2020-03-01,109,155,0
마포구,2020-04-01,104,140,0
마포구,2020-05-01,131,191,2
마포구,2020-06-01,114,173,0
마포구,2020-07-01,104,138,1
마포구,2020-08-01,114,159,1
마포구,2020-09-01,109,151,2
마포구,2020-10-01,102,134,1
마포구,2020-11-01,89,118,0
마포구,2020-12-01,81,102,2
마포구,2021-01-01,89,120,0
마포구,2021-02-01,76,113,1
마포구,2021-03-01,85,114,0
마포구,2021-04-01,108,156,1
마포구,2021-05-01,100,134,4
마포구,2021-06-01,110,151,1
마포구,2021-07-01,90,127,2
마포구,2021-08-01,93,135,2
마포구,2021-09-01,100,155,1
마포구,2021-10-01,91,125,0
마포구,2021-11-01,83,133,0
마포구,2021-12-01,77,110,2
마포구,2022-01-01,85,124,0
마포구,2022-02-01,74,102,1
마포구,2022-03-01,54,67,0
마포구,2022-04-01,99,151,1
마포구,2022-05-01,95,122,2
마포구,2022-06-01,77,120,1
마포구,2022-07-01,87,130,1
마포구,2022-08-01,97,134,1
마포구,2022-09-01,111,145,2
마포구,2022-10-01,101,150,1
마포구,2022-11-01,93,132,0
마포구,2022-12-01,92,106,0
마포구,2023-01-01,80,106,0
마포구,2023-02-01,77,108,3
마포구,2023-03-01,93,115,1
마포구,2023-04-01,111,151,0
마포구,2023-05-01,117,172,0
마포구,2023-06-01,104,137,3
마포구,2023-07-01,103,146,0
마포구,2023-08-01,120,178,0
마포구,2023-09-01,115,172,2
마포구,2023-10-01,122,174,3
마포구,2023-11-01,104,125,0
마포구,2023-12-01,104,131,2
마포구,2024-01-01,94,140,1
마포구,2024-02-01,93,132,0
마포구,2024-03-01,88,111,0
마포구,2024-04-01,87,120,0
마포구,2024-05-01,113,156,1
마포구,2024-06-01,103,155,0
마포구,2024-07-01,115,159,0
마포구,2024-08-01,102,154,3
마포구,2024-09-01,106,123,1
마포구,2024-10-01,98,119,1
마포구,2024-11-01,111,155,2
마포구,2024-12-01,91,117,2
서대문구,2005-01-01,79,113,2
서대문구,2005-02-01,65,116,1
서대문구,2005-03-01,82,116,0
서대문구,2005-04-01,90,141,0
서대문구,2005-05-01,94,124,1
서대문구,2005-06-01,97,133,4
서대문구,2005-07-01,84,122,0
서대문구,2005-08-01,86,130,0
서대문구,2005-09-01,99,160,2
서대문구,2005-10-01,84,145,2
서대문구,2005-11-01,87,122,1
서대문구,2005-12-01,102,167,3
서대문구,2006-01-01,62,83,1
서대문구,2006-02-01,62,82,0
서대문구,2006-03-01,68,98,1
서대문구,2006-04-01,74,107,0
서대문구,2006-05-01,79,103,2
서대문구,2006-06-01,75,120,1
서대문구,2006-07-01,76,123,0
서대문구,2006-08-01,81,120,0
서대문구,2006-09-01,107,142,1
서대문구,2006-10-01,89,137,1
서대문구,2006-11-01,87,117,2
서대문구,2006-12-01,75,113,1
서대문구,2007-01-01,64,94,0
서대문구,2007-02-01,84,128,2
서대문구,2007-03-01,106,156,0
서대문구,2007-04-01,87,114,1
서대문구,2007-05-01,96,155,1
서대문구,2007-06-01,92,123,3
서대문구,2007-07-01,69,100,1
서대문구,2007-08-01,88,127,1
서대문구,2007-09-01,93,149,1
서대문구,2007-10-01,78,105,1
서대문구,2007-11-01,85,130,1
서대문구,2007-12-01,89,132,1
서대문구,2008-01-01,90,131,4
서대문구,2008-02-01,66,106,0
서대문구,2008-03-01,85,130,0
서대문구,2008-04-01,76,102,0
서대문구,2008-05-01,99,130,2
서대문구,2008-06-01,102,139,1
서대문구,2008-07-01,83,117,1
서대문구,2008-08-01,94,121,1
서대문구,2008-09-01,97,124,2
서대문구,2008-10-01,99,149,0
서대문구,2008-11-01,89,112,1
서대문구,2008-12-01,101,169,2
서대문구,2009-01-01,79,131,2
서대문구,2009-02-01,78,125,6
서대문구,2009-03-01,107,158,1
서대문구,2009-04-01,93,162,0
서대문구,2009-05-01,97,137,3
서대문구,2009-06-01,91,122,1
서대문구,2009-07-01,114,151,1
서대문구,2009-08-01,113,177,4
서대문구,2009-09-01,127,172,4
서대문구,2009-10-01,115,176,2
서대문구,2009-11-01,102,140,1
서대문구,2009-12-01,115,160,1
서대문구,2010-01-01,96,174,1
서대문구,2010-02-01,84,144,1
서대문구,2010-03-01,79,120,1
서대문구,2010-04-01,95,121,0
서대문구,2010-05-01,103,153,0
서대문구,2010-06-01,101,143,2
서대문구,2010-07-01,110,153,2
서대문구,2010-08-01,94,128,1
서대문구,2010-09-01,94,161,2
서대문구,2010-10-01,95,133,1
서대문구,2010-11-01,100,149,3
서대문구,2010-12-01,90,140,1
서대문구,2011-01-01,103,174,3
서대문구,2011-02-01,67,86,2
서대문구,2011-03-01,85,119,0
서대문구,2011-04-01,79,118,2
서대문구,2011-05-01,90,127,0
서대문구,2011-06-01,79,110,0
서대문구,2011-07-01,99,139,1
서대문구,2011-08-01,77,106,0
서대문구,2011-09-01,88,114,1
서대문구,2011-10-01,98,137,0
서대문구,2011-11-01,86,119,3
서대문구,2011-12-01,110,147,2
서대문구,2012-01-01,64,95,1
서대문구,2012-02-01,102,170,0
서대문구,2012-03-01,84,127,1
서대문구,2012-04-01,90,156,0
서대문구,2012-05-01,96,139,3
서대문구,2012-06-01,84,111,3
서대문구,2012-07-01,84,141,0
서대문구,2012-08-01,57,84,1
서대문구,2012-09-01,93,151,1
서대문구,2012-10-01,80,136,0
서대문구,2012-11-01,107,176,2
서대문구,2012-12-01,100,159,1
서대문구,2013-01-01,96,145,1
서대문구,2013-02-01,76,106,0
서대문구,2013-03-01,86,135,2
서대문구,2013-04-01,82,114,2
서대문구,2013-05-01,91,154,0
서대문구,2013-06-01,93,145,1
서대문구,2013-07-01,88,132,1
서대문구,2013-08-01,86,120,0
서대문구,2013-09-01,96,135,3
서대문구,2013-10-01,82,107,1
서대문구,2013-11-01,106,146,1
서대문구,2013-12-01,99,139,2
서대문구,2014-01-01,90,127,0
서대문구,2014-02-01,76,107,2
서대문구,2014-03-01,105,164,0
서대문구,2014-04-01,96,140,2
서대문구,2014-05-01,92,132,2
서대문구,2014-06-01,103,130,0
서대문구,2014-07-01,81,112,1
서대문구,2014-08-01,74,99,0
서대문구,2014-09-01,88,120,2
서대문구,2014-10-01,102,170,2
서대문구,2014-11-01,108,128,3
서대문구,2014-12-01,107,161,2
서대문구,2015-01-01,77,115,3
서대문구,2015-02-01,67,116,1
서대문구,2015-03-01,95,135,0
서대문구,2015-04-01,94,145,2
서대문구,2015-05-01,81,100,1
서대문구,2015-06-01,79,105,0
서대문구,2015-07-01,97,120,1
서대문구,2015-08-01,88,115,0
서대문구,2015-09-01,101,135,2
서대문구,2015-10-01,102,139,1
서대문구,2015-11-01,97,145,0
서대문구,2015-12-01,93,122,2
서대문구,2016-01-01,87,122,2
서대문구,2016-02-01,92,126,0
서대문구,2016-03-01,98,142,0
서대문구,2016-04-01,82,111,1
서대문구,2016-05-01,90,109,2
서대문구,2016-06-01,82,99,1
서대문구,2016-07-01,73,96,1
서대문구,2016-08-01,106,164,0
서대문구,2016-09-01,94,139,1
서대문구,2016-10-01,127,179,3
서대문구,2016-11-01,97,138,1
서대문구,2016-12-01,107,141,2
서대문구,2017-01-01,90,130,1
서대문구,2017-02-01,72,91,0
서대문구,2017-03-01,86,112,2
서대문구,2017-04-01,93,122,0
서대문구,2017-05-01,102,143,0
서대문구,2017-06-01,91,124,1
서대문구,2017-07-01,85,133,1
서대문구,2017-08-01,92,124,0
서대문구,2017-09-01,96,120,0
서대문구,2017-10-01,80,143,3
서대문구,2017-11-01,72,95,0
서대문구,2017-12-01,73,93,0
서대문구,2018-01-01,71,106,0
서대문구,2018-02-01,79,110,1
서대문구,2018-03-01,83,101,0
서대문구,2018-04-01,101,137,2
서대문구,2018-05-01,87,120,2
서대문구,2018-06-01,83,106,0
서대문구,2018-07-01,86,114,0
서대문구,2018-08-01,81,109,0
서대문구,2018-09-01,86,118,0
서대문구,2018-10-01,102,141,0
서대문구,2018-11-01,82,123,0
서대문구,2018-12-01,92,118,0
서대문구,2019-01-01,82,108,0
서대문구,2019-02-01,75,92,0
서대문구,2019-03-01,73,83,1
서대문구,2019-04-01,81,105,1
서대문구,2019-05-01,111,159,1
서대문구,2019-06-01,90,173,1
서대문구,2019-07-01,107,146,1
서대문구,2019-08-01,94,123,2
서대문구,2019-09-01,118,178,3
서대문구,2019-10-01,84,189,2
서대문구,2019-11-01,104,139,1
서대문구,2019-12-01,94,114,1
서대문구,2020-01-01,84,138,0
서대문구,2020-02-01,72,93,1
서대문구,2020-03-01,61,98,0
서대문구,2020-04-01,58,76,0
서대문구,2020-05-01,75,98,1
서대문구,2020-06-01,99,112,0
서대문구,2020-07-01,98,144,0
서대문구,2020-08-01,78,101,1
서대문구,2020-09-01,69,88,3
서대문구,2020-10-01,85,110,0
서대문구,2020-11-01,82,107,0
서대문구,2020-12-01,67,91,0
서대문구,2021-01-01,88,128,0
서대문구,2021-02-01,68,89,1
서대문구,2021-03-01,64,84,0
서대문구,2021-04-01,79,112,1
서대문구,2021-05-01,71,94,1
서대문구,2021-06-01,92,130,0
서대문구,2021-07-01,84,103,2
서대문구,2021-08-01,69,87,0
서대문구,2021-09-01,78,95,0
서대문구,2021-10-01,83,93,2
서대문구,2021-11-01,75,93,0
서대문구,2021-12-01,79,98,2
서대문구,2022-01-01,79,108,2
서대문구,2022-02-01,64,72,0
서대문구,2022-03-01,62,78,0
서대문구,2022-04-01,98,137,0
서대문구,2022-05-01,88,127,0
서대문구,2022-06-01,86,110,0
서대문구,2022-07-01,85,113,1
서대문구,2022-08-01,83,120,0
서대문구,2022-09-01,91,116,1
서대문구,2022-10-01,85,118,1
서대문구,2022-11-01,79,109,0
서대문구,2022-12-01,74,95,0
서대문구,2023-01-01,74,99,0
서대문구,2023-02-01,53,73,0
서대문구,2023-03-01,70,94,0
서대문구,2023-04-01,76,90,0
서대문구,2023-05-01,92,126,1
서대문구,2023-06-01,74,97,2
서대문구,2023-07-01,67,93,0
서대문구,2023-08-01,93,123,0
서대문구,2023-09-01,69,101,0
서대문구,2023-10-01,70,101,0
서대문구,2023-11-01,87,106,0
서대문구,2023-12-01,91,117,1
서대문구,2024-01-01,81,108,0
서대문구,2024-02-01,74,99,0
서대문구,2024-03-01,76,112,1
서대문구,2024-04-01,61,88,1
서대문구,2024-05-01,76,97,1
서대문구,2024-06-01,62,78,1
서대문구,2024-07-01,61,89,1
서대문구,2024-08-01,73,98,0
서대문구,2024-09-01,55,70,0
서대문구,2024-10-01,73,95,0
서대문구,2024-11-01,68,94,1
서대문구,2024-12-01,58,77,0
서초구,2005-01-01,121,213,0
서초구,2005-02-01,88,109,3
서초구,2005-03-01,108,154,1
서초구,2005-04-01,116,207,0
서초구,2005-05-01,119,170,4
서초구,2005-06-01,127,242,1
서초구,2005-07-01,146,223,7
서초구,2005-08-01,139,221,4
서초구,2005-09-01,141,232,1
서초구,2005-10-01,168,255,2
서초구,2005-11-01,162,256,2
서초구,2005-12-01,136,219,1
서초구,2006-01-01,98,169,1
서초구,2006-02-01,74,110,2
서초구,2006-03-01,131,211,1
서초구,2006-04-01,135,198,1
서초구,2006-05-01,132,220,3
서초구,2006-06-01,150,224,1
서초구,2006-07-01,152,233,4
서초구,2006-08-01,147,209,3
서초구,2006-09-01,157,239,2
서초구,2006-10-01,134,233,2
서초구,2006-11-01,161,285,1
서초구,2006-12-01,154,249,2
서초구,2007-01-01,115,190,0
서초구,2007-02-01,121,198,0
서초구,2007-03-01,152,218,2
서초구,2007-04-01,166,278,5
서초구,2007-05-01,155,258,4
서초구,2007-06-01,169,254,1
서초구,2007-07-01,153,277,0
서초구,2007-08-01,154,254,0
서초구,2007-09-01,145,230,5
서초구,2007-10-01,137,204,0
서초구,2007-11-01,181,291,0
서초구,2007-12-01,136,219,4
서초구,2008-01-01,103,155,2
서초구,2008-02-01,119,210,1
서초구,2008-03-01,165,256,2
서초구,2008-04-01,140,238,3
서초구,2008-05-01,191,277,1
서초구,2008-06-01,174,263,1
서초구,2008-07-01,242,415,2
서초구,2008-08-01,172,264,0
서초구,2008-09-01,140,276,1
서초구,2008-10-01,158,353,0
서초구,2008-11-01,186,299,2
서초구,2008-12-01,195,306,2
서초구,2009-01-01,155,241,3
서초구,2009-02-01,169,261,4
서초구,2009-03-01,202,309,2
서초구,2009-04-01,198,304,0
서초구,2009-05-01,169,257,2
서초구,2009-06-01,197,314,0
서초구,2009-07-01,207,322,2
서초구,2009-08-01,179,269,0
서초구,2009-09-01,181,291,4
서초구,2009-10-01,184,308,2
서초구,2009-11-01,181,327,4
서초구,2009-12-01,206,367,1
서초구,2010-01-01,186,302,1
서초구,2010-02-01,157,273,1
서초구,2010-03-01,169,257,0
서초구,2010-04-01,191,313,2
서초구,2010-05-01,198,309,2
서초구,2010-06-01,164,235,2
서초구,2010-07-01,156,235,2
서초구,2010-08-01,179,288,1
서초구,2010-09-01,205,338,2
서초구,2010-10-01,192,316,3
서초구,2010-11-01,184,257,1
서초구,2010-12-01,171,249,3
서초구,2011-01-01,153,216,1
서초구,2011-02-01,126,182,2
서초구,2011-03-01,142,202,0
서초구,2011-04-01,167,246,3
서초구,2011-05-01,195,330,0
서초구,2011-06-01,185,288,0
서초구,2011-07-01,173,286,2
서초구,2011-08-01,202,352,2
서초구,2011-09-01,157,270,2
서초구,2011-10-01,178,272,0
서초구,2011-11-01,190,272,2
서초구,2011-12-01,180,273,3
서초구,2012-01-01,164,269,1
서초구,2012-02-01,169,274,0
서초구,2012-03-01,140,220,4
서초구,2012-04-01,171,261,3
서초구,2012-05-01,176,247,1
서초구,2012-06-01,174,273,2
서초구,2012-07-01,165,248,3
서초구,2012-08-01,193,281,2
서초구,2012-09-01,192,308,4
서초구,2012-10-01,164,237,1
서초구,2012-11-01,215,318,3
서초구,2012-12-01,167,278,1
서초구,2013-01-01,186,326,0
서초구,2013-02-01,134,212,1
서초구,2013-03-01,173,259,1
서초구,2013-04-01,179,282,2
서초구,2013-05-01,198,332,2
서초구,2013-06-01,170,268,2
서초구,2013-07-01,177,268,2
서초구,2013-08-01,176,270,0
서초구,2013-09-01,178,266,3
서초구,2013-10-01,169,326,1
서초구,2013-11-01,161,262,4
서초구,2013-12-01,154,233,1
서초구,2014-01-01,133,198,1
서초구,2014-02-01,147,233,0
서초구,2014-03-01,176,262,0
서초구,2014-04-01,196,303,2
서초구,2014-05-01,191,288,3
서초구,2014-06-01,193,339,0
서초구,2014-07-01,204,314,2
서초구,2014-08-01,207,297,0
서초구,2014-09-01,181,273,1
서초구,2014-10-01,203,367,3
서초구,2014-11-01,200,299,1
서초구,2014-12-01,186,273,0
서초구,2015-01-01,138,218,2
서초구,2015-02-01,134,188,0
서초구,2015-03-01,189,297,0
서초구,2015-04-01,182,281,4
서초구,2015-05-01,192,279,0
서초구,2015-06-01,202,318,1
서초구,2015-07-01,183,335,2
서초구,2015-08-01,185,290,1
서초구,2015-09-01,174,280,1
서초구,2015-10-01,197,314,3
서초구,2015-11-01,208,309,3
서초구,2015-12-01,176,249,3
서초구,2016-01-01,173,238,2
서초구,2016-02-01,164,244,0
서초구,2016-03-01,187,277,2
서초구,2016-04-01,191,330,1
서초구,2016-05-01,199,272,1
서초구,2016-06-01,189,310,0
서초구,2016-07-01,226,316,3
서초구,2016-08-01,180,307,1
서초구,2016-09-01,176,234,1
서초구,2016-10-01,206,318,3
서초구,2016-11-01,220,329,2
서초구,2016-12-01,202,298,0
서초구,2017-01-01,193,301,2
서초구,2017-02-01,158,232,2
서초구,2017-03-01,166,256,1
서초구,2017-04-01,215,319,3
서초구,2017-05-01,208,294,0
서초구,2017-06-01,185,251,2
서초구,2017-07-01,213,336,6
서초구,2017-08-01,214,313,0
서초구,2017-09-01,187,283,2
서초구,2017-10-01,212,346,1
서초구,2017-11-01,190,285,0
서초구,2017-12-01,220,332,2
서초구,2018-01-01,229,321,1
서초구,2018-02-01,187,297,2
서초구,2018-03-01,227,331,1
서초구,2018-04-01,180,246,1
서초구,2018-05-01,203,310,3
서초구,2018-06-01,185,271,0
서초구,2018-07-01,208,312,1
서초구,2018-08-01,200,296,1
서초구,2018-09-01,210,287,4
서초구,2018-10-01,213,313,0
서초구,2018-11-01,223,337,2
서초구,2018-12-01,213,319,2
서초구,2019-01-01,200,293,0
서초구,2019-02-01,153,237,0
서초구,2019-03-01,190,243,0
서초구,2019-04-01,193,311,0
서초구,2019-05-01,200,277,2
서초구,2019-06-01,189,288,1
서초구,2019-07-01,214,296,2
서초구,2019-08-01,191,271,0
서초구,2019-09-01,210,301,3
서초구,2019-10-01,225,320,1
서초구,2019-11-01,260,371,2
서초구,2019-12-01,193,322,3
서초구,2020-01-01,161,213,3
서초구,2020-02-01,189,264,0
서초구,2020-03-01,167,214,2
서초구,2020-04-01,167,230,0
서초구,2020-05-01,207,310,0
서초구,2020-06-01,203,281,2
서초구,2020-07-01,222,304,1
서초구,2020-08-01,168,239,0
서초구,2020-09-01,190,248,0
서초구,2020-10-01,200,268,1
서초구,2020-11-01,217,294,0
서초구,2020-12-01,159,210,0
서초구,2021-01-01,168,260,1
서초구,2021-02-01,172,227,0
서초구,2021-03-01,205,272,2
서초구,2021-04-01,188,259,0
서초구,2021-05-01,173,243,1
서초구,2021-06-01,177,243,0
서초구,2021-07-01,190,273,0
서초구,2021-08-01,174,247,0
서초구,2021-09-01,155,203,1
서초구,2021-10-01,163,220,0
서초구,2021-11-01,172,240,2
서초구,2021-12-01,181,245,1
서초구,2022-01-01,163,250,1
서초구,2022-02-01,134,187,0
서초구,2022-03-01,155,198,1
서초구,2022-04-01,214,322,2
서초구,2022-05-01,222,325,0
서초구,2022-06-01,169,286,0
서초구,2022-07-01,185,247,2
서초구,2022-08-01,193,311,0
서초구,2022-09-01,193,278,0
서초구,2022-10-01,219,358,1
서초구,2022-11-01,187,278,0
서초구,2022-12-01,230,351,1
서초구,2023-01-01,135,197,0
서초구,2023-02-01,161,245,0
서초구,2023-03-01,195,293,0
서초구,2023-04-01,157,216,0
서초구,2023-05-01,185,330,3
서초구,2023-06-01,177,261,0
서초구,2023-07-01,183,237,1
서초구,2023-08-01,191,295,1
서초구,2023-09-01,208,319,1
서초구,2023-10-01,197,343,1
서초구,2023-11-01,194,319,0
서초구,2023-12-01,185,264,0
서초구,2024-01-01,171,260,2
서초구,2024-02-01,131,191,0
서초구,2024-03-01,157,249,2
서초구,2024-04-01,164,234,3
서초구,2024-05-01,163,233,0
서초구,2024-06-01,168,233,2
서초구,2024-07-01,181,235,1
서초구,2024-08-01,158,206,2
서초구,2024-09-01,183,247,2
서초구,2024-10-01,217,362,1
서초구,2024-11-01,167,252,1
서초구,2024-12-01,167,257,1
성동구,2005-01-01,98,133,2
성동구,2005-02-01,72,118,0
성동구,2005-03-01,87,127,1
성동구,2005-04-01,82,108,2
성동구,2005-05-01,99,136,1
성동구,2005-06-01,100,135,0
성동구,2005-07-01,97,135,0
성동구,2005-08-01,86,123,1
성동구,2005-09-01,100,127,1
성동구,2005-10-01,96,135,3
성동구,2005-11-01,111,151,1
성동구,2005-12-01,118,168,1
성동구,2006-01-01,61,94,0
성동구,2006-02-01,79,120,0
성동구,2006-03-01,65,98,0
성동구,2006-04-01,81,119,0
성동구,2006-05-01,110,151,1
성동구,2006-06-01,74,105,2
성동구,2006-07-01,84,132,0
성동구,2006-08-01,98,152,1
성동구,2006-09-01,97,137,3
성동구,2006-10-01,125,186,3
성동구,2006-11-01,96,131,1
성동구,2006-12-01,85,131,4
성동구,2007-01-01,91,121,2
성동구,2007-02-01,95,138,1
성동구,2007-03-01,99,148,0
성동구,2007-04-01,86,123,2
성동구,2007-05-01,117,165,0
성동구,2007-06-01,93,120,1
성동구,2007-07-01,92,123,1
성동구,2007-08-01,104,148,2
성동구,2007-09-01,93,140,2
성동구,2007-10-01,124,165,3
성동구,2007-11-01,99,147,1
성동구,2007-12-01,94,137,1
성동구,2008-01-01,81,105,1
성동구,2008-02-01,83,118,1
성동구,2008-03-01,113,166,3
성동구,2008-04-01,97,145,1
성동구,2008-05-01,94,132,3
성동구,2008-06-01,82,114,2
성동구,2008-07-01,102,145,2
성동구,2008-08-01,106,153,2
성동구,2008-09-01,96,153,0
성동구,2008-10-01,96,124,0
성동구,2008-11-01,92,135,1
성동구,2008-12-01,99,126,1
성동구,2009-01-01,73,98,2
성동구,2009-02-01,86,128,1
성동구,2009-03-01,79,103,0
성동구,2009-04-01,96,136,0
성동구,2009-05-01,101,136,1
성동구,2009-06-01,107,148,2
성동구,2009-07-01,128,180,1
성동구,2009-08-01,120,161,1
성동구,2009-09-01,132,191,1
성동구,2009-10-01,133,171,1
성동구,2009-11-01,101,125,2
성동구,2009-12-01,115,168,1
성동구,2010-01-01,94,144,0
성동구,2010-02-01,86,117,0
성동구,2010-03-01,94,128,1
성동구,2010-04-01,92,123,2
성동구,2010-05-01,79,109,1
성동구,2010-06-01,97,142,0
성동구,2010-07-01,84,112,1
성동구,2010-08-01,100,129,1
성동구,2010-09-01,94,148,1
성동구,2010-10-01,100,126,3
성동구,2010-11-01,95,134,3
성동구,2010-12-01,82,116,2
성동구,2011-01-01,90,130,2
성동구,2011-02-01,80,119,2
성동구,2011-03-01,80,121,1
성동구,2011-04-01,109,139,1
성동구,2011-05-01,98,135,0
성동구,2011-06-01,99,131,2
성동구,2011-07-01,106,144,1
성동구,2011-08-01,77,96,1
성동구,2011-09-01,109,160,3
성동구,2011-10-01,102,132,4
성동구,2011-11-01,104,157,1
성동구,2011-12-01,100,139,3
성동구,2012-01-01,65,95,0
성동구,2012-02-01,76,105,1
성동구,2012-03-01,86,114,1
성동구,2012-04-01,89,128,0
성동구,2012-05-01,89,119,2
성동구,2012-06-01,93,141,2
성동구,2012-07-01,74,95,0
성동구,2012-08-01,76,108,0
성동구,2012-09-01,88,134,0
성동구,2012-10-01,90,138,0
성동구,2012-11-01,72,95,0
성동구,2012-12-01,88,128,0
성동구,2013-01-01,70,89,0
성동구,2013-02-01,64,88,1
성동구,2013-03-01,104,129,2
성동구,2013-04-01,96,142,0
성동구,2013-05-01,107,156,0
성동구,2013-06-01,96,140,0
성동구,2013-07-01,80,99,1
성동구,2013-08-01,91,109,0
성동구,2013-09-01,93,124,2
성동구,2013-10-01,114,138,2
성동구,2013-11-01,111,129,0
성동구,2013-12-01,74,115,0
성동구,2014-01-01,73,106,3
성동구,2014-02-01,61,97,1
성동구,2014-03-01,94,131,1
성동구,2014-04-01,90,133,1
성동구,2014-05-01,102,139,1
성동구,2014-06-01,98,148,0
성동구,2014-07-01,109,151,1
성동구,2014-08-01,108,152,0
성동구,2014-09-01,110,166,0
성동구,2014-10-01,102,146,1
성동구,2014-11-01,115,166,0
성동구,2014-12-01,127,177,2
성동구,2015-01-01,87,114,1
성동구,2015-02-01,80,108,1
성동구,2015-03-01,94,142,1
성동구,2015-04-01,104,146,0
성동구,2015-05-01,110,136,0
성동구,2015-06-01,86,107,0
성동구,2015-07-01,113,156,1
성동구,2015-08-01,113,156,3
성동구,2015-09-01,136,205,0
성동구,2015-10-01,105,159,0
성동구,2015-11-01,106,148,0
성동구,2015-12-01,93,148,1
성동구,2016-01-01,83,124,0
성동구,2016-02-01,62,101,0
성동구,2016-03-01,109,146,3
성동구,2016-04-01,90,138,3
성동구,2016-05-01,111,135,1
성동구,2016-06-01,89,130,3
성동구,2016-07-01,89,127,0
성동구,2016-08-01,99,145,2
성동구,2016-09-01,75,106,1
성동구,2016-10-01,98,135,1
성동구,2016-11-01,100,127,1
성동구,2016-12-01,94,127,0
성동구,2017-01-01,83,117,2
성동구,2017-02-01,75,121,1
성동구,2017-03-01,80,102,2
성동구,2017-04-01,101,141,0
성동구,2017-05-01,83,110,2
성동구,2017-06-01,98,141,0
성동구,2017-07-01,102,140,1
성동구,2017-08-01,84,115,2
성동구,2017-09-01,104,145,2
성동구,2017-10-01,87,113,0
성동구,2017-11-01,92,127,2
성동구,2017-12-01,87,129,1
성동구,2018-01-01,81,110,3
성동구,2018-02-01,91,122,0
성동구,2018-03-01,99,144,2
성동구,2018-04-01,88,113,0
성동구,2018-05-01,112,166,0
성동구,2018-06-01,92,124,1
성동구,2018-07-01,103,135,1
성동구,2018-08-01,91,129,0
성동구,2018-09-01,94,121,1
성동구,2018-10-01,113,157,0
성동구,2018-11-01,104,134,1
성동구,2018-12-01,75,106,0
성동구,2019-01-01,88,119,2
성동구,2019-02-01,76,113,0
성동구,2019-03-01,78,100,1
성동구,2019-04-01,96,129,1
성동구,2019-05-01,101,127,3
성동구,2019-06-01,108,143,1
성동구,2019-07-01,87,115,0
성동구,2019-08-01,75,103,0
성동구,2019-09-01,89,123,0
성동구,2019-10-01,110,134,3
성동구,2019-11-01,97,126,0
성동구,2019-12-01,86,107,2
성동구,2020-01-01,86,123,0
성동구,2020-02-01,76,102,0
성동구,2020-03-01,77,103,2
성동구,2020-04-01,89,133,0
성동구,2020-05-01,96,137,0
성동구,2020-06-01,104,140,0
성동구,2020-07-01,108,141,2
성동구,2020-08-01,99,125,2
성동구,2020-09-01,98,128,1
성동구,2020-10-01,101,123,0
성동구,2020-11-01,102,131,1
성동구,2020-12-01,83,95,1
성동구,2021-01-01,80,105,0
성동구,2021-02-01,94,130,0
성동구,2021-03-01,67,84,1
성동구,2021-04-01,104,115,0
성동구,2021-05-01,77,101,1
성동구,2021-06-01,89,127,0
성동구,2021-07-01,76,92,0
성동구,2021-08-01,97,135,0
성동구,2021-09-01,94,111,2
성동구,2021-10-01,77,104,0
성동구,2021-11-01,99,127,2
성동구,2021-12-01,103,131,2
성동구,2022-01-01,96,128,1
성동구,2022-02-01,71,89,0
성동구,2022-03-01,57,81,0
성동구,2022-04-01,89,111,3
성동구,2022-05-01,96,119,0
성동구,2022-06-01,54,71,0
성동구,2022-07-01,90,116,2
성동구,2022-08-01,78,99,0
성동구,2022-09-01,73,96,0
성동구,2022-10-01,84,108,0
성동구,2022-11-01,75,93,1
성동구,2022-12-01,85,111,1
성동구,2023-01-01,78,109,0
성동구,2023-02-01,61,76,1
성동구,2023-03-01,64,73,2
성동구,2023-04-01,88,122,1
성동구,2023-05-01,72,111,0
성동구,2023-06-01,69,96,0
성동구,2023-07-01,70,86,0
성동구,2023-08-01,84,115,0
성동구,2023-09-01,84,114,0
성동구,2023-10-01,81,101,0
성동구,2023-11-01,82,104,1
성동구,2023-12-01,86,114,1
성동구,2024-01-01,82,113,1
성동구,2024-02-01,64,86,0
성동구,2024-03-01,65,87,2
성동구,2024-04-01,74,90,1
성동구,2024-05-01,79,103,0
성동구,2024-06-01,78,95,1
성동구,2024-07-01,73,86,1
성동구,2024-08-01,78,99,0
성동구,2024-09-01,76,97,0
성동구,2024-10-01,108,136,0
성동구,2024-11-01,70,83,0
성동구,2024-12-01,72,80,1
성북구,2005-01-01,102,169,1
성북구,2005-02-01,123,178,0
성북구,2005-03-01,144,207,2
성북구,2005-04-01,130,187,1
성북구,2005-05-01,164,226,2
성북구,2005-06-01,113,139,3
성북구,2005-07-01,125,199,1
성북구,2005-08-01,135,192,5
성북구,2005-09-01,137,203,2
성북구,2005-10-01,120,176,2
성북구,2005-11-01,117,166,0
성북구,2005-12-01,140,209,0
성북구,2006-01-01,91,158,1
성북구,2006-02-01,100,135,1
성북구,2006-03-01,137,210,4
성북구,2006-04-01,141,192,1
성북구,2006-05-01,166,257,2
성북구,2006-06-01,140,187,1
성북구,2006-07-01,143,196,2
