district,year,weather,발생건수,사상자수
성북구,2019,비,95.0,121.0
성북구,2019,흐림,85.0,105.0
성북구,2020,눈,2.0,5.0
성북구,2020,맑음,1118.0,1437.0
성북구,2020,비,96.0,119.0
성북구,2020,흐림,56.0,65.0
성북구,2021,눈,9.0,11.0
성북구,2021,맑음,1103.0,1398.0
성북구,2021,비,72.0,86.0
성북구,2021,흐림,65.0,83.0
성북구,2022,눈,3.0,4.0
성북구,2022,맑음,1166.0,1479.0
성북구,2022,비,73.0,94.0
성북구,2022,흐림,31.0,39.0
성북구,2023,눈,8.0,15.0
성북구,2023,맑음,1063.0,1355.0
성북구,2023,비,92.0,111.0
성북구,2023,흐림,31.0,34.0
소계,2013,눈,322.0,529.0
소계,2013,맑음,33287.0,47929.0
소계,2013,비,3019.0,4538.0
소계,2013,흐림,2329.0,3473.0
소계,2014,눈,302.0,468.0
소계,2014,맑음,35339.0,49880.0
소계,2014,비,2463.0,3620.0
소계,2014,흐림,2011.0,2867.0
소계,2015,눈,125.0,202.0
소계,2015,맑음,36324.0,51385.0
소계,2015,비,3132.0,4550.0
소계,2015,흐림,1725.0,2434.0
소계,2016,눈,131.0,190.0
소계,2016,맑음,35514.0,49469.0
소계,2016,비,2462.0,3545.0
소계,2016,흐림,1583.0,2340.0
소계,2017,눈,217.0,338.0
소계,2017,맑음,34622.0,48413.0
소계,2017,비,1884.0,2760.0
소계,2017,흐림,1652.0,2308.0
소계,2018,눈,195.0,302.0
소계,2018,맑음,34055.0,47297.0
소계,2018,비,2465.0,3468.0
소계,2018,흐림,1640.0,2379.0
소계,2019,눈,61.0,85.0
소계,2019,맑음,35013.0,48311.0
소계,2019,비,2216.0,3050.0
소계,2019,흐림,1541.0,2119.0
소계,2020,눈,58.0,76.0
소계,2020,맑음,30859.0,41684.0
소계,2020,비,2470.0,3475.0
소계,2020,흐림,1353.0,1831.0
소계,2021,눈,193.0,257.0
소계,2021,맑음,29717.0,39767.0
소계,2021,비,2018.0,2800.0
소계,2021,흐림,1307.0,1742.0
소계,2022,눈,116.0,158.0
소계,2022,맑음,29846.0,40342.0
소계,2022,비,1769.0,2377.0
소계,2022,흐림,1126.0,1510.0
소계,2023,눈,112.0,160.0
소계,2023,맑음,29645.0,40001.0
소계,2023,비,2224.0,3021.0
소계,2023,흐림,1203.0,1604.0
송파구,2013,눈,27.0,70.0
송파구,2013,맑음,1984.0,2861.0
송파구,2013,비,184.0,276.0
송파구,2013,흐림,203.0,279.0
송파구,2014,눈,32.0,53.0
송파구,2014,맑음,2002.0,2815.0
송파구,2014,비,164.0,237.0
송파구,2014,흐림,154.0,203.0
송파구,2015,눈,11.0,15.0
송파구,2015,맑음,2167.0,3050.0
송파구,2015,비,200.0,285.0
송파구,2015,흐림,138.0,193.0
송파구,2016,눈,8.0,12.0
송파구,2016,맑음,2315.0,3261.0
송파구,2016,비,156.0,228.0
송파구,2016,흐림,100.0,135.0
송파구,2017,눈,12.0,18.0
송파구,2017,맑음,2446.0,3367.0
송파구,2017,비,142.0,213.0
송파구,2017,흐림,142.0,207.0
송파구,2018,눈,9.0,10.0
송파구,2018,맑음,2484.0,3423.0
송파구,2018,비,186.0,267.0
송파구,2018,흐림,151.0,223.0
송파구,2019,눈,1.0,1.0
송파구,2019,맑음,2657.0,3706.0
송파구,2019,비,139.0,186.0
송파구,2019,흐림,65.0,86.0
송파구,2020,눈,4.0,5.0
송파구,2020,맑음,2356.0,3179.0
송파구,2020,비,164.0,230.0
송파구,2020,흐림,59.0,88.0
송파구,2021,눈,13.0,20.0
송파구,2021,맑음,2292.0,3099.0
송파구,2021,비,147.0,209.0
송파구,2021,흐림,78.0,103.0
송파구,2022,눈,10.0,14.0
송파구,2022,맑음,2238.0,3130.0
송파구,2022,비,129.0,168.0
송파구,2022,흐림,44.0,60.0
송파구,2023,눈,17.0,27.0
송파구,2023,맑음,2292.0,3187.0
송파구,2023,비,198.0,274.0
송파구,2023,흐림,80.0,94.0
양천구,2013,눈,14.0,15.0
양천구,2013,맑음,1076.0,1496.0
양천구,2013,비,136.0,223.0
양천구,2013,흐림,98.0,164.0
양천구,2014,눈,11.0,12.0
양천구,2014,맑음,1167.0,1610.0
양천구,2014,비,105.0,155.0
양천구,2014,흐림,164.0,214.0
양천구,2015,눈,4.0,10.0
양천구,2015,맑음,1365.0,1912.0
양천구,2015,비,107.0,150.0
양천구,2015,흐림,100.0,151.0
양천구,2016,눈,7.0,8.0
양천구,2016,맑음,1306.0,1782.0
양천구,2016,비,90.0,130.0
양천구,2016,흐림,85.0,143.0
양천구,2017,눈,6.0,9.0
양천구,2017,맑음,1196.0,1587.0
양천구,2017,비,83.0,125.0
양천구,2017,흐림,57.0,78.0
양천구,2018,눈,9.0,42.0
양천구,2018,맑음,1265.0,1682.0
양천구,2018,비,107.0,168.0
양천구,2018,흐림,46.0,57.0
양천구,2019,눈,1.0,1.0
양천구,2019,맑음,1369.0,1915.0
양천구,2019,비,78.0,100.0
양천구,2019,흐림,57.0,79.0
양천구,2020,눈,2.0,2.0
양천구,2020,맑음,1212.0,1654.0
양천구,2020,비,82.0,117.0
양천구,2020,흐림,42.0,56.0
양천구,2021,눈,1.0,1.0
양천구,2021,맑음,1134.0,1476.0
양천구,2021,비,100.0,141.0
양천구,2021,흐림,61.0,76.0
양천구,2022,눈,3.0,4.0
양천구,2022,맑음,1039.0,1380.0
양천구,2022,비,74.0,92.0
양천구,2022,흐림,47.0,58.0
양천구,2023,눈,5.0,6.0
양천구,2023,맑음,1104.0,1479.0
양천구,2023,비,68.0,82.0
양천구,2023,흐림,40.0,58.0
영등포구,2013,눈,13.0,21.0
영등포구,2013,맑음,1801.0,2583.0
영등포구,2013,비,170.0,274.0
영등포구,2013,흐림,172.0,278.0
영등포구,2014,눈,16.0,18.0
영등포구,2014,맑음,1926.0,2762.0
영등포구,2014,비,153.0,218.0
영등포구,2014,흐림,95.0,150.0
영등포구,2015,눈,14.0,32.0
영등포구,2015,맑음,2124.0,3081.0
영등포구,2015,비,206.0,293.0
영등포구,2015,흐림,115.0,183.0
영등포구,2016,눈,8.0,14.0
영등포구,2016,맑음,2136.0,3116.0
영등포구,2016,비,174.0,241.0
영등포구,2016,흐림,74.0,111.0
영등포구,2017,눈,11.0,15.0
영등포구,2017,맑음,2182.0,3217.0
영등포구,2017,비,119.0,191.0
영등포구,2017,흐림,71.0,115.0
영등포구,2018,눈,7.0,10.0
영등포구,2018,맑음,2272.0,3238.0
영등포구,2018,비,142.0,204.0
영등포구,2018,흐림,66.0,95.0
영등포구,2019,눈,9.0,11.0
영등포구,2019,맑음,2240.0,3182.0
영등포구,2019,비,133.0,198.0
영등포구,2019,흐림,54.0,68.0
영등포구,2020,눈,3.0,3.0
영등포구,2020,맑음,1984.0,2789.0
영등포구,2020,비,162.0,245.0
영등포구,2020,흐림,55.0,65.0
영등포구,2021,눈,2.0,2.0
영등포구,2021,맑음,1939.0,2671.0
영등포구,2021,비,103.0,132.0
영등포구,2021,흐림,40.0,50.0
영등포구,2022,눈,5.0,6.0
영등포구,2022,맑음,1812.0,2484.0
영등포구,2022,비,95.0,133.0
영등포구,2022,흐림,24.0,27.0
영등포구,2023,눈,6.0,9.0
영등포구,2023,맑음,1686.0,2320.0
영등포구,2023,비,129.0,184.0
영등포구,2023,흐림,41.0,65.0
용산구,2013,눈,14.0,21.0
용산구,2013,맑음,1190.0,1722.0
용산구,2013,비,97.0,159.0
용산구,2013,흐림,44.0,70.0
용산구,2014,눈,6.0,8.0
용산구,2014,맑음,1222.0,1796.0
용산구,2014,비,64.0,103.0
용산구,2014,흐림,27.0,38.0
용산구,2015,눈,6.0,9.0
용산구,2015,맑음,1350.0,1882.0
용산구,2015,비,118.0,173.0
용산구,2015,흐림,40.0,62.0
용산구,2016,눈,1.0,1.0
용산구,2016,맑음,1317.0,1917.0
용산구,2016,비,76.0,114.0
용산구,2016,흐림,33.0,48.0
용산구,2017,눈,5.0,30.0
용산구,2017,맑음,1245.0,1801.0
용산구,2017,비,48.0,66.0
용산구,2017,흐림,39.0,64.0
용산구,2018,눈,6.0,6.0
용산구,2018,맑음,1202.0,1694.0
용산구,2018,비,69.0,89.0
용산구,2018,흐림,44.0,64.0
용산구,2019,눈,2.0,2.0
용산구,2019,맑음,1071.0,1455.0
용산구,2019,비,69.0,97.0
용산구,2019,흐림,40.0,65.0
용산구,2020,눈,1.0,1.0
용산구,2020,맑음,804.0,1060.0
용산구,2020,비,48.0,74.0
용산구,2020,흐림,25.0,39.0
용산구,2021,눈,7.0,8.0
용산구,2021,맑음,909.0,1230.0
용산구,2021,비,66.0,96.0
용산구,2021,흐림,24.0,30.0
용산구,2022,눈,1.0,1.0
용산구,2022,맑음,865.0,1151.0
용산구,2022,비,32.0,37.0
용산구,2022,흐림,38.0,46.0
용산구,2023,눈,3.0,3.0
용산구,2023,맑음,889.0,1229.0
용산구,2023,비,39.0,60.0
용산구,2023,흐림,20.0,23.0
은평구,2013,눈,16.0,24.0
은평구,2013,맑음,1052.0,1404.0
은평구,2013,비,101.0,151.0
은평구,2013,흐림,78.0,106.0
은평구,2014,눈,9.0,20.0
은평구,2014,맑음,1147.0,1650.0
은평구,2014,비,71.0,91.0
은평구,2014,흐림,88.0,121.0
은평구,2015,눈,2.0,8.0
은평구,2015,맑음,1048.0,1454.0
은평구,2015,비,94.0,140.0
은평구,2015,흐림,52.0,78.0
은평구,2016,눈,8.0,9.0
은평구,2016,맑음,974.0,1333.0
은평구,2016,비,76.0,101.0
은평구,2016,흐림,57.0,82.0
은평구,2017,눈,8.0,8.0
은평구,2017,맑음,930.0,1319.0
은평구,2017,비,55.0,77.0
은평구,2017,흐림,64.0,85.0
은평구,2018,눈,5.0,7.0
은평구,2018,맑음,1013.0,1431.0
은평구,2018,비,71.0,91.0
은평구,2018,흐림,40.0,56.0
은평구,2019,눈,5.0,7.0
은평구,2019,맑음,1018.0,1340.0
은평구,2019,비,65.0,79.0
은평구,2019,흐림,28.0,42.0
은평구,2020,눈,4.0,7.0
은평구,2020,맑음,828.0,1242.0
은평구,2020,비,83.0,130.0
은평구,2020,흐림,35.0,46.0
은평구,2021,눈,3.0,3.0
은평구,2021,맑음,777.0,1102.0
은평구,2021,비,56.0,85.0
은평구,2021,흐림,29.0,34.0
은평구,2022,눈,1.0,1.0
은평구,2022,맑음,840.0,1163.0
은평구,2022,비,44.0,61.0
은평구,2022,흐림,28.0,30.0
은평구,2023,눈,5.0,5.0
은평구,2023,맑음,918.0,1211.0
은평구,2023,비,93.0,114.0
은평구,2023,흐림,21.0,28.0
종로구,2013,눈,4.0,4.0
종로구,2013,맑음,1075.0,1504.0
종로구,2013,비,112.0,162.0
종로구,2013,흐림,81.0,109.0
종로구,2014,눈,8.0,20.0
종로구,2014,맑음,1176.0,1586.0
종로구,2014,비,85.0,134.0
종로구,2014,흐림,44.0,59.0
종로구,2015,눈,3.0,3.0
종로구,2015,맑음,1232.0,1685.0
종로구,2015,비,125.0,180.0
종로구,2015,흐림,54.0,73.0
종로구,2016,눈,2.0,3.0
종로구,2016,맑음,1151.0,1542.0
종로구,2016,비,84.0,123.0
종로구,2016,흐림,61.0,88.0
종로구,2017,눈,9.0,10.0
종로구,2017,맑음,1083.0,1546.0
종로구,2017,비,56.0,81.0
종로구,2017,흐림,42.0,65.0
종로구,2018,눈,8.0,10.0
종로구,2018,맑음,1025.0,1391.0
종로구,2018,비,69.0,105.0
종로구,2018,흐림,32.0,46.0
종로구,2019,눈,0.0,0.0
종로구,2019,맑음,1052.0,1454.0
종로구,2019,비,48.0,69.0
종로구,2019,흐림,32.0,41.0
종로구,2020,눈,2.0,3.0
종로구,2020,맑음,804.0,1092.0
종로구,2020,비,67.0,88.0
종로구,2020,흐림,28.0,43.0
종로구,2021,눈,3.0,3.0
종로구,2021,맑음,691.0,944.0
종로구,2021,비,47.0,64.0
종로구,2021,흐림,29.0,37.0
종로구,2022,눈,2.0,2.0
종로구,2022,맑음,867.0,1203.0
종로구,2022,비,49.0,68.0
종로구,2022,흐림,53.0,76.0
종로구,2023,눈,3.0,3.0
종로구,2023,맑음,890.0,1208.0
종로구,2023,비,61.0,87.0
종로구,2023,흐림,24.0,30.0
중구,2013,눈,10.0,15.0
중구,2013,맑음,1178.0,1635.0
중구,2013,비,108.0,144.0
중구,2013,흐림,138.0,180.0
중구,2014,눈,7.0,10.0
중구,2014,맑음,1073.0,1483.0
중구,2014,비,79.0,108.0
중구,2014,흐림,134.0,175.0
중구,2015,눈,4.0,4.0
중구,2015,맑음,1108.0,1495.0
중구,2015,비,110.0,161.0
중구,2015,흐림,111.0,146.0
중구,2016,눈,5.0,7.0
중구,2016,맑음,1115.0,1489.0
중구,2016,비,81.0,120.0
중구,2016,흐림,86.0,116.0
중구,2017,눈,4.0,6.0
중구,2017,맑음,1125.0,1514.0
중구,2017,비,61.0,76.0
중구,2017,흐림,59.0,87.0
중구,2018,눈,5.0,8.0
중구,2018,맑음,1002.0,1348.0
중구,2018,비,68.0,86.0
중구,2018,흐림,47.0,64.0
중구,2019,눈,1.0,1.0
중구,2019,맑음,1065.0,1461.0
중구,2019,비,67.0,91.0
중구,2019,흐림,49.0,64.0
중구,2020,눈,0.0,0.0
중구,2020,맑음,820.0,1073.0
중구,2020,비,66.0,94.0
중구,2020,흐림,66.0,84.0
중구,2021,눈,3.0,4.0
중구,2021,맑음,740.0,997.0
중구,2021,비,32.0,49.0
중구,2021,흐림,70.0,99.0
중구,2022,눈,6.0,11.0
중구,2022,맑음,819.0,1044.0
중구,2022,비,50.0,65.0
중구,2022,흐림,58.0,83.0
중구,2023,눈,3.0,5.0
중구,2023,맑음,809.0,1042.0
중구,2023,비,52.0,67.0
중구,2023,흐림,62.0,78.0
중랑구,2013,눈,11.0,18.0
중랑구,2013,맑음,1516.0,2101.0
중랑구,2013,비,114.0,158.0
중랑구,2013,흐림,73.0,99.0
중랑구,2014,눈,16.0,21.0
중랑구,2014,맑음,1434.0,1934.0
중랑구,2014,비,80.0,108.0
중랑구,2014,흐림,66.0,95.0
중랑구,2015,눈,4.0,5.0
중랑구,2015,맑음,1495.0,1984.0
중랑구,2015,비,104.0,144.0
중랑구,2015,흐림,66.0,90.0
중랑구,2016,눈,7.0,13.0
중랑구,2016,맑음,1390.0,1840.0
중랑구,2016,비,85.0,120.0
중랑구,2016,흐림,34.0,44.0
중랑구,2017,눈,10.0,11.0
중랑구,2017,맑음,1506.0,2050.0
중랑구,2017,비,51.0,81.0
중랑구,2017,흐림,51.0,69.0
중랑구,2018,눈,7.0,14.0
중랑구,2018,맑음,1394.0,1899.0
중랑구,2018,비,79.0,98.0
중랑구,2018,흐림,71.0,111.0
중랑구,2019,눈,2.0,2.0
중랑구,2019,맑음,1444.0,1909.0
중랑구,2019,비,86.0,113.0
중랑구,2019,흐림,64.0,78.0
중랑구,2020,눈,1.0,1.0
중랑구,2020,맑음,1277.0,1721.0
중랑구,2020,비,93.0,135.0
중랑구,2020,흐림,41.0,57.0
중랑구,2021,눈,5.0,7.0
중랑구,2021,맑음,1216.0,1619.0
중랑구,2021,비,74.0,114.0
중랑구,2021,흐림,39.0,45.0
중랑구,2022,눈,2.0,2.0
중랑구,2022,맑음,1200.0,1613.0
중랑구,2022,비,77.0,111.0
중랑구,2022,흐림,66.0,87.0
중랑구,2023,눈,2.0,2.0
중랑구,2023,맑음,1143.0,1540.0
중랑구,2023,비,67.0,99.0
중랑구,2023,흐림,41.0,55.0
