구,연월,지하철_승객_수
은평구,2024-07,4402674.0
은평구,2024-08,4066987.0
은평구,2024-09,4119727.0
은평구,2024-10,4574081.0
은평구,2024-11,4518834.0
은평구,2024-12,4519238.0
은평구,2025-01,3839537.0
은평구,2025-02,4131079.0
은평구,2025-03,4761961.0
은평구,2025-04,919544.0
종로구,2021-11,239521.0
종로구,2021-12,468213.0
종로구,2022-01,6443138.0
종로구,2022-02,5414063.0
종로구,2022-03,6089827.0
종로구,2022-04,7123460.0
종로구,2022-05,8222653.0
종로구,2022-06,7638730.0
종로구,2022-07,7688232.0
종로구,2022-08,7653466.0
종로구,2022-09,7264341.0
종로구,2022-10,8757488.0
종로구,2022-11,8350248.0
종로구,2022-12,8414823.0
종로구,2023-01,7369403.0
종로구,2023-02,7738322.0
종로구,2023-03,8923625.0
종로구,2023-04,8472626.0
종로구,2023-05,8845889.0
종로구,2023-06,8347210.0
종로구,2023-07,8233296.0
종로구,2023-08,8031381.0
종로구,2023-09,8257046.0
종로구,2023-10,8940597.0
종로구,2023-11,8751260.0
종로구,2023-12,8847122.0
종로구,2024-01,8320262.0
종로구,2024-02,7699932.0
종로구,2024-03,8981546.0
종로구,2024-04,8809119.0
종로구,2024-05,9192678.0
종로구,2024-06,8330810.0
종로구,2024-07,8376308.0
종로구,2024-08,7713649.0
종로구,2024-09,7918675.0
종로구,2024-10,9312000.0
종로구,2024-11,9137165.0
종로구,2024-12,9116750.0
종로구,2025-01,7239044.0
종로구,2025-02,7953109.0
종로구,2025-03,9591442.0
종로구,2025-04,1746173.0
중구,2021-11,346551.0
중구,2021-12,670192.0
중구,2022-01,8634403.0
중구,2022-02,7237038.0
중구,2022-03,8081917.0
중구,2022-04,9445091.0
중구,2022-05,10574305.0
중구,2022-06,10120399.0
중구,2022-07,10465491.0
중구,2022-08,10555177.0
중구,2022-09,9796991.0
중구,2022-10,11849201.0
중구,2022-11,11675824.0
중구,2022-12,11982551.0
중구,2023-01,10384930.0
중구,2023-02,10717514.0
중구,2023-03,12551169.0
중구,2023-04,12070434.0
중구,2023-05,12485707.0
중구,2023-06,12148365.0
중구,2023-07,12046987.0
중구,2023-08,11847464.0
중구,2023-09,11856825.0
중구,2023-10,12572693.0
중구,2023-11,12953168.0
중구,2023-12,12986344.0
중구,2024-01,12095356.0
중구,2024-02,11249191.0
중구,2024-03,13104721.0
중구,2024-04,13038294.0
중구,2024-05,13193654.0
중구,2024-06,12279203.0
중구,2024-07,12595289.0
중구,2024-08,11703615.0
중구,2024-09,11771388.0
중구,2024-10,13509277.0
중구,2024-11,13521122.0
중구,2024-12,13560919.0
중구,2025-01,11321945.0
중구,2025-02,12393267.0
중구,2025-03,14082829.0
중구,2025-04,2785029.0
중랑구,2021-11,95810.0
중랑구,2021-12,182766.0
중랑구,2022-01,2461351.0
중랑구,2022-02,2122969.0
중랑구,2022-03,2381882.0
중랑구,2022-04,2669984.0
중랑구,2022-05,2904701.0
중랑구,2022-06,2705989.0
중랑구,2022-07,2756231.0
중랑구,2022-08,2732564.0
중랑구,2022-09,2540554.0
중랑구,2022-10,2912101.0
중랑구,2022-11,2852295.0
중랑구,2022-12,2800243.0
중랑구,2023-01,2581992.0
중랑구,2023-02,2618930.0
중랑구,2023-03,3032681.0
중랑구,2023-04,2874217.0
중랑구,2023-05,2993101.0
중랑구,2023-06,2850467.0
중랑구,2023-07,2775219.0
중랑구,2023-08,2726626.0
중랑구,2023-09,2749077.0
중랑구,2023-10,2871177.0
중랑구,2023-11,2899477.0
중랑구,2023-12,2862374.0
중랑구,2024-01,2803893.0
중랑구,2024-02,2574013.0
중랑구,2024-03,2980321.0
중랑구,2024-04,2975396.0
중랑구,2024-05,3065498.0
중랑구,2024-06,2808396.0
중랑구,2024-07,2845250.0
중랑구,2024-08,2611069.0
중랑구,2024-09,2656225.0
중랑구,2024-10,2945852.0
중랑구,2024-11,2934196.0
중랑구,2024-12,2925093.0
중랑구,2025-01,2411130.0
중랑구,2025-02,2606347.0
중랑구,2025-03,2961834.0
중랑구,2025-04,577201.0
