district,year,metric,value
노원구,2023,인구 10만명당 부상자수 (명),371.6
노원구,2023,인구 10만명당 사망자수 (명),1.8
노원구,2023,자동차 1만대당 발생건수 (건),81.5
도봉구,2005,인구 10만명당 부상자수 (명),367.5
도봉구,2005,인구 10만명당 사망자수 (명),2.1
도봉구,2005,자동차 1만대당 발생건수 (건),87.7
도봉구,2006,인구 10만명당 부상자수 (명),361.3
도봉구,2006,인구 10만명당 사망자수 (명),2.4
도봉구,2006,자동차 1만대당 발생건수 (건),80.9
도봉구,2007,인구 10만명당 부상자수 (명),314.6
도봉구,2007,인구 10만명당 사망자수 (명),2.9
도봉구,2007,자동차 1만대당 발생건수 (건),74.5
도봉구,2008,인구 10만명당 부상자수 (명),389.4
도봉구,2008,인구 10만명당 사망자수 (명),4.5
도봉구,2008,자동차 1만대당 발생건수 (건),96.6
도봉구,2009,인구 10만명당 부상자수 (명),377.3
도봉구,2009,인구 10만명당 사망자수 (명),4.6
도봉구,2009,자동차 1만대당 발생건수 (건),91.5
도봉구,2010,인구 10만명당 부상자수 (명),367.4
도봉구,2010,인구 10만명당 사망자수 (명),3.0
도봉구,2010,자동차 1만대당 발생건수 (건),90.7
도봉구,2011,인구 10만명당 부상자수 (명),347.6
도봉구,2011,인구 10만명당 사망자수 (명),4.1
도봉구,2011,자동차 1만대당 발생건수 (건),86.2
도봉구,2012,인구 10만명당 부상자수 (명),355.1
도봉구,2012,인구 10만명당 사망자수 (명),4.4
도봉구,2012,자동차 1만대당 발생건수 (건),90.6
도봉구,2013,인구 10만명당 부상자수 (명),349.1
도봉구,2013,인구 10만명당 사망자수 (명),2.2
도봉구,2013,자동차 1만대당 발생건수 (건),85.9
도봉구,2014,인구 10만명당 부상자수 (명),338.8
도봉구,2014,인구 10만명당 사망자수 (명),3.9
도봉구,2014,자동차 1만대당 발생건수 (건),83.9
도봉구,2015,인구 10만명당 부상자수 (명),355.3
도봉구,2015,인구 10만명당 사망자수 (명),2.3
도봉구,2015,자동차 1만대당 발생건수 (건),82.6
도봉구,2016,인구 10만명당 부상자수 (명),372.9
도봉구,2016,인구 10만명당 사망자수 (명),3.1
도봉구,2016,자동차 1만대당 발생건수 (건),84.9
도봉구,2017,인구 10만명당 부상자수 (명),357.9
도봉구,2017,인구 10만명당 사망자수 (명),2.6
도봉구,2017,자동차 1만대당 발생건수 (건),84.3
도봉구,2018,인구 10만명당 부상자수 (명),310.6
도봉구,2018,인구 10만명당 사망자수 (명),1.8
도봉구,2018,자동차 1만대당 발생건수 (건),73.5
도봉구,2019,인구 10만명당 부상자수 (명),346.5
도봉구,2019,인구 10만명당 사망자수 (명),1.2
도봉구,2019,자동차 1만대당 발생건수 (건),76.6
도봉구,2020,인구 10만명당 부상자수 (명),302.4
도봉구,2020,인구 10만명당 사망자수 (명),2.1
도봉구,2020,자동차 1만대당 발생건수 (건),66.9
도봉구,2021,인구 10만명당 부상자수 (명),240.5
도봉구,2021,인구 10만명당 사망자수 (명),0.9
도봉구,2021,자동차 1만대당 발생건수 (건),54.1
도봉구,2022,인구 10만명당 부상자수 (명),224.5
도봉구,2022,인구 10만명당 사망자수 (명),0.6
도봉구,2022,자동차 1만대당 발생건수 (건),47.9
도봉구,2023,인구 10만명당 부상자수 (명),221.3
도봉구,2023,인구 10만명당 사망자수 (명),2.3
도봉구,2023,자동차 1만대당 발생건수 (건),48.9
동대문구,2005,인구 10만명당 부상자수 (명),644.4
동대문구,2005,인구 10만명당 사망자수 (명),5.4
동대문구,2005,자동차 1만대당 발생건수 (건),155.4
동대문구,2006,인구 10만명당 부상자수 (명),626.1
동대문구,2006,인구 10만명당 사망자수 (명),6.5
동대문구,2006,자동차 1만대당 발생건수 (건),158.2
동대문구,2007,인구 10만명당 부상자수 (명),631.4
동대문구,2007,인구 10만명당 사망자수 (명),7.0
동대문구,2007,자동차 1만대당 발생건수 (건),157.9
동대문구,2008,인구 10만명당 부상자수 (명),622.8
동대문구,2008,인구 10만명당 사망자수 (명),10.7
동대문구,2008,자동차 1만대당 발생건수 (건),150.5
동대문구,2009,인구 10만명당 부상자수 (명),698.7
동대문구,2009,인구 10만명당 사망자수 (명),7.2
동대문구,2009,자동차 1만대당 발생건수 (건),177.6
동대문구,2010,인구 10만명당 부상자수 (명),654.8
동대문구,2010,인구 10만명당 사망자수 (명),6.6
동대문구,2010,자동차 1만대당 발생건수 (건),162.1
동대문구,2011,인구 10만명당 부상자수 (명),642.2
동대문구,2011,인구 10만명당 사망자수 (명),3.4
동대문구,2011,자동차 1만대당 발생건수 (건),155.8
동대문구,2012,인구 10만명당 부상자수 (명),668.4
동대문구,2012,인구 10만명당 사망자수 (명),5.3
동대문구,2012,자동차 1만대당 발생건수 (건),161.8
동대문구,2013,인구 10만명당 부상자수 (명),670.5
동대문구,2013,인구 10만명당 사망자수 (명),4.3
동대문구,2013,자동차 1만대당 발생건수 (건),167.5
동대문구,2014,인구 10만명당 부상자수 (명),639.6
동대문구,2014,인구 10만명당 사망자수 (명),7.2
동대문구,2014,자동차 1만대당 발생건수 (건),154.3
동대문구,2015,인구 10만명당 부상자수 (명),730.6
동대문구,2015,인구 10만명당 사망자수 (명),4.3
동대문구,2015,자동차 1만대당 발생건수 (건),172.5
동대문구,2016,인구 10만명당 부상자수 (명),709.9
동대문구,2016,인구 10만명당 사망자수 (명),3.8
동대문구,2016,자동차 1만대당 발생건수 (건),168.9
동대문구,2017,인구 10만명당 부상자수 (명),584.4
동대문구,2017,인구 10만명당 사망자수 (명),6.8
동대문구,2017,자동차 1만대당 발생건수 (건),141.2
동대문구,2018,인구 10만명당 부상자수 (명),592.9
동대문구,2018,인구 10만명당 사망자수 (명),3.8
동대문구,2018,자동차 1만대당 발생건수 (건),139.2
동대문구,2019,인구 10만명당 부상자수 (명),547.6
동대문구,2019,인구 10만명당 사망자수 (명),4.1
동대문구,2019,자동차 1만대당 발생건수 (건),128.7
동대문구,2020,인구 10만명당 부상자수 (명),516.8
동대문구,2020,인구 10만명당 사망자수 (명),2.8
동대문구,2020,자동차 1만대당 발생건수 (건),118.7
동대문구,2021,인구 10만명당 부상자수 (명),470.4
동대문구,2021,인구 10만명당 사망자수 (명),4.8
동대문구,2021,자동차 1만대당 발생건수 (건),113.4
동대문구,2022,인구 10만명당 부상자수 (명),521.2
동대문구,2022,인구 10만명당 사망자수 (명),3.4
동대문구,2022,자동차 1만대당 발생건수 (건),124.0
동대문구,2023,인구 10만명당 부상자수 (명),566.6
동대문구,2023,인구 10만명당 사망자수 (명),2.8
동대문구,2023,자동차 1만대당 발생건수 (건),131.7
동작구,2005,인구 10만명당 부상자수 (명),431.7
동작구,2005,인구 10만명당 사망자수 (명),2.9
동작구,2005,자동차 1만대당 발생건수 (건),110.8
동작구,2006,인구 10만명당 부상자수 (명),390.6
동작구,2006,인구 10만명당 사망자수 (명),5.5
동작구,2006,자동차 1만대당 발생건수 (건),96.9
동작구,2007,인구 10만명당 부상자수 (명),396.5
동작구,2007,인구 10만명당 사망자수 (명),3.9
동작구,2007,자동차 1만대당 발생건수 (건),99.5
동작구,2008,인구 10만명당 부상자수 (명),349.4
동작구,2008,인구 10만명당 사망자수 (명),2.4
동작구,2008,자동차 1만대당 발생건수 (건),89.3
동작구,2009,인구 10만명당 부상자수 (명),441.5
동작구,2009,인구 10만명당 사망자수 (명),3.9
동작구,2009,자동차 1만대당 발생건수 (건),112.6
동작구,2010,인구 10만명당 부상자수 (명),385.2
동작구,2010,인구 10만명당 사망자수 (명),3.1
동작구,2010,자동차 1만대당 발생건수 (건),102.3
동작구,2011,인구 10만명당 부상자수 (명),405.2
동작구,2011,인구 10만명당 사망자수 (명),3.1
동작구,2011,자동차 1만대당 발생건수 (건),107.6
동작구,2012,인구 10만명당 부상자수 (명),410.1
동작구,2012,인구 10만명당 사망자수 (명),3.4
동작구,2012,자동차 1만대당 발생건수 (건),110.3
동작구,2013,인구 10만명당 부상자수 (명),438.4
동작구,2013,인구 10만명당 사망자수 (명),2.6
동작구,2013,자동차 1만대당 발생건수 (건),105.7
동작구,2014,인구 10만명당 부상자수 (명),453.4
동작구,2014,인구 10만명당 사망자수 (명),3.1
동작구,2014,자동차 1만대당 발생건수 (건),119.5
동작구,2015,인구 10만명당 부상자수 (명),483.1
동작구,2015,인구 10만명당 사망자수 (명),1.7
동작구,2015,자동차 1만대당 발생건수 (건),118.1
동작구,2016,인구 10만명당 부상자수 (명),490.8
동작구,2016,인구 10만명당 사망자수 (명),4.6
동작구,2016,자동차 1만대당 발생건수 (건),123.3
동작구,2017,인구 10만명당 부상자수 (명),500.1
동작구,2017,인구 10만명당 사망자수 (명),4.9
동작구,2017,자동차 1만대당 발생건수 (건),117.5
동작구,2018,인구 10만명당 부상자수 (명),462.2
동작구,2018,인구 10만명당 사망자수 (명),2.2
동작구,2018,자동차 1만대당 발생건수 (건),117.2
동작구,2019,인구 10만명당 부상자수 (명),494.2
동작구,2019,인구 10만명당 사망자수 (명),1.2
동작구,2019,자동차 1만대당 발생건수 (건),116.6
동작구,2020,인구 10만명당 부상자수 (명),453.0
동작구,2020,인구 10만명당 사망자수 (명),2.5
동작구,2020,자동차 1만대당 발생건수 (건),108.1
동작구,2021,인구 10만명당 부상자수 (명),385.4
동작구,2021,인구 10만명당 사망자수 (명),2.8
동작구,2021,자동차 1만대당 발생건수 (건),94.4
동작구,2022,인구 10만명당 부상자수 (명),422.9
동작구,2022,인구 10만명당 사망자수 (명),1.8
동작구,2022,자동차 1만대당 발생건수 (건),101.5
동작구,2023,인구 10만명당 부상자수 (명),428.0
동작구,2023,인구 10만명당 사망자수 (명),1.5
동작구,2023,자동차 1만대당 발생건수 (건),103.3
마포구,2005,인구 10만명당 부상자수 (명),640.2
마포구,2005,인구 10만명당 사망자수 (명),6.9
마포구,2005,자동차 1만대당 발생건수 (건),126.9
마포구,2006,인구 10만명당 부상자수 (명),611.8
마포구,2006,인구 10만명당 사망자수 (명),5.5
마포구,2006,자동차 1만대당 발생건수 (건),127.1
마포구,2007,인구 10만명당 부상자수 (명),559.7
마포구,2007,인구 10만명당 사망자수 (명),6.0
마포구,2007,자동차 1만대당 발생건수 (건),113.7
마포구,2008,인구 10만명당 부상자수 (명),646.9
마포구,2008,인구 10만명당 사망자수 (명),3.1
마포구,2008,자동차 1만대당 발생건수 (건),134.7
마포구,2009,인구 10만명당 부상자수 (명),643.9
마포구,2009,인구 10만명당 사망자수 (명),7.4
마포구,2009,자동차 1만대당 발생건수 (건),132.9
마포구,2010,인구 10만명당 부상자수 (명),673.5
마포구,2010,인구 10만명당 사망자수 (명),5.5
마포구,2010,자동차 1만대당 발생건수 (건),136.4
마포구,2011,인구 10만명당 부상자수 (명),634.7
마포구,2011,인구 10만명당 사망자수 (명),5.8
마포구,2011,자동차 1만대당 발생건수 (건),127.0
마포구,2012,인구 10만명당 부상자수 (명),600.4
마포구,2012,인구 10만명당 사망자수 (명),5.8
마포구,2012,자동차 1만대당 발생건수 (건),121.6
마포구,2013,인구 10만명당 부상자수 (명),698.5
마포구,2013,인구 10만명당 사망자수 (명),5.9
마포구,2013,자동차 1만대당 발생건수 (건),135.1
마포구,2014,인구 10만명당 부상자수 (명),665.2
마포구,2014,인구 10만명당 사망자수 (명),5.1
마포구,2014,자동차 1만대당 발생건수 (건),132.4
마포구,2015,인구 10만명당 부상자수 (명),685.3
마포구,2015,인구 10만명당 사망자수 (명),4.3
마포구,2015,자동차 1만대당 발생건수 (건),133.8
마포구,2016,인구 10만명당 부상자수 (명),666.4
마포구,2016,인구 10만명당 사망자수 (명),3.8
마포구,2016,자동차 1만대당 발생건수 (건),131.5
마포구,2017,인구 10만명당 부상자수 (명),724.0
마포구,2017,인구 10만명당 사망자수 (명),2.1
마포구,2017,자동차 1만대당 발생건수 (건),138.9
마포구,2018,인구 10만명당 부상자수 (명),628.7
마포구,2018,인구 10만명당 사망자수 (명),2.8
마포구,2018,자동차 1만대당 발생건수 (건),123.7
마포구,2019,인구 10만명당 부상자수 (명),550.1
마포구,2019,인구 10만명당 사망자수 (명),1.8
마포구,2019,자동차 1만대당 발생건수 (건),110.6
마포구,2020,인구 10만명당 부상자수 (명),459.3
마포구,2020,인구 10만명당 사망자수 (명),3.4
마포구,2020,자동차 1만대당 발생건수 (건),92.9
마포구,2021,인구 10만명당 부상자수 (명),415.4
마포구,2021,인구 10만명당 사망자수 (명),3.7
마포구,2021,자동차 1만대당 발생건수 (건),79.2
마포구,2022,인구 10만명당 부상자수 (명),394.9
마포구,2022,인구 10만명당 사망자수 (명),2.7
마포구,2022,자동차 1만대당 발생건수 (건),78.2
마포구,2023,인구 10만명당 부상자수 (명),457.1
마포구,2023,인구 10만명당 사망자수 (명),3.7
마포구,2023,자동차 1만대당 발생건수 (건),91.2
서대문구,2005,인구 10만명당 부상자수 (명),446.4
서대문구,2005,인구 10만명당 사망자수 (명),4.5
서대문구,2005,자동차 1만대당 발생건수 (건),109.8
서대문구,2006,인구 10만명당 부상자수 (명),377.1
서대문구,2006,인구 10만명당 사망자수 (명),2.8
서대문구,2006,자동차 1만대당 발생건수 (건),97.0
서대문구,2007,인구 10만명당 부상자수 (명),423.6
서대문구,2007,인구 10만명당 사망자수 (명),3.6
서대문구,2007,자동차 1만대당 발생건수 (건),106.0
서대문구,2008,인구 10만명당 부상자수 (명),449.0
서대문구,2008,인구 10만명당 사망자수 (명),4.1
서대문구,2008,자동차 1만대당 발생건수 (건),114.7
서대문구,2009,인구 10만명당 부상자수 (명),537.9
서대문구,2009,인구 10만명당 사망자수 (명),7.7
서대문구,2009,자동차 1만대당 발생건수 (건),130.7
서대문구,2010,인구 10만명당 부상자수 (명),514.9
서대문구,2010,인구 10만명당 사망자수 (명),4.5
서대문구,2010,자동차 1만대당 발생건수 (건),122.1
서대문구,2011,인구 10만명당 부상자수 (명),461.0
서대문구,2011,인구 10만명당 사망자수 (명),4.3
서대문구,2011,자동차 1만대당 발생건수 (건),115.7
서대문구,2012,인구 10만명당 부상자수 (명),506.6
서대문구,2012,인구 10만명당 사망자수 (명),4.0
서대문구,2012,자동차 1만대당 발생건수 (건),111.1
서대문구,2013,인구 10만명당 부상자수 (명),486.9
서대문구,2013,인구 10만명당 사망자수 (명),4.3
서대문구,2013,자동차 1만대당 발생건수 (건),115.0
서대문구,2014,인구 10만명당 부상자수 (명),495.5
서대문구,2014,인구 10만명당 사망자수 (명),5.0
서대문구,2014,자동차 1만대당 발생건수 (건),118.8
서대문구,2015,인구 10만명당 부상자수 (명),461.8
서대문구,2015,인구 10만명당 사망자수 (명),4.0
서대문구,2015,자동차 1만대당 발생건수 (건),110.2
서대문구,2016,인구 10만명당 부상자수 (명),480.6
서대문구,2016,인구 10만명당 사망자수 (명),4.3
서대문구,2016,자동차 1만대당 발생건수 (건),114.3
서대문구,2017,인구 10만명당 부상자수 (명),440.0
서대문구,2017,인구 10만명당 사망자수 (명),2.5
서대문구,2017,자동차 1만대당 발생건수 (건),102.2
서대문구,2018,인구 10만명당 부상자수 (명),434.3
서대문구,2018,인구 10만명당 사망자수 (명),1.5
서대문구,2018,자동차 1만대당 발생건수 (건),101.6
서대문구,2019,인구 10만명당 부상자수 (명),497.9
서대문구,2019,인구 10만명당 사망자수 (명),4.3
서대문구,2019,자동차 1만대당 발생건수 (건),109.2
서대문구,2020,인구 10만명당 부상자수 (명),388.9
서대문구,2020,인구 10만명당 사망자수 (명),1.9
서대문구,2020,자동차 1만대당 발생건수 (건),88.7
서대문구,2021,인구 10만명당 부상자수 (명),382.1
서대문구,2021,인구 10만명당 사망자수 (명),2.9
서대문구,2021,자동차 1만대당 발생건수 (건),90.9
서대문구,2022,인구 10만명당 부상자수 (명),407.8
서대문구,2022,인구 10만명당 사망자수 (명),1.6
서대문구,2022,자동차 1만대당 발생건수 (건),93.2
서대문구,2023,인구 10만명당 부상자수 (명),380.5
서대문구,2023,인구 10만명당 사망자수 (명),1.2
서대문구,2023,자동차 1만대당 발생건수 (건),86.9
서초구,2005,인구 10만명당 부상자수 (명),614.7
서초구,2005,인구 10만명당 사망자수 (명),6.4
서초구,2005,자동차 1만대당 발생건수 (건),92.2
서초구,2006,인구 10만명당 부상자수 (명),623.2
서초구,2006,인구 10만명당 사망자수 (명),5.6
서초구,2006,자동차 1만대당 발생건수 (건),92.6
서초구,2007,인구 10만명당 부상자수 (명),696.9
서초구,2007,인구 10만명당 사망자수 (명),5.1
서초구,2007,자동차 1만대당 발생건수 (건),93.1
서초구,2008,인구 10만명당 부상자수 (명),803.8
서초구,2008,인구 10만명당 사망자수 (명),4.1
서초구,2008,자동차 1만대당 발생건수 (건),112.0
서초구,2009,인구 10만명당 부상자수 (명),828.1
서초구,2009,인구 10만명당 사망자수 (명),5.6
서초구,2009,자동차 1만대당 발생건수 (건),125.7
서초구,2010,인구 10만명당 부상자수 (명),766.3
서초구,2010,인구 10만명당 사망자수 (명),4.5
서초구,2010,자동차 1만대당 발생건수 (건),119.2
서초구,2011,인구 10만명당 부상자수 (명),726.4
서초구,2011,인구 10만명당 사망자수 (명),3.9
서초구,2011,자동차 1만대당 발생건수 (건),112.8
서초구,2012,인구 10만명당 부상자수 (명),730.5
서초구,2012,인구 10만명당 사망자수 (명),5.7
서초구,2012,자동차 1만대당 발생건수 (건),113.1
서초구,2013,인구 10만명당 부상자수 (명),739.9
서초구,2013,인구 10만명당 사망자수 (명),4.3
서초구,2013,자동차 1만대당 발생건수 (건),110.0
서초구,2014,인구 10만명당 부상자수 (명),758.5
서초구,2014,인구 10만명당 사망자수 (명),2.9
서초구,2014,자동차 1만대당 발생건수 (건),114.6
서초구,2015,인구 10만명당 부상자수 (명),744.1
서초구,2015,인구 10만명당 사망자수 (명),4.4
서초구,2015,자동차 1만대당 발생건수 (건),111.8
서초구,2016,인구 10만명당 부상자수 (명),769.3
서초구,2016,인구 10만명당 사망자수 (명),3.5
서초구,2016,자동차 1만대당 발생건수 (건),119.0
서초구,2017,인구 10만명당 부상자수 (명),796.6
서초구,2017,인구 10만명당 사망자수 (명),4.7
서초구,2017,자동차 1만대당 발생건수 (건),120.7
서초구,2018,인구 10만명당 부상자수 (명),830.7
서초구,2018,인구 10만명당 사망자수 (명),4.1
서초구,2018,자동차 1만대당 발생건수 (건),126.9
서초구,2019,인구 10만명당 부상자수 (명),811.3
서초구,2019,인구 10만명당 사망자수 (명),3.2
서초구,2019,자동차 1만대당 발생건수 (건),124.9
서초구,2020,인구 10만명당 부상자수 (명),716.7
서초구,2020,인구 10만명당 사망자수 (명),2.1
서초구,2020,자동차 1만대당 발생건수 (건),116.2
서초구,2021,인구 10만명당 부상자수 (명),704.5
서초구,2021,인구 10만명당 사망자수 (명),1.9
서초구,2021,자동차 1만대당 발생건수 (건),112.2
서초구,2022,인구 10만명당 부상자수 (명),830.2
서초구,2022,인구 10만명당 사망자수 (명),2.0
서초구,2022,자동차 1만대당 발생건수 (건),120.1
서초구,2023,인구 10만명당 부상자수 (명),805.4
서초구,2023,인구 10만명당 사망자수 (명),1.7
서초구,2023,자동차 1만대당 발생건수 (건),114.9
성동구,2005,인구 10만명당 부상자수 (명),465.7
성동구,2005,인구 10만명당 사망자수 (명),3.8
성동구,2005,자동차 1만대당 발생건수 (건),107.0
성동구,2006,인구 10만명당 부상자수 (명),456.4
성동구,2006,인구 10만명당 사망자수 (명),4.4
성동구,2006,자동차 1만대당 발생건수 (건),97.9
성동구,2007,인구 10만명당 부상자수 (명),490.3
성동구,2007,인구 10만명당 사망자수 (명),4.7
성동구,2007,자동차 1만대당 발생건수 (건),108.6
성동구,2008,인구 10만명당 부상자수 (명),500.8
성동구,2008,인구 10만명당 사망자수 (명),5.3
성동구,2008,자동차 1만대당 발생건수 (건),109.2
성동구,2009,인구 10만명당 부상자수 (명),552.1
성동구,2009,인구 10만명당 사망자수 (명),4.1
성동구,2009,자동차 1만대당 발생건수 (건),121.5
성동구,2010,인구 10만명당 부상자수 (명),482.2
성동구,2010,인구 10만명당 사망자수 (명),4.7
성동구,2010,자동차 1만대당 발생건수 (건),103.3
성동구,2011,인구 10만명당 부상자수 (명),519.2
성동구,2011,인구 10만명당 사망자수 (명),6.8
성동구,2011,자동차 1만대당 발생건수 (건),109.0
성동구,2012,인구 10만명당 부상자수 (명),456.2
성동구,2012,인구 10만명당 사망자수 (명),2.0
성동구,2012,자동차 1만대당 발생건수 (건),91.6
성동구,2013,인구 10만명당 부상자수 (명),475.6
성동구,2013,인구 10만명당 사망자수 (명),2.6
성동구,2013,자동차 1만대당 발생건수 (건),100.3
성동구,2014,인구 10만명당 부상자수 (명),563.4
성동구,2014,인구 10만명당 사망자수 (명),3.6
성동구,2014,자동차 1만대당 발생건수 (건),106.4
성동구,2015,인구 10만명당 부상자수 (명),565.5
성동구,2015,인구 10만명당 사망자수 (명),2.6
성동구,2015,자동차 1만대당 발생건수 (건),105.8
성동구,2016,인구 10만명당 부상자수 (명),501.7
성동구,2016,인구 10만명당 사망자수 (명),4.9
성동구,2016,자동차 1만대당 발생건수 (건),91.6
성동구,2017,인구 10만명당 부상자수 (명),480.0
성동구,2017,인구 10만명당 사망자수 (명),4.8
성동구,2017,자동차 1만대당 발생건수 (건),86.9
성동구,2018,인구 10만명당 부상자수 (명),493.3
성동구,2018,인구 10만명당 사망자수 (명),2.8
성동구,2018,자동차 1만대당 발생건수 (건),90.2
성동구,2019,인구 10만명당 부상자수 (명),465.7
성동구,2019,인구 10만명당 사망자수 (명),4.2
성동구,2019,자동차 1만대당 발생건수 (건),86.3
성동구,2020,인구 10만명당 부상자수 (명),492.8
성동구,2020,인구 10만명당 사망자수 (명),3.0
성동구,2020,자동차 1만대당 발생건수 (건),88.7
성동구,2021,인구 10만명당 부상자수 (명),465.4
성동구,2021,인구 10만명당 사망자수 (명),2.7
성동구,2021,자동차 1만대당 발생건수 (건),84.6
성동구,2022,인구 10만명당 부상자수 (명),424.0
성동구,2022,인구 10만명당 사망자수 (명),2.8
성동구,2022,자동차 1만대당 발생건수 (건),78.0
성동구,2023,인구 10만명당 부상자수 (명),428.8
성동구,2023,인구 10만명당 사망자수 (명),2.1
성동구,2023,자동차 1만대당 발생건수 (건),75.8
성북구,2005,인구 10만명당 부상자수 (명),481.7
성북구,2005,인구 10만명당 사망자수 (명),4.1
성북구,2005,자동차 1만대당 발생건수 (건),123.0
성북구,2006,인구 10만명당 부상자수 (명),469.8
성북구,2006,인구 10만명당 사망자수 (명),5.0
성북구,2006,자동차 1만대당 발생건수 (건),119.7
성북구,2007,인구 10만명당 부상자수 (명),407.0
성북구,2007,인구 10만명당 사망자수 (명),1.9
성북구,2007,자동차 1만대당 발생건수 (건),105.1
성북구,2008,인구 10만명당 부상자수 (명),520.5
성북구,2008,인구 10만명당 사망자수 (명),3.9
성북구,2008,자동차 1만대당 발생건수 (건),133.8
성북구,2009,인구 10만명당 부상자수 (명),540.2
성북구,2009,인구 10만명당 사망자수 (명),3.1
성북구,2009,자동차 1만대당 발생건수 (건),139.1
성북구,2010,인구 10만명당 부상자수 (명),441.4
성북구,2010,인구 10만명당 사망자수 (명),2.0
성북구,2010,자동차 1만대당 발생건수 (건),114.8
성북구,2011,인구 10만명당 부상자수 (명),425.3
성북구,2011,인구 10만명당 사망자수 (명),4.4
성북구,2011,자동차 1만대당 발생건수 (건),111.2
성북구,2012,인구 10만명당 부상자수 (명),418.8
성북구,2012,인구 10만명당 사망자수 (명),2.2
성북구,2012,자동차 1만대당 발생건수 (건),110.1
성북구,2013,인구 10만명당 부상자수 (명),442.8
성북구,2013,인구 10만명당 사망자수 (명),1.9
성북구,2013,자동차 1만대당 발생건수 (건),107.4
성북구,2014,인구 10만명당 부상자수 (명),467.9
성북구,2014,인구 10만명당 사망자수 (명),3.6
성북구,2014,자동차 1만대당 발생건수 (건),116.7
성북구,2015,인구 10만명당 부상자수 (명),486.8
성북구,2015,인구 10만명당 사망자수 (명),4.1
성북구,2015,자동차 1만대당 발생건수 (건),117.5
성북구,2016,인구 10만명당 부상자수 (명),456.2
성북구,2016,인구 10만명당 사망자수 (명),2.8
성북구,2016,자동차 1만대당 발생건수 (건),113.4
성북구,2017,인구 10만명당 부상자수 (명),454.1
성북구,2017,인구 10만명당 사망자수 (명),3.7
성북구,2017,자동차 1만대당 발생건수 (건),108.5
성북구,2018,인구 10만명당 부상자수 (명),442.3
성북구,2018,인구 10만명당 사망자수 (명),3.1
성북구,2018,자동차 1만대당 발생건수 (건),99.9
성북구,2019,인구 10만명당 부상자수 (명),441.3
성북구,2019,인구 10만명당 사망자수 (명),1.8
성북구,2019,자동차 1만대당 발생건수 (건),103.5
성북구,2020,인구 10만명당 부상자수 (명),362.8
성북구,2020,인구 10만명당 사망자수 (명),1.6
성북구,2020,자동차 1만대당 발생건수 (건),86.9
성북구,2021,인구 10만명당 부상자수 (명),364.9
성북구,2021,인구 10만명당 사망자수 (명),3.4
성북구,2021,자동차 1만대당 발생건수 (건),88.7
성북구,2022,인구 10만명당 부상자수 (명),367.9
성북구,2022,인구 10만명당 사망자수 (명),1.8
성북구,2022,자동차 1만대당 발생건수 (건),87.9
성북구,2023,인구 10만명당 부상자수 (명),360.8
성북구,2023,인구 10만명당 사망자수 (명),1.8
성북구,2023,자동차 1만대당 발생건수 (건),85.9
송파구,2005,인구 10만명당 부상자수 (명),607.5
송파구,2005,인구 10만명당 사망자수 (명),4.4
송파구,2005,자동차 1만대당 발생건수 (건),124.4
송파구,2006,인구 10만명당 부상자수 (명),607.3
송파구,2006,인구 10만명당 사망자수 (명),4.4
송파구,2006,자동차 1만대당 발생건수 (건),122.4
송파구,2007,인구 10만명당 부상자수 (명),572.2
송파구,2007,인구 10만명당 사망자수 (명),2.7
송파구,2007,자동차 1만대당 발생건수 (건),119.5
송파구,2008,인구 10만명당 부상자수 (명),580.1
송파구,2008,인구 10만명당 사망자수 (명),4.4
송파구,2008,자동차 1만대당 발생건수 (건),118.4
송파구,2009,인구 10만명당 부상자수 (명),592.5
송파구,2009,인구 10만명당 사망자수 (명),3.2
송파구,2009,자동차 1만대당 발생건수 (건),120.2
송파구,2010,인구 10만명당 부상자수 (명),539.9
송파구,2010,인구 10만명당 사망자수 (명),2.3
송파구,2010,자동차 1만대당 발생건수 (건),112.0
송파구,2011,인구 10만명당 부상자수 (명),526.0
송파구,2011,인구 10만명당 사망자수 (명),5.2
송파구,2011,자동차 1만대당 발생건수 (건),110.4
송파구,2012,인구 10만명당 부상자수 (명),596.9
송파구,2012,인구 10만명당 사망자수 (명),2.1
송파구,2012,자동차 1만대당 발생건수 (건),123.1
송파구,2013,인구 10만명당 부상자수 (명),526.8
송파구,2013,인구 10만명당 사망자수 (명),3.1
송파구,2013,자동차 1만대당 발생건수 (건),106.8
송파구,2014,인구 10만명당 부상자수 (명),541.1
송파구,2014,인구 10만명당 사망자수 (명),3.6
송파구,2014,자동차 1만대당 발생건수 (건),111.2
송파구,2015,인구 10만명당 부상자수 (명),563.8
송파구,2015,인구 10만명당 사망자수 (명),2.4
송파구,2015,자동차 1만대당 발생건수 (건),113.2
송파구,2016,인구 10만명당 부상자수 (명),548.3
송파구,2016,인구 10만명당 사망자수 (명),2.1
송파구,2016,자동차 1만대당 발생건수 (건),107.7
송파구,2017,인구 10만명당 부상자수 (명),566.9
송파구,2017,인구 10만명당 사망자수 (명),3.4
송파구,2017,자동차 1만대당 발생건수 (건),109.9
송파구,2018,인구 10만명당 부상자수 (명),583.8
송파구,2018,인구 10만명당 사망자수 (명),4.0
송파구,2018,자동차 1만대당 발생건수 (건),111.9
송파구,2019,인구 10만명당 부상자수 (명),586.3
송파구,2019,인구 10만명당 사망자수 (명),1.9
송파구,2019,자동차 1만대당 발생건수 (건),110.4
송파구,2020,인구 10만명당 부상자수 (명),520.7
