연도,자치구,기타_부상자수,기타_사망자수,길가장자리구역통행중_부상자수,길가장자리구역통행중_사망자수,보도통행중_부상자수,보도통행중_사망자수,차도 통행중_부상자수,차도 통행중_사망자수,횡단중_부상자수,횡단중_사망자수
2016,노원구,84.0,2.0,22.0,0.0,24.0,0.0,32.0,0.0,244.0,4.0
2016,도봉구,113.0,2.0,19.0,0.0,12.0,0.0,20.0,3.0,141.0,4.0
2016,동대문구,196.0,0.0,41.0,1.0,13.0,0.0,32.0,0.0,315.0,7.0
2016,동작구,145.0,1.0,84.0,0.0,17.0,0.0,20.0,1.0,204.0,6.0
2016,마포구,147.0,1.0,30.0,0.0,19.0,0.0,94.0,4.0,166.0,3.0
2016,서대문구,128.0,2.0,8.0,1.0,12.0,0.0,68.0,2.0,104.0,6.0
2016,서초구,197.0,4.0,46.0,0.0,42.0,1.0,74.0,1.0,109.0,3.0
2016,성동구,113.0,3.0,19.0,1.0,18.0,1.0,16.0,0.0,117.0,4.0
2016,성북구,101.0,2.0,52.0,0.0,12.0,0.0,64.0,0.0,277.0,4.0
2016,송파구,160.0,3.0,63.0,0.0,31.0,0.0,40.0,0.0,346.0,5.0
2016,양천구,146.0,0.0,46.0,0.0,17.0,0.0,52.0,2.0,152.0,4.0
2016,영등포구,146.0,3.0,58.0,0.0,27.0,0.0,43.0,2.0,278.0,4.0
2016,용산구,121.0,1.0,31.0,0.0,7.0,0.0,3.0,0.0,148.0,7.0
2016,은평구,149.0,3.0,14.0,0.0,27.0,0.0,41.0,0.0,176.0,5.0
2016,종로구,119.0,2.0,47.0,0.0,26.0,0.0,64.0,3.0,141.0,2.0
2016,중구,132.0,3.0,25.0,0.0,17.0,0.0,41.0,0.0,142.0,9.0
2016,중랑구,191.0,1.0,15.0,0.0,8.0,0.0,95.0,4.0,136.0,3.0
2017,강남구,352.0,1.0,81.0,0.0,43.0,1.0,62.0,1.0,320.0,4.0
2017,강동구,178.0,4.0,10.0,0.0,16.0,2.0,27.0,1.0,205.0,3.0
2017,강북구,150.0,2.0,33.0,0.0,18.0,0.0,70.0,1.0,178.0,2.0
2017,강서구,128.0,1.0,29.0,0.0,42.0,0.0,69.0,2.0,146.0,3.0
2017,관악구,139.0,3.0,33.0,0.0,15.0,0.0,35.0,3.0,151.0,4.0
2017,광진구,142.0,0.0,29.0,0.0,3.0,0.0,15.0,1.0,115.0,4.0
2017,구로구,119.0,3.0,25.0,0.0,21.0,0.0,39.0,2.0,175.0,4.0
2017,금천구,104.0,2.0,3.0,0.0,10.0,1.0,36.0,0.0,112.0,1.0
2017,노원구,93.0,1.0,18.0,0.0,19.0,1.0,46.0,2.0,217.0,1.0
2017,도봉구,93.0,1.0,18.0,0.0,15.0,0.0,22.0,1.0,164.0,2.0
2017,동대문구,198.0,7.0,35.0,0.0,23.0,1.0,34.0,1.0,226.0,5.0
2017,동작구,160.0,2.0,39.0,0.0,25.0,1.0,35.0,2.0,143.0,6.0
2017,마포구,229.0,0.0,21.0,0.0,30.0,0.0,63.0,2.0,149.0,5.0
2017,서대문구,98.0,1.0,25.0,0.0,25.0,0.0,35.0,0.0,141.0,4.0
2017,서초구,207.0,1.0,39.0,0.0,35.0,0.0,59.0,3.0,221.0,9.0
2017,성동구,84.0,1.0,22.0,0.0,12.0,0.0,13.0,0.0,118.0,2.0
2017,성북구,85.0,3.0,31.0,0.0,25.0,0.0,43.0,1.0,227.0,7.0
2017,송파구,234.0,5.0,62.0,0.0,29.0,0.0,25.0,0.0,287.0,9.0
2017,양천구,135.0,4.0,18.0,0.0,11.0,0.0,63.0,2.0,151.0,2.0
2017,영등포구,169.0,2.0,40.0,1.0,17.0,0.0,89.0,2.0,253.0,8.0
2017,용산구,116.0,3.0,13.0,0.0,17.0,0.0,19.0,2.0,135.0,3.0
2017,은평구,166.0,0.0,27.0,0.0,9.0,0.0,57.0,1.0,170.0,6.0
2017,종로구,101.0,3.0,21.0,0.0,24.0,0.0,56.0,3.0,137.0,2.0
2017,중구,120.0,0.0,21.0,0.0,23.0,1.0,41.0,0.0,120.0,0.0
2017,중랑구,166.0,1.0,32.0,0.0,19.0,0.0,32.0,1.0,199.0,2.0
2018,강남구,355.0,2.0,114.0,0.0,40.0,2.0,52.0,1.0,221.0,4.0
2018,강동구,203.0,3.0,22.0,2.0,30.0,1.0,24.0,0.0,129.0,2.0
2018,강북구,167.0,3.0,25.0,0.0,19.0,0.0,54.0,0.0,142.0,6.0
2018,강서구,154.0,1.0,23.0,0.0,21.0,0.0,47.0,1.0,167.0,3.0
2018,관악구,141.0,2.0,30.0,0.0,31.0,2.0,45.0,1.0,118.0,2.0
2018,광진구,90.0,1.0,49.0,2.0,18.0,0.0,24.0,1.0,101.0,2.0
2018,구로구,126.0,3.0,24.0,0.0,22.0,1.0,44.0,0.0,167.0,6.0
2018,금천구,137.0,0.0,5.0,0.0,10.0,0.0,19.0,2.0,104.0,3.0
2018,노원구,115.0,2.0,19.0,0.0,29.0,1.0,54.0,2.0,175.0,5.0
2018,도봉구,107.0,3.0,14.0,0.0,9.0,0.0,24.0,0.0,132.0,2.0
2018,동대문구,256.0,5.0,24.0,0.0,20.0,0.0,44.0,0.0,156.0,4.0
2018,동작구,141.0,3.0,38.0,0.0,20.0,0.0,57.0,2.0,169.0,4.0
2018,마포구,178.0,1.0,22.0,0.0,21.0,0.0,50.0,0.0,145.0,3.0
2018,서대문구,107.0,0.0,17.0,0.0,18.0,0.0,46.0,1.0,153.0,3.0
2018,서초구,226.0,3.0,28.0,0.0,40.0,0.0,62.0,0.0,181.0,6.0
2018,성동구,126.0,1.0,20.0,0.0,16.0,0.0,12.0,0.0,103.0,4.0
2018,성북구,108.0,2.0,19.0,0.0,23.0,0.0,42.0,2.0,208.0,5.0
2018,송파구,269.0,7.0,47.0,2.0,27.0,0.0,66.0,1.0,253.0,5.0
2018,양천구,183.0,1.0,19.0,0.0,14.0,0.0,26.0,1.0,141.0,3.0
2018,영등포구,217.0,4.0,49.0,0.0,43.0,1.0,52.0,0.0,218.0,7.0
2018,용산구,137.0,1.0,12.0,0.0,7.0,2.0,25.0,1.0,124.0,4.0
2018,은평구,140.0,3.0,34.0,1.0,22.0,0.0,52.0,1.0,126.0,2.0
2018,종로구,78.0,0.0,34.0,0.0,30.0,0.0,71.0,3.0,128.0,1.0
2018,중구,74.0,1.0,23.0,0.0,24.0,1.0,59.0,1.0,117.0,1.0
2018,중랑구,173.0,1.0,33.0,0.0,21.0,1.0,34.0,3.0,183.0,3.0
2019,강남구,428.0,4.0,98.0,0.0,63.0,1.0,51.0,2.0,223.0,1.0
2019,강동구,170.0,2.0,17.0,0.0,38.0,0.0,37.0,0.0,190.0,5.0
2019,강북구,193.0,0.0,32.0,0.0,11.0,0.0,30.0,0.0,144.0,2.0
2019,강서구,196.0,4.0,29.0,0.0,39.0,0.0,51.0,3.0,154.0,6.0
2019,관악구,152.0,2.0,25.0,0.0,15.0,0.0,44.0,2.0,123.0,2.0
2019,광진구,140.0,2.0,18.0,0.0,11.0,0.0,22.0,0.0,75.0,1.0
2019,구로구,178.0,2.0,23.0,0.0,23.0,0.0,31.0,0.0,165.0,6.0
2019,금천구,136.0,1.0,7.0,1.0,20.0,0.0,12.0,0.0,95.0,3.0
2019,노원구,129.0,2.0,19.0,0.0,33.0,0.0,60.0,1.0,189.0,3.0
2019,도봉구,105.0,2.0,13.0,0.0,19.0,0.0,19.0,0.0,127.0,0.0
2019,동대문구,213.0,2.0,14.0,0.0,23.0,0.0,45.0,1.0,143.0,3.0
2019,동작구,149.0,1.0,30.0,0.0,28.0,0.0,77.0,0.0,139.0,2.0
2019,마포구,200.0,1.0,7.0,0.0,20.0,0.0,33.0,1.0,115.0,2.0
2019,서대문구,121.0,2.0,10.0,0.0,21.0,0.0,38.0,2.0,134.0,4.0
2019,서초구,219.0,6.0,22.0,0.0,33.0,1.0,42.0,1.0,153.0,2.0
2019,성동구,79.0,2.0,30.0,0.0,15.0,1.0,23.0,1.0,79.0,4.0
2019,성북구,121.0,1.0,12.0,0.0,20.0,0.0,53.0,1.0,209.0,2.0
2019,송파구,276.0,2.0,26.0,0.0,34.0,0.0,65.0,2.0,208.0,1.0
2019,양천구,198.0,2.0,20.0,0.0,24.0,0.0,13.0,2.0,131.0,3.0
2019,영등포구,230.0,4.0,22.0,0.0,49.0,0.0,52.0,0.0,222.0,2.0
2019,용산구,119.0,1.0,33.0,0.0,5.0,1.0,15.0,1.0,100.0,3.0
2019,은평구,143.0,1.0,30.0,0.0,32.0,0.0,37.0,0.0,129.0,2.0
2019,종로구,112.0,1.0,24.0,0.0,21.0,0.0,61.0,1.0,101.0,1.0
2019,중구,111.0,1.0,12.0,0.0,20.0,0.0,42.0,0.0,108.0,3.0
2019,중랑구,178.0,0.0,33.0,0.0,28.0,0.0,35.0,1.0,206.0,6.0
2020,강남구,383.0,1.0,94.0,1.0,65.0,0.0,32.0,2.0,54.0,2.0
2020,강동구,130.0,0.0,38.0,0.0,28.0,0.0,45.0,0.0,64.0,2.0
2020,강북구,178.0,1.0,10.0,0.0,10.0,0.0,19.0,0.0,82.0,1.0
2020,강서구,154.0,4.0,10.0,0.0,37.0,0.0,43.0,2.0,159.0,4.0
2020,관악구,145.0,4.0,26.0,0.0,18.0,1.0,38.0,0.0,115.0,2.0
2020,광진구,104.0,1.0,6.0,0.0,15.0,0.0,20.0,0.0,127.0,3.0
2020,구로구,108.0,0.0,19.0,0.0,42.0,0.0,33.0,1.0,111.0,1.0
2020,금천구,119.0,1.0,6.0,0.0,11.0,0.0,6.0,0.0,136.0,2.0
2020,노원구,83.0,0.0,9.0,0.0,35.0,0.0,47.0,1.0,105.0,3.0
2020,도봉구,78.0,1.0,7.0,0.0,13.0,0.0,19.0,1.0,75.0,2.0
2020,동대문구,143.0,2.0,10.0,0.0,23.0,0.0,33.0,0.0,153.0,1.0
2020,동작구,138.0,2.0,24.0,1.0,24.0,0.0,27.0,0.0,104.0,3.0
2020,마포구,157.0,0.0,5.0,1.0,15.0,1.0,26.0,2.0,91.0,5.0
2020,서대문구,81.0,4.0,10.0,0.0,16.0,0.0,24.0,1.0,133.0,3.0
2020,서초구,188.0,2.0,19.0,0.0,40.0,1.0,47.0,1.0,119.0,2.0
2020,성동구,78.0,0.0,24.0,0.0,34.0,1.0,28.0,0.0,84.0,4.0
2020,성북구,120.0,2.0,13.0,0.0,22.0,0.0,37.0,0.0,112.0,8.0
2020,송파구,226.0,2.0,38.0,0.0,42.0,0.0,46.0,0.0,67.0,1.0
2020,양천구,147.0,0.0,7.0,0.0,15.0,1.0,18.0,0.0,103.0,3.0
2020,영등포구,187.0,0.0,15.0,0.0,29.0,0.0,16.0,0.0,109.0,1.0
2020,용산구,73.0,2.0,5.0,0.0,13.0,0.0,11.0,1.0,56.0,3.0
2020,은평구,112.0,1.0,8.0,0.0,15.0,0.0,26.0,1.0,104.0,1.0
2020,종로구,99.0,1.0,16.0,0.0,18.0,1.0,30.0,0.0,71.0,0.0
2020,중구,110.0,0.0,7.0,0.0,17.0,0.0,26.0,1.0,94.0,0.0
2020,중랑구,183.0,2.0,30.0,0.0,12.0,0.0,19.0,0.0,108.0,2.0
2021,강남구,374.0,4.0,72.0,0.0,58.0,0.0,45.0,0.0,132.0,2.0
2021,강동구,121.0,2.0,15.0,0.0,14.0,0.0,23.0,1.0,68.0,4.0
2021,강북구,143.0,2.0,19.0,0.0,5.0,0.0,22.0,0.0,74.0,3.0
2021,강서구,149.0,4.0,23.0,0.0,25.0,1.0,30.0,0.0,118.0,3.0
2021,관악구,171.0,2.0,13.0,0.0,19.0,0.0,33.0,1.0,91.0,2.0
2021,광진구,122.0,1.0,20.0,0.0,17.0,0.0,20.0,0.0,37.0,1.0
2021,구로구,141.0,0.0,19.0,2.0,34.0,0.0,29.0,0.0,67.0,0.0
2021,금천구,117.0,3.0,5.0,0.0,9.0,1.0,2.0,1.0,51.0,3.0
2021,노원구,89.0,0.0,9.0,0.0,23.0,0.0,36.0,1.0,131.0,1.0
2021,도봉구,60.0,1.0,5.0,0.0,14.0,0.0,14.0,0.0,80.0,0.0
2021,동대문구,153.0,2.0,7.0,0.0,26.0,0.0,30.0,2.0,86.0,7.0
2021,동작구,158.0,4.0,9.0,0.0,23.0,0.0,21.0,2.0,81.0,2.0
2021,마포구,102.0,3.0,12.0,0.0,21.0,0.0,28.0,1.0,69.0,2.0
2021,서대문구,70.0,0.0,6.0,0.0,17.0,0.0,36.0,0.0,99.0,3.0
2021,서초구,186.0,6.0,14.0,0.0,45.0,0.0,40.0,0.0,101.0,1.0
2021,성동구,119.0,3.0,22.0,0.0,18.0,0.0,14.0,0.0,71.0,2.0
2021,성북구,133.0,0.0,8.0,0.0,26.0,1.0,33.0,0.0,99.0,3.0
2021,송파구,217.0,1.0,37.0,1.0,53.0,0.0,50.0,0.0,132.0,1.0
2021,양천구,142.0,3.0,9.0,0.0,32.0,0.0,20.0,0.0,93.0,4.0
2021,영등포구,154.0,2.0,17.0,1.0,22.0,0.0,25.0,0.0,120.0,6.0
2021,용산구,91.0,0.0,13.0,0.0,13.0,0.0,10.0,1.0,52.0,1.0
2021,은평구,94.0,0.0,14.0,0.0,39.0,0.0,16.0,0.0,94.0,2.0
2021,종로구,70.0,1.0,6.0,0.0,17.0,0.0,23.0,0.0,63.0,3.0
2021,중구,69.0,0.0,14.0,0.0,14.0,0.0,18.0,0.0,58.0,2.0
2021,중랑구,145.0,2.0,15.0,0.0,27.0,0.0,23.0,1.0,124.0,2.0
2022,강남구,471.0,3.0,69.0,0.0,63.0,0.0,40.0,0.0,152.0,4.0
2022,강동구,126.0,2.0,9.0,0.0,27.0,0.0,15.0,0.0,90.0,1.0
2022,강북구,168.0,2.0,23.0,1.0,15.0,0.0,26.0,0.0,91.0,3.0
2022,강서구,197.0,5.0,22.0,1.0,31.0,0.0,27.0,0.0,121.0,3.0
2022,관악구,145.0,1.0,14.0,0.0,23.0,0.0,41.0,0.0,70.0,5.0
2022,광진구,98.0,2.0,7.0,0.0,13.0,0.0,8.0,1.0,43.0,3.0
2022,구로구,134.0,1.0,22.0,0.0,39.0,0.0,16.0,1.0,84.0,1.0
2022,금천구,148.0,4.0,2.0,0.0,6.0,1.0,1.0,0.0,49.0,0.0
2022,노원구,123.0,0.0,9.0,0.0,28.0,0.0,34.0,1.0,119.0,1.0
2022,도봉구,60.0,1.0,13.0,0.0,13.0,0.0,9.0,0.0,67.0,1.0
2022,동대문구,193.0,0.0,14.0,0.0,32.0,1.0,52.0,1.0,130.0,0.0
2022,동작구,171.0,0.0,19.0,0.0,23.0,0.0,28.0,4.0,68.0,1.0
2022,마포구,113.0,1.0,13.0,0.0,23.0,0.0,27.0,1.0,73.0,5.0
2022,서대문구,93.0,1.0,11.0,0.0,20.0,1.0,35.0,0.0,96.0,1.0
2022,서초구,201.0,1.0,28.0,0.0,30.0,0.0,63.0,1.0,123.0,2.0
2022,성동구,68.0,2.0,16.0,0.0,19.0,0.0,28.0,0.0,82.0,1.0
2022,성북구,128.0,2.0,11.0,0.0,25.0,0.0,40.0,1.0,108.0,2.0
2022,송파구,217.0,1.0,30.0,0.0,61.0,0.0,58.0,0.0,168.0,2.0
2022,양천구,150.0,3.0,8.0,0.0,14.0,0.0,12.0,1.0,75.0,3.0
2022,영등포구,154.0,2.0,33.0,0.0,38.0,0.0,51.0,1.0,114.0,3.0
2022,용산구,119.0,4.0,8.0,0.0,15.0,0.0,15.0,0.0,75.0,3.0
2022,은평구,110.0,1.0,15.0,0.0,17.0,0.0,40.0,1.0,95.0,1.0
2022,종로구,114.0,0.0,26.0,0.0,35.0,0.0,36.0,0.0,78.0,1.0
2022,중구,115.0,1.0,8.0,0.0,24.0,0.0,18.0,1.0,63.0,0.0
2022,중랑구,176.0,2.0,27.0,0.0,25.0,0.0,18.0,0.0,116.0,4.0
2023,강남구,404.0,2.0,70.0,0.0,90.0,0.0,78.0,1.0,187.0,2.0
2023,강동구,151.0,0.0,12.0,0.0,31.0,0.0,29.0,0.0,83.0,0.0
2023,강북구,116.0,2.0,23.0,0.0,16.0,1.0,66.0,0.0,75.0,1.0
2023,강서구,168.0,2.0,14.0,0.0,21.0,0.0,29.0,0.0,104.0,2.0
2023,관악구,159.0,3.0,24.0,0.0,24.0,0.0,27.0,1.0,57.0,0.0
2023,광진구,121.0,2.0,7.0,0.0,22.0,0.0,13.0,0.0,22.0,1.0
2023,구로구,158.0,0.0,19.0,0.0,20.0,0.0,25.0,0.0,120.0,1.0
2023,금천구,115.0,0.0,8.0,0.0,41.0,0.0,9.0,0.0,62.0,3.0
2023,노원구,89.0,0.0,15.0,0.0,40.0,0.0,34.0,1.0,98.0,4.0
2023,도봉구,58.0,1.0,6.0,0.0,5.0,0.0,7.0,1.0,57.0,3.0
2023,동대문구,172.0,1.0,12.0,0.0,43.0,0.0,55.0,1.0,107.0,3.0
2023,동작구,162.0,2.0,10.0,0.0,31.0,0.0,43.0,0.0,93.0,3.0
2023,마포구,130.0,2.0,14.0,0.0,34.0,0.0,27.0,1.0,74.0,2.0
2023,서대문구,71.0,1.0,18.0,0.0,19.0,0.0,17.0,0.0,102.0,0.0
2023,서초구,146.0,1.0,34.0,0.0,44.0,0.0,51.0,1.0,105.0,1.0
2023,성동구,90.0,2.0,23.0,0.0,15.0,0.0,24.0,0.0,73.0,1.0
2023,성북구,160.0,2.0,12.0,0.0,22.0,1.0,22.0,1.0,92.0,1.0
2023,송파구,226.0,4.0,46.0,0.0,62.0,0.0,81.0,0.0,129.0,2.0
2023,양천구,128.0,2.0,12.0,0.0,28.0,0.0,30.0,0.0,93.0,0.0
2023,영등포구,149.0,2.0,27.0,0.0,31.0,0.0,60.0,0.0,127.0,1.0
2023,용산구,125.0,0.0,8.0,0.0,14.0,0.0,9.0,1.0,62.0,1.0
2023,은평구,131.0,2.0,27.0,0.0,34.0,0.0,42.0,1.0,96.0,3.0
2023,종로구,88.0,3.0,14.0,0.0,22.0,0.0,47.0,0.0,94.0,3.0
2023,중구,101.0,0.0,7.0,0.0,14.0,0.0,23.0,1.0,73.0,2.0
2023,중랑구,172.0,0.0,19.0,0.0,30.0,0.0,28.0,0.0,95.0,1.0
