구,항목,모델,R2,학습데이터수
강서구,차대차_발생건수,선형회귀,0.3161,19
관악구,차대차_발생건수,선형회귀,0.692,19
광진구,차대차_발생건수,선형회귀,0.936,19
구로구,차대차_발생건수,선형회귀,0.277,19
금천구,차대차_발생건수,선형회귀,0.1832,19
노원구,차대차_발생건수,선형회귀,0.5679,19
도봉구,차대차_발생건수,선형회귀,0.7181,19
동대문구,차대차_발생건수,선형회귀,0.4747,19
동작구,차대차_발생건수,선형회귀,0.674,19
마포구,차대차_발생건수,선형회귀,0.443,19
서대문구,차대차_발생건수,선형회귀,0.2678,19
서초구,차대차_발생건수,선형회귀,0.6271,19
성동구,차대차_발생건수,선형회귀,0.4761,19
성북구,차대차_발생건수,선형회귀,0.5231,19
송파구,차대차_발생건수,선형회귀,0.4138,19
양천구,차대차_발생건수,선형회귀,0.0617,19
영등포구,차대차_발생건수,선형회귀,0.162,19
용산구,차대차_발생건수,선형회귀,0.3563,19
은평구,차대차_발생건수,선형회귀,0.798,19
종로구,차대차_발생건수,선형회귀,0.8889,19
중구,차대차_발생건수,선형회귀,0.7987,19
중랑구,차대차_발생건수,선형회귀,0.8359,19
강남구,차량단독_발생건수,선형회귀,0.3168,19
강동구,차량단독_발생건수,선형회귀,0.098,19
강북구,차량단독_발생건수,선형회귀,0.1419,19
강서구,차량단독_발생건수,선형회귀,0.0658,19
관악구,차량단독_발생건수,선형회귀,0.25,19
광진구,차량단독_발생건수,선형회귀,0.2838,19
구로구,차량단독_발생건수,선형회귀,0.0432,19
금천구,차량단독_발생건수,선형회귀,0.3752,19
노원구,차량단독_발생건수,선형회귀,0.1015,19
도봉구,차량단독_발생건수,선형회귀,0.5713,19
동대문구,차량단독_발생건수,선형회귀,0.1576,19
동작구,차량단독_발생건수,선형회귀,0.2489,19
마포구,차량단독_발생건수,선형회귀,0.296,19
서대문구,차량단독_발생건수,선형회귀,0.587,19
서초구,차량단독_발생건수,선형회귀,0.0995,19
성동구,차량단독_발생건수,선형회귀,0.0396,19
성북구,차량단독_발생건수,선형회귀,0.2294,19
송파구,차량단독_발생건수,선형회귀,0.048,19
양천구,차량단독_발생건수,선형회귀,0.3913,19
영등포구,차량단독_발생건수,선형회귀,0.0623,19
용산구,차량단독_발생건수,선형회귀,0.1368,19
은평구,차량단독_발생건수,선형회귀,0.0349,19
종로구,차량단독_발생건수,선형회귀,0.1896,19
중구,차량단독_발생건수,선형회귀,0.1775,19
중랑구,차량단독_발생건수,선형회귀,0.0198,19
강남구,인구 10만명당 부상자수 (명)_x,선형회귀,0.4018,19
강동구,인구 10만명당 부상자수 (명)_x,선형회귀,0.5512,19
강북구,인구 10만명당 부상자수 (명)_x,선형회귀,0.2467,19
강서구,인구 10만명당 부상자수 (명)_x,선형회귀,0.7143,19
관악구,인구 10만명당 부상자수 (명)_x,선형회귀,0.7668,19
광진구,인구 10만명당 부상자수 (명)_x,선형회귀,0.927,19
구로구,인구 10만명당 부상자수 (명)_x,선형회귀,0.7293,19
금천구,인구 10만명당 부상자수 (명)_x,선형회귀,0.1683,19
노원구,인구 10만명당 부상자수 (명)_x,선형회귀,0.239,19
도봉구,인구 10만명당 부상자수 (명)_x,선형회귀,0.7027,19
동대문구,인구 10만명당 부상자수 (명)_x,선형회귀,0.6231,19
동작구,인구 10만명당 부상자수 (명)_x,선형회귀,0.5775,19
마포구,인구 10만명당 부상자수 (명)_x,선형회귀,0.4332,19
서대문구,인구 10만명당 부상자수 (명)_x,선형회귀,0.1512,19
서초구,인구 10만명당 부상자수 (명)_x,선형회귀,0.3259,19
성동구,인구 10만명당 부상자수 (명)_x,선형회귀,0.0797,19
성북구,인구 10만명당 부상자수 (명)_x,선형회귀,0.5314,19
송파구,인구 10만명당 부상자수 (명)_x,선형회귀,0.2785,19
양천구,인구 10만명당 부상자수 (명)_x,선형회귀,0.0059,19
영등포구,인구 10만명당 부상자수 (명)_x,선형회귀,0.449,19
용산구,인구 10만명당 부상자수 (명)_x,선형회귀,0.409,19
은평구,인구 10만명당 부상자수 (명)_x,선형회귀,0.809,19
종로구,인구 10만명당 부상자수 (명)_x,선형회귀,0.799,19
중구,인구 10만명당 부상자수 (명)_x,선형회귀,0.7648,19
중랑구,인구 10만명당 부상자수 (명)_x,선형회귀,0.8374,19
강남구,인구 10만명당 사망자수 (명)_x,선형회귀,0.7119,19
강동구,인구 10만명당 사망자수 (명)_x,선형회귀,0.456,19
강북구,인구 10만명당 사망자수 (명)_x,선형회귀,0.2451,19
강서구,인구 10만명당 사망자수 (명)_x,선형회귀,0.3744,19
관악구,인구 10만명당 사망자수 (명)_x,선형회귀,0.365,19
광진구,인구 10만명당 사망자수 (명)_x,선형회귀,0.5445,19
구로구,인구 10만명당 사망자수 (명)_x,선형회귀,0.5689,19
금천구,인구 10만명당 사망자수 (명)_x,선형회귀,0.2542,19
노원구,인구 10만명당 사망자수 (명)_x,선형회귀,0.6358,19
도봉구,인구 10만명당 사망자수 (명)_x,선형회귀,0.3398,19
동대문구,인구 10만명당 사망자수 (명)_x,선형회귀,0.4274,19
동작구,인구 10만명당 사망자수 (명)_x,선형회귀,0.2621,19
마포구,인구 10만명당 사망자수 (명)_x,선형회귀,0.5395,19
서대문구,인구 10만명당 사망자수 (명)_x,선형회귀,0.357,19
서초구,인구 10만명당 사망자수 (명)_x,선형회귀,0.7737,19
성동구,인구 10만명당 사망자수 (명)_x,선형회귀,0.3127,19
성북구,인구 10만명당 사망자수 (명)_x,선형회귀,0.2303,19
송파구,인구 10만명당 사망자수 (명)_x,선형회귀,0.4525,19
양천구,인구 10만명당 사망자수 (명)_x,선형회귀,0.511,19
영등포구,인구 10만명당 사망자수 (명)_x,선형회귀,0.7191,19
용산구,인구 10만명당 사망자수 (명)_x,선형회귀,0.5193,19
은평구,인구 10만명당 사망자수 (명)_x,선형회귀,0.4041,19
종로구,인구 10만명당 사망자수 (명)_x,선형회귀,0.7107,19
중구,인구 10만명당 사망자수 (명)_x,선형회귀,0.5808,19
중랑구,인구 10만명당 사망자수 (명)_x,선형회귀,0.4302,19
강남구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.4934,19
강동구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.7333,19
강북구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.5918,19
강서구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.8539,19
관악구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.7603,19
광진구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.9409,19
구로구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.7151,19
금천구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.5175,19
노원구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.6573,19
도봉구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.6813,19
동대문구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.6341,19
동작구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.4335,19
마포구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.5018,19
서대문구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.371,19
서초구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.3769,19
성동구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.6789,19
성북구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.688,19
송파구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.7699,19
양천구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.1936,19
영등포구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.2516,19
용산구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.4258,19
은평구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.8694,19
종로구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.1814,19
중구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.6178,19
중랑구,자동차 1만대당 발생건수 (건)_x,선형회귀,0.9045,19
강남구,발생건수,선형회귀,0.5624,19
강동구,발생건수,선형회귀,0.4604,19
강북구,발생건수,선형회귀,0.3786,19
강서구,발생건수,선형회귀,0.4368,19
관악구,발생건수,선형회귀,0.7127,19
광진구,발생건수,선형회귀,0.913,19
구로구,발생건수,선형회귀,0.2299,19
금천구,발생건수,선형회귀,0.1145,19
노원구,발생건수,선형회귀,0.611,19
도봉구,발생건수,선형회귀,0.6384,19
동대문구,발생건수,선형회귀,0.4655,19
동작구,발생건수,선형회귀,0.646,19
마포구,발생건수,선형회귀,0.3652,19
서대문구,발생건수,선형회귀,0.1635,19
서초구,발생건수,선형회귀,0.5736,19
성동구,발생건수,선형회귀,0.3102,19
성북구,발생건수,선형회귀,0.4174,19
송파구,발생건수,선형회귀,0.1687,19
양천구,발생건수,선형회귀,0.0456,19
영등포구,발생건수,선형회귀,0.2357,19
용산구,발생건수,선형회귀,0.2981,19
은평구,발생건수,선형회귀,0.7085,19
종로구,발생건수,선형회귀,0.8041,19
중구,발생건수,선형회귀,0.7128,19
중랑구,발생건수,선형회귀,0.8078,19
강남구,부상자수,선형회귀,0.3326,19
강동구,부상자수,선형회귀,0.4772,19
강북구,부상자수,선형회귀,0.5878,19
강서구,부상자수,선형회귀,0.589,19
관악구,부상자수,선형회귀,0.7985,19
광진구,부상자수,선형회귀,0.9269,19
구로구,부상자수,선형회귀,0.6971,19
금천구,부상자수,선형회귀,0.3133,19
노원구,부상자수,선형회귀,0.7833,19
도봉구,부상자수,선형회귀,0.8116,19
동대문구,부상자수,선형회귀,0.7278,19
동작구,부상자수,선형회귀,0.6084,19
마포구,부상자수,선형회귀,0.4924,19
서대문구,부상자수,선형회귀,0.3702,19
서초구,부상자수,선형회귀,0.233,19
성동구,부상자수,선형회귀,0.4819,19
성북구,부상자수,선형회귀,0.6091,19
송파구,부상자수,선형회귀,0.0828,19
양천구,부상자수,선형회귀,0.1946,19
영등포구,부상자수,선형회귀,0.4131,19
용산구,부상자수,선형회귀,0.4907,19
은평구,부상자수,선형회귀,0.7321,19
종로구,부상자수,선형회귀,0.8704,19
중구,부상자수,선형회귀,0.7516,19
중랑구,부상자수,선형회귀,0.8792,19
강남구,사망자수,선형회귀,0.7165,19
강동구,사망자수,선형회귀,0.4811,19
강북구,사망자수,선형회귀,0.3083,19
강서구,사망자수,선형회귀,0.3157,19
관악구,사망자수,선형회귀,0.4159,19
광진구,사망자수,선형회귀,0.5619,19
구로구,사망자수,선형회귀,0.5974,19
금천구,사망자수,선형회귀,0.2991,19
노원구,사망자수,선형회귀,0.7171,19
도봉구,사망자수,선형회귀,0.4134,19
동대문구,사망자수,선형회귀,0.4696,19
동작구,사망자수,선형회귀,0.2911,19
마포구,사망자수,선형회귀,0.5605,19
서대문구,사망자수,선형회귀,0.4232,19
서초구,사망자수,선형회귀,0.7543,19
성동구,사망자수,선형회귀,0.4223,19
성북구,사망자수,선형회귀,0.2805,19
송파구,사망자수,선형회귀,0.3988,19
양천구,사망자수,선형회귀,0.6052,19
영등포구,사망자수,선형회귀,0.7531,19
용산구,사망자수,선형회귀,0.5526,19
은평구,사망자수,선형회귀,0.3781,19
종로구,사망자수,선형회귀,0.7299,19
중구,사망자수,선형회귀,0.6013,19
중랑구,사망자수,선형회귀,0.4898,19
