동별,구분별,연월,거주인구,유동인구
중랑구,계,2012-06-01,426246,0
중랑구,계,2012-07-01,425101,0
중랑구,계,2012-08-01,425101,0
중랑구,계,2012-09-01,425101,0
중랑구,계,2012-10-01,423655,0
중랑구,계,2012-11-01,423655,0
중랑구,계,2012-12-01,423655,0
중랑구,계,2013-01-01,422877,0
중랑구,계,2013-02-01,422877,0
중랑구,계,2013-03-01,422877,0
중랑구,계,2013-04-01,422628,0
중랑구,계,2013-05-01,422628,0
중랑구,계,2013-06-01,422628,0
중랑구,계,2013-07-01,421860,0
중랑구,계,2013-08-01,421860,0
중랑구,계,2013-09-01,421860,0
중랑구,계,2013-10-01,421237,0
중랑구,계,2013-11-01,421237,0
중랑구,계,2013-12-01,421237,0
중랑구,계,2014-01-01,422930,0
중랑구,계,2014-02-01,422930,0
중랑구,계,2014-03-01,422930,0
중랑구,계,2014-04-01,422741,0
중랑구,계,2014-05-01,422741,0
중랑구,계,2014-06-01,422741,0
중랑구,계,2014-07-01,424054,0
중랑구,계,2014-08-01,424054,0
중랑구,계,2014-09-01,424054,0
중랑구,계,2014-10-01,423411,0
중랑구,계,2014-11-01,423411,0
중랑구,계,2014-12-01,423411,0
중랑구,계,2015-01-01,422825,0
중랑구,계,2015-02-01,422825,0
중랑구,계,2015-03-01,422825,0
중랑구,계,2015-04-01,422597,0
중랑구,계,2015-05-01,422597,0
중랑구,계,2015-06-01,422597,0
중랑구,계,2015-07-01,420151,0
중랑구,계,2015-08-01,420151,0
중랑구,계,2015-09-01,420151,0
중랑구,계,2015-10-01,418620,0
중랑구,계,2015-11-01,418620,0
중랑구,계,2015-12-01,418620,0
중랑구,계,2016-01-01,418341,0
중랑구,계,2016-02-01,418341,0
중랑구,계,2016-03-01,418341,0
중랑구,계,2016-04-01,418134,0
중랑구,계,2016-05-01,418134,0
중랑구,계,2016-06-01,418134,0
중랑구,계,2016-07-01,416887,0
중랑구,계,2016-08-01,416887,0
중랑구,계,2016-09-01,416887,0
중랑구,계,2016-10-01,415677,0
중랑구,계,2016-11-01,415677,0
중랑구,계,2016-12-01,415677,0
중랑구,계,2017-01-01,414503,0
중랑구,계,2017-02-01,414503,0
중랑구,계,2017-03-01,414503,0
중랑구,계,2017-04-01,414783,0
중랑구,계,2017-05-01,414783,0
중랑구,계,2017-06-01,414783,0
중랑구,계,2017-07-01,414554,0
중랑구,계,2017-08-01,414554,0
중랑구,계,2017-09-01,414554,0
중랑구,계,2017-10-01,412780,0
중랑구,계,2017-11-01,412780,0
중랑구,계,2017-12-01,412780,0
중랑구,계,2018-01-01,411552,0
중랑구,계,2018-02-01,411552,0
중랑구,계,2018-03-01,411552,0
중랑구,계,2018-04-01,410296,0
중랑구,계,2018-05-01,410296,0
중랑구,계,2018-06-01,410296,0
중랑구,계,2018-07-01,409058,0
중랑구,계,2018-08-01,409058,0
중랑구,계,2018-09-01,409058,0
중랑구,계,2018-10-01,408147,0
중랑구,계,2018-11-01,408147,0
중랑구,계,2018-12-01,408147,0
중랑구,계,2019-01-01,407211,0
중랑구,계,2019-02-01,407211,0
중랑구,계,2019-03-01,407211,0
중랑구,계,2019-04-01,405639,0
중랑구,계,2019-05-01,405639,0
중랑구,계,2019-06-01,405639,0
중랑구,계,2019-07-01,403776,0
중랑구,계,2019-08-01,403776,0
중랑구,계,2019-09-01,403776,0
중랑구,계,2019-10-01,402024,0
중랑구,계,2019-11-01,402024,0
중랑구,계,2019-12-01,402024,0
중랑구,계,2020-01-01,400678,0
중랑구,계,2020-02-01,400678,0
중랑구,계,2020-03-01,400678,0
중랑구,계,2020-04-01,399415,0
중랑구,계,2020-05-01,399415,0
중랑구,계,2020-06-01,399415,0
중랑구,계,2020-07-01,400989,0
중랑구,계,2020-08-01,400989,0
중랑구,계,2020-09-01,400989,0
중랑구,계,2020-10-01,399562,0
중랑구,계,2020-11-01,399562,0
중랑구,계,2020-12-01,399562,0
중랑구,계,2021-01-01,396807,0
중랑구,계,2021-02-01,396807,0
중랑구,계,2021-03-01,396807,0
중랑구,계,2021-04-01,394679,0
중랑구,계,2021-05-01,394679,0
중랑구,계,2021-06-01,394679,0
중랑구,계,2021-07-01,393149,0
중랑구,계,2021-08-01,393149,0
중랑구,계,2021-09-01,393149,0
중랑구,계,2021-10-01,391885,0
중랑구,계,2021-11-01,391885,95810
중랑구,계,2021-12-01,391885,182766
중랑구,계,2022-01-01,393600,2461351
중랑구,계,2022-02-01,393600,2122969
중랑구,계,2022-03-01,393600,2381882
중랑구,계,2022-04-01,393147,2669984
중랑구,계,2022-05-01,393147,2904701
중랑구,계,2022-06-01,393147,2705989
중랑구,계,2022-07-01,391110,2756231
중랑구,계,2022-08-01,391110,2732564
중랑구,계,2022-09-01,391110,2540554
