동별,구분별,연월,거주인구,유동인구
서대문구,계,2015-06-01,318206,0
서대문구,계,2015-07-01,317983,0
서대문구,계,2015-08-01,317983,0
서대문구,계,2015-09-01,317983,0
서대문구,계,2015-10-01,323105,0
서대문구,계,2015-11-01,323105,0
서대문구,계,2015-12-01,323105,0
서대문구,계,2016-01-01,326746,0
서대문구,계,2016-02-01,326746,0
서대문구,계,2016-03-01,326746,0
서대문구,계,2016-04-01,327113,0
서대문구,계,2016-05-01,327113,0
서대문구,계,2016-06-01,327113,0
서대문구,계,2016-07-01,326359,0
서대문구,계,2016-08-01,326359,0
서대문구,계,2016-09-01,326359,0
서대문구,계,2016-10-01,325871,0
서대문구,계,2016-11-01,325871,0
서대문구,계,2016-12-01,325871,0
서대문구,계,2017-01-01,327163,0
서대문구,계,2017-02-01,327163,0
서대문구,계,2017-03-01,327163,0
서대문구,계,2017-04-01,326412,0
서대문구,계,2017-05-01,326412,0
서대문구,계,2017-06-01,326412,0
서대문구,계,2017-07-01,326479,0
서대문구,계,2017-08-01,326479,0
서대문구,계,2017-09-01,326479,0
서대문구,계,2017-10-01,325028,0
서대문구,계,2017-11-01,325028,0
서대문구,계,2017-12-01,325028,0
서대문구,계,2018-01-01,324871,0
서대문구,계,2018-02-01,324871,0
서대문구,계,2018-03-01,324871,0
서대문구,계,2018-04-01,323261,0
서대문구,계,2018-05-01,323261,0
서대문구,계,2018-06-01,323261,0
서대문구,계,2018-07-01,322497,0
서대문구,계,2018-08-01,322497,0
서대문구,계,2018-09-01,322497,0
서대문구,계,2018-10-01,323080,0
서대문구,계,2018-11-01,323080,0
서대문구,계,2018-12-01,323080,0
서대문구,계,2019-01-01,324604,0
서대문구,계,2019-02-01,324604,0
서대문구,계,2019-03-01,324604,0
서대문구,계,2019-04-01,324304,0
서대문구,계,2019-05-01,324304,0
서대문구,계,2019-06-01,324304,0
서대문구,계,2019-07-01,324089,0
서대문구,계,2019-08-01,324089,0
서대문구,계,2019-09-01,324089,0
서대문구,계,2019-10-01,323171,0
서대문구,계,2019-11-01,323171,0
서대문구,계,2019-12-01,323171,0
서대문구,계,2020-01-01,325875,0
서대문구,계,2020-02-01,325875,0
서대문구,계,2020-03-01,325875,0
서대문구,계,2020-04-01,324224,0
서대문구,계,2020-05-01,324224,0
서대문구,계,2020-06-01,324224,0
서대문구,계,2020-07-01,323860,0
서대문구,계,2020-08-01,323860,0
서대문구,계,2020-09-01,323860,0
서대문구,계,2020-10-01,322952,0
서대문구,계,2020-11-01,322952,0
서대문구,계,2020-12-01,322952,0
서대문구,계,2021-01-01,318814,0
서대문구,계,2021-02-01,318814,0
서대문구,계,2021-03-01,318814,0
서대문구,계,2021-04-01,317699,0
서대문구,계,2021-05-01,317699,0
서대문구,계,2021-06-01,317699,0
서대문구,계,2021-07-01,316415,0
서대문구,계,2021-08-01,316415,0
서대문구,계,2021-09-01,316415,0
서대문구,계,2021-10-01,315659,0
서대문구,계,2021-11-01,315659,93911
서대문구,계,2021-12-01,315659,179205
서대문구,계,2022-01-01,317075,2423448
서대문구,계,2022-02-01,317075,2071013
서대문구,계,2022-03-01,317075,2340198
서대문구,계,2022-04-01,317515,2636084
서대문구,계,2022-05-01,317515,2933618
서대문구,계,2022-06-01,317515,2759541
서대문구,계,2022-07-01,317159,2862014
서대문구,계,2022-08-01,317159,2843003
서대문구,계,2022-09-01,317159,2700013
서대문구,계,2022-10-01,319554,3114913
서대문구,계,2022-11-01,319554,3072337
서대문구,계,2022-12-01,319554,2986973
서대문구,계,2023-01-01,321966,2694762
서대문구,계,2023-02-01,321966,2782371
서대문구,계,2023-03-01,321966,3305430
서대문구,계,2023-04-01,321726,3093548
서대문구,계,2023-05-01,321726,3207551
서대문구,계,2023-06-01,321726,3071145
서대문구,계,2023-07-01,321379,2994244
서대문구,계,2023-08-01,321379,2924207
서대문구,계,2023-09-01,321379,3033696
서대문구,계,2023-10-01,320629,3106925
서대문구,계,2023-11-01,320629,3242751
서대문구,계,2023-12-01,320629,3127063
서대문구,계,2024-01-01,320378,3026324
서대문구,계,2024-02-01,320378,2751717
서대문구,계,2024-03-01,320378,3293463
서대문구,계,2024-04-01,320010,3230718
서대문구,계,2024-05-01,320010,3320005
서대문구,계,2024-06-01,320010,3024002
서대문구,계,2024-07-01,319749,3091811
서대문구,계,2024-08-01,319749,2810505
서대문구,계,2024-09-01,319749,2894339
서대문구,계,2024-10-01,318622,3249740
서대문구,계,2024-11-01,318622,3268559
서대문구,계,2024-12-01,318622,3241208
서대문구,계,2025-01-01,318085,2573738
서대문구,계,2025-02-01,318085,2814117
서대문구,계,2025-03-01,318085,3333560
마포구,계,2008-01-01,402760,0
마포구,계,2008-02-01,402760,0
마포구,계,2008-03-01,402760,0
마포구,계,2008-04-01,400349,0
마포구,계,2008-05-01,400349,0
마포구,계,2008-06-01,400349,0
마포구,계,2008-07-01,395018,0
마포구,계,2008-08-01,395018,0
마포구,계,2008-09-01,395018,0
마포구,계,2008-10-01,393241,0
마포구,계,2008-11-01,393241,0
마포구,계,2008-12-01,393241,0
마포구,계,2009-01-01,394204,0
마포구,계,2009-02-01,394204,0
마포구,계,2009-03-01,394204,0
마포구,계,2009-04-01,394026,0
마포구,계,2009-05-01,394026,0
마포구,계,2009-06-01,394026,0
마포구,계,2009-07-01,393803,0
마포구,계,2009-08-01,393803,0
마포구,계,2009-09-01,393803,0
마포구,계,2009-10-01,392313,0
마포구,계,2009-11-01,392313,0
마포구,계,2009-12-01,392313,0
마포구,계,2010-01-01,392087,0
마포구,계,2010-02-01,392087,0
마포구,계,2010-03-01,392087,0
마포구,계,2010-04-01,391578,0
마포구,계,2010-05-01,391578,0
마포구,계,2010-06-01,391578,0
마포구,계,2010-07-01,393119,0
마포구,계,2010-08-01,393119,0
마포구,계,2010-09-01,393119,0
마포구,계,2010-10-01,400464,0
마포구,계,2010-11-01,400464,0
마포구,계,2010-12-01,400464,0
마포구,계,2011-01-01,402028,0
마포구,계,2011-02-01,402028,0
마포구,계,2011-03-01,402028,0
마포구,계,2011-04-01,401879,0
마포구,계,2011-05-01,401879,0
마포구,계,2011-06-01,401879,0
마포구,계,2011-07-01,400919,0
마포구,계,2011-08-01,400919,0
마포구,계,2011-09-01,400919,0
마포구,계,2011-10-01,398627,0
마포구,계,2011-11-01,398627,0
마포구,계,2011-12-01,398627,0
마포구,계,2012-01-01,397736,0
마포구,계,2012-02-01,397736,0
마포구,계,2012-03-01,397736,0
마포구,계,2012-04-01,396218,0
마포구,계,2012-05-01,396218,0
마포구,계,2012-06-01,396218,0
마포구,계,2012-07-01,395754,0
마포구,계,2012-08-01,395754,0
마포구,계,2012-09-01,395754,0
마포구,계,2012-10-01,393576,0
마포구,계,2012-11-01,393576,0
마포구,계,2012-12-01,393576,0
마포구,계,2013-01-01,393330,0
마포구,계,2013-02-01,393330,0
마포구,계,2013-03-01,393330,0
마포구,계,2013-04-01,393175,0
마포구,계,2013-05-01,393175,0
마포구,계,2013-06-01,393175,0
마포구,계,2013-07-01,393082,0
마포구,계,2013-08-01,393082,0
마포구,계,2013-09-01,393082,0
마포구,계,2013-10-01,391098,0
마포구,계,2013-11-01,391098,0
마포구,계,2013-12-01,391098,0
마포구,계,2014-01-01,391177,0
마포구,계,2014-02-01,391177,0
마포구,계,2014-03-01,391177,0
마포구,계,2014-04-01,390712,0
마포구,계,2014-05-01,390712,0
마포구,계,2014-06-01,390712,0
마포구,계,2014-07-01,390092,0
마포구,계,2014-08-01,390092,0
마포구,계,2014-09-01,390092,0
마포구,계,2014-10-01,395830,0
마포구,계,2014-11-01,395830,0
마포구,계,2014-12-01,395830,0
마포구,계,2015-01-01,398649,0
마포구,계,2015-02-01,398649,0
마포구,계,2015-03-01,398649,0
마포구,계,2015-04-01,400367,0
마포구,계,2015-05-01,400367,0
마포구,계,2015-06-01,400367,0
마포구,계,2015-07-01,400596,0
마포구,계,2015-08-01,400596,0
마포구,계,2015-09-01,400596,0
마포구,계,2015-10-01,398351,0
마포구,계,2015-11-01,398351,0
마포구,계,2015-12-01,398351,0
마포구,계,2016-01-01,397575,0
마포구,계,2016-02-01,397575,0
마포구,계,2016-03-01,397575,0
마포구,계,2016-04-01,395687,0
마포구,계,2016-05-01,395687,0
마포구,계,2016-06-01,395687,0
마포구,계,2016-07-01,393766,0
마포구,계,2016-08-01,393766,0
마포구,계,2016-09-01,393766,0
마포구,계,2016-10-01,390887,0
마포구,계,2016-11-01,390887,0
마포구,계,2016-12-01,390887,0
마포구,계,2017-01-01,389649,0
마포구,계,2017-02-01,389649,0
마포구,계,2017-03-01,389649,0
마포구,계,2017-04-01,388574,0
마포구,계,2017-05-01,388574,0
마포구,계,2017-06-01,388574,0
마포구,계,2017-07-01,387776,0
마포구,계,2017-08-01,387776,0
마포구,계,2017-09-01,387776,0
마포구,계,2017-10-01,385783,0
마포구,계,2017-11-01,385783,0
마포구,계,2017-12-01,385783,0
마포구,계,2018-01-01,385624,0
마포구,계,2018-02-01,385624,0
마포구,계,2018-03-01,385624,0
마포구,계,2018-04-01,385507,0
마포구,계,2018-05-01,385507,0
마포구,계,2018-06-01,385507,0
마포구,계,2018-07-01,385032,0
마포구,계,2018-08-01,385032,0
마포구,계,2018-09-01,385032,0
마포구,계,2018-10-01,386359,0
마포구,계,2018-11-01,386359,0
마포구,계,2018-12-01,386359,0
마포구,계,2019-01-01,386571,0
마포구,계,2019-02-01,386571,0
마포구,계,2019-03-01,386571,0
마포구,계,2019-04-01,385985,0
마포구,계,2019-05-01,385985,0
마포구,계,2019-06-01,385985,0
마포구,계,2019-07-01,385605,0
마포구,계,2019-08-01,385605,0
마포구,계,2019-09-01,385605,0
마포구,계,2019-10-01,385925,0
마포구,계,2019-11-01,385925,0
마포구,계,2019-12-01,385925,0
마포구,계,2020-01-01,386086,0
마포구,계,2020-02-01,386086,0
마포구,계,2020-03-01,386086,0
마포구,계,2020-04-01,384957,0
마포구,계,2020-05-01,384957,0
마포구,계,2020-06-01,384957,0
마포구,계,2020-07-01,383494,0
마포구,계,2020-08-01,383494,0
마포구,계,2020-09-01,383494,0
마포구,계,2020-10-01,381858,0
마포구,계,2020-11-01,381858,0
마포구,계,2020-12-01,381858,0
마포구,계,2021-01-01,378216,0
마포구,계,2021-02-01,378216,0
마포구,계,2021-03-01,378216,0
마포구,계,2021-04-01,379984,0
마포구,계,2021-05-01,379984,0
마포구,계,2021-06-01,379984,0
마포구,계,2021-07-01,379525,0
마포구,계,2021-08-01,379525,0
마포구,계,2021-09-01,379525,0
마포구,계,2021-10-01,378686,0
마포구,계,2021-11-01,378686,248791
마포구,계,2021-12-01,378686,501899
마포구,계,2022-01-01,378629,6881614
마포구,계,2022-02-01,378629,5806697
마포구,계,2022-03-01,378629,6516385
마포구,계,2022-04-01,378290,7304247
마포구,계,2022-05-01,378290,8188177
마포구,계,2022-06-01,378290,7763655
마포구,계,2022-07-01,376062,8115576
마포구,계,2022-08-01,376062,8016000
마포구,계,2022-09-01,376062,7472508
마포구,계,2022-10-01,375585,8698704
마포구,계,2022-11-01,375585,8379359
마포구,계,2022-12-01,375585,8572480
마포구,계,2023-01-01,376542,7706981
마포구,계,2023-02-01,376542,7938709
마포구,계,2023-03-01,376542,9129599
마포구,계,2023-04-01,376285,8710494
마포구,계,2023-05-01,376285,8878598
마포구,계,2023-06-01,376285,8610831
마포구,계,2023-07-01,375639,8658905
마포구,계,2023-08-01,375639,8365176
마포구,계,2023-09-01,375639,8346740
마포구,계,2023-10-01,375162,8967756
마포구,계,2023-11-01,375162,8983136
마포구,계,2023-12-01,375162,8985400
마포구,계,2024-01-01,374962,8568857
마포구,계,2024-02-01,374962,7992763
마포구,계,2024-03-01,374962,9353752
마포구,계,2024-04-01,373980,9233586
마포구,계,2024-05-01,373980,9444255
마포구,계,2024-06-01,373980,8709368
마포구,계,2024-07-01,373874,8971113
마포구,계,2024-08-01,373874,8300313
마포구,계,2024-09-01,373874,8406374
마포구,계,2024-10-01,372745,9413329
마포구,계,2024-11-01,372745,9293345
마포구,계,2024-12-01,372745,9377723
마포구,계,2025-01-01,371852,7553350
마포구,계,2025-02-01,371852,8184368
마포구,계,2025-03-01,371852,9357204
양천구,계,2008-01-01,508411,0
양천구,계,2008-02-01,508411,0
양천구,계,2008-03-01,508411,0
양천구,계,2008-04-01,507831,0
양천구,계,2008-05-01,507831,0
양천구,계,2008-06-01,507831,0
양천구,계,2008-07-01,508337,0
양천구,계,2008-08-01,508337,0
양천구,계,2008-09-01,508337,0
양천구,계,2008-10-01,507899,0
양천구,계,2008-11-01,507899,0
양천구,계,2008-12-01,507899,0
양천구,계,2009-01-01,508403,0
양천구,계,2009-02-01,508403,0
양천구,계,2009-03-01,508403,0
양천구,계,2009-04-01,508188,0
양천구,계,2009-05-01,508188,0
양천구,계,2009-06-01,508188,0
양천구,계,2009-07-01,508329,0
양천구,계,2009-08-01,508329,0
양천구,계,2009-09-01,508329,0
양천구,계,2009-10-01,506684,0
양천구,계,2009-11-01,506684,0
양천구,계,2009-12-01,506684,0
양천구,계,2010-01-01,504928,0
양천구,계,2010-02-01,504928,0
양천구,계,2010-03-01,504928,0
양천구,계,2010-04-01,502933,0
양천구,계,2010-05-01,502933,0
양천구,계,2010-06-01,502933,0
양천구,계,2010-07-01,501852,0
양천구,계,2010-08-01,501852,0
양천구,계,2010-09-01,501852,0
양천구,계,2010-10-01,505223,0
양천구,계,2010-11-01,505223,0
양천구,계,2010-12-01,505223,0
양천구,계,2011-01-01,503867,0
양천구,계,2011-02-01,503867,0
양천구,계,2011-03-01,503867,0
양천구,계,2011-04-01,502946,0
양천구,계,2011-05-01,502946,0
양천구,계,2011-06-01,502946,0
양천구,계,2011-07-01,506126,0
양천구,계,2011-08-01,506126,0
양천구,계,2011-09-01,506126,0
양천구,계,2011-10-01,505605,0
양천구,계,2011-11-01,505605,0
양천구,계,2011-12-01,505605,0
양천구,계,2012-01-01,504339,0
양천구,계,2012-02-01,504339,0
양천구,계,2012-03-01,504339,0
양천구,계,2012-04-01,503121,0
양천구,계,2012-05-01,503121,0
양천구,계,2012-06-01,503121,0
양천구,계,2012-07-01,501855,0
양천구,계,2012-08-01,501855,0
양천구,계,2012-09-01,501855,0
양천구,계,2012-10-01,500533,0
양천구,계,2012-11-01,500533,0
양천구,계,2012-12-01,500533,0
양천구,계,2013-01-01,500181,0
양천구,계,2013-02-01,500181,0
양천구,계,2013-03-01,500181,0
양천구,계,2013-04-01,498923,0
양천구,계,2013-05-01,498923,0
양천구,계,2013-06-01,498923,0
양천구,계,2013-07-01,497796,0
양천구,계,2013-08-01,497796,0
양천구,계,2013-09-01,497796,0
양천구,계,2013-10-01,496934,0
양천구,계,2013-11-01,496934,0
양천구,계,2013-12-01,496934,0
양천구,계,2014-01-01,495761,0
양천구,계,2014-02-01,495761,0
양천구,계,2014-03-01,495761,0
양천구,계,2014-04-01,494583,0
양천구,계,2014-05-01,494583,0
양천구,계,2014-06-01,494583,0
양천구,계,2014-07-01,491860,0
양천구,계,2014-08-01,491860,0
양천구,계,2014-09-01,491860,0
양천구,계,2014-10-01,490708,0
양천구,계,2014-11-01,490708,0
양천구,계,2014-12-01,490708,0
양천구,계,2015-01-01,490745,0
양천구,계,2015-02-01,490745,0
양천구,계,2015-03-01,490745,0
양천구,계,2015-04-01,490276,0
양천구,계,2015-05-01,490276,0
양천구,계,2015-06-01,490276,0
양천구,계,2015-07-01,489788,0
양천구,계,2015-08-01,489788,0
양천구,계,2015-09-01,489788,0
양천구,계,2015-10-01,489010,0
양천구,계,2015-11-01,489010,0
양천구,계,2015-12-01,489010,0
양천구,계,2016-01-01,487368,0
양천구,계,2016-02-01,487368,0
양천구,계,2016-03-01,487368,0
양천구,계,2016-04-01,486258,0
양천구,계,2016-05-01,486258,0
양천구,계,2016-06-01,486258,0
양천구,계,2016-07-01,485505,0
양천구,계,2016-08-01,485505,0
양천구,계,2016-09-01,485505,0
양천구,계,2016-10-01,481845,0
양천구,계,2016-11-01,481845,0
양천구,계,2016-12-01,481845,0
양천구,계,2017-01-01,479978,0
양천구,계,2017-02-01,479978,0
양천구,계,2017-03-01,479978,0
양천구,계,2017-04-01,478119,0
양천구,계,2017-05-01,478119,0
양천구,계,2017-06-01,478119,0
양천구,계,2017-07-01,476627,0
양천구,계,2017-08-01,476627,0
양천구,계,2017-09-01,476627,0
양천구,계,2017-10-01,475018,0
양천구,계,2017-11-01,475018,0
양천구,계,2017-12-01,475018,0
양천구,계,2018-01-01,473087,0
양천구,계,2018-02-01,473087,0
양천구,계,2018-03-01,473087,0
양천구,계,2018-04-01,471026,0
양천구,계,2018-05-01,471026,0
양천구,계,2018-06-01,471026,0
양천구,계,2018-07-01,469945,0
양천구,계,2018-08-01,469945,0
양천구,계,2018-09-01,469945,0
양천구,계,2018-10-01,468145,0
양천구,계,2018-11-01,468145,0
양천구,계,2018-12-01,468145,0
양천구,계,2019-01-01,466622,0
양천구,계,2019-02-01,466622,0
양천구,계,2019-03-01,466622,0
양천구,계,2019-04-01,465095,0
양천구,계,2019-05-01,465095,0
양천구,계,2019-06-01,465095,0
양천구,계,2019-07-01,463931,0
양천구,계,2019-08-01,463931,0
양천구,계,2019-09-01,463931,0
양천구,계,2019-10-01,462285,0
양천구,계,2019-11-01,462285,0
양천구,계,2019-12-01,462285,0
양천구,계,2020-01-01,460532,0
양천구,계,2020-02-01,460532,0
양천구,계,2020-03-01,460532,0
양천구,계,2020-04-01,462034,0
양천구,계,2020-05-01,462034,0
양천구,계,2020-06-01,462034,0
양천구,계,2020-07-01,460048,0
양천구,계,2020-08-01,460048,0
양천구,계,2020-09-01,460048,0
양천구,계,2020-10-01,457781,0
양천구,계,2020-11-01,457781,0
양천구,계,2020-12-01,457781,0
양천구,계,2021-01-01,456019,0
양천구,계,2021-02-01,456019,0
양천구,계,2021-03-01,456019,0
양천구,계,2021-04-01,454288,0
양천구,계,2021-05-01,454288,0
양천구,계,2021-06-01,454288,0
양천구,계,2021-07-01,452255,0
양천구,계,2021-08-01,452255,0
양천구,계,2021-09-01,452255,0
양천구,계,2021-10-01,450487,0
양천구,계,2021-11-01,450487,100066
양천구,계,2021-12-01,450487,189154
양천구,계,2022-01-01,449378,2577365
양천구,계,2022-02-01,449378,2185984
양천구,계,2022-03-01,449378,2397680
양천구,계,2022-04-01,447738,2725141
양천구,계,2022-05-01,447738,2969153
양천구,계,2022-06-01,447738,2845712
양천구,계,2022-07-01,445270,2920193
양천구,계,2022-08-01,445270,2912098
양천구,계,2022-09-01,445270,2649948
양천구,계,2022-10-01,444010,3028725
양천구,계,2022-11-01,444010,2979561
양천구,계,2022-12-01,444010,2931180
양천구,계,2023-01-01,442345,2720234
양천구,계,2023-02-01,442345,2762602
양천구,계,2023-03-01,442345,3137820
양천구,계,2023-04-01,441517,2976344
양천구,계,2023-05-01,441517,3031722
양천구,계,2023-06-01,441517,2968050
양천구,계,2023-07-01,440591,2932985
양천구,계,2023-08-01,440591,2862848
양천구,계,2023-09-01,440591,2848455
양천구,계,2023-10-01,439252,2971367
양천구,계,2023-11-01,439252,3036590
양천구,계,2023-12-01,439252,2997796
양천구,계,2024-01-01,437774,2982117
양천구,계,2024-02-01,437774,2705919
양천구,계,2024-03-01,437774,3078662
양천구,계,2024-04-01,436595,3091756
양천구,계,2024-05-01,436595,3107028
양천구,계,2024-06-01,436595,2906599
양천구,계,2024-07-01,435867,3005579
양천구,계,2024-08-01,435867,2742810
양천구,계,2024-09-01,435867,2740182
양천구,계,2024-10-01,434351,3047096
양천구,계,2024-11-01,434351,3067358
양천구,계,2024-12-01,434351,3082552
양천구,계,2025-01-01,432901,2542826
양천구,계,2025-02-01,432901,2785647
양천구,계,2025-03-01,432901,3097933
강서구,계,2008-01-01,575428,0
강서구,계,2008-02-01,575428,0
강서구,계,2008-03-01,575428,0
강서구,계,2008-04-01,579188,0
강서구,계,2008-05-01,579188,0
강서구,계,2008-06-01,579188,0
강서구,계,2008-07-01,582538,0
강서구,계,2008-08-01,582538,0
강서구,계,2008-09-01,582538,0
강서구,계,2008-10-01,583545,0
강서구,계,2008-11-01,583545,0
강서구,계,2008-12-01,583545,0
강서구,계,2009-01-01,584728,0
강서구,계,2009-02-01,584728,0
강서구,계,2009-03-01,584728,0
강서구,계,2009-04-01,584691,0
강서구,계,2009-05-01,584691,0
강서구,계,2009-06-01,584691,0
강서구,계,2009-07-01,581817,0
강서구,계,2009-08-01,581817,0
강서구,계,2009-09-01,581817,0
강서구,계,2009-10-01,579196,0
강서구,계,2009-11-01,579196,0
강서구,계,2009-12-01,579196,0
강서구,계,2010-01-01,578257,0
강서구,계,2010-02-01,578257,0
강서구,계,2010-03-01,578257,0
강서구,계,2010-04-01,577806,0
강서구,계,2010-05-01,577806,0
강서구,계,2010-06-01,577806,0
강서구,계,2010-07-01,576160,0
강서구,계,2010-08-01,576160,0
강서구,계,2010-09-01,576160,0
강서구,계,2010-10-01,580506,0
강서구,계,2010-11-01,580506,0
강서구,계,2010-12-01,580506,0
강서구,계,2011-01-01,579669,0
강서구,계,2011-02-01,579669,0
강서구,계,2011-03-01,579669,0
강서구,계,2011-04-01,579288,0
강서구,계,2011-05-01,579288,0
강서구,계,2011-06-01,579288,0
강서구,계,2011-07-01,577142,0
강서구,계,2011-08-01,577142,0
강서구,계,2011-09-01,577142,0
강서구,계,2011-10-01,575846,0
강서구,계,2011-11-01,575846,0
강서구,계,2011-12-01,575846,0
강서구,계,2012-01-01,575205,0
강서구,계,2012-02-01,575205,0
강서구,계,2012-03-01,575205,0
강서구,계,2012-04-01,574994,0
강서구,계,2012-05-01,574994,0
강서구,계,2012-06-01,574994,0
강서구,계,2012-07-01,574777,0
강서구,계,2012-08-01,574777,0
강서구,계,2012-09-01,574777,0
강서구,계,2012-10-01,573794,0
강서구,계,2012-11-01,573794,0
강서구,계,2012-12-01,573794,0
강서구,계,2013-01-01,573808,0
강서구,계,2013-02-01,573808,0
강서구,계,2013-03-01,573808,0
강서구,계,2013-04-01,574355,0
강서구,계,2013-05-01,574355,0
강서구,계,2013-06-01,574355,0
강서구,계,2013-07-01,574635,0
강서구,계,2013-08-01,574635,0
강서구,계,2013-09-01,574635,0
강서구,계,2013-10-01,575236,0
강서구,계,2013-11-01,575236,0
강서구,계,2013-12-01,575236,0
강서구,계,2014-01-01,574594,0
강서구,계,2014-02-01,574594,0
강서구,계,2014-03-01,574594,0
강서구,계,2014-04-01,577254,0
강서구,계,2014-05-01,577254,0
강서구,계,2014-06-01,577254,0
강서구,계,2014-07-01,588123,0
강서구,계,2014-08-01,588123,0
강서구,계,2014-09-01,588123,0
강서구,계,2014-10-01,591653,0
강서구,계,2014-11-01,591653,0
강서구,계,2014-12-01,591653,0
강서구,계,2015-01-01,593703,0
강서구,계,2015-02-01,593703,0
강서구,계,2015-03-01,593703,0
강서구,계,2015-04-01,595148,0
강서구,계,2015-05-01,595148,0
강서구,계,2015-06-01,595148,0
강서구,계,2015-07-01,596319,0
강서구,계,2015-08-01,596319,0
강서구,계,2015-09-01,596319,0
강서구,계,2015-10-01,595691,0
강서구,계,2015-11-01,595691,0
강서구,계,2015-12-01,595691,0
강서구,계,2016-01-01,597473,0
강서구,계,2016-02-01,597473,0
강서구,계,2016-03-01,597473,0
강서구,계,2016-04-01,598190,0
강서구,계,2016-05-01,598190,0
강서구,계,2016-06-01,598190,0
강서구,계,2016-07-01,599611,0
강서구,계,2016-08-01,599611,0
강서구,계,2016-09-01,599611,0
강서구,계,2016-10-01,602104,0
강서구,계,2016-11-01,602104,0
강서구,계,2016-12-01,602104,0
강서구,계,2017-01-01,603772,0
강서구,계,2017-02-01,603772,0
강서구,계,2017-03-01,603772,0
강서구,계,2017-04-01,606823,0
강서구,계,2017-05-01,606823,0
강서구,계,2017-06-01,606823,0
강서구,계,2017-07-01,607877,0
강서구,계,2017-08-01,607877,0
강서구,계,2017-09-01,607877,0
강서구,계,2017-10-01,608255,0
강서구,계,2017-11-01,608255,0
강서구,계,2017-12-01,608255,0
강서구,계,2018-01-01,608361,0
강서구,계,2018-02-01,608361,0
강서구,계,2018-03-01,608361,0
강서구,계,2018-04-01,606981,0
강서구,계,2018-05-01,606981,0
강서구,계,2018-06-01,606981,0
강서구,계,2018-07-01,605068,0
강서구,계,2018-08-01,605068,0
강서구,계,2018-09-01,605068,0
강서구,계,2018-10-01,603611,0
강서구,계,2018-11-01,603611,0
강서구,계,2018-12-01,603611,0
강서구,계,2019-01-01,602886,0
강서구,계,2019-02-01,602886,0
강서구,계,2019-03-01,602886,0
강서구,계,2019-04-01,602230,0
강서구,계,2019-05-01,602230,0
강서구,계,2019-06-01,602230,0
강서구,계,2019-07-01,600240,0
강서구,계,2019-08-01,600240,0
강서구,계,2019-09-01,600240,0
강서구,계,2019-10-01,598273,0
강서구,계,2019-11-01,598273,0
강서구,계,2019-12-01,598273,0
강서구,계,2020-01-01,595703,0
강서구,계,2020-02-01,595703,0
강서구,계,2020-03-01,595703,0
강서구,계,2020-04-01,593203,0
강서구,계,2020-05-01,593203,0
강서구,계,2020-06-01,593203,0
강서구,계,2020-07-01,589536,0
강서구,계,2020-08-01,589536,0
강서구,계,2020-09-01,589536,0
강서구,계,2020-10-01,585901,0
강서구,계,2020-11-01,585901,0
강서구,계,2020-12-01,585901,0
강서구,계,2021-01-01,582804,0
강서구,계,2021-02-01,582804,0
강서구,계,2021-03-01,582804,0
강서구,계,2021-04-01,582995,0
강서구,계,2021-05-01,582995,0
강서구,계,2021-06-01,582995,0
강서구,계,2021-07-01,581265,0
강서구,계,2021-08-01,581265,0
강서구,계,2021-09-01,581265,0
강서구,계,2021-10-01,579768,0
강서구,계,2021-11-01,579768,206865
강서구,계,2021-12-01,579768,388952
강서구,계,2022-01-01,578426,5364822
강서구,계,2022-02-01,578426,4604914
강서구,계,2022-03-01,578426,5056180
강서구,계,2022-04-01,578465,5710493
강서구,계,2022-05-01,578465,6220180
강서구,계,2022-06-01,578465,5942299
강서구,계,2022-07-01,575813,6134163
강서구,계,2022-08-01,575813,6091978
강서구,계,2022-09-01,575813,5495376
강서구,계,2022-10-01,574638,6309702
강서구,계,2022-11-01,574638,6184103
강서구,계,2022-12-01,574638,6126167
강서구,계,2023-01-01,573711,5750144
강서구,계,2023-02-01,573711,5824014
강서구,계,2023-03-01,573711,6570016
강서구,계,2023-04-01,572382,6280404
강서구,계,2023-05-01,572382,6421245
강서구,계,2023-06-01,572382,6344034
강서구,계,2023-07-01,569978,6339201
강서구,계,2023-08-01,569978,6238004
강서구,계,2023-09-01,569978,6130764
강서구,계,2023-10-01,568826,6446067
강서구,계,2023-11-01,568826,6591903
강서구,계,2023-12-01,568826,6535859
강서구,계,2024-01-01,567159,6501918
강서구,계,2024-02-01,567159,5947335
강서구,계,2024-03-01,567159,6693868
강서구,계,2024-04-01,565133,6711652
강서구,계,2024-05-01,565133,6778990
강서구,계,2024-06-01,565133,6399266
강서구,계,2024-07-01,563515,6617447
강서구,계,2024-08-01,563515,6118597
강서구,계,2024-09-01,563515,6044471
강서구,계,2024-10-01,562194,6691692
강서구,계,2024-11-01,562194,6744918
강서구,계,2024-12-01,562194,6818478
강서구,계,2025-01-01,560094,5623644
강서구,계,2025-02-01,560094,6157144
강서구,계,2025-03-01,560094,6670872
구로구,계,2008-01-01,448044,0
구로구,계,2008-02-01,448044,0
구로구,계,2008-03-01,448044,0
구로구,계,2008-04-01,449457,0
구로구,계,2008-05-01,449457,0
구로구,계,2008-06-01,449457,0
구로구,계,2008-07-01,449854,0
구로구,계,2008-08-01,449854,0
구로구,계,2008-09-01,449854,0
구로구,계,2008-10-01,448696,0
구로구,계,2008-11-01,448696,0
구로구,계,2008-12-01,448696,0
구로구,계,2009-01-01,449603,0
