"합계",중랑구,249,175,60,14,45,7,2196,301038,91938,209100,3,3,256,189,31,36,31,6,485,280846,144287,136559,-,13,271,214,44,13,53,9,833,341532,139210,202322,1,12,299,251,31,17,104,3,2685,967647,365160,602487,3,20,228,182,31,15,75,-,1011,382970,148805,234165,3,13,219,171,36,12,77,-,507,269322,123923,145399,2,7,200,160,30,10,104,-,1275,306859,125390,181469,-,5,158,122,18,18,76,1,902,523523,188640,334883,3,8,193,167,8,18,77,7,1161,441800,165981,275819,1,11,175,142,4,29,32,1,1489,345185,129751,215434,-,15,195,165,4,26,31,-,925,333552,128223,205329,-,8,196,167,2,27,18,1,849,332366,171049,161317,2,5,254,235,4,15,25,-,893,201421,103281,98140,2,8,210,188,9,13,21,12,266,322650,95365,227285,1,9,225,204,6,15,20,1,374,229566,114412,115154,2,12,213,191,4,18,4,7,604,345257,168024,177233,1,12,188,162,9,17,-,-,932.5,377343,180328,197015,23,12,11,3,2,1,20,10,10,175,152,5,18,1,4,285,371672,128285,243387,21,12,9,-,-,-,21,12,9
"합계",성북구,207,144,36,27,54,2,1457,491076,223186,267890,3,16,304,189,35,80,101,3,3389,646634,215949,430685,1,11,249,201,37,11,73,10,2352,537722,232934,304788,2,11,230,166,36,28,52,2,3131,493701,185952,307749,5,12,221,174,20,27,63,5,924,482840,167525,315315,3,6,194,173,4,17,15,8,891,548652,207108,341544,3,4,220,203,9,8,4,-,698,427232,155435,271797,3,5,204,188,4,12,1,-,707,467510,189124,278386,-,3,175,156,4,15,19,21,1019,858814,311985,546829,2,6,151,124,6,21,45,3,677,463343,243513,219830,2,9,194,156,4,34,28,7,777,411505,173396,238109,1,15,183,154,5,24,34,-,721,400640,182471,218169,1,8,215,183,5,27,40,6,898,487565,184258,303307,-,10,191,166,7,18,17,4,801,464341,241464,222877,-,10,173,147,5,21,9,5,1361,661555,187204,474351,-,11,168,153,4,11,7,72,659,493231,303121,190110,4,46,158,135,6,17,20,5,837,338543,131717,206826,14,6,8,1,1,-,13,5,8,246,227,5,14,13,1,440,405784,149697,256087,8,7,1,-,-,-,8,7,1
"합계",강북구,154,111,34,9,30,-,879,258842,120607,138235,4,9,174,114,38,22,85,2,2796,633707,348743,284964,1,15,250,202,30,18,63,8,4462,799396,315009,484387,3,17,242,184,35,23,80,6,2467,935776,259221,676555,1,7,186,148,19,19,37,1,538,372502,159051,213451,1,8,150,112,19,19,54,9,1272,552679,302194,250485,1,11,201,168,14,19,79,4,1981,721665,223841,497824,5,7,229,211,9,9,99,5,2447,618876,385460,233416,1,3,189,171,10,8,81,1,805,397721,215218,182503,1,7,178,156,7,15,61,-,520,593257,152011,441246,1,12,170,135,9,26,77,-,2305,382715,185355,197360,4,6,186,173,4,9,75,-,652,339146,134341,204805,-,6,203,180,4,19,29,1,211,216838,104658,112180,4,2,167,149,3,15,28,-,693,217805,76389,141416,1,9,186,165,5,16,33,1,398,208380,99841,108539,1,5,146,130,3,13,41,-,488,410205,211977,198228,5,14,155,130,7,18,36,8,585.45,333463,178589,154874,14,8,6,1,1,-,13,7,6,200,184,5,11,24,5,703.5,502071,160192,341879,10,5,5,2,2,-,8,3,5
"합계",도봉구,136,91,36,9,29,2,889,218387,81535,136852,2,11,192,123,13,56,116,2,2566,715886,437662,278224,1,6,254,207,29,18,67,16,4933,841487,288725,552762,6,11,241,198,28,15,78,-,1378,202442,57259,145183,-,7,190,146,25,19,42,3,936,463312,144105,319207,1,6,144,112,14,18,42,5,983,310097,116433,193664,2,7,163,136,12,15,36,8,1477,327782,135776,192006,-,4,218,190,11,17,1,-,498,247014,84748,162266,1,1,197,175,9,13,1,-,408,265253,87309,177944,1,5,188,174,6,8,11,9,1429,644091,320265,323826,3,13,222,201,5,16,16,8,710,360498,212943,147555,5,5,192,176,8,8,12,2,2267,288836,76077,212759,2,6,237,217,3,17,18,8,346,201498,85113,116385,-,8,179,152,4,23,5,11,2063,768448,424291,344157,3,8,163,136,5,22,6,-,829,491309,184209,307100,-,7,140,125,3,12,3,2,324,219916,146778,73138,-,6,159,138,4,17,14,2,803,279020,156102,122918,13,7,6,2,2,-,11,5,6,179,161,10,8,28,13,518.98,248534,150721,97813,42,19,23,3,3,-,39,16,23
"합계",노원구,220,138,46,36,31,8,687,175534,74142,101392,1,5,296,157,48,91,60,-,1127,511029,200427,310602,-,9,299,236,33,30,58,8,2013,763944,304532,459412,1,10,335,278,45,12,50,16,5599,888549,407837,480712,1,11,228,185,34,9,55,8,856,351094,163341,187753,1,10,199,165,27,7,67,3,7212,404334,156364,247970,-,5,234,211,17,6,35,4,38549,312087,160771,151316,1,9,260,239,14,7,39,7,2951,355997,194393,161604,-,5,252,229,12,11,38,7,4647,864136,496931,367205,2,18,241,208,13,20,17,3,20625,436980,239029,197951,-,25,278,244,12,22,25,7,1045,350936,203253,147683,1,15,279,251,6,22,29,8,45623,566821,284890,281931,3,18,229,200,11,18,15,5,1299,331000,105994,225006,2,10,203,184,4,15,5,-,1204,185642,44268,141374,-,6,172,152,4,16,12,6,4449,383922,133610,250312,-,11,173,154,4,15,17,7,1108,432605,231336,201269,1,12,169,147,7,15,21,1,7005.89,376315,199302,177013,7,4,3,3,2,1,4,2,2,198,170,10,18,16,6,615.07,463000,156155,306845,15,11,4,-,-,-,15,11,4
"합계",은평구,187,129,40,18,40,15,934,259770,107871,151899,4,12,288,211,48,29,87,8,2063,607341,228721,378620,4,14,224,194,27,3,56,12,3040,502924,284326,218598,8,13,179,156,18,5,85,6,2697,267388,126522,140866,-,6,234,200,28,6,39,3,860,292299,117947,174352,3,17,250,194,30,26,37,2,1691,325107,94340,230767,-,3,220,198,6,16,29,3,861,212311,93181,119130,1,2,211,170,12,29,40,-,1115,388688,130805,257883,-,12,198,155,8,35,19,2,1512,338505,138268,200237,4,7,244,199,17,28,19,2,3431,404665,149403,255262,-,3,217,190,6,21,6,1,542,237240,114031,123209,2,6,159,125,2,32,15,2,416,218200,100299,117901,-,3,214,184,4,26,12,2,872,419503,217662,201841,5,10,196,165,6,25,41,20,7160,2412769,1901761,511008,3,20,192,169,6,17,31,1,5914,504788,270762,234026,2,6,160,145,2,13,18,11,882,875722,340436,535286,3,8,217,195,3,19,15,6,3375.03,609785,191089,418696,17,10,7,1,-,1,16,10,6,248,224,6,18,22,3,383.35,273087,140798,132289,7,6,1,-,-,-,7,6,1
"합계",서대문구,159,122,27,10,40,5,828,240480,74571,165909,2,10,297,243,26,28,52,8,1385,526937,321146,205791,5,11,294,241,52,1,29,1,1657,318247,157198,161049,2,7,248,198,45,5,34,5,1405,277153,120873,156280,2,3,205,189,13,3,68,4,1433,394654,202858,191796,3,5,209,193,9,7,54,1,2258,335824,130698,205126,-,3,173,150,11,12,45,1,1194,383633,216456,167177,-,6,221,199,14,8,20,-,601,486725,184070,302655,3,5,212,188,8,16,16,-,455,184698,80578,104120,1,10,215,198,3,14,21,10,704,186457,80267,106190,1,4,227,202,4,21,21,6,555,376653,133364,243289,-,4,232,215,6,11,13,4,736,397573,181371,216202,1,15,229,210,11,8,22,2,639,7877501,236471,7641030,4,9,269,246,6,17,19,7,356,220960,109764,111196,1,12,220,194,3,23,15,2,783,928985,507160,421825,3,4,262,236,6,20,4,8,354,249728,122287,127441,-,7,223,196,6,21,8,4,946.19,496822,248014,248808,9,4,5,2,1,1,7,3,4,209,189,1,19,-,20,905.67,748336,501586,246750,12,8,4,-,-,-,12,8,4
"합계",마포구,171,108,24,39,32,-,440,408303,96417,311886,1,10,324,162,74,88,79,6,4194,1137995,443543,694452,2,32,294,237,41,16,59,29,4383,577137,257774,319363,5,13,192,145,31,16,101,-,1583,424253,186942,237311,1,13,179,157,10,12,106,1,1367,735473,268054,467419,1,9,209,189,9,11,126,-,1116,390298,130966,259332,2,8,209,181,7,21,83,-,539,417956,128908,289048,2,19,226,196,9,21,57,-,566,337125,145285,191840,1,14,250,224,6,20,62,1,614,344752,105120,239632,3,8,251,216,5,30,52,2,511,310170,114284,195886,-,4,283,246,5,32,44,1,759,339916,124287,215629,-,9,235,210,3,22,23,2,5318,1359029,1051681,307348,1,7,254,237,2,15,56,-,725,282984,132459,150525,2,4,246,214,3,29,55,2,1123,393425,163683,229742,-,13,240,213,6,21,15,4,2194,2069049,1349817,719232,3,29,242,212,5,25,15,4,556,591687,229022,362665,2,7,250,237,-,13,34,19,964.14,638235,273997,364238,15,6,9,1,1,-,14,5,9,271,254,6,11,41,7,977.17,1003983,571621,432362,7,4,3,2,1,1,5,3,2
"합계",양천구,197,138,15,44,30,-,1879,364614,119850,244764,1,16,225,155,22,48,70,-,1931,552318,198138,354180,3,14,234,199,18,17,73,-,2742,221178,77339,143839,-,17,269,229,22,18,100,-,1869,431025,151476,279549,2,7,207,183,12,12,49,-,355,257157,97743,159414,2,6,230,192,14,24,44,2,934,509373,251054,258319,2,9,209,191,5,13,4,1,404,207781,71473,136308,-,4,233,212,3,18,8,-,728,498249,142332,355917,2,23,209,181,4,24,8,7,2554,2485314,711898,1773416,3,5,218,195,8,15,11,-,349,197790,116034,81756,-,4,229,214,5,10,13,-,507,247184,101203,145981,-,3,244,227,7,10,15,-,890,300631,110271,190360,-,7,219,204,4,11,15,1,388,357569,136819,220750,1,11,163,152,3,8,18,-,388,465720,107052,358668,2,7,153,137,6,10,13,3,256,215416,86760,128656,-,4,151,138,2,11,8,7,307,576094,192645,383449,2,3,159,144,1,14,-,1,460.1,366561,182185,184376,6,4,2,-,-,-,6,4,2,162,134,5,23,-,-,372.1,459875,183475,276400,11,7,4,-,-,-,11,7,4
"합계",강서구,244,183,18,43,49,9,575,263412,91253,172159,1,18,381,212,31,138,62,7,1815,772425,356835,415590,4,9,388,347,23,18,129,-,5280,776814,265967,510847,-,15,309,267,21,21,103,10,4701,485585,249046,236539,2,13,260,228,15,17,66,-,1298,1160242,383107,777135,1,9,353,323,14,16,92,1,1993,933933,571765,362168,4,11,282,263,7,12,83,3,2145,1497794,219817,1277977,1,12,242,221,11,10,48,4,2173,1864010,577478,1286532,2,10,306,284,6,16,22,4,1423,677327,378070,299257,1,42,301,252,10,39,22,-,948,404432,158340,246092,2,3,372,335,2,35,34,-,5668,851150,390354,460796,5,20,364,330,5,29,14,4,2628,706871,342521,364350,3,22,383,347,12,24,13,16,1062,393401,196115,197286,2,18,331,302,6,23,24,10,1642,666297,251606,414691,-,24,212,193,2,17,37,2,361,200966,91566,109400,3,5,223,197,5,21,37,1,560,559614,196597,363017,2,12,223,181,1,41,48,3,903.4,545016,194604,350412,15,10,5,4,3,1,11,7,4,274,219,5,50,10,21,252.26,523453,180255,343198,5,4,1,-,-,-,5,4,1
