자치구,년월,발생건수,부상자수,사망자수,버스승객수
강남구,2005-01,212.0,330.0,2.0,0.0
강남구,2005-02,176.0,299.0,1.0,0.0
강남구,2005-03,225.0,323.0,2.0,0.0
강남구,2005-04,247.0,337.0,2.0,0.0
강남구,2005-05,275.0,404.0,3.0,0.0
강남구,2005-06,268.0,399.0,3.0,0.0
강남구,2005-07,299.0,447.0,3.0,0.0
강남구,2005-08,300.0,448.0,2.0,0.0
강남구,2005-09,280.0,422.0,1.0,0.0
강남구,2005-10,264.0,389.0,4.0,0.0
강남구,2005-11,249.0,368.0,2.0,0.0
강남구,2005-12,331.0,516.0,3.0,0.0
강남구,2006-01,209.0,330.0,3.0,0.0
강남구,2006-02,234.0,354.0,3.0,0.0
강남구,2006-03,229.0,311.0,1.0,0.0
강남구,2006-04,267.0,383.0,2.0,0.0
강남구,2006-05,320.0,471.0,1.0,0.0
강남구,2006-06,277.0,404.0,5.0,0.0
강남구,2006-07,321.0,497.0,5.0,0.0
강남구,2006-08,352.0,507.0,3.0,0.0
강남구,2006-09,328.0,470.0,3.0,0.0
강남구,2006-10,232.0,335.0,4.0,0.0
강남구,2006-11,300.0,446.0,5.0,0.0
강남구,2006-12,252.0,361.0,2.0,0.0
강남구,2007-01,262.0,394.0,2.0,0.0
강남구,2007-02,244.0,409.0,1.0,0.0
강남구,2007-03,294.0,430.0,2.0,0.0
강남구,2007-04,269.0,380.0,0.0,0.0
강남구,2007-05,261.0,366.0,2.0,0.0
강남구,2007-06,304.0,435.0,6.0,0.0
강남구,2007-07,288.0,420.0,4.0,0.0
강남구,2007-08,274.0,403.0,3.0,0.0
강남구,2007-09,278.0,414.0,2.0,0.0
강남구,2007-10,290.0,395.0,3.0,0.0
강남구,2007-11,277.0,383.0,4.0,0.0
강남구,2007-12,270.0,407.0,1.0,0.0
강남구,2008-01,246.0,379.0,4.0,0.0
강남구,2008-02,190.0,278.0,2.0,0.0
강남구,2008-03,249.0,346.0,0.0,0.0
강남구,2008-04,288.0,405.0,1.0,0.0
강남구,2008-05,274.0,378.0,3.0,0.0
강남구,2008-06,303.0,475.0,1.0,0.0
강남구,2008-07,308.0,420.0,7.0,0.0
강남구,2008-08,241.0,330.0,1.0,0.0
강남구,2008-09,236.0,330.0,1.0,0.0
강남구,2008-10,258.0,355.0,1.0,0.0
강남구,2008-11,279.0,403.0,3.0,0.0
강남구,2008-12,259.0,370.0,1.0,0.0
강남구,2009-01,288.0,443.0,3.0,0.0
강남구,2009-02,263.0,364.0,4.0,0.0
강남구,2009-03,293.0,437.0,2.0,0.0
강남구,2009-04,340.0,444.0,3.0,0.0
강남구,2009-05,319.0,472.0,1.0,0.0
강남구,2009-06,305.0,439.0,1.0,0.0
강남구,2009-07,311.0,473.0,0.0,0.0
강남구,2009-08,313.0,484.0,2.0,0.0
강남구,2009-09,302.0,427.0,4.0,0.0
강남구,2009-10,331.0,497.0,5.0,0.0
강남구,2009-11,336.0,495.0,1.0,0.0
강남구,2009-12,322.0,480.0,1.0,0.0
강남구,2010-01,298.0,455.0,3.0,0.0
강남구,2010-02,260.0,386.0,2.0,0.0
강남구,2010-03,320.0,480.0,1.0,0.0
강남구,2010-04,325.0,464.0,3.0,0.0
강남구,2010-05,298.0,405.0,3.0,0.0
강남구,2010-06,300.0,439.0,7.0,0.0
강남구,2010-07,330.0,484.0,4.0,0.0
강남구,2010-08,280.0,389.0,0.0,0.0
강남구,2010-09,270.0,406.0,1.0,0.0
강남구,2010-10,288.0,430.0,1.0,0.0
강남구,2010-11,300.0,424.0,3.0,0.0
강남구,2010-12,282.0,414.0,3.0,0.0
강남구,2011-01,229.0,331.0,4.0,0.0
강남구,2011-02,204.0,297.0,2.0,0.0
강남구,2011-03,260.0,374.0,1.0,0.0
강남구,2011-04,292.0,436.0,2.0,0.0
강남구,2011-05,281.0,398.0,4.0,0.0
강남구,2011-06,289.0,431.0,6.0,0.0
강남구,2011-07,350.0,494.0,2.0,0.0
강남구,2011-08,294.0,449.0,4.0,0.0
강남구,2011-09,299.0,417.0,1.0,0.0
강남구,2011-10,353.0,544.0,3.0,0.0
강남구,2011-11,333.0,461.0,5.0,0.0
강남구,2011-12,378.0,552.0,2.0,0.0
강남구,2012-01,303.0,463.0,3.0,0.0
강남구,2012-02,279.0,452.0,1.0,0.0
강남구,2012-03,341.0,515.0,3.0,0.0
강남구,2012-04,305.0,461.0,1.0,0.0
강남구,2012-05,333.0,485.0,1.0,0.0
강남구,2012-06,323.0,457.0,3.0,0.0
강남구,2012-07,363.0,481.0,4.0,0.0
강남구,2012-08,300.0,442.0,3.0,0.0
강남구,2012-09,311.0,448.0,2.0,0.0
강남구,2012-10,303.0,432.0,0.0,0.0
강남구,2012-11,348.0,483.0,2.0,0.0
강남구,2012-12,334.0,547.0,2.0,0.0
강남구,2013-01,287.0,444.0,2.0,0.0
강남구,2013-02,267.0,437.0,1.0,0.0
강남구,2013-03,304.0,459.0,3.0,0.0
강남구,2013-04,309.0,474.0,5.0,0.0
강남구,2013-05,307.0,456.0,3.0,0.0
강남구,2013-06,287.0,406.0,1.0,0.0
강남구,2013-07,331.0,502.0,1.0,0.0
강남구,2013-08,294.0,414.0,5.0,0.0
강남구,2013-09,256.0,370.0,0.0,0.0
강남구,2013-10,316.0,439.0,4.0,0.0
강남구,2013-11,337.0,452.0,3.0,0.0
강남구,2013-12,315.0,473.0,3.0,0.0
강남구,2014-01,270.0,360.0,0.0,0.0
강남구,2014-02,264.0,393.0,0.0,0.0
강남구,2014-03,300.0,404.0,4.0,0.0
강남구,2014-04,292.0,405.0,1.0,0.0
강남구,2014-05,298.0,426.0,2.0,0.0
강남구,2014-06,323.0,487.0,3.0,0.0
강남구,2014-07,326.0,464.0,1.0,0.0
강남구,2014-08,278.0,429.0,1.0,0.0
강남구,2014-09,297.0,424.0,2.0,0.0
강남구,2014-10,309.0,465.0,2.0,0.0
강남구,2014-11,334.0,498.0,1.0,0.0
강남구,2014-12,333.0,514.0,0.0,0.0
강남구,2015-01,309.0,453.0,1.0,0.0
강남구,2015-02,287.0,424.0,2.0,0.0
강남구,2015-03,345.0,552.0,5.0,0.0
강남구,2015-04,322.0,473.0,1.0,0.0
강남구,2015-05,303.0,438.0,1.0,0.0
강남구,2015-06,296.0,433.0,0.0,0.0
강남구,2015-07,377.0,535.0,0.0,0.0
강남구,2015-08,320.0,435.0,2.0,0.0
강남구,2015-09,306.0,411.0,2.0,0.0
강남구,2015-10,371.0,499.0,3.0,0.0
강남구,2015-11,360.0,513.0,1.0,0.0
강남구,2015-12,374.0,520.0,2.0,0.0
강남구,2016-01,282.0,420.0,0.0,0.0
강남구,2016-02,245.0,356.0,0.0,0.0
강남구,2016-03,325.0,423.0,3.0,0.0
강남구,2016-04,333.0,454.0,0.0,0.0
강남구,2016-05,330.0,447.0,1.0,0.0
강남구,2016-06,341.0,489.0,3.0,0.0
강남구,2016-07,354.0,501.0,1.0,0.0
강남구,2016-08,323.0,449.0,0.0,0.0
강남구,2016-09,311.0,442.0,0.0,0.0
강남구,2016-10,336.0,504.0,3.0,0.0
강남구,2016-11,318.0,457.0,0.0,0.0
강남구,2016-12,330.0,503.0,1.0,0.0
강남구,2017-01,302.0,464.0,2.0,0.0
강남구,2017-02,256.0,366.0,1.0,0.0
강남구,2017-03,296.0,433.0,3.0,0.0
강남구,2017-04,275.0,388.0,1.0,0.0
강남구,2017-05,281.0,405.0,1.0,0.0
강남구,2017-06,299.0,423.0,2.0,0.0
강남구,2017-07,296.0,423.0,0.0,0.0
강남구,2017-08,287.0,401.0,1.0,0.0
강남구,2017-09,282.0,390.0,5.0,0.0
강남구,2017-10,270.0,387.0,2.0,0.0
강남구,2017-11,302.0,410.0,1.0,0.0
강남구,2017-12,323.0,469.0,0.0,0.0
강남구,2018-01,316.0,456.0,1.0,0.0
강남구,2018-02,249.0,369.0,1.0,0.0
강남구,2018-03,278.0,393.0,3.0,0.0
강남구,2018-04,283.0,411.0,1.0,0.0
강남구,2018-05,288.0,404.0,0.0,0.0
강남구,2018-06,288.0,436.0,0.0,0.0
강남구,2018-07,326.0,427.0,2.0,0.0
강남구,2018-08,301.0,438.0,3.0,0.0
강남구,2018-09,249.0,356.0,2.0,0.0
강남구,2018-10,297.0,403.0,2.0,0.0
강남구,2018-11,292.0,447.0,2.0,0.0
강남구,2018-12,292.0,427.0,3.0,0.0
강남구,2019-01,281.0,412.0,2.0,0.0
강남구,2019-02,227.0,315.0,3.0,0.0
강남구,2019-03,280.0,401.0,2.0,0.0
강남구,2019-04,295.0,389.0,0.0,0.0
강남구,2019-05,320.0,484.0,0.0,0.0
강남구,2019-06,302.0,442.0,1.0,0.0
강남구,2019-07,326.0,450.0,0.0,0.0
강남구,2019-08,320.0,435.0,1.0,0.0
강남구,2019-09,302.0,389.0,0.0,0.0
강남구,2019-10,336.0,440.0,2.0,0.0
강남구,2019-11,383.0,542.0,2.0,0.0
강남구,2019-12,350.0,483.0,1.0,0.0
강남구,2020-01,275.0,393.0,3.0,0.0
강남구,2020-02,343.0,450.0,2.0,0.0
강남구,2020-03,265.0,365.0,1.0,0.0
강남구,2020-04,291.0,426.0,3.0,0.0
강남구,2020-05,320.0,441.0,3.0,0.0
강남구,2020-06,337.0,474.0,0.0,0.0
강남구,2020-07,396.0,539.0,0.0,0.0
강남구,2020-08,330.0,484.0,1.0,0.0
강남구,2020-09,309.0,432.0,0.0,0.0
강남구,2020-10,302.0,417.0,2.0,0.0
강남구,2020-11,315.0,409.0,2.0,0.0
강남구,2020-12,269.0,359.0,0.0,0.0
강남구,2021-01,315.0,433.0,1.0,0.0
강남구,2021-02,315.0,428.0,0.0,0.0
강남구,2021-03,299.0,410.0,0.0,0.0
강남구,2021-04,325.0,429.0,1.0,0.0
강남구,2021-05,310.0,422.0,0.0,0.0
강남구,2021-06,339.0,467.0,0.0,0.0
강남구,2021-07,322.0,435.0,1.0,0.0
강남구,2021-08,301.0,412.0,2.0,0.0
강남구,2021-09,306.0,390.0,1.0,0.0
강남구,2021-10,330.0,453.0,1.0,0.0
강남구,2021-11,336.0,468.0,0.0,0.0
강남구,2021-12,322.0,428.0,3.0,0.0
강남구,2022-01,339.0,448.0,0.0,7796272.0
강남구,2022-02,221.0,322.0,1.0,6687447.0
강남구,2022-03,244.0,326.0,3.0,7502696.0
강남구,2022-04,327.0,455.0,1.0,8484559.0
강남구,2022-05,319.0,457.0,3.0,9172697.0
강남구,2022-06,322.0,428.0,1.0,8865863.0
강남구,2022-07,360.0,476.0,1.0,9501091.0
강남구,2022-08,307.0,431.0,1.0,9412532.0
강남구,2022-09,304.0,421.0,1.0,8335562.0
강남구,2022-10,343.0,452.0,0.0,8982070.0
강남구,2022-11,331.0,439.0,2.0,8839656.0
강남구,2022-12,292.0,397.0,2.0,8674546.0
강남구,2023-01,293.0,408.0,0.0,7988011.0
강남구,2023-02,283.0,367.0,1.0,8103926.0
강남구,2023-03,330.0,438.0,1.0,9006283.0
강남구,2023-04,347.0,486.0,1.0,8534584.0
강남구,2023-05,315.0,420.0,0.0,8774909.0
강남구,2023-06,313.0,433.0,0.0,8937715.0
강남구,2023-07,344.0,465.0,1.0,9167739.0
강남구,2023-08,324.0,429.0,0.0,9000800.0
강남구,2023-09,315.0,401.0,1.0,8441191.0
강남구,2023-10,341.0,449.0,0.0,8580155.0
강남구,2023-11,358.0,446.0,1.0,8872379.0
강남구,2023-12,363.0,487.0,1.0,8698587.0
강남구,2024-01,287.0,379.0,1.0,8732464.0
강남구,2024-02,269.0,360.0,2.0,7963189.0
강남구,2024-03,293.0,406.0,0.0,8913202.0
강남구,2024-04,320.0,426.0,0.0,9056109.0
강남구,2024-05,290.0,356.0,2.0,9232943.0
강남구,2024-06,321.0,424.0,1.0,9063970.0
강남구,2024-07,339.0,436.0,0.0,9772186.0
강남구,2024-08,347.0,422.0,1.0,9750055.0
강남구,2024-09,300.0,370.0,1.0,8958128.0
강남구,2024-10,328.0,439.0,1.0,9691020.0
강남구,2024-11,346.0,441.0,0.0,9751560.0
강남구,2024-12,314.0,404.0,2.0,9696488.0
강남구,2025-01,0.0,0.0,0.0,7964981.0
강남구,2025-02,0.0,0.0,0.0,8796318.0
강남구,2025-03,0.0,0.0,0.0,9659937.0
강남구,2025-04,0.0,0.0,0.0,1893562.0
강동구,2005-01,101.0,138.0,4.0,0.0
강동구,2005-02,85.0,109.0,4.0,0.0
강동구,2005-03,93.0,126.0,1.0,0.0
강동구,2005-04,112.0,152.0,2.0,0.0
강동구,2005-05,117.0,154.0,0.0,0.0
강동구,2005-06,109.0,156.0,0.0,0.0
강동구,2005-07,129.0,186.0,2.0,0.0
강동구,2005-08,108.0,145.0,3.0,0.0
강동구,2005-09,119.0,154.0,1.0,0.0
강동구,2005-10,110.0,158.0,0.0,0.0
강동구,2005-11,118.0,164.0,1.0,0.0
강동구,2005-12,129.0,196.0,1.0,0.0
강동구,2006-01,71.0,90.0,1.0,0.0
강동구,2006-02,87.0,128.0,1.0,0.0
강동구,2006-03,104.0,136.0,2.0,0.0
강동구,2006-04,115.0,159.0,2.0,0.0
강동구,2006-05,89.0,124.0,2.0,0.0
강동구,2006-06,95.0,140.0,0.0,0.0
강동구,2006-07,116.0,169.0,1.0,0.0
강동구,2006-08,125.0,168.0,1.0,0.0
강동구,2006-09,117.0,153.0,2.0,0.0
강동구,2006-10,125.0,187.0,0.0,0.0
강동구,2006-11,125.0,161.0,3.0,0.0
강동구,2006-12,102.0,138.0,1.0,0.0
강동구,2007-01,86.0,147.0,1.0,0.0
강동구,2007-02,116.0,163.0,2.0,0.0
강동구,2007-03,125.0,175.0,1.0,0.0
강동구,2007-04,134.0,184.0,2.0,0.0
강동구,2007-05,130.0,185.0,2.0,0.0
강동구,2007-06,127.0,170.0,1.0,0.0
강동구,2007-07,116.0,182.0,2.0,0.0
강동구,2007-08,124.0,163.0,3.0,0.0
강동구,2007-09,157.0,226.0,0.0,0.0
강동구,2007-10,108.0,148.0,2.0,0.0
강동구,2007-11,120.0,155.0,1.0,0.0
강동구,2007-12,136.0,208.0,2.0,0.0
강동구,2008-01,104.0,166.0,1.0,0.0
강동구,2008-02,101.0,147.0,0.0,0.0
강동구,2008-03,124.0,155.0,2.0,0.0
강동구,2008-04,130.0,178.0,2.0,0.0
강동구,2008-05,157.0,213.0,0.0,0.0
강동구,2008-06,171.0,226.0,0.0,0.0
강동구,2008-07,159.0,211.0,2.0,0.0
강동구,2008-08,148.0,199.0,2.0,0.0
강동구,2008-09,125.0,197.0,0.0,0.0
강동구,2008-10,166.0,229.0,1.0,0.0
강동구,2008-11,151.0,204.0,1.0,0.0
강동구,2008-12,156.0,227.0,2.0,0.0
강동구,2009-01,120.0,169.0,4.0,0.0
강동구,2009-02,118.0,157.0,0.0,0.0
강동구,2009-03,149.0,202.0,1.0,0.0
강동구,2009-04,120.0,170.0,2.0,0.0
강동구,2009-05,137.0,181.0,3.0,0.0
강동구,2009-06,107.0,152.0,3.0,0.0
강동구,2009-07,147.0,201.0,3.0,0.0
강동구,2009-08,116.0,155.0,2.0,0.0
강동구,2009-09,131.0,168.0,3.0,0.0
강동구,2009-10,148.0,223.0,0.0,0.0
강동구,2009-11,125.0,179.0,0.0,0.0
강동구,2009-12,127.0,173.0,1.0,0.0
강동구,2010-01,114.0,174.0,1.0,0.0
강동구,2010-02,97.0,148.0,0.0,0.0
강동구,2010-03,113.0,155.0,0.0,0.0
강동구,2010-04,111.0,161.0,2.0,0.0
강동구,2010-05,149.0,204.0,1.0,0.0
강동구,2010-06,110.0,153.0,0.0,0.0
강동구,2010-07,126.0,170.0,3.0,0.0
강동구,2010-08,121.0,159.0,1.0,0.0
강동구,2010-09,114.0,142.0,1.0,0.0
강동구,2010-10,138.0,181.0,3.0,0.0
강동구,2010-11,113.0,152.0,2.0,0.0
강동구,2010-12,104.0,146.0,0.0,0.0
강동구,2011-01,114.0,154.0,1.0,0.0
강동구,2011-02,80.0,115.0,0.0,0.0
강동구,2011-03,106.0,147.0,2.0,0.0
강동구,2011-04,113.0,157.0,1.0,0.0
강동구,2011-05,128.0,200.0,0.0,0.0
강동구,2011-06,109.0,174.0,2.0,0.0
강동구,2011-07,126.0,176.0,2.0,0.0
강동구,2011-08,120.0,168.0,3.0,0.0
강동구,2011-09,137.0,214.0,1.0,0.0
강동구,2011-10,149.0,214.0,1.0,0.0
강동구,2011-11,126.0,186.0,0.0,0.0
강동구,2011-12,115.0,175.0,0.0,0.0
강동구,2012-01,94.0,124.0,1.0,0.0
강동구,2012-02,113.0,159.0,2.0,0.0
강동구,2012-03,114.0,157.0,0.0,0.0
강동구,2012-04,122.0,174.0,1.0,0.0
강동구,2012-05,113.0,165.0,2.0,0.0
강동구,2012-06,134.0,170.0,2.0,0.0
강동구,2012-07,120.0,170.0,3.0,0.0
강동구,2012-08,127.0,193.0,3.0,0.0
강동구,2012-09,133.0,186.0,1.0,0.0
강동구,2012-10,128.0,156.0,1.0,0.0
강동구,2012-11,138.0,204.0,1.0,0.0
강동구,2012-12,122.0,171.0,1.0,0.0
강동구,2013-01,104.0,156.0,2.0,0.0
강동구,2013-02,101.0,172.0,1.0,0.0
강동구,2013-03,116.0,148.0,2.0,0.0
강동구,2013-04,103.0,129.0,0.0,0.0
강동구,2013-05,130.0,192.0,1.0,0.0
강동구,2013-06,142.0,198.0,2.0,0.0
강동구,2013-07,111.0,151.0,2.0,0.0
강동구,2013-08,107.0,161.0,1.0,0.0
강동구,2013-09,99.0,136.0,0.0,0.0
강동구,2013-10,129.0,188.0,0.0,0.0
강동구,2013-11,118.0,157.0,1.0,0.0
강동구,2013-12,96.0,154.0,0.0,0.0
강동구,2014-01,90.0,163.0,2.0,0.0
강동구,2014-02,101.0,159.0,1.0,0.0
강동구,2014-03,123.0,174.0,1.0,0.0
강동구,2014-04,108.0,167.0,1.0,0.0
강동구,2014-05,116.0,152.0,0.0,0.0
강동구,2014-06,129.0,159.0,1.0,0.0
강동구,2014-07,150.0,196.0,1.0,0.0
강동구,2014-08,136.0,177.0,1.0,0.0
강동구,2014-09,115.0,157.0,3.0,0.0
강동구,2014-10,123.0,152.0,1.0,0.0
강동구,2014-11,153.0,210.0,1.0,0.0
강동구,2014-12,98.0,148.0,1.0,0.0
강동구,2015-01,118.0,167.0,2.0,0.0
강동구,2015-02,97.0,152.0,0.0,0.0
강동구,2015-03,132.0,193.0,2.0,0.0
강동구,2015-04,125.0,171.0,3.0,0.0
강동구,2015-05,122.0,194.0,2.0,0.0
강동구,2015-06,109.0,130.0,1.0,0.0
강동구,2015-07,135.0,176.0,3.0,0.0
강동구,2015-08,136.0,206.0,2.0,0.0
강동구,2015-09,139.0,195.0,1.0,0.0
강동구,2015-10,140.0,220.0,2.0,0.0
강동구,2015-11,125.0,166.0,3.0,0.0
강동구,2015-12,116.0,159.0,2.0,0.0
강동구,2016-01,103.0,147.0,1.0,0.0
강동구,2016-02,124.0,162.0,2.0,0.0
강동구,2016-03,118.0,177.0,2.0,0.0
강동구,2016-04,135.0,193.0,0.0,0.0
강동구,2016-05,124.0,161.0,2.0,0.0
강동구,2016-06,114.0,150.0,0.0,0.0
강동구,2016-07,134.0,175.0,4.0,0.0
강동구,2016-08,123.0,159.0,0.0,0.0
강동구,2016-09,108.0,156.0,2.0,0.0
강동구,2016-10,110.0,149.0,1.0,0.0
강동구,2016-11,119.0,166.0,1.0,0.0
강동구,2016-12,114.0,162.0,2.0,0.0
강동구,2017-01,105.0,138.0,0.0,0.0
강동구,2017-02,117.0,190.0,1.0,0.0
강동구,2017-03,115.0,149.0,4.0,0.0
강동구,2017-04,98.0,136.0,3.0,0.0
강동구,2017-05,125.0,176.0,2.0,0.0
강동구,2017-06,134.0,195.0,2.0,0.0
강동구,2017-07,90.0,125.0,2.0,0.0
강동구,2017-08,117.0,151.0,2.0,0.0
강동구,2017-09,131.0,172.0,1.0,0.0
강동구,2017-10,143.0,178.0,0.0,0.0
강동구,2017-11,94.0,124.0,0.0,0.0
강동구,2017-12,102.0,139.0,2.0,0.0
강동구,2018-01,85.0,101.0,1.0,0.0
강동구,2018-02,100.0,136.0,1.0,0.0
강동구,2018-03,118.0,157.0,2.0,0.0
강동구,2018-04,124.0,152.0,2.0,0.0
강동구,2018-05,123.0,190.0,1.0,0.0
강동구,2018-06,119.0,178.0,0.0,0.0
강동구,2018-07,124.0,171.0,2.0,0.0
강동구,2018-08,120.0,161.0,0.0,0.0
강동구,2018-09,121.0,159.0,0.0,0.0
강동구,2018-10,138.0,189.0,0.0,0.0
강동구,2018-11,114.0,135.0,3.0,0.0
강동구,2018-12,132.0,193.0,0.0,0.0
강동구,2019-01,98.0,115.0,1.0,0.0
강동구,2019-02,87.0,133.0,0.0,0.0
강동구,2019-03,122.0,163.0,0.0,0.0
강동구,2019-04,112.0,153.0,0.0,0.0
강동구,2019-05,139.0,192.0,1.0,0.0
강동구,2019-06,123.0,179.0,1.0,0.0
강동구,2019-07,146.0,189.0,2.0,0.0
강동구,2019-08,127.0,175.0,2.0,0.0
강동구,2019-09,98.0,137.0,2.0,0.0
강동구,2019-10,108.0,144.0,1.0,0.0
강동구,2019-11,146.0,199.0,0.0,0.0
강동구,2019-12,108.0,131.0,1.0,0.0
강동구,2020-01,100.0,122.0,0.0,0.0
강동구,2020-02,102.0,130.0,1.0,0.0
강동구,2020-03,66.0,82.0,0.0,0.0
강동구,2020-04,117.0,151.0,1.0,0.0
강동구,2020-05,119.0,150.0,0.0,0.0
강동구,2020-06,118.0,150.0,0.0,0.0
강동구,2020-07,100.0,122.0,0.0,0.0
강동구,2020-08,100.0,123.0,1.0,0.0
강동구,2020-09,122.0,173.0,2.0,0.0
강동구,2020-10,109.0,137.0,1.0,0.0
강동구,2020-11,103.0,126.0,0.0,0.0
강동구,2020-12,112.0,134.0,1.0,0.0
강동구,2021-01,105.0,151.0,1.0,0.0
강동구,2021-02,80.0,106.0,2.0,0.0
강동구,2021-03,104.0,144.0,0.0,0.0
강동구,2021-04,101.0,149.0,1.0,0.0
강동구,2021-05,89.0,115.0,0.0,0.0
강동구,2021-06,82.0,106.0,0.0,0.0
강동구,2021-07,70.0,85.0,0.0,0.0
강동구,2021-08,79.0,122.0,0.0,0.0
강동구,2021-09,73.0,90.0,1.0,0.0
강동구,2021-10,89.0,113.0,2.0,0.0
강동구,2021-11,97.0,126.0,2.0,0.0
강동구,2021-12,78.0,106.0,0.0,0.0
강동구,2022-01,109.0,166.0,1.0,2090454.0
강동구,2022-02,73.0,83.0,2.0,1825110.0
강동구,2022-03,90.0,117.0,1.0,2053614.0
강동구,2022-04,93.0,136.0,0.0,2271230.0
강동구,2022-05,87.0,116.0,0.0,2416288.0
강동구,2022-06,90.0,132.0,0.0,2364002.0
강동구,2022-07,101.0,130.0,0.0,2518397.0
강동구,2022-08,103.0,129.0,1.0,2510354.0
강동구,2022-09,94.0,125.0,0.0,2313457.0
강동구,2022-10,112.0,142.0,1.0,2475580.0
강동구,2022-11,96.0,123.0,1.0,2404454.0
강동구,2022-12,103.0,154.0,0.0,2415809.0
강동구,2023-01,94.0,125.0,1.0,2185350.0
강동구,2023-02,83.0,108.0,0.0,2177209.0
강동구,2023-03,73.0,85.0,1.0,2462669.0
강동구,2023-04,91.0,118.0,0.0,2344931.0
강동구,2023-05,111.0,137.0,0.0,2385081.0
강동구,2023-06,105.0,131.0,0.0,2414026.0
강동구,2023-07,114.0,156.0,1.0,2469451.0
강동구,2023-08,100.0,129.0,1.0,2444524.0
강동구,2023-09,109.0,143.0,0.0,2337689.0
강동구,2023-10,92.0,129.0,0.0,2531093.0
강동구,2023-11,113.0,138.0,0.0,2709302.0
강동구,2023-12,100.0,123.0,0.0,2731478.0
강동구,2024-01,70.0,93.0,0.0,2651560.0
강동구,2024-02,105.0,140.0,0.0,2464307.0
강동구,2024-03,117.0,150.0,1.0,2785813.0
강동구,2024-04,99.0,169.0,1.0,2804514.0
강동구,2024-05,121.0,167.0,2.0,2857823.0
강동구,2024-06,143.0,193.0,1.0,2771711.0
강동구,2024-07,121.0,156.0,1.0,2979737.0
강동구,2024-08,132.0,188.0,0.0,3295480.0
강동구,2024-09,126.0,168.0,1.0,3121211.0
강동구,2024-10,138.0,176.0,0.0,3305270.0
강동구,2024-11,133.0,166.0,1.0,3282513.0
강동구,2024-12,123.0,155.0,1.0,3310437.0
강동구,2025-01,0.0,0.0,0.0,2720632.0
강동구,2025-02,0.0,0.0,0.0,2991430.0
강동구,2025-03,0.0,0.0,0.0,3265672.0
강동구,2025-04,0.0,0.0,0.0,607131.0
강북구,2005-01,88.0,142.0,0.0,0.0
강북구,2005-02,71.0,98.0,1.0,0.0
강북구,2005-03,91.0,119.0,3.0,0.0
강북구,2005-04,92.0,140.0,1.0,0.0
강북구,2005-05,82.0,120.0,3.0,0.0
강북구,2005-06,76.0,113.0,3.0,0.0
강북구,2005-07,101.0,125.0,0.0,0.0
강북구,2005-08,92.0,132.0,1.0,0.0
강북구,2005-09,118.0,166.0,2.0,0.0
강북구,2005-10,100.0,137.0,1.0,0.0
강북구,2005-11,113.0,150.0,0.0,0.0
강북구,2005-12,112.0,164.0,3.0,0.0
강북구,2006-01,64.0,87.0,1.0,0.0
강북구,2006-02,75.0,114.0,0.0,0.0
강북구,2006-03,114.0,165.0,1.0,0.0
강북구,2006-04,118.0,176.0,1.0,0.0
강북구,2006-05,116.0,157.0,0.0,0.0
강북구,2006-06,102.0,134.0,0.0,0.0
강북구,2006-07,103.0,183.0,0.0,0.0
강북구,2006-08,109.0,161.0,2.0,0.0
강북구,2006-09,134.0,181.0,0.0,0.0
강북구,2006-10,114.0,150.0,1.0,0.0
강북구,2006-11,102.0,142.0,0.0,0.0
강북구,2006-12,107.0,127.0,1.0,0.0
강북구,2007-01,79.0,106.0,0.0,0.0
강북구,2007-02,81.0,120.0,1.0,0.0
강북구,2007-03,117.0,168.0,2.0,0.0
강북구,2007-04,102.0,144.0,0.0,0.0
강북구,2007-05,109.0,170.0,0.0,0.0
강북구,2007-06,120.0,168.0,0.0,0.0
강북구,2007-07,116.0,160.0,1.0,0.0
강북구,2007-08,104.0,150.0,1.0,0.0
강북구,2007-09,99.0,150.0,2.0,0.0
강북구,2007-10,133.0,174.0,2.0,0.0
강북구,2007-11,95.0,118.0,1.0,0.0
강북구,2007-12,108.0,164.0,1.0,0.0
강북구,2008-01,75.0,94.0,0.0,0.0
강북구,2008-02,77.0,121.0,0.0,0.0
강북구,2008-03,112.0,169.0,2.0,0.0
강북구,2008-04,123.0,174.0,1.0,0.0
강북구,2008-05,106.0,135.0,1.0,0.0
강북구,2008-06,125.0,174.0,0.0,0.0
강북구,2008-07,126.0,164.0,1.0,0.0
강북구,2008-08,119.0,169.0,1.0,0.0
강북구,2008-09,134.0,190.0,1.0,0.0
강북구,2008-10,121.0,156.0,0.0,0.0
강북구,2008-11,123.0,161.0,3.0,0.0
강북구,2008-12,132.0,180.0,2.0,0.0
강북구,2009-01,110.0,161.0,1.0,0.0
강북구,2009-02,111.0,160.0,0.0,0.0
강북구,2009-03,101.0,144.0,0.0,0.0
강북구,2009-04,114.0,157.0,8.0,0.0
강북구,2009-05,108.0,152.0,0.0,0.0
강북구,2009-06,132.0,157.0,3.0,0.0
강북구,2009-07,113.0,155.0,3.0,0.0
강북구,2009-08,110.0,150.0,2.0,0.0
강북구,2009-09,120.0,155.0,2.0,0.0
강북구,2009-10,134.0,165.0,1.0,0.0
강북구,2009-11,107.0,168.0,0.0,0.0
강북구,2009-12,132.0,225.0,0.0,0.0
강북구,2010-01,93.0,127.0,2.0,0.0
강북구,2010-02,93.0,131.0,2.0,0.0
강북구,2010-03,120.0,151.0,2.0,0.0
강북구,2010-04,112.0,147.0,0.0,0.0
