자치구,년월,발생건수,부상자수,사망자수,버스승객수
동작구,2021-06,126.0,167.0,1.0,0.0
동작구,2021-07,98.0,120.0,3.0,0.0
동작구,2021-08,98.0,126.0,1.0,0.0
동작구,2021-09,71.0,93.0,0.0,0.0
동작구,2021-10,89.0,116.0,0.0,0.0
동작구,2021-11,102.0,132.0,0.0,0.0
동작구,2021-12,104.0,143.0,2.0,0.0
동작구,2022-01,107.0,153.0,2.0,4804278.0
동작구,2022-02,78.0,112.0,2.0,4126659.0
동작구,2022-03,67.0,93.0,0.0,4784891.0
동작구,2022-04,93.0,122.0,0.0,5332168.0
동작구,2022-05,96.0,132.0,0.0,5755596.0
동작구,2022-06,96.0,118.0,0.0,5301323.0
동작구,2022-07,104.0,148.0,0.0,5499058.0
동작구,2022-08,95.0,121.0,1.0,5426490.0
동작구,2022-09,106.0,138.0,0.0,5284678.0
동작구,2022-10,114.0,163.0,1.0,5545693.0
동작구,2022-11,117.0,171.0,0.0,5419618.0
동작구,2022-12,144.0,180.0,1.0,5263594.0
동작구,2023-01,107.0,148.0,0.0,4676629.0
동작구,2023-02,96.0,127.0,1.0,4614409.0
동작구,2023-03,96.0,131.0,0.0,5536630.0
동작구,2023-04,95.0,129.0,0.0,5261862.0
동작구,2023-05,102.0,132.0,1.0,5452947.0
동작구,2023-06,108.0,145.0,1.0,5336683.0
동작구,2023-07,101.0,136.0,1.0,5264391.0
동작구,2023-08,105.0,143.0,0.0,5197176.0
동작구,2023-09,121.0,156.0,2.0,5246814.0
동작구,2023-10,105.0,136.0,0.0,5285890.0
동작구,2023-11,100.0,142.0,0.0,5353114.0
동작구,2023-12,106.0,143.0,0.0,5218475.0
동작구,2024-01,78.0,114.0,0.0,4920720.0
동작구,2024-02,82.0,105.0,0.0,4544874.0
동작구,2024-03,107.0,149.0,0.0,5413536.0
동작구,2024-04,119.0,144.0,0.0,5496842.0
동작구,2024-05,120.0,163.0,0.0,5652186.0
동작구,2024-06,98.0,122.0,0.0,5399066.0
동작구,2024-07,97.0,129.0,0.0,5525252.0
동작구,2024-08,112.0,142.0,2.0,5298654.0
동작구,2024-09,115.0,151.0,0.0,5303193.0
동작구,2024-10,113.0,158.0,0.0,5659688.0
동작구,2024-11,102.0,134.0,0.0,5571969.0
동작구,2024-12,87.0,104.0,0.0,5525425.0
동작구,2025-01,0.0,0.0,0.0,4442644.0
동작구,2025-02,0.0,0.0,0.0,4738229.0
동작구,2025-03,0.0,0.0,0.0,5721534.0
동작구,2025-04,0.0,0.0,0.0,1136040.0
마포구,2005-01,131.0,216.0,2.0,0.0
마포구,2005-02,100.0,150.0,3.0,0.0
마포구,2005-03,107.0,165.0,1.0,0.0
마포구,2005-04,127.0,205.0,1.0,0.0
마포구,2005-05,144.0,228.0,2.0,0.0
마포구,2005-06,117.0,197.0,0.0,0.0
마포구,2005-07,151.0,273.0,4.0,0.0
마포구,2005-08,128.0,220.0,4.0,0.0
마포구,2005-09,125.0,201.0,6.0,0.0
마포구,2005-10,145.0,205.0,1.0,0.0
마포구,2005-11,152.0,254.0,3.0,0.0
마포구,2005-12,125.0,203.0,0.0,0.0
마포구,2006-01,100.0,144.0,0.0,0.0
마포구,2006-02,98.0,151.0,3.0,0.0
마포구,2006-03,122.0,191.0,2.0,0.0
마포구,2006-04,114.0,182.0,0.0,0.0
마포구,2006-05,145.0,221.0,1.0,0.0
마포구,2006-06,148.0,232.0,1.0,0.0
마포구,2006-07,135.0,215.0,3.0,0.0
마포구,2006-08,143.0,206.0,2.0,0.0
마포구,2006-09,141.0,217.0,2.0,0.0
마포구,2006-10,149.0,240.0,1.0,0.0
마포구,2006-11,167.0,239.0,5.0,0.0
마포구,2006-12,127.0,191.0,2.0,0.0
마포구,2007-01,95.0,154.0,1.0,0.0
마포구,2007-02,94.0,151.0,5.0,0.0
마포구,2007-03,155.0,245.0,5.0,0.0
마포구,2007-04,114.0,172.0,2.0,0.0
마포구,2007-05,107.0,173.0,2.0,0.0
마포구,2007-06,135.0,209.0,5.0,0.0
마포구,2007-07,127.0,186.0,2.0,0.0
마포구,2007-08,122.0,197.0,0.0,0.0
마포구,2007-09,141.0,219.0,1.0,0.0
마포구,2007-10,142.0,215.0,1.0,0.0
마포구,2007-11,99.0,161.0,0.0,0.0
마포구,2007-12,108.0,159.0,0.0,0.0
마포구,2008-01,82.0,134.0,0.0,0.0
마포구,2008-02,74.0,102.0,2.0,0.0
마포구,2008-03,93.0,140.0,3.0,0.0
마포구,2008-04,118.0,200.0,1.0,0.0
마포구,2008-05,127.0,190.0,1.0,0.0
마포구,2008-06,166.0,246.0,0.0,0.0
마포구,2008-07,188.0,294.0,0.0,0.0
마포구,2008-08,167.0,248.0,1.0,0.0
마포구,2008-09,179.0,266.0,1.0,0.0
마포구,2008-10,152.0,233.0,2.0,0.0
마포구,2008-11,144.0,214.0,1.0,0.0
마포구,2008-12,183.0,277.0,0.0,0.0
마포구,2009-01,113.0,206.0,3.0,0.0
마포구,2009-02,118.0,204.0,3.0,0.0
마포구,2009-03,132.0,189.0,5.0,0.0
마포구,2009-04,130.0,190.0,2.0,0.0
마포구,2009-05,135.0,200.0,3.0,0.0
마포구,2009-06,146.0,196.0,1.0,0.0
마포구,2009-07,165.0,252.0,1.0,0.0
마포구,2009-08,144.0,214.0,1.0,0.0
마포구,2009-09,162.0,240.0,2.0,0.0
마포구,2009-10,148.0,205.0,2.0,0.0
마포구,2009-11,137.0,205.0,1.0,0.0
마포구,2009-12,128.0,225.0,5.0,0.0
마포구,2010-01,137.0,243.0,1.0,0.0
마포구,2010-02,142.0,232.0,1.0,0.0
마포구,2010-03,141.0,215.0,3.0,0.0
마포구,2010-04,143.0,221.0,2.0,0.0
마포구,2010-05,148.0,239.0,3.0,0.0
마포구,2010-06,136.0,196.0,0.0,0.0
마포구,2010-07,141.0,231.0,2.0,0.0
마포구,2010-08,135.0,212.0,1.0,0.0
마포구,2010-09,159.0,236.0,3.0,0.0
마포구,2010-10,163.0,245.0,5.0,0.0
마포구,2010-11,144.0,225.0,0.0,0.0
마포구,2010-12,137.0,202.0,1.0,0.0
마포구,2011-01,135.0,235.0,4.0,0.0
마포구,2011-02,112.0,164.0,1.0,0.0
마포구,2011-03,131.0,222.0,2.0,0.0
마포구,2011-04,158.0,255.0,1.0,0.0
마포구,2011-05,145.0,205.0,4.0,0.0
마포구,2011-06,136.0,194.0,1.0,0.0
마포구,2011-07,158.0,302.0,3.0,0.0
마포구,2011-08,122.0,179.0,2.0,0.0
마포구,2011-09,140.0,219.0,2.0,0.0
마포구,2011-10,137.0,203.0,0.0,0.0
마포구,2011-11,128.0,189.0,2.0,0.0
마포구,2011-12,121.0,163.0,1.0,0.0
마포구,2012-01,111.0,185.0,2.0,0.0
마포구,2012-02,103.0,165.0,1.0,0.0
마포구,2012-03,125.0,170.0,1.0,0.0
마포구,2012-04,131.0,193.0,0.0,0.0
마포구,2012-05,124.0,176.0,0.0,0.0
마포구,2012-06,134.0,233.0,3.0,0.0
마포구,2012-07,131.0,187.0,1.0,0.0
마포구,2012-08,137.0,207.0,2.0,0.0
마포구,2012-09,140.0,185.0,10.0,0.0
마포구,2012-10,136.0,188.0,1.0,0.0
마포구,2012-11,145.0,236.0,0.0,0.0
마포구,2012-12,144.0,238.0,2.0,0.0
마포구,2013-01,117.0,192.0,4.0,0.0
마포구,2013-02,110.0,159.0,4.0,0.0
마포구,2013-03,153.0,218.0,3.0,0.0
마포구,2013-04,158.0,311.0,1.0,0.0
마포구,2013-05,175.0,248.0,2.0,0.0
마포구,2013-06,140.0,193.0,0.0,0.0
마포구,2013-07,136.0,216.0,2.0,0.0
마포구,2013-08,159.0,283.0,0.0,0.0
마포구,2013-09,156.0,216.0,1.0,0.0
마포구,2013-10,158.0,278.0,3.0,0.0
마포구,2013-11,155.0,228.0,1.0,0.0
마포구,2013-12,130.0,190.0,2.0,0.0
마포구,2014-01,115.0,179.0,2.0,0.0
마포구,2014-02,105.0,156.0,2.0,0.0
마포구,2014-03,136.0,193.0,1.0,0.0
마포구,2014-04,134.0,197.0,3.0,0.0
마포구,2014-05,154.0,228.0,2.0,0.0
마포구,2014-06,174.0,260.0,0.0,0.0
마포구,2014-07,168.0,253.0,2.0,0.0
마포구,2014-08,141.0,224.0,1.0,0.0
마포구,2014-09,146.0,234.0,3.0,0.0
마포구,2014-10,166.0,241.0,1.0,0.0
마포구,2014-11,148.0,209.0,1.0,0.0
마포구,2014-12,172.0,259.0,2.0,0.0
마포구,2015-01,124.0,198.0,0.0,0.0
마포구,2015-02,116.0,184.0,0.0,0.0
마포구,2015-03,152.0,214.0,5.0,0.0
마포구,2015-04,150.0,215.0,1.0,0.0
마포구,2015-05,148.0,220.0,2.0,0.0
마포구,2015-06,172.0,283.0,0.0,0.0
마포구,2015-07,132.0,189.0,2.0,0.0
마포구,2015-08,152.0,228.0,0.0,0.0
마포구,2015-09,172.0,246.0,1.0,0.0
마포구,2015-10,166.0,257.0,2.0,0.0
마포구,2015-11,167.0,271.0,2.0,0.0
마포구,2015-12,151.0,225.0,2.0,0.0
마포구,2016-01,136.0,213.0,3.0,0.0
마포구,2016-02,116.0,163.0,4.0,0.0
마포구,2016-03,143.0,212.0,0.0,0.0
마포구,2016-04,136.0,208.0,0.0,0.0
마포구,2016-05,145.0,203.0,1.0,0.0
마포구,2016-06,139.0,219.0,2.0,0.0
마포구,2016-07,148.0,206.0,1.0,0.0
마포구,2016-08,158.0,236.0,1.0,0.0
마포구,2016-09,153.0,219.0,1.0,0.0
마포구,2016-10,178.0,283.0,0.0,0.0
마포구,2016-11,144.0,192.0,1.0,0.0
마포구,2016-12,172.0,251.0,1.0,0.0
마포구,2017-01,170.0,260.0,1.0,0.0
마포구,2017-02,155.0,247.0,0.0,0.0
마포구,2017-03,141.0,198.0,3.0,0.0
마포구,2017-04,138.0,208.0,1.0,0.0
마포구,2017-05,165.0,257.0,1.0,0.0
마포구,2017-06,163.0,241.0,1.0,0.0
마포구,2017-07,176.0,274.0,0.0,0.0
마포구,2017-08,168.0,235.0,0.0,0.0
마포구,2017-09,141.0,226.0,0.0,0.0
마포구,2017-10,152.0,219.0,1.0,0.0
마포구,2017-11,136.0,205.0,0.0,0.0
마포구,2017-12,154.0,223.0,0.0,0.0
마포구,2018-01,153.0,229.0,0.0,0.0
마포구,2018-02,137.0,217.0,1.0,0.0
마포구,2018-03,127.0,178.0,1.0,0.0
마포구,2018-04,129.0,181.0,1.0,0.0
마포구,2018-05,144.0,193.0,3.0,0.0
마포구,2018-06,141.0,215.0,0.0,0.0
마포구,2018-07,140.0,228.0,0.0,0.0
마포구,2018-08,124.0,185.0,2.0,0.0
마포구,2018-09,153.0,227.0,0.0,0.0
마포구,2018-10,148.0,202.0,2.0,0.0
마포구,2018-11,148.0,203.0,1.0,0.0
마포구,2018-12,127.0,171.0,0.0,0.0
마포구,2019-01,110.0,160.0,0.0,0.0
마포구,2019-02,112.0,160.0,1.0,0.0
마포구,2019-03,108.0,150.0,0.0,0.0
마포구,2019-04,104.0,142.0,0.0,0.0
마포구,2019-05,139.0,193.0,2.0,0.0
마포구,2019-06,129.0,182.0,0.0,0.0
마포구,2019-07,148.0,224.0,1.0,0.0
마포구,2019-08,145.0,206.0,0.0,0.0
마포구,2019-09,121.0,175.0,1.0,0.0
마포구,2019-10,129.0,189.0,0.0,0.0
마포구,2019-11,124.0,175.0,0.0,0.0
마포구,2019-12,125.0,167.0,2.0,0.0
마포구,2020-01,98.0,129.0,2.0,0.0
마포구,2020-02,117.0,164.0,2.0,0.0
마포구,2020-03,109.0,155.0,0.0,0.0
마포구,2020-04,104.0,140.0,0.0,0.0
마포구,2020-05,131.0,191.0,2.0,0.0
마포구,2020-06,114.0,173.0,0.0,0.0
마포구,2020-07,104.0,138.0,1.0,0.0
마포구,2020-08,114.0,159.0,1.0,0.0
마포구,2020-09,109.0,151.0,2.0,0.0
마포구,2020-10,102.0,134.0,1.0,0.0
마포구,2020-11,89.0,118.0,0.0,0.0
마포구,2020-12,81.0,102.0,2.0,0.0
마포구,2021-01,89.0,120.0,0.0,0.0
마포구,2021-02,76.0,113.0,1.0,0.0
마포구,2021-03,85.0,114.0,0.0,0.0
마포구,2021-04,108.0,156.0,1.0,0.0
마포구,2021-05,100.0,134.0,4.0,0.0
마포구,2021-06,110.0,151.0,1.0,0.0
마포구,2021-07,90.0,127.0,2.0,0.0
마포구,2021-08,93.0,135.0,2.0,0.0
마포구,2021-09,100.0,155.0,1.0,0.0
마포구,2021-10,91.0,125.0,0.0,0.0
마포구,2021-11,83.0,133.0,0.0,0.0
마포구,2021-12,77.0,110.0,2.0,0.0
마포구,2022-01,85.0,124.0,0.0,4778392.0
마포구,2022-02,74.0,102.0,1.0,4104426.0
마포구,2022-03,54.0,67.0,0.0,4644653.0
마포구,2022-04,99.0,151.0,1.0,5207608.0
마포구,2022-05,95.0,122.0,2.0,5727367.0
마포구,2022-06,77.0,120.0,1.0,5511375.0
마포구,2022-07,87.0,130.0,1.0,5926743.0
마포구,2022-08,97.0,134.0,1.0,5886094.0
마포구,2022-09,111.0,145.0,2.0,5497289.0
마포구,2022-10,101.0,150.0,1.0,5869938.0
마포구,2022-11,93.0,132.0,0.0,5671385.0
마포구,2022-12,92.0,106.0,0.0,5676051.0
마포구,2023-01,80.0,106.0,0.0,5084251.0
마포구,2023-02,77.0,108.0,3.0,5119681.0
마포구,2023-03,93.0,115.0,1.0,5910988.0
마포구,2023-04,111.0,151.0,0.0,5648219.0
마포구,2023-05,117.0,172.0,0.0,5843544.0
마포구,2023-06,104.0,137.0,3.0,5797706.0
마포구,2023-07,103.0,146.0,0.0,5940925.0
마포구,2023-08,120.0,178.0,0.0,5838837.0
마포구,2023-09,115.0,172.0,2.0,5707994.0
마포구,2023-10,122.0,174.0,3.0,5846832.0
마포구,2023-11,104.0,125.0,0.0,5846601.0
마포구,2023-12,104.0,131.0,2.0,5789508.0
마포구,2024-01,94.0,140.0,1.0,5507879.0
마포구,2024-02,93.0,132.0,0.0,5092121.0
마포구,2024-03,88.0,111.0,0.0,5873017.0
마포구,2024-04,87.0,120.0,0.0,5964153.0
마포구,2024-05,113.0,156.0,1.0,6131915.0
마포구,2024-06,103.0,155.0,0.0,5904811.0
마포구,2024-07,115.0,159.0,0.0,6260485.0
마포구,2024-08,102.0,154.0,3.0,6284733.0
마포구,2024-09,106.0,123.0,1.0,6081394.0
마포구,2024-10,98.0,119.0,1.0,6465650.0
마포구,2024-11,111.0,155.0,2.0,6305067.0
마포구,2024-12,91.0,117.0,2.0,6292182.0
마포구,2025-01,0.0,0.0,0.0,5019981.0
마포구,2025-02,0.0,0.0,0.0,5419795.0
마포구,2025-03,0.0,0.0,0.0,6292187.0
마포구,2025-04,0.0,0.0,0.0,1213006.0
서대문구,2005-01,79.0,113.0,2.0,0.0
서대문구,2005-02,65.0,116.0,1.0,0.0
서대문구,2005-03,82.0,116.0,0.0,0.0
서대문구,2005-04,90.0,141.0,0.0,0.0
서대문구,2005-05,94.0,124.0,1.0,0.0
서대문구,2005-06,97.0,133.0,4.0,0.0
서대문구,2005-07,84.0,122.0,0.0,0.0
서대문구,2005-08,86.0,130.0,0.0,0.0
서대문구,2005-09,99.0,160.0,2.0,0.0
서대문구,2005-10,84.0,145.0,2.0,0.0
서대문구,2005-11,87.0,122.0,1.0,0.0
서대문구,2005-12,102.0,167.0,3.0,0.0
서대문구,2006-01,62.0,83.0,1.0,0.0
서대문구,2006-02,62.0,82.0,0.0,0.0
서대문구,2006-03,68.0,98.0,1.0,0.0
서대문구,2006-04,74.0,107.0,0.0,0.0
서대문구,2006-05,79.0,103.0,2.0,0.0
서대문구,2006-06,75.0,120.0,1.0,0.0
서대문구,2006-07,76.0,123.0,0.0,0.0
서대문구,2006-08,81.0,120.0,0.0,0.0
서대문구,2006-09,107.0,142.0,1.0,0.0
서대문구,2006-10,89.0,137.0,1.0,0.0
서대문구,2006-11,87.0,117.0,2.0,0.0
서대문구,2006-12,75.0,113.0,1.0,0.0
서대문구,2007-01,64.0,94.0,0.0,0.0
서대문구,2007-02,84.0,128.0,2.0,0.0
서대문구,2007-03,106.0,156.0,0.0,0.0
서대문구,2007-04,87.0,114.0,1.0,0.0
서대문구,2007-05,96.0,155.0,1.0,0.0
서대문구,2007-06,92.0,123.0,3.0,0.0
서대문구,2007-07,69.0,100.0,1.0,0.0
서대문구,2007-08,88.0,127.0,1.0,0.0
서대문구,2007-09,93.0,149.0,1.0,0.0
서대문구,2007-10,78.0,105.0,1.0,0.0
서대문구,2007-11,85.0,130.0,1.0,0.0
서대문구,2007-12,89.0,132.0,1.0,0.0
서대문구,2008-01,90.0,131.0,4.0,0.0
서대문구,2008-02,66.0,106.0,0.0,0.0
서대문구,2008-03,85.0,130.0,0.0,0.0
서대문구,2008-04,76.0,102.0,0.0,0.0
서대문구,2008-05,99.0,130.0,2.0,0.0
서대문구,2008-06,102.0,139.0,1.0,0.0
서대문구,2008-07,83.0,117.0,1.0,0.0
서대문구,2008-08,94.0,121.0,1.0,0.0
서대문구,2008-09,97.0,124.0,2.0,0.0
서대문구,2008-10,99.0,149.0,0.0,0.0
서대문구,2008-11,89.0,112.0,1.0,0.0
서대문구,2008-12,101.0,169.0,2.0,0.0
서대문구,2009-01,79.0,131.0,2.0,0.0
서대문구,2009-02,78.0,125.0,6.0,0.0
서대문구,2009-03,107.0,158.0,1.0,0.0
서대문구,2009-04,93.0,162.0,0.0,0.0
서대문구,2009-05,97.0,137.0,3.0,0.0
서대문구,2009-06,91.0,122.0,1.0,0.0
서대문구,2009-07,114.0,151.0,1.0,0.0
서대문구,2009-08,113.0,177.0,4.0,0.0
서대문구,2009-09,127.0,172.0,4.0,0.0
서대문구,2009-10,115.0,176.0,2.0,0.0
서대문구,2009-11,102.0,140.0,1.0,0.0
서대문구,2009-12,115.0,160.0,1.0,0.0
서대문구,2010-01,96.0,174.0,1.0,0.0
서대문구,2010-02,84.0,144.0,1.0,0.0
서대문구,2010-03,79.0,120.0,1.0,0.0
서대문구,2010-04,95.0,121.0,0.0,0.0
서대문구,2010-05,103.0,153.0,0.0,0.0
서대문구,2010-06,101.0,143.0,2.0,0.0
서대문구,2010-07,110.0,153.0,2.0,0.0
서대문구,2010-08,94.0,128.0,1.0,0.0
서대문구,2010-09,94.0,161.0,2.0,0.0
서대문구,2010-10,95.0,133.0,1.0,0.0
서대문구,2010-11,100.0,149.0,3.0,0.0
서대문구,2010-12,90.0,140.0,1.0,0.0
서대문구,2011-01,103.0,174.0,3.0,0.0
서대문구,2011-02,67.0,86.0,2.0,0.0
서대문구,2011-03,85.0,119.0,0.0,0.0
서대문구,2011-04,79.0,118.0,2.0,0.0
서대문구,2011-05,90.0,127.0,0.0,0.0
서대문구,2011-06,79.0,110.0,0.0,0.0
서대문구,2011-07,99.0,139.0,1.0,0.0
서대문구,2011-08,77.0,106.0,0.0,0.0
서대문구,2011-09,88.0,114.0,1.0,0.0
서대문구,2011-10,98.0,137.0,0.0,0.0
서대문구,2011-11,86.0,119.0,3.0,0.0
서대문구,2011-12,110.0,147.0,2.0,0.0
서대문구,2012-01,64.0,95.0,1.0,0.0
서대문구,2012-02,102.0,170.0,0.0,0.0
서대문구,2012-03,84.0,127.0,1.0,0.0
서대문구,2012-04,90.0,156.0,0.0,0.0
서대문구,2012-05,96.0,139.0,3.0,0.0
서대문구,2012-06,84.0,111.0,3.0,0.0
서대문구,2012-07,84.0,141.0,0.0,0.0
서대문구,2012-08,57.0,84.0,1.0,0.0
서대문구,2012-09,93.0,151.0,1.0,0.0
서대문구,2012-10,80.0,136.0,0.0,0.0
서대문구,2012-11,107.0,176.0,2.0,0.0
서대문구,2012-12,100.0,159.0,1.0,0.0
서대문구,2013-01,96.0,145.0,1.0,0.0
서대문구,2013-02,76.0,106.0,0.0,0.0
서대문구,2013-03,86.0,135.0,2.0,0.0
서대문구,2013-04,82.0,114.0,2.0,0.0
서대문구,2013-05,91.0,154.0,0.0,0.0
서대문구,2013-06,93.0,145.0,1.0,0.0
서대문구,2013-07,88.0,132.0,1.0,0.0
서대문구,2013-08,86.0,120.0,0.0,0.0
서대문구,2013-09,96.0,135.0,3.0,0.0
서대문구,2013-10,82.0,107.0,1.0,0.0
서대문구,2013-11,106.0,146.0,1.0,0.0
서대문구,2013-12,99.0,139.0,2.0,0.0
서대문구,2014-01,90.0,127.0,0.0,0.0
서대문구,2014-02,76.0,107.0,2.0,0.0
서대문구,2014-03,105.0,164.0,0.0,0.0
서대문구,2014-04,96.0,140.0,2.0,0.0
서대문구,2014-05,92.0,132.0,2.0,0.0
서대문구,2014-06,103.0,130.0,0.0,0.0
서대문구,2014-07,81.0,112.0,1.0,0.0
서대문구,2014-08,74.0,99.0,0.0,0.0
서대문구,2014-09,88.0,120.0,2.0,0.0
서대문구,2014-10,102.0,170.0,2.0,0.0
서대문구,2014-11,108.0,128.0,3.0,0.0
서대문구,2014-12,107.0,161.0,2.0,0.0
서대문구,2015-01,77.0,115.0,3.0,0.0
서대문구,2015-02,67.0,116.0,1.0,0.0
서대문구,2015-03,95.0,135.0,0.0,0.0
서대문구,2015-04,94.0,145.0,2.0,0.0
서대문구,2015-05,81.0,100.0,1.0,0.0
서대문구,2015-06,79.0,105.0,0.0,0.0
서대문구,2015-07,97.0,120.0,1.0,0.0
서대문구,2015-08,88.0,115.0,0.0,0.0
서대문구,2015-09,101.0,135.0,2.0,0.0
서대문구,2015-10,102.0,139.0,1.0,0.0
서대문구,2015-11,97.0,145.0,0.0,0.0
서대문구,2015-12,93.0,122.0,2.0,0.0
서대문구,2016-01,87.0,122.0,2.0,0.0
서대문구,2016-02,92.0,126.0,0.0,0.0
서대문구,2016-03,98.0,142.0,0.0,0.0
서대문구,2016-04,82.0,111.0,1.0,0.0
서대문구,2016-05,90.0,109.0,2.0,0.0
서대문구,2016-06,82.0,99.0,1.0,0.0
서대문구,2016-07,73.0,96.0,1.0,0.0
서대문구,2016-08,106.0,164.0,0.0,0.0
서대문구,2016-09,94.0,139.0,1.0,0.0
서대문구,2016-10,127.0,179.0,3.0,0.0
서대문구,2016-11,97.0,138.0,1.0,0.0
서대문구,2016-12,107.0,141.0,2.0,0.0
서대문구,2017-01,90.0,130.0,1.0,0.0
서대문구,2017-02,72.0,91.0,0.0,0.0
서대문구,2017-03,86.0,112.0,2.0,0.0
서대문구,2017-04,93.0,122.0,0.0,0.0
서대문구,2017-05,102.0,143.0,0.0,0.0
서대문구,2017-06,91.0,124.0,1.0,0.0
서대문구,2017-07,85.0,133.0,1.0,0.0
서대문구,2017-08,92.0,124.0,0.0,0.0
서대문구,2017-09,96.0,120.0,0.0,0.0
서대문구,2017-10,80.0,143.0,3.0,0.0
서대문구,2017-11,72.0,95.0,0.0,0.0
서대문구,2017-12,73.0,93.0,0.0,0.0
서대문구,2018-01,71.0,106.0,0.0,0.0
서대문구,2018-02,79.0,110.0,1.0,0.0
서대문구,2018-03,83.0,101.0,0.0,0.0
서대문구,2018-04,101.0,137.0,2.0,0.0
서대문구,2018-05,87.0,120.0,2.0,0.0
서대문구,2018-06,83.0,106.0,0.0,0.0
서대문구,2018-07,86.0,114.0,0.0,0.0
서대문구,2018-08,81.0,109.0,0.0,0.0
서대문구,2018-09,86.0,118.0,0.0,0.0
서대문구,2018-10,102.0,141.0,0.0,0.0
서대문구,2018-11,82.0,123.0,0.0,0.0
서대문구,2018-12,92.0,118.0,0.0,0.0
서대문구,2019-01,82.0,108.0,0.0,0.0
서대문구,2019-02,75.0,92.0,0.0,0.0
서대문구,2019-03,73.0,83.0,1.0,0.0
서대문구,2019-04,81.0,105.0,1.0,0.0
서대문구,2019-05,111.0,159.0,1.0,0.0
서대문구,2019-06,90.0,173.0,1.0,0.0
서대문구,2019-07,107.0,146.0,1.0,0.0
서대문구,2019-08,94.0,123.0,2.0,0.0
서대문구,2019-09,118.0,178.0,3.0,0.0
서대문구,2019-10,84.0,189.0,2.0,0.0
서대문구,2019-11,104.0,139.0,1.0,0.0
서대문구,2019-12,94.0,114.0,1.0,0.0
서대문구,2020-01,84.0,138.0,0.0,0.0
서대문구,2020-02,72.0,93.0,1.0,0.0
서대문구,2020-03,61.0,98.0,0.0,0.0
서대문구,2020-04,58.0,76.0,0.0,0.0
서대문구,2020-05,75.0,98.0,1.0,0.0
서대문구,2020-06,99.0,112.0,0.0,0.0
서대문구,2020-07,98.0,144.0,0.0,0.0
서대문구,2020-08,78.0,101.0,1.0,0.0
서대문구,2020-09,69.0,88.0,3.0,0.0
서대문구,2020-10,85.0,110.0,0.0,0.0
서대문구,2020-11,82.0,107.0,0.0,0.0
서대문구,2020-12,67.0,91.0,0.0,0.0
서대문구,2021-01,88.0,128.0,0.0,0.0
서대문구,2021-02,68.0,89.0,1.0,0.0
서대문구,2021-03,64.0,84.0,0.0,0.0
서대문구,2021-04,79.0,112.0,1.0,0.0
서대문구,2021-05,71.0,94.0,1.0,0.0
서대문구,2021-06,92.0,130.0,0.0,0.0
서대문구,2021-07,84.0,103.0,2.0,0.0
서대문구,2021-08,69.0,87.0,0.0,0.0
서대문구,2021-09,78.0,95.0,0.0,0.0
서대문구,2021-10,83.0,93.0,2.0,0.0
서대문구,2021-11,75.0,93.0,0.0,0.0
서대문구,2021-12,79.0,98.0,2.0,0.0
서대문구,2022-01,79.0,108.0,2.0,4941306.0
서대문구,2022-02,64.0,72.0,0.0,4313653.0
서대문구,2022-03,62.0,78.0,0.0,4987467.0
서대문구,2022-04,98.0,137.0,0.0,5571071.0
서대문구,2022-05,88.0,127.0,0.0,6087411.0
서대문구,2022-06,86.0,110.0,0.0,5774300.0
서대문구,2022-07,85.0,113.0,1.0,6032671.0
서대문구,2022-08,83.0,120.0,0.0,5982132.0
서대문구,2022-09,91.0,116.0,1.0,5887225.0
서대문구,2022-10,85.0,118.0,1.0,6272182.0
서대문구,2022-11,79.0,109.0,0.0,6193704.0
서대문구,2022-12,74.0,95.0,0.0,6001928.0
서대문구,2023-01,74.0,99.0,0.0,5291788.0
서대문구,2023-02,53.0,73.0,0.0,5300799.0
서대문구,2023-03,70.0,94.0,0.0,6472710.0
서대문구,2023-04,76.0,90.0,0.0,6157947.0
서대문구,2023-05,92.0,126.0,1.0,6359738.0
서대문구,2023-06,74.0,97.0,2.0,6120681.0
서대문구,2023-07,67.0,93.0,0.0,6059444.0
서대문구,2023-08,93.0,123.0,0.0,5949714.0
서대문구,2023-09,69.0,101.0,0.0,6082965.0
서대문구,2023-10,70.0,101.0,0.0,6144283.0
서대문구,2023-11,87.0,106.0,0.0,6264366.0
서대문구,2023-12,91.0,117.0,1.0,6087630.0
서대문구,2024-01,81.0,108.0,0.0,5680181.0
서대문구,2024-02,74.0,99.0,0.0,5239587.0
서대문구,2024-03,76.0,112.0,1.0,6327698.0
서대문구,2024-04,61.0,88.0,1.0,6431306.0
서대문구,2024-05,76.0,97.0,1.0,6580624.0
서대문구,2024-06,62.0,78.0,1.0,6149586.0
서대문구,2024-07,61.0,89.0,1.0,6326902.0
서대문구,2024-08,73.0,98.0,0.0,5347315.0
서대문구,2024-09,55.0,70.0,0.0,5348830.0
서대문구,2024-10,73.0,95.0,0.0,5731949.0
서대문구,2024-11,68.0,94.0,1.0,5664277.0
서대문구,2024-12,58.0,77.0,0.0,5510045.0
서대문구,2025-01,0.0,0.0,0.0,4377121.0
서대문구,2025-02,0.0,0.0,0.0,4682336.0
서대문구,2025-03,0.0,0.0,0.0,5991120.0
서대문구,2025-04,0.0,0.0,0.0,1281457.0
서초구,2005-01,121.0,213.0,0.0,0.0
서초구,2005-02,88.0,109.0,3.0,0.0
서초구,2005-03,108.0,154.0,1.0,0.0
서초구,2005-04,116.0,207.0,0.0,0.0
