구,연월,거주인구,지하철_승객_수,버스승객수,발생건수,사망자수,부상자수,대중교통_승객_수,평균기온,평균최고기온,극점최고기온,평균최저기온,극점최저기온,강수량,평균습도,최저습도,해면기압,이슬점온도,평균운량,일조시간,최심신적설,평균풍속,최대풍속,최대순간풍속
구로구,2019-12-01,439371.0,,,126.0,1.0,173.0,,1.4,5.3,12.9,-2.6,-10.9,22.6,58.0,17.0,1025.8,-6.5,4.4,164.2,0.0,2.1,7.5,13.1
구로구,2020-01-01,438308.0,,,115.0,1.0,157.0,,1.6,5.9,11.9,-1.7,-6.5,60.5,56.0,17.0,1023.6,-6.9,4.8,177.9,0.3,2.1,7.0,13.7
구로구,2020-02-01,438308.0,,,117.0,1.0,163.0,,2.5,7.2,15.6,-1.3,-11.8,53.1,58.0,14.0,1024.8,-5.6,4.7,185.0,3.9,2.3,8.2,14.4
구로구,2020-03-01,438308.0,,,108.0,0.0,142.0,,7.7,13.3,20.6,2.6,-2.8,16.3,46.0,11.0,1017.6,-4.4,3.4,262.9,0.0,2.5,8.2,16.3
구로구,2020-04-01,436707.0,,,104.0,1.0,141.0,,11.1,16.6,23.8,6.3,1.9,16.9,50.0,10.0,1017.0,-0.1,3.1,283.3,0.0,3.0,8.9,17.0
구로구,2020-05-01,436707.0,,,117.0,0.0,167.0,,18.0,23.3,30.0,13.7,9.2,112.4,67.0,11.0,1010.1,10.9,6.3,177.9,0.0,2.4,7.2,16.4
구로구,2020-06-01,436707.0,,,112.0,0.0,161.0,,23.9,29.0,35.4,19.9,14.8,139.6,68.0,26.0,1005.9,16.9,5.9,206.1,0.0,2.3,7.6,14.5
구로구,2020-07-01,435751.0,,,111.0,2.0,152.0,,24.1,28.0,32.9,21.1,17.2,270.4,77.0,34.0,1006.7,19.4,7.5,119.4,0.0,2.4,8.7,16.1
구로구,2020-08-01,435751.0,,,123.0,1.0,173.0,,26.5,29.3,34.5,24.4,21.5,675.7,85.0,49.0,1008.3,23.6,8.1,74.7,0.0,2.3,8.3,15.6
구로구,2020-09-01,435751.0,,,113.0,0.0,155.0,,21.4,25.6,29.5,18.0,13.6,181.5,71.0,27.0,1011.8,15.4,5.8,174.3,0.0,2.5,9.8,21.5
구로구,2020-10-01,432488.0,,,96.0,0.0,131.0,,14.3,19.5,23.6,9.6,3.2,0.0,61.0,20.0,1020.7,6.1,3.7,227.1,0.0,2.1,7.2,13.7
구로구,2020-11-01,432488.0,,,114.0,2.0,142.0,,8.0,12.6,20.0,4.0,-3.6,120.1,64.0,18.0,1025.1,1.0,4.1,171.5,0.0,2.2,8.4,15.6
구로구,2020-12-01,432488.0,,,95.0,2.0,126.0,,-0.3,3.9,11.4,-4.2,-12.9,4.6,58.0,24.0,1026.8,-8.0,3.3,203.6,3.2,2.2,6.5,11.7
구로구,2021-01-01,426675.0,,,126.0,2.0,167.0,,-2.4,2.2,13.9,-6.8,-18.6,18.9,58.0,19.0,1024.9,-10.2,3.9,176.4,5.0,2.5,8.7,17.5
구로구,2021-02-01,426675.0,,,91.0,0.0,117.0,,2.7,7.9,17.4,-2.2,-10.6,7.1,56.0,18.0,1021.5,-6.0,4.0,181.0,4.2,2.6,7.5,15.8
구로구,2021-03-01,426675.0,,,101.0,0.0,131.0,,9.0,14.8,22.9,4.3,-1.2,110.9,63.0,19.0,1019.7,1.5,4.7,213.0,2.3,2.4,6.9,14.8
구로구,2021-04-01,424582.0,,,126.0,1.0,150.0,,14.2,19.5,28.2,9.5,3.1,124.1,54.0,18.0,1018.1,4.1,4.8,208.6,0.0,2.6,7.1,12.5
구로구,2021-05-01,424582.0,,,114.0,1.0,152.0,,17.1,21.9,30.8,12.8,7.3,183.1,68.0,25.0,1008.9,10.3,5.6,203.7,0.0,2.4,8.4,16.0
구로구,2021-06-01,424582.0,,,117.0,2.0,135.0,,22.8,27.6,31.6,18.9,13.3,104.6,73.0,36.0,1007.5,17.2,5.6,185.5,0.0,2.2,7.8,15.0
구로구,2021-07-01,422361.0,,,124.0,0.0,166.0,,28.1,32.2,36.5,24.6,19.6,168.3,71.0,37.0,1007.7,21.9,5.9,195.2,0.0,2.0,7.4,16.5
구로구,2021-08-01,422361.0,,,105.0,0.0,136.0,,25.9,29.7,33.7,22.8,18.1,211.2,74.0,39.0,1008.2,20.5,7.0,127.3,0.0,2.1,8.3,16.4
구로구,2021-09-01,422361.0,,,98.0,1.0,124.0,,22.6,26.9,30.3,18.8,16.0,131.0,71.0,38.0,1013.3,16.6,5.4,182.0,0.0,2.3,7.1,12.5
구로구,2021-10-01,421163.0,,,110.0,1.0,143.0,,15.6,20.5,28.8,11.6,1.3,57.0,70.0,25.0,1021.2,9.6,4.7,168.4,0.0,2.1,10.6,20.9
구로구,2021-11-01,421163.0,172682.0,,122.0,1.0,157.0,357031.0,8.2,13.1,21.3,4.0,-3.7,62.4,68.0,27.0,1019.6,2.2,4.2,163.6,0.0,2.1,9.3,16.6
구로구,2021-12-01,421163.0,321841.0,,116.0,0.0,151.0,674731.0,0.6,5.1,13.3,-3.5,-15.5,7.9,62.0,26.0,1025.2,-6.4,3.2,185.4,4.4,2.3,8.1,15.2
구로구,2022-01-01,419984.0,4324541.0,4416299.0,101.0,2.0,121.0,8740840.0,-2.2,2.6,8.4,-6.2,-11.3,5.5,55.0,21.0,1025.2,-10.4,3.1,206.9,3.5,2.2,7.6,13.9
구로구,2022-02-01,419984.0,3678538.0,3765083.0,85.0,1.0,114.0,7443621.0,-1.1,3.8,11.5,-5.3,-10.7,4.7,55.0,21.0,1025.9,-9.6,3.2,203.8,3.3,2.6,7.4,14.5
구로구,2022-03-01,419984.0,4051035.0,4195583.0,74.0,0.0,91.0,8246618.0,7.7,12.7,19.5,3.2,-3.0,102.6,62.0,15.0,1017.3,0.1,5.2,173.0,0.7,2.5,8.8,18.5
구로구,2022-04-01,418709.0,4602523.0,4641665.0,92.0,1.0,128.0,9244188.0,14.8,20.6,28.7,10.0,3.5,20.4,55.0,17.0,1016.8,4.8,4.1,246.4,0.0,2.7,8.4,14.5
구로구,2022-05-01,418709.0,5000289.0,5007781.0,130.0,2.0,173.0,10008070.0,19.1,25.0,30.7,13.9,7.9,7.5,55.0,16.0,1011.8,9.1,3.9,302.3,0.0,2.6,7.6,14.1
구로구,2022-06-01,418709.0,4791342.0,4872569.0,94.0,0.0,134.0,9663911.0,23.3,27.5,32.7,19.8,14.9,393.8,73.0,18.0,1006.8,17.7,6.9,131.9,0.0,2.5,9.9,20.9
구로구,2022-07-01,416570.0,4887750.0,5141020.0,109.0,0.0,151.0,10028770.0,27.3,31.0,36.1,24.2,20.8,252.3,77.0,46.0,1005.2,22.7,6.9,140.1,0.0,2.1,5.6,11.6
구로구,2022-08-01,416570.0,4861572.0,5101174.0,108.0,1.0,161.0,9812899.0,25.7,28.9,32.9,23.1,16.1,564.8,80.0,39.0,1006.5,21.8,7.3,116.3,0.0,2.3,8.6,24.9
구로구,2022-09-01,416570.0,4415940.0,4759101.0,106.0,1.0,140.0,8983388.0,22.4,27.2,32.5,18.2,12.3,201.5,68.0,29.0,1012.9,15.6,5.1,203.9,0.0,2.4,8.0,18.3
구로구,2022-10-01,418418.0,5107690.0,5039290.0,133.0,1.0,174.0,10146980.0,14.6,19.7,27.6,10.3,4.4,124.1,69.0,25.0,1021.4,8.4,4.2,216.0,0.0,2.2,6.8,13.7
구로구,2022-11-01,418418.0,5060107.0,4992985.0,113.0,1.0,137.0,10053092.0,10.0,15.4,22.1,5.6,-8.1,84.5,65.0,23.0,1021.2,3.1,3.7,187.5,0.0,2.1,6.5,12.0
구로구,2022-12-01,418418.0,4980181.0,5013819.0,129.0,2.0,167.0,9994000.0,-2.8,1.7,10.2,-6.6,-13.7,13.6,59.0,21.0,1025.0,-10.1,3.4,197.1,4.4,2.3,7.4,15.0
구로구,2023-01-01,417983.0,4600175.0,4564264.0,93.0,0.0,115.0,9164439.0,-1.5,3.2,12.5,-5.7,-17.3,47.9,63.0,25.0,1024.6,-8.0,3.6,190.9,4.5,2.4,7.5,13.9
구로구,2023-02-01,417983.0,4671953.0,4492572.0,75.0,0.0,116.0,9164525.0,2.3,7.3,12.4,-1.9,-5.3,1.0,59.0,21.0,1025.6,-5.5,3.5,198.2,0.0,2.3,6.8,11.6
구로구,2023-03-01,417983.0,5290061.0,5120787.0,101.0,0.0,123.0,10410848.0,9.8,16.2,25.1,4.2,-1.9,10.5,51.0,13.0,1019.8,-0.8,3.4,239.8,0.0,2.3,7.3,13.6
구로구,2023-04-01,417774.0,5021381.0,4915672.0,99.0,1.0,146.0,9550546.0,13.8,19.0,28.4,8.8,3.1,96.9,60.0,14.0,1014.2,4.6,5.4,182.3,0.0,2.5,9.3,18.9
구로구,2023-05-01,417774.0,5090295.0,5045292.0,122.0,1.0,161.0,10135587.0,19.5,25.0,31.2,14.6,7.9,155.6,63.0,21.0,1012.4,11.3,5.3,235.6,0.0,2.3,8.6,15.9
구로구,2023-06-01,417774.0,5000809.0,5023122.0,119.0,1.0,150.0,10023931.0,23.4,27.9,34.0,19.7,16.6,195.6,73.0,28.0,1006.2,17.7,5.7,195.1,0.0,2.2,7.5,12.6
구로구,2023-07-01,416815.0,4930260.0,5117622.0,136.0,1.0,181.0,9683963.0,26.7,30.2,34.9,23.9,21.6,459.9,81.0,40.0,1006.6,22.9,6.7,146.1,0.0,2.1,7.0,16.8
구로구,2023-08-01,416815.0,4805269.0,5016760.0,111.0,0.0,158.0,9822029.0,27.2,30.8,35.8,24.3,20.8,298.1,76.0,47.0,1004.8,22.4,6.5,156.1,0.0,2.2,8.9,18.1
구로구,2023-09-01,416815.0,4757085.0,4813786.0,114.0,0.0,151.0,9570871.0,23.7,27.6,32.8,20.2,15.2,134.5,74.0,33.0,1012.3,18.2,6.2,157.1,0.0,2.0,5.2,10.6
구로구,2023-10-01,415651.0,5142830.0,4959454.0,123.0,0.0,164.0,10102284.0,15.8,21.0,24.6,11.5,5.4,31.0,67.0,26.0,1018.1,9.0,3.7,208.7,0.0,1.9,6.4,12.1
구로구,2023-11-01,415651.0,5402445.0,5173510.0,131.0,1.0,181.0,10575955.0,6.8,11.5,25.9,2.9,-7.3,81.9,65.0,22.0,1021.1,0.2,3.8,171.9,0.0,2.6,9.1,16.9
구로구,2023-12-01,415651.0,5300999.0,5175477.0,135.0,0.0,194.0,10213853.0,1.1,5.2,16.8,-2.5,-14.7,85.9,69.0,30.0,1024.3,-4.1,4.4,142.2,12.2,2.4,9.0,17.9
구로구,2024-01-01,414271.0,5251003.0,4970315.0,,,,10221318.0,,,,,,,,,,,,,,,,
구로구,2024-02-01,414271.0,4775881.0,4605056.0,,,,9380937.0,,,,,,,,,,,,,,,,
구로구,2024-03-01,414271.0,5480346.0,5185139.0,,,,10665485.0,,,,,,,,,,,,,,,,
구로구,2024-04-01,413099.0,5487391.0,5236449.0,,,,10723840.0,,,,,,,,,,,,,,,,
구로구,2024-05-01,413099.0,5517474.0,5332971.0,,,,10850445.0,,,,,,,,,,,,,,,,
구로구,2024-06-01,413099.0,5193250.0,5179687.0,,,,10372937.0,,,,,,,,,,,,,,,,
구로구,2024-07-01,412441.0,5386298.0,5495130.0,,,,10881428.0,,,,,,,,,,,,,,,,
구로구,2024-08-01,412441.0,4936094.0,5380432.0,,,,10316526.0,,,,,,,,,,,,,,,,
구로구,2024-09-01,412441.0,4890420.0,5074553.0,,,,9964973.0,,,,,,,,,,,,,,,,
구로구,2024-10-01,411916.0,5433858.0,5322638.0,,,,10756496.0,,,,,,,,,,,,,,,,
구로구,2024-11-01,411916.0,5499415.0,5325227.0,,,,10824642.0,,,,,,,,,,,,,,,,
구로구,2024-12-01,411916.0,5515522.0,5432870.0,,,,10948392.0,,,,,,,,,,,,,,,,
구로구,2025-01-01,410727.0,4529993.0,4430305.0,,,,8960298.0,,,,,,,,,,,,,,,,
구로구,2025-02-01,410727.0,4926228.0,4717469.0,,,,9643697.0,,,,,,,,,,,,,,,,
구로구,2025-03-01,410727.0,5614852.0,5393457.0,,,,11008309.0,,,,,,,,,,,,,,,,
구로구,2025-04-01,,1081936.0,1065895.0,,,,2147831.0,,,,,,,,,,,,,,,,
금천구,2005-01-01,,,,,,,,-2.5,1.5,7.3,-6.2,-11.0,4.5,52.0,12.0,1023.2,-11.9,2.7,191.5,1.4,2.4,7.5,15.1
금천구,2005-02-01,,,,,,,,-1.9,2.2,10.5,-5.5,-13.1,17.2,49.0,15.0,1024.5,-12.2,3.5,177.8,1.9,2.8,11.0,22.5
금천구,2005-03-01,,,,,,,,4.1,8.8,17.6,0.2,-6.5,12.5,54.0,13.0,1019.6,-5.1,3.8,221.9,4.9,2.9,9.5,16.7
금천구,2005-04-01,,,,,,,,13.2,18.1,29.8,8.9,4.1,94.7,53.0,9.0,1014.0,2.9,4.3,199.5,0.0,3.0,10.4,18.0
금천구,2005-05-01,,,,,,,,17.7,22.9,30.2,13.0,6.3,85.8,55.0,8.0,1010.4,7.4,4.1,235.3,0.0,2.4,9.3,15.1
금천구,2005-06-01,,,,,,,,22.7,27.3,32.0,19.1,15.5,168.5,69.0,26.0,1005.7,16.4,6.3,138.3,0.0,2.4,8.8,15.3
금천구,2005-07-01,,,,,,,,25.3,28.8,34.2,22.7,18.3,269.4,76.0,44.0,1006.2,20.7,7.2,79.4,0.0,2.2,8.0,12.6
금천구,2005-08-01,,,,,,,,25.1,28.7,35.0,22.4,16.5,285.0,75.0,30.0,1008.5,20.3,6.9,103.1,0.0,2.6,8.2,15.0
금천구,2005-09-01,,,,,,,,21.8,25.7,30.8,18.6,13.8,313.3,71.0,30.0,1015.2,16.0,6.4,113.7,0.0,2.3,8.4,15.3
금천구,2005-10-01,,,,,,,,14.7,19.4,24.9,10.7,3.0,52.6,65.0,17.0,1020.0,7.7,3.4,200.0,0.0,1.7,5.4,11.1
금천구,2005-11-01,,,,,,,,8.6,12.9,21.8,4.6,-1.1,44.6,55.0,10.0,1020.6,-0.6,2.9,172.5,0.0,2.2,8.4,16.8
금천구,2005-12-01,,,,,,,,-3.9,-0.1,11.1,-7.4,-14.0,10.3,51.0,18.0,1025.2,-13.6,2.2,204.1,7.6,2.5,7.6,15.8
금천구,2006-01-01,,,,,,,,-0.2,3.4,9.3,-3.3,-10.1,34.3,57.0,18.0,1025.4,-8.6,4.0,161.1,1.5,2.1,6.1,12.1
금천구,2006-02-01,,,,,,,,0.1,4.2,11.5,-4.0,-14.1,15.7,53.0,12.0,1025.9,-9.6,4.3,172.6,7.0,2.6,8.1,15.6
금천구,2006-03-01,,,,,,,,5.2,9.9,17.2,0.9,-6.9,14.0,51.0,8.0,1016.9,-5.4,4.2,201.9,2.8,2.9,10.9,20.2
금천구,2006-04-01,,,,,,,,11.6,16.2,22.2,7.7,2.9,51.8,55.0,10.0,1011.0,2.0,5.9,136.0,0.0,3.0,9.1,16.8
금천구,2006-05-01,,,,,,,,18.4,23.4,28.3,14.0,10.8,156.2,57.0,13.0,1012.1,9.0,5.2,199.1,0.0,2.5,8.6,14.6
금천구,2006-06-01,,,,,,,,21.8,26.3,32.4,18.1,14.1,168.5,68.0,21.0,1007.1,15.1,6.1,155.8,0.0,2.2,8.0,13.5
금천구,2006-07-01,,,,,,,,23.1,26.0,30.1,20.9,17.5,1014.0,82.0,43.0,1006.1,19.8,8.7,34.3,0.0,2.3,9.2,16.0
금천구,2006-08-01,,,,,,,,27.0,31.1,34.7,23.9,20.8,121.2,69.0,34.0,1008.4,20.6,5.4,177.1,0.0,2.1,7.6,16.2
금천구,2006-09-01,,,,,,,,21.1,25.7,30.3,16.9,11.3,11.1,58.0,19.0,1014.8,12.1,4.7,195.7,0.0,2.1,7.1,13.8
금천구,2006-10-01,,,,,,,,17.9,22.6,27.5,13.9,7.9,30.2,62.0,11.0,1018.8,10.2,3.2,185.2,0.0,2.0,8.5,17.1
금천구,2006-11-01,,,,,,,,8.4,12.4,20.2,4.5,-1.3,47.6,58.0,14.0,1020.1,-0.1,4.3,153.5,0.2,2.4,8.1,15.6
금천구,2006-12-01,,,,,,,,1.4,5.4,12.6,-2.0,-12.3,17.3,59.0,16.0,1026.7,-6.4,3.7,159.4,9.0,2.1,7.2,14.3
금천구,2007-01-01,,,,,,,,0.4,4.1,11.8,-2.8,-7.6,10.8,56.0,18.0,1026.5,-7.8,3.5,181.9,7.5,2.0,8.0,15.5
금천구,2007-02-01,,,,,,,,4.0,8.7,14.8,0.1,-8.6,12.6,53.0,13.0,1021.3,-5.6,3.3,171.5,0.0,2.3,8.6,14.8
금천구,2007-03-01,,,,,,,,6.1,10.3,16.2,2.3,-7.6,123.5,60.0,15.0,1018.1,-1.9,5.2,147.1,1.6,2.7,10.0,18.2
금천구,2007-04-01,,,,,,,,11.4,16.1,22.5,7.5,1.6,41.1,53.0,14.0,1016.0,1.2,4.8,191.8,0.0,2.8,9.4,18.7
금천구,2007-05-01,,,,,,,,18.1,23.4,30.1,13.6,9.0,137.6,62.0,17.0,1007.8,10.0,5.5,197.3,0.0,2.6,8.7,17.6
금천구,2007-06-01,,,,,,,,23.2,27.7,33.2,19.2,14.1,54.5,61.0,13.0,1008.4,14.3,6.1,175.2,0.0,2.3,6.9,11.8
금천구,2007-07-01,,,,,,,,24.2,27.8,31.2,21.3,17.7,274.1,75.0,35.0,1004.5,19.2,7.6,91.5,0.0,2.4,7.3,16.1
금천구,2007-08-01,,,,,,,,26.5,29.9,33.2,23.8,19.8,237.6,75.0,23.0,1008.4,21.5,6.9,105.7,0.0,2.6,9.9,18.7
금천구,2007-09-01,,,,,,,,21.5,25.1,31.1,18.6,14.1,241.9,74.0,36.0,1012.4,16.6,7.3,85.1,0.0,2.5,8.0,13.8
금천구,2007-10-01,,,,,,,,15.1,19.6,26.2,11.3,3.2,39.5,63.0,13.0,1019.7,7.7,4.9,170.9,0.0,2.1,8.0,14.5
금천구,2007-11-01,,,,,,,,6.7,11.4,19.3,2.8,-5.5,26.4,55.0,15.0,1023.8,-2.3,3.1,188.5,1.7,2.2,7.7,14.8
금천구,2007-12-01,,,,,,,,1.8,5.4,13.8,-1.4,-7.4,12.7,60.0,24.0,1022.7,-5.5,4.0,140.8,0.8,2.4,8.5,15.6
금천구,2008-01-01,266126.0,,,,,,,-1.7,1.9,7.3,-5.0,-11.1,17.7,50.0,13.0,1026.5,-11.9,4.5,166.5,6.1,2.3,6.9,12.8
금천구,2008-02-01,266126.0,,,,,,,-1.2,3.2,10.5,-4.9,-10.1,15.0,46.0,12.0,1025.1,-12.6,2.3,224.2,5.5,2.7,8.4,13.8
금천구,2008-03-01,266126.0,,,,,,,7.3,11.9,19.8,3.7,-1.7,53.9,56.0,10.0,1018.4,-1.8,4.2,187.3,1.0,2.6,8.3,12.8
금천구,2008-04-01,266078.0,,,,,,,14.1,19.5,28.0,9.3,3.8,38.5,50.0,11.0,1015.2,2.8,4.6,208.1,0.0,2.7,10.9,19.7
금천구,2008-05-01,266078.0,,,,,,,17.7,22.7,28.5,13.1,8.1,97.7,58.0,10.0,1010.2,8.2,4.8,213.8,0.0,2.7,8.7,16.6
금천구,2008-06-01,266078.0,,,,,,,21.5,26.1,29.6,17.6,13.7,165.0,65.0,23.0,1009.1,14.0,6.5,173.8,0.0,2.7,7.5,12.5
금천구,2008-07-01,266084.0,,,,,,,25.1,28.4,32.9,22.6,20.2,530.8,78.0,45.0,1007.0,20.8,8.2,78.7,0.0,2.4,7.9,15.1
금천구,2008-08-01,266084.0,,,,,,,25.3,29.5,35.4,21.8,16.3,251.2,69.0,29.0,1007.5,18.8,5.4,196.6,0.0,2.5,8.6,15.9
금천구,2008-09-01,266084.0,,,,,,,22.0,26.9,32.0,18.0,10.3,99.2,64.0,18.0,1013.3,14.2,5.2,184.6,0.0,1.9,6.6,11.5
금천구,2008-10-01,265244.0,,,,,,,16.1,21.0,28.3,12.1,5.6,41.8,62.0,22.0,1018.7,8.1,3.9,185.1,0.0,2.0,7.2,12.6
금천구,2008-11-01,265244.0,,,,,,,7.6,11.7,18.4,3.8,-7.2,19.6,58.0,9.0,1022.1,-0.8,4.3,169.7,0.0,2.2,8.4,15.7
금천구,2008-12-01,265244.0,,,,,,,1.1,5.0,13.3,-2.7,-13.1,25.9,56.0,16.0,1023.6,-7.2,4.3,157.0,2.8,2.5,8.2,14.6
금천구,2009-01-01,266505.0,,,,,,,-2.0,2.3,12.2,-5.5,-11.4,5.7,50.0,14.0,1025.5,-11.6,2.5,210.6,5.1,2.5,8.1,15.1
금천구,2009-02-01,266505.0,,,,,,,2.9,6.8,16.1,-0.6,-8.6,36.9,57.0,12.0,1020.6,-5.5,5.3,125.6,1.3,2.5,11.9,20.1
금천구,2009-03-01,266505.0,,,,,,,6.0,10.6,22.2,1.8,-3.3,63.9,52.0,13.0,1019.3,-4.2,4.4,202.7,0.3,3.1,8.8,18.1
금천구,2009-04-01,265905.0,,,,,,,12.7,18.0,25.8,8.1,2.2,66.5,54.0,13.0,1015.2,2.4,4.1,204.5,0.0,2.6,8.6,14.4
금천구,2009-05-01,265905.0,,,,,,,19.1,24.3,31.0,14.6,9.8,109.0,59.0,15.0,1011.9,9.4,4.3,240.2,0.0,2.5,8.2,12.8
금천구,2009-06-01,265905.0,,,,,,,22.4,26.7,32.4,18.8,14.3,132.0,66.0,18.0,1004.8,15.0,5.4,181.0,0.0,2.5,8.8,15.3
금천구,2009-07-01,264473.0,,,,,,,24.3,28.2,32.4,21.0,18.7,659.4,76.0,36.0,1004.9,19.4,6.7,115.8,0.0,2.3,10.4,16.8
금천구,2009-08-01,264473.0,,,,,,,25.7,29.5,34.4,22.4,16.4,285.3,69.0,24.0,1008.6,19.1,5.6,150.9,0.0,2.2,7.1,13.1
금천구,2009-09-01,264473.0,,,,,,,21.8,26.3,29.9,17.7,14.4,64.5,64.0,23.0,1013.6,14.1,4.0,201.6,0.0,1.8,6.5,10.4
금천구,2009-10-01,263116.0,,,,,,,16.0,20.9,26.4,11.7,6.2,66.9,62.0,23.0,1016.6,8.0,2.5,236.3,0.0,2.1,9.7,17.2
금천구,2009-11-01,263116.0,,,,,,,6.9,10.4,21.8,3.7,-4.3,52.4,64.0,19.0,1023.6,0.0,5.1,130.1,0.0,2.5,6.8,12.3
금천구,2009-12-01,263116.0,,,,,,,-1.0,2.5,10.1,-4.2,-12.9,21.5,60.0,15.0,1022.9,-8.3,3.8,146.1,2.6,2.5,8.3,15.9
금천구,2010-01-01,262337.0,,,,,,,-4.5,-0.7,8.4,-8.1,-15.3,29.3,65.0,26.0,1024.6,-10.5,3.7,167.9,25.8,2.3,6.9,11.5
금천구,2010-02-01,262337.0,,,,,,,1.4,4.9,17.9,-1.7,-10.8,55.3,59.0,14.0,1021.1,-6.1,4.8,141.2,7.1,2.4,6.6,12.3
금천구,2010-03-01,262337.0,,,,,,,4.3,8.1,14.2,0.5,-4.0,82.5,59.0,13.0,1020.1,-3.9,6.2,133.0,7.6,2.9,10.2,16.7
금천구,2010-04-01,261435.0,,,,,,,9.5,14.0,20.7,5.6,1.1,62.8,54.0,12.0,1017.8,-0.4,5.2,166.3,0.0,2.9,10.9,17.2
금천구,2010-05-01,261435.0,,,,,,,17.2,22.0,28.6,13.0,5.8,124.0,62.0,21.0,1010.7,8.9,5.4,178.5,0.0,2.6,9.9,16.2
금천구,2010-06-01,261435.0,,,,,,,23.4,28.2,32.7,19.3,12.1,127.6,62.0,12.0,1009.3,14.6,5.0,203.0,0.0,2.1,6.0,9.9
금천구,2010-07-01,260549.0,,,,,,,25.8,29.3,32.3,23.1,21.0,239.2,74.0,32.0,1007.3,20.3,7.4,89.8,0.0,2.5,7.9,12.3
금천구,2010-08-01,260549.0,,,,,,,26.5,30.0,33.8,23.8,19.9,598.7,78.0,26.0,1010.0,21.9,7.6,96.5,0.0,2.4,10.7,16.2
금천구,2010-09-01,260549.0,,,,,,,21.8,26.0,31.4,18.5,8.4,671.5,72.0,25.0,1013.2,16.0,5.9,146.4,0.0,2.3,14.0,21.6
금천구,2010-10-01,264544.0,,,,,,,14.5,19.3,24.2,10.4,0.7,25.6,61.0,14.0,1019.0,6.5,3.7,194.6,0.0,2.2,8.1,14.0
금천구,2010-11-01,264544.0,,,,,,,6.5,11.3,17.4,2.5,-5.2,10.9,55.0,11.0,1021.2,-2.6,3.4,180.3,1.3,2.8,10.5,18.0
금천구,2010-12-01,264544.0,,,,,,,-1.3,3.1,13.5,-5.1,-15.1,16.1,56.0,17.0,1018.0,-9.4,4.1,157.8,9.4,3.0,9.1,14.4
금천구,2011-01-01,265159.0,,,,,,,-7.2,-3.4,0.3,-10.5,-17.8,8.9,54.0,19.0,1027.3,-15.3,2.7,218.5,6.0,2.8,8.0,14.4
금천구,2011-02-01,265159.0,,,,,,,1.2,5.9,13.2,-2.5,-9.2,29.1,55.0,15.0,1022.1,-7.6,4.0,166.6,0.2,2.6,10.6,17.4
금천구,2011-03-01,265159.0,,,,,,,3.6,8.3,16.8,-0.1,-5.5,14.6,51.0,12.0,1021.4,-6.6,3.3,240.2,1.8,3.4,9.9,15.4
금천구,2011-04-01,264880.0,,,,,,,10.7,15.6,19.0,6.8,4.3,110.1,54.0,10.0,1014.1,0.3,4.7,202.1,0.0,3.2,9.5,16.4
금천구,2011-05-01,264880.0,,,,,,,17.9,23.0,31.2,13.6,8.5,53.4,56.0,15.0,1010.7,7.9,5.6,180.4,0.0,2.8,9.7,16.4
금천구,2011-06-01,264880.0,,,,,,,22.0,26.6,32.9,18.4,14.4,404.5,67.0,19.0,1006.5,14.6,6.1,170.8,0.0,2.9,10.9,19.0
금천구,2011-07-01,264183.0,,,,,,,24.6,28.0,34.1,22.0,18.9,1131.0,79.0,30.0,1005.7,20.3,8.0,80.4,0.0,2.4,9.3,16.7
금천구,2011-08-01,264183.0,,,,,,,25.8,29.5,34.1,23.0,18.1,166.8,74.0,30.0,1008.3,20.5,7.5,94.0,0.0,2.5,9.4,15.6
금천구,2011-09-01,264183.0,,,,,,,21.8,26.6,32.4,17.7,10.3,25.6,58.0,13.0,1012.8,12.5,4.5,180.4,0.0,2.4,7.6,15.0
금천구,2011-10-01,264256.0,,,,,,,14.2,19.3,23.4,9.7,3.1,32.0,55.0,15.0,1020.3,4.3,3.8,215.3,0.0,2.1,7.1,13.6
금천구,2011-11-01,264256.0,,,,,,,10.7,14.7,25.9,7.2,-5.5,56.2,60.0,14.0,1022.7,2.8,6.0,129.5,0.0,2.7,9.7,16.1
금천구,2011-12-01,264256.0,,,,,,,-0.9,2.9,9.1,-4.1,-10.6,7.1,50.0,15.0,1027.6,-10.5,3.9,195.6,1.2,2.6,7.7,13.3
금천구,2012-01-01,264299.0,,,,,,,-2.8,1.3,8.4,-6.3,-12.2,6.7,48.9,12.0,1026.1,-12.8,3.6,190.5,6.2,2.5,7.5,12.6
금천구,2012-02-01,264299.0,,,,,,,-2.0,3.0,12.1,-6.0,-17.1,0.8,43.2,11.0,1024.0,-13.8,3.4,224.9,0.3,2.9,8.1,12.5
금천구,2012-03-01,264299.0,,,,,,,5.1,9.5,16.2,1.5,-5.7,47.4,51.8,9.0,1019.5,-5.1,5.2,191.8,0.0,3.5,10.2,18.0
금천구,2012-04-01,263728.0,,,,,,,12.3,17.9,29.4,7.8,0.6,157.0,54.1,9.0,1013.0,1.9,4.6,212.5,0.0,3.4,12.0,20.0
금천구,2012-05-01,263728.0,,,,,,,19.7,25.1,29.3,15.4,12.0,8.2,48.2,11.0,1011.0,7.4,4.3,251.3,0.0,2.7,8.6,15.7
금천구,2012-06-01,263728.0,,,,,,,24.1,29.7,33.5,20.0,16.3,91.9,54.1,21.0,1007.0,13.5,5.4,232.0,0.0,2.8,9.1,19.2
